30/03/2022 10:14:46, File Created!
30/03/2022 14:27:39:576, 4, idle
30/03/2022 14:27:39:848, 5, idle
30/03/2022 14:27:40:116, 3, idle
30/03/2022 14:27:40:391, 8, idle
30/03/2022 14:27:40:658, 5, idle
30/03/2022 14:27:40:930, 6, idle
30/03/2022 14:27:41:199, 5, idle
30/03/2022 14:27:41:472, 6, idle
30/03/2022 14:27:41:745, 6, idle
30/03/2022 14:27:42:014, 3, idle
30/03/2022 14:27:42:289, 5, idle
30/03/2022 14:27:42:563, 7, idle
30/03/2022 14:27:42:837, 5, idle
30/03/2022 14:27:43:105, 3, idle
30/03/2022 14:27:43:379, 7, idle
30/03/2022 14:27:43:648, 3, idle
30/03/2022 14:27:43:919, 4, idle
30/03/2022 14:27:44:189, 4, idle
30/03/2022 14:27:44:463, 7, idle
30/03/2022 14:27:44:731, 3, idle
30/03/2022 14:27:45:002, 3, idle
30/03/2022 14:27:45:275, 5, idle
30/03/2022 14:27:45:549, 8, idle
30/03/2022 14:27:45:822, 8, idle
30/03/2022 14:27:46:103, 19, idle
30/03/2022 14:27:46:360, 5, idle
30/03/2022 14:27:46:633, 5, idle
30/03/2022 14:27:46:907, 7, idle
30/03/2022 14:27:47:175, 3, idle
30/03/2022 14:27:47:446, 4, idle
30/03/2022 14:27:47:716, 2, idle
30/03/2022 14:27:47:989, 4, idle
30/03/2022 14:27:48:259, 3, idle
30/03/2022 14:27:48:529, 2, idle
30/03/2022 14:27:48:802, 4, idle
30/03/2022 14:27:49:072, 4, idle
30/03/2022 14:27:49:342, 3, idle
30/03/2022 14:27:49:612, 2, idle
30/03/2022 14:27:49:882, 2, idle
30/03/2022 14:27:50:158, 8, idle
30/03/2022 14:27:50:428, 4, idle
30/03/2022 14:27:50:697, 3, idle
30/03/2022 14:27:50:966, 2, idle
30/03/2022 14:27:51:240, 5, idle
30/03/2022 14:27:51:512, 6, idle
30/03/2022 14:27:51:783, 4, idle
30/03/2022 14:27:52:057, 3, idle
30/03/2022 14:27:52:330, 4, idle
30/03/2022 14:27:52:599, 3, idle
30/03/2022 14:27:52:879, 8, idle
30/03/2022 14:27:53:150, 6, idle
30/03/2022 14:27:53:427, 11, idle
30/03/2022 14:27:53:698, 11, idle
30/03/2022 14:27:53:977, 18, idle
30/03/2022 14:27:54:252, 18, idle
30/03/2022 14:27:54:521, 8, idle
30/03/2022 14:27:54:794, 11, idle
30/03/2022 14:27:55:069, 9, idle
30/03/2022 14:27:55:337, 6, idle
30/03/2022 14:27:55:607, 5, idle
30/03/2022 14:27:55:880, 4, idle
30/03/2022 14:27:56:157, 6, idle
30/03/2022 14:27:56:429, 6, idle
30/03/2022 14:27:56:705, 9, idle
30/03/2022 14:27:56:976, 9, idle
30/03/2022 14:27:57:250, 6, idle
30/03/2022 14:27:57:526, 10, idle
30/03/2022 14:27:57:835, 47, idle
30/03/2022 14:27:58:176, 96, idle
30/03/2022 14:27:58:436, 35, idle
30/03/2022 14:27:58:934, 236, idle
30/03/2022 14:27:59:338, 169, idle
30/03/2022 14:27:59:912, 331, idle
30/03/2022 14:28:00:446, 122, idle
30/03/2022 14:28:00:959, 244, idle
30/03/2022 14:28:01:343, 227, idle
30/03/2022 14:28:01:790, 16, idle
30/03/2022 14:28:02:396, 306, idle
30/03/2022 14:28:02:831, 312, idle
30/03/2022 14:28:02:961, 15, idle
30/03/2022 14:28:03:233, 14, idle
30/03/2022 14:28:03:504, 10, idle
30/03/2022 14:28:03:774, 8, idle
30/03/2022 14:28:04:047, 7, idle
30/03/2022 14:28:04:316, 4, idle
30/03/2022 14:28:04:593, 7, idle
30/03/2022 14:28:04:888, 23, idle
30/03/2022 14:28:05:148, 5, idle
30/03/2022 14:28:05:607, 193, idle
30/03/2022 14:28:05:792, 6, idle
30/03/2022 14:28:06:063, 4, idle
30/03/2022 14:28:06:334, 5, idle
30/03/2022 14:28:06:608, 9, idle
30/03/2022 14:28:06:876, 4, idle
30/03/2022 14:28:07:150, 7, idle
30/03/2022 14:28:07:418, 5, idle
30/03/2022 14:28:07:694, 10, idle
30/03/2022 14:28:07:958, 2, idle
30/03/2022 14:28:08:228, 2, idle
30/03/2022 14:28:08:501, 5, idle
30/03/2022 14:28:08:782, 16, idle
30/03/2022 14:28:09:047, 7, idle
30/03/2022 14:28:09:313, 3, idle
30/03/2022 14:28:09:585, 4, idle
30/03/2022 14:28:09:856, 2, idle
30/03/2022 14:28:10:127, 3, idle
30/03/2022 14:28:10:404, 8, idle
30/03/2022 14:28:10:670, 3, idle
30/03/2022 14:28:10:967, 15, idle
30/03/2022 14:28:11:241, 8, idle
30/03/2022 14:28:11:537, 24, idle
30/03/2022 14:28:11:803, 7, idle
30/03/2022 14:28:12:072, 5, idle
30/03/2022 14:28:15:977, 103, idle
30/03/2022 14:28:16:152, 5, idle
30/03/2022 14:28:16:419, 2, idle
30/03/2022 14:28:16:691, 3, idle
30/03/2022 16:01:51:425, 3, idle
30/03/2022 16:01:51:697, 2, idle
30/03/2022 16:01:51:969, 3, idle
30/03/2022 16:01:52:240, 4, idle
30/03/2022 16:01:52:510, 4, idle
30/03/2022 16:01:52:796, 20, idle
30/03/2022 16:01:53:050, 3, idle
30/03/2022 16:01:53:321, 4, idle
30/03/2022 16:01:53:589, 2, idle
30/03/2022 16:01:53:862, 5, idle
30/03/2022 16:01:54:132, 2, idle
30/03/2022 16:01:54:406, 6, idle
30/03/2022 16:01:54:672, 2, idle
30/03/2022 16:01:54:945, 5, idle
30/03/2022 16:01:55:214, 3, idle
30/03/2022 16:01:55:484, 2, idle
30/03/2022 16:01:55:755, 3, idle
30/03/2022 16:01:56:025, 3, creating_exercise
30/03/2022 16:01:56:295, 3, creating_exercise
30/03/2022 16:01:56:566, 3, creating_exercise
30/03/2022 16:01:56:835, 2, creating_exercise
30/03/2022 16:01:57:105, 1, creating_exercise
30/03/2022 16:01:57:377, 2, creating_exercise
30/03/2022 16:01:57:649, 4, creating_exercise
30/03/2022 16:01:57:917, 2, creating_exercise
30/03/2022 16:01:58:189, 4, creating_exercise
30/03/2022 16:01:58:461, 4, creating_exercise
30/03/2022 16:01:58:730, 2, creating_exercise
30/03/2022 16:01:59:003, 5, idle
30/03/2022 16:01:59:271, 3, idle
30/03/2022 16:01:59:543, 2, idle
30/03/2022 16:01:59:817, 4, idle
30/03/2022 16:02:00:085, 2, idle
30/03/2022 16:02:00:357, 4, idle
30/03/2022 16:02:00:625, 2, idle
30/03/2022 16:02:00:897, 3, idle
30/03/2022 16:02:01:169, 4, creating_exercise
30/03/2022 16:02:01:442, 6, creating_exercise
30/03/2022 16:02:01:709, 2, creating_exercise
30/03/2022 16:02:01:979, 2, creating_exercise
30/03/2022 16:02:02:257, 9, creating_exercise
30/03/2022 16:02:02:522, 3, creating_exercise
30/03/2022 16:02:02:793, 4, creating_exercise
30/03/2022 16:02:03:062, 3, creating_exercise
30/03/2022 16:02:03:332, 3, creating_exercise
30/03/2022 16:02:03:606, 4, creating_exercise
30/03/2022 16:02:03:876, 4, creating_exercise
30/03/2022 16:02:04:147, 5, creating_exercise
30/03/2022 16:02:04:416, 3, creating_exercise
30/03/2022 16:02:04:688, 5, idle
30/03/2022 16:02:04:954, 1, idle
30/03/2022 16:02:05:225, 2, idle
30/03/2022 16:02:05:500, 4, idle
30/03/2022 16:02:05:769, 3, idle
30/03/2022 16:02:06:038, 2, idle
30/03/2022 16:02:06:382, 75, repeating_exercise
30/03/2022 16:02:06:581, 4, repeating_exercise
30/03/2022 16:02:06:855, 6, repeating_exercise
30/03/2022 16:02:07:126, 4, repeating_exercise
30/03/2022 16:02:07:396, 4, repeating_exercise
30/03/2022 16:02:07:665, 2, repeating_exercise
30/03/2022 16:02:07:938, 4, repeating_exercise
30/03/2022 16:02:08:207, 3, repeating_exercise
30/03/2022 16:02:08:477, 3, repeating_exercise
30/03/2022 16:02:08:749, 2, repeating_exercise
30/03/2022 16:02:09:023, 6, repeating_exercise
30/03/2022 16:02:09:291, 3, repeating_exercise
30/03/2022 16:02:09:562, 4, repeating_exercise
30/03/2022 16:02:09:880, 52, repeating_exercise
30/03/2022 16:02:10:104, 4, repeating_exercise
30/03/2022 16:02:10:378, 5, repeating_exercise
30/03/2022 16:02:10:646, 3, repeating_exercise
30/03/2022 16:02:10:919, 6, repeating_exercise
30/03/2022 16:02:11:188, 1, repeating_exercise
30/03/2022 16:02:11:464, 4, repeating_exercise
30/03/2022 16:02:11:732, 2, repeating_exercise
30/03/2022 16:02:12:002, 2, repeating_exercise
30/03/2022 16:02:12:273, 2, repeating_exercise
30/03/2022 16:02:12:545, 4, repeating_exercise
30/03/2022 16:02:12:816, 3, repeating_exercise
30/03/2022 16:02:13:085, 1, repeating_exercise
30/03/2022 16:02:13:358, 4, repeating_exercise
30/03/2022 16:02:13:629, 5, repeating_exercise
30/03/2022 16:02:13:898, 3, repeating_exercise
30/03/2022 16:02:14:215, 50, repeating_exercise
30/03/2022 16:02:14:439, 4, repeating_exercise
30/03/2022 16:02:14:707, 2, repeating_exercise
30/03/2022 16:02:14:980, 4, repeating_exercise
30/03/2022 16:02:15:253, 5, idle
30/03/2022 16:02:15:523, 4, idle
30/03/2022 16:02:15:794, 5, idle
30/03/2022 16:02:16:067, 5, idle
30/03/2022 16:02:16:338, 4, idle
30/03/2022 16:02:16:607, 2, idle
30/03/2022 16:02:16:880, 5, idle
30/03/2022 16:02:17:149, 4, idle
30/03/2022 16:02:17:420, 3, idle
30/03/2022 16:02:17:692, 2, idle
30/03/2022 16:02:17:964, 3, idle
30/03/2022 16:02:18:234, 3, idle
30/03/2022 16:02:18:504, 3, idle
30/03/2022 16:02:18:779, 5, idle
30/03/2022 16:02:19:048, 4, idle
30/03/2022 16:02:19:317, 3, idle
30/03/2022 16:02:19:586, 2, idle
30/03/2022 16:02:19:859, 4, idle
30/03/2022 16:02:20:128, 2, idle
30/03/2022 16:02:20:399, 3, idle
30/03/2022 16:02:20:670, 4, idle
30/03/2022 16:02:20:946, 9, idle
30/03/2022 16:02:21:213, 5, idle
30/03/2022 16:02:21:480, 2, idle
30/03/2022 16:02:21:753, 2, idle
30/03/2022 16:02:22:024, 3, idle
30/03/2022 16:02:22:299, 8, idle
30/03/2022 16:02:22:564, 2, idle
30/03/2022 16:02:22:836, 4, idle
30/03/2022 16:02:23:104, 2, idle
30/03/2022 16:02:23:378, 5, idle
30/03/2022 16:02:23:646, 3, idle
30/03/2022 16:02:23:920, 7, idle
30/03/2022 16:02:24:186, 3, idle
30/03/2022 16:02:24:459, 3, idle
30/03/2022 16:02:24:729, 3, idle
30/03/2022 16:02:25:001, 5, idle
30/03/2022 16:02:25:269, 2, idle
30/03/2022 16:02:25:541, 4, idle
30/03/2022 16:02:25:815, 5, idle
30/03/2022 16:02:26:087, 4, idle
30/03/2022 16:02:26:357, 4, idle
30/03/2022 16:02:26:626, 3, idle
30/03/2022 16:02:26:898, 5, idle
30/03/2022 16:02:27:442, 5, repeating_exercise
30/03/2022 16:02:27:712, 3, repeating_exercise
30/03/2022 16:02:27:984, 4, repeating_exercise
30/03/2022 16:02:28:304, 54, repeating_exercise
30/03/2022 16:02:28:522, 2, repeating_exercise
30/03/2022 16:02:28:794, 3, repeating_exercise
30/03/2022 16:02:29:067, 6, repeating_exercise
30/03/2022 16:02:29:380, 49, repeating_exercise
30/03/2022 16:02:29:605, 4, repeating_exercise
30/03/2022 16:02:29:878, 4, repeating_exercise
30/03/2022 16:02:30:148, 4, repeating_exercise
30/03/2022 16:02:30:417, 3, repeating_exercise
30/03/2022 16:02:30:743, 57, repeating_exercise
30/03/2022 16:02:31:007, 49, repeating_exercise
30/03/2022 16:02:31:235, 7, repeating_exercise
30/03/2022 16:02:31:502, 3, repeating_exercise
30/03/2022 16:02:31:771, 2, repeating_exercise
30/03/2022 16:02:32:046, 5, repeating_exercise
30/03/2022 16:02:32:318, 5, repeating_exercise
30/03/2022 16:02:32:585, 2, repeating_exercise
30/03/2022 16:02:32:858, 5, repeating_exercise
30/03/2022 16:02:33:136, 10, repeating_exercise
30/03/2022 16:02:33:451, 54, repeating_exercise
30/03/2022 16:02:33:713, 46, repeating_exercise
30/03/2022 16:02:33:943, 4, repeating_exercise
30/03/2022 16:02:34:217, 5, repeating_exercise
30/03/2022 16:02:34:485, 3, repeating_exercise
30/03/2022 16:02:34:754, 2, repeating_exercise
30/03/2022 16:02:35:031, 8, repeating_exercise
30/03/2022 16:02:35:300, 7, repeating_exercise
30/03/2022 16:02:35:579, 16, repeating_exercise
30/03/2022 16:02:35:840, 3, repeating_exercise
30/03/2022 16:02:36:111, 4, repeating_exercise
30/03/2022 16:02:36:654, 4, repeating_exercise
30/03/2022 16:02:36:923, 3, repeating_exercise
30/03/2022 16:02:37:251, 60, repeating_exercise
30/03/2022 16:02:37:468, 6, repeating_exercise
30/03/2022 16:02:37:739, 6, repeating_exercise
30/03/2022 16:02:38:008, 5, repeating_exercise
30/03/2022 16:02:38:277, 4, repeating_exercise
30/03/2022 16:02:38:546, 2, repeating_exercise
30/03/2022 16:02:38:875, 60, repeating_exercise
30/03/2022 16:02:39:118, 33, repeating_exercise
30/03/2022 16:02:39:360, 5, repeating_exercise
30/03/2022 16:02:39:634, 6, repeating_exercise
30/03/2022 16:02:39:900, 2, repeating_exercise
30/03/2022 16:02:40:175, 6, repeating_exercise
30/03/2022 16:02:40:501, 62, repeating_exercise
30/03/2022 16:02:40:713, 4, repeating_exercise
30/03/2022 16:02:40:990, 10, repeating_exercise
30/03/2022 16:02:41:255, 4, repeating_exercise
30/03/2022 16:02:41:524, 3, repeating_exercise
30/03/2022 16:02:41:842, 50, repeating_exercise
30/03/2022 16:02:42:067, 5, repeating_exercise
30/03/2022 16:02:42:335, 3, repeating_exercise
30/03/2022 16:02:42:610, 5, repeating_exercise
30/03/2022 16:02:42:934, 59, repeating_exercise
30/03/2022 16:02:43:224, 78, repeating_exercise
30/03/2022 16:02:43:420, 3, repeating_exercise
30/03/2022 16:02:43:693, 6, repeating_exercise
30/03/2022 16:02:43:969, 8, repeating_exercise
30/03/2022 16:02:44:234, 3, repeating_exercise
30/03/2022 16:02:44:506, 4, repeating_exercise
30/03/2022 16:02:44:775, 3, repeating_exercise
30/03/2022 16:02:45:048, 3, repeating_exercise
30/03/2022 16:02:45:366, 51, repeating_exercise
30/03/2022 16:02:45:589, 3, repeating_exercise
30/03/2022 16:02:45:859, 3, repeating_exercise
30/03/2022 16:02:46:131, 4, repeating_exercise
30/03/2022 16:02:46:400, 2, repeating_exercise
30/03/2022 16:02:46:671, 3, repeating_exercise
30/03/2022 16:02:46:943, 5, repeating_exercise
30/03/2022 16:02:47:218, 8, repeating_exercise
30/03/2022 16:02:47:485, 5, repeating_exercise
30/03/2022 16:02:47:754, 3, repeating_exercise
30/03/2022 16:02:48:028, 7, repeating_exercise
30/03/2022 16:02:48:350, 56, repeating_exercise
30/03/2022 16:02:48:569, 5, repeating_exercise
30/03/2022 16:02:48:839, 3, repeating_exercise
30/03/2022 16:02:49:152, 45, repeating_exercise
30/03/2022 16:02:49:381, 4, repeating_exercise
30/03/2022 16:02:49:653, 6, repeating_exercise
30/03/2022 16:02:49:924, 3, repeating_exercise
30/03/2022 16:02:50:196, 4, repeating_exercise
30/03/2022 16:02:50:467, 5, repeating_exercise
30/03/2022 16:02:50:738, 5, repeating_exercise
30/03/2022 16:02:51:019, 14, repeating_exercise
30/03/2022 16:02:51:282, 4, repeating_exercise
30/03/2022 16:02:51:556, 5, repeating_exercise
30/03/2022 16:02:51:824, 3, repeating_exercise
30/03/2022 16:02:52:096, 3, repeating_exercise
30/03/2022 16:02:52:367, 3, idle
30/03/2022 16:02:52:635, 1, idle
30/03/2022 16:02:52:908, 3, idle
30/03/2022 16:02:53:180, 5, idle
30/03/2022 16:02:53:448, 3, idle
30/03/2022 16:02:53:721, 5, idle
30/03/2022 16:02:53:990, 2, idle
30/03/2022 16:15:27:095, 4, idle
30/03/2022 16:15:27:366, 3, idle
30/03/2022 16:15:27:649, 16, idle
30/03/2022 16:15:27:915, 2, idle
30/03/2022 16:15:28:187, 4, idle
30/03/2022 16:15:28:471, 15, idle
30/03/2022 16:15:28:740, 4, idle
30/03/2022 16:15:29:010, 3, idle
30/03/2022 16:15:29:285, 8, idle
30/03/2022 16:15:29:550, 3, idle
30/03/2022 16:15:29:824, 7, idle
30/03/2022 16:15:30:093, 3, idle
30/03/2022 16:15:30:364, 4, creating_exercise
30/03/2022 16:15:30:633, 2, creating_exercise
30/03/2022 16:15:30:905, 3, creating_exercise
30/03/2022 16:15:31:177, 5, creating_exercise
30/03/2022 16:15:31:446, 2, creating_exercise
30/03/2022 16:15:31:718, 4, creating_exercise
30/03/2022 16:15:31:988, 1, creating_exercise
30/03/2022 16:15:32:262, 3, creating_exercise
30/03/2022 16:15:32:533, 3, creating_exercise
30/03/2022 16:15:32:805, 2, creating_exercise
30/03/2022 16:15:33:075, 2, creating_exercise
30/03/2022 16:15:33:344, 1, idle
30/03/2022 16:15:33:617, 3, idle
30/03/2022 16:15:33:887, 3, idle
30/03/2022 16:15:34:159, 4, idle
30/03/2022 16:15:34:431, 6, creating_exercise
30/03/2022 16:15:34:700, 4, creating_exercise
30/03/2022 16:15:34:973, 7, creating_exercise
30/03/2022 16:15:35:258, 21, creating_exercise
30/03/2022 16:15:35:512, 5, creating_exercise
30/03/2022 16:15:35:780, 3, creating_exercise
30/03/2022 16:15:36:056, 6, creating_exercise
30/03/2022 16:15:36:322, 2, creating_exercise
30/03/2022 16:15:36:594, 4, creating_exercise
30/03/2022 16:15:36:863, 2, creating_exercise
30/03/2022 16:15:37:135, 4, creating_exercise
30/03/2022 16:15:37:410, 7, creating_exercise
30/03/2022 16:15:37:678, 5, creating_exercise
30/03/2022 16:15:37:948, 5, idle
30/03/2022 16:15:38:221, 8, idle
30/03/2022 16:15:38:488, 2, idle
30/03/2022 16:15:38:759, 2, idle
30/03/2022 16:15:39:031, 4, idle
30/03/2022 16:15:39:302, 5, idle
30/03/2022 16:15:39:570, 3, idle
30/03/2022 16:15:39:842, 4, idle
30/03/2022 16:15:40:113, 4, idle
30/03/2022 16:15:40:384, 4, idle
30/03/2022 16:15:40:655, 4, repeating_exercise
30/03/2022 16:15:40:925, 3, repeating_exercise
30/03/2022 16:15:41:197, 4, repeating_exercise
30/03/2022 16:15:41:467, 4, repeating_exercise
30/03/2022 16:15:41:791, 58, repeating_exercise
30/03/2022 16:15:42:011, 6, repeating_exercise
30/03/2022 16:15:42:280, 5, repeating_exercise
30/03/2022 16:15:42:596, 50, repeating_exercise
30/03/2022 16:15:42:832, 16, repeating_exercise
30/03/2022 16:15:43:094, 6, repeating_exercise
30/03/2022 16:15:43:425, 66, repeating_exercise
30/03/2022 16:15:43:637, 5, repeating_exercise
30/03/2022 16:15:43:911, 9, repeating_exercise
30/03/2022 16:15:44:184, 9, repeating_exercise
30/03/2022 16:15:44:460, 15, repeating_exercise
30/03/2022 16:15:44:719, 4, repeating_exercise
30/03/2022 16:15:44:992, 5, repeating_exercise
30/03/2022 16:15:45:265, 5, repeating_exercise
30/03/2022 16:15:45:534, 2, repeating_exercise
30/03/2022 16:15:45:805, 3, repeating_exercise
30/03/2022 16:15:46:078, 5, repeating_exercise
30/03/2022 16:15:46:349, 5, repeating_exercise
30/03/2022 16:15:46:621, 5, repeating_exercise
30/03/2022 16:15:46:894, 7, repeating_exercise
30/03/2022 16:15:47:163, 6, repeating_exercise
30/03/2022 16:15:47:704, 4, repeating_exercise
30/03/2022 16:15:47:975, 5, repeating_exercise
30/03/2022 16:15:48:292, 51, repeating_exercise
30/03/2022 16:15:48:535, 21, repeating_exercise
30/03/2022 16:15:48:788, 4, repeating_exercise
30/03/2022 16:15:49:072, 18, repeating_exercise
30/03/2022 16:15:49:332, 5, repeating_exercise
30/03/2022 16:15:49:601, 4, repeating_exercise
30/03/2022 16:15:49:875, 5, repeating_exercise
30/03/2022 16:15:50:145, 3, repeating_exercise
30/03/2022 16:15:50:425, 12, repeating_exercise
30/03/2022 16:15:50:690, 7, repeating_exercise
30/03/2022 16:15:50:962, 7, repeating_exercise
30/03/2022 16:15:51:232, 5, repeating_exercise
30/03/2022 16:15:51:770, 2, idle
30/03/2022 16:15:52:042, 4, idle
30/03/2022 16:15:52:312, 2, idle
30/03/2022 16:15:52:583, 2, idle
30/03/2022 16:15:52:856, 2, idle
30/03/2022 16:15:53:127, 3, idle
30/03/2022 16:15:53:412, 17, idle
30/03/2022 16:15:53:668, 2, idle
30/03/2022 16:15:53:940, 3, idle
30/03/2022 16:15:54:211, 4, idle
30/03/2022 16:15:54:479, 2, idle
30/03/2022 16:15:54:752, 4, idle
30/03/2022 16:15:55:022, 3, idle
30/03/2022 16:15:55:289, 0, idle
30/03/2022 16:15:55:563, 1, idle
30/03/2022 16:15:55:836, 4, idle
30/03/2022 16:15:56:103, 1, idle
30/03/2022 16:15:56:381, 7, idle
30/03/2022 16:15:56:647, 2, idle
30/03/2022 16:15:56:916, 0, idle
30/03/2022 16:15:57:203, 17, idle
30/03/2022 16:15:57:464, 6, idle
30/03/2022 16:15:57:730, 1, idle
30/03/2022 16:15:58:004, 4, idle
30/03/2022 16:15:58:274, 4, idle
30/03/2022 16:15:58:555, 15, idle
30/03/2022 16:15:58:814, 2, idle
30/03/2022 16:15:59:092, 7, idle
30/03/2022 16:15:59:360, 3, idle
30/03/2022 16:15:59:630, 2, idle
30/03/2022 16:15:59:902, 3, idle
30/03/2022 16:16:00:177, 8, idle
30/03/2022 16:16:00:445, 3, idle
30/03/2022 16:16:00:713, 1, idle
30/03/2022 16:16:00:987, 4, idle
30/03/2022 16:16:01:258, 5, idle
30/03/2022 16:16:01:528, 4, idle
30/03/2022 16:16:01:800, 5, idle
30/03/2022 16:16:02:067, 2, idle
30/03/2022 16:16:02:341, 3, idle
30/03/2022 16:16:02:611, 3, idle
30/03/2022 16:16:02:885, 5, idle
30/03/2022 16:16:03:151, 1, idle
30/03/2022 16:16:03:424, 4, idle
30/03/2022 16:16:03:695, 4, idle
30/03/2022 16:16:03:966, 2, idle
30/03/2022 16:16:04:235, 1, idle
30/03/2022 16:16:04:260, 26, repeating_exercise
30/03/2022 16:16:04:511, 7, repeating_exercise
30/03/2022 16:16:04:783, 6, repeating_exercise
30/03/2022 16:16:05:050, 3, repeating_exercise
30/03/2022 16:16:05:375, 58, repeating_exercise
30/03/2022 16:16:05:594, 4, repeating_exercise
30/03/2022 16:16:05:863, 3, repeating_exercise
30/03/2022 16:16:06:134, 3, repeating_exercise
30/03/2022 16:16:06:406, 4, repeating_exercise
30/03/2022 16:16:06:730, 58, repeating_exercise
30/03/2022 16:16:06:988, 46, repeating_exercise
30/03/2022 16:16:07:217, 5, repeating_exercise
30/03/2022 16:16:07:489, 6, repeating_exercise
30/03/2022 16:16:07:760, 5, repeating_exercise
30/03/2022 16:16:08:035, 7, repeating_exercise
30/03/2022 16:16:08:347, 47, repeating_exercise
30/03/2022 16:16:08:572, 2, repeating_exercise
30/03/2022 16:16:08:844, 4, repeating_exercise
30/03/2022 16:16:09:116, 6, repeating_exercise
30/03/2022 16:16:09:393, 12, repeating_exercise
30/03/2022 16:16:09:664, 6, repeating_exercise
30/03/2022 16:16:09:936, 7, repeating_exercise
30/03/2022 16:16:10:207, 5, repeating_exercise
30/03/2022 16:16:10:478, 4, repeating_exercise
30/03/2022 16:16:10:749, 4, repeating_exercise
30/03/2022 16:16:11:074, 59, repeating_exercise
30/03/2022 16:16:11:626, 70, repeating_exercise
30/03/2022 16:16:11:928, 101, repeating_exercise
30/03/2022 16:16:12:232, 134, repeating_exercise
30/03/2022 16:16:12:403, 35, repeating_exercise
30/03/2022 16:16:12:707, 68, repeating_exercise
30/03/2022 16:16:13:009, 100, repeating_exercise
30/03/2022 16:16:13:289, 109, repeating_exercise
30/03/2022 16:16:13:592, 142, repeating_exercise
30/03/2022 16:16:13:815, 94, repeating_exercise
30/03/2022 16:16:14:054, 61, repeating_exercise
30/03/2022 16:16:14:352, 88, repeating_exercise
30/03/2022 16:16:14:653, 118, repeating_exercise
30/03/2022 16:16:14:927, 121, repeating_exercise
30/03/2022 16:16:15:128, 51, repeating_exercise
30/03/2022 16:16:15:430, 83, repeating_exercise
30/03/2022 16:16:15:712, 95, repeating_exercise
30/03/2022 16:16:16:014, 124, repeating_exercise
30/03/2022 16:16:16:235, 75, repeating_exercise
30/03/2022 16:16:16:465, 32, repeating_exercise
30/03/2022 16:16:16:767, 60, repeating_exercise
30/03/2022 16:16:17:072, 95, repeating_exercise
30/03/2022 16:16:17:370, 123, repeating_exercise
30/03/2022 16:16:17:552, 35, repeating_exercise
30/03/2022 16:16:17:854, 64, repeating_exercise
30/03/2022 16:16:18:158, 98, repeating_exercise
30/03/2022 16:16:18:435, 104, repeating_exercise
30/03/2022 16:16:18:735, 134, repeating_exercise
30/03/2022 16:16:18:969, 97, repeating_exercise
30/03/2022 16:16:19:189, 47, repeating_exercise
30/03/2022 16:16:19:492, 79, repeating_exercise
30/03/2022 16:16:19:791, 105, repeating_exercise
30/03/2022 16:16:20:082, 125, repeating_exercise
30/03/2022 16:16:20:286, 59, repeating_exercise
30/03/2022 16:16:20:585, 85, repeating_exercise
30/03/2022 16:16:20:856, 80, repeating_exercise
30/03/2022 16:16:21:157, 111, repeating_exercise
30/03/2022 16:16:21:462, 145, repeating_exercise
30/03/2022 16:16:21:613, 26, repeating_exercise
30/03/2022 16:16:21:918, 61, repeating_exercise
30/03/2022 16:16:22:217, 88, repeating_exercise
30/03/2022 16:16:22:520, 116, repeating_exercise
30/03/2022 16:16:22:806, 129, repeating_exercise
30/03/2022 16:16:23:008, 60, repeating_exercise
30/03/2022 16:16:23:315, 97, repeating_exercise
30/03/2022 16:16:23:581, 92, repeating_exercise
30/03/2022 16:16:24:314, 12, idle
30/03/2022 16:16:24:575, 2, idle
30/03/2022 16:16:24:847, 3, idle
30/03/2022 16:16:25:119, 5, idle
30/03/2022 16:16:25:390, 4, idle
30/03/2022 16:16:25:660, 2, idle
30/03/2022 16:16:25:931, 1, idle
30/03/2022 16:16:26:204, 3, idle
30/03/2022 16:16:26:472, 1, idle
30/03/2022 16:16:26:744, 3, idle
30/03/2022 16:16:27:014, 3, idle
30/03/2022 16:16:27:286, 2, idle
30/03/2022 16:16:27:555, 1, idle
30/03/2022 16:16:27:827, 3, idle
30/03/2022 16:16:28:096, 1, idle
30/03/2022 16:16:28:372, 6, idle
30/03/2022 16:16:28:641, 4, idle
30/03/2022 16:16:28:910, 3, idle
30/03/2022 16:16:29:182, 4, idle
30/03/2022 16:16:29:450, 1, idle
30/03/2022 16:17:47:031, 5, idle
30/03/2022 16:17:47:302, 4, idle
30/03/2022 16:17:47:574, 5, idle
30/03/2022 16:17:47:851, 11, idle
30/03/2022 16:17:48:112, 2, idle
30/03/2022 16:17:48:385, 2, idle
30/03/2022 16:17:48:655, 2, idle
30/03/2022 16:17:48:928, 2, idle
30/03/2022 16:17:49:204, 8, idle
30/03/2022 16:17:49:468, 2, idle
30/03/2022 16:17:49:742, 3, idle
30/03/2022 16:17:50:011, 2, idle
30/03/2022 16:17:50:284, 4, idle
30/03/2022 16:17:50:554, 4, idle
30/03/2022 16:17:50:825, 3, creating_exercise
30/03/2022 16:17:51:098, 3, creating_exercise
30/03/2022 16:17:51:369, 4, creating_exercise
30/03/2022 16:17:51:641, 3, creating_exercise
30/03/2022 16:17:51:916, 7, creating_exercise
30/03/2022 16:17:52:189, 9, creating_exercise
30/03/2022 16:17:52:454, 2, creating_exercise
30/03/2022 16:17:52:725, 3, creating_exercise
30/03/2022 16:17:52:996, 4, creating_exercise
30/03/2022 16:17:53:270, 6, creating_exercise
30/03/2022 16:17:53:538, 3, idle
