06/04/2022 14:47:27: File Created!
06/04/2022 14:47:27:644, robot_pos_w_timestamp, 1649252758364, 612.9, 280.95, 203.73, 2.36, -0.03, 3.07, tool_force, 0.17, 0.08, -0.09, actual_rep, 1, curr_step, 1, track_size, 99, robot_vel, 0.02, joints_pos, 34.95, 59.07, -20.04, -66.97, 24.91, 54.8, 55.29, tool_torque, 0.269, -0.271, 0.349, tool_momentum, 0.271, -0.269, 0.349, robot_mode, normal, 
06/04/2022 14:47:47:031, robot_pos_w_timestamp, 1649252777873, 592.79, 127.65, 205.05, 2.35, -0.01, 3.13, tool_force, -1.33, -1.4, 0.38, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 50.57, joints_pos, 24.96, 51.92, -20.13, -81.43, 21.77, 50.36, 43.55, tool_torque, -0.352, 0.075, -0.066, tool_momentum, -0.326, 0.081, -0.066, robot_mode, normal, 
06/04/2022 14:47:47:188, robot_pos_w_timestamp, 1649252778028, 597.57, 133.85, 204.63, 2.34, -0.01, 3.14, tool_force, -1.15, -0.7, 0.48, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 46.95, joints_pos, 25.22, 52.7, -20.08, -79.9, 21.4, 51.48, 44.74, tool_torque, -0.14, -0.034, -0.023, tool_momentum, -0.14, -0.044, -0.023, robot_mode, normal, 
06/04/2022 14:47:47:345, robot_pos_w_timestamp, 1649252778181, 600.69, 139.46, 204.0, 2.34, -0.02, -3.14, tool_force, -1.48, -0.97, 0.23, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 42.92, joints_pos, 25.43, 53.29, -19.98, -78.78, 21.37, 52.31, 45.59, tool_torque, -0.26, 0.067, -0.044, tool_momentum, -0.255, 0.066, -0.044, robot_mode, normal, 
06/04/2022 14:47:47:490, robot_pos_w_timestamp, 1649252778331, 603.43, 145.44, 203.34, 2.33, -0.02, -3.13, tool_force, -1.17, -0.66, -0.16, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 48.2, joints_pos, 25.78, 53.87, -19.96, -77.71, 21.16, 53.02, 46.79, tool_torque, -0.247, 0.029, -0.058, tool_momentum, -0.256, 0.032, -0.058, robot_mode, normal, 
06/04/2022 14:47:47:661, robot_pos_w_timestamp, 1649252778483, 605.72, 151.9, 202.5, 2.32, -0.02, -3.13, tool_force, -1.26, -1.07, 0.36, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 39.33, joints_pos, 26.17, 54.42, -19.94, -76.74, 21.07, 53.45, 47.98, tool_torque, -0.292, 0.106, -0.053, tool_momentum, -0.28, 0.104, -0.053, robot_mode, normal, 
06/04/2022 14:47:47:804, robot_pos_w_timestamp, 1649252778632, 608.12, 156.94, 201.81, 2.32, -0.01, -3.13, tool_force, -1.07, -0.26, 0.39, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 43.91, joints_pos, 26.55, 54.87, -19.94, -75.95, 20.84, 53.68, 49.11, tool_torque, -0.162, 0.07, -0.043, tool_momentum, -0.163, 0.065, -0.041, robot_mode, normal, 
06/04/2022 14:47:48:002, robot_pos_w_timestamp, 1649252778784, 610.32, 162.66, 201.05, 2.31, -0.01, -3.13, tool_force, -1.39, -0.64, 0.38, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 43.67, joints_pos, 26.91, 55.27, -19.94, -75.25, 20.64, 53.8, 50.07, tool_torque, -0.26, 0.08, -0.092, tool_momentum, -0.269, 0.09, -0.092, robot_mode, normal, 
06/04/2022 14:47:48:131, robot_pos_w_timestamp, 1649252778945, 612.4, 169.01, 200.34, 2.3, 0.0, -3.13, tool_force, -1.79, -0.79, 0.35, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 20.31, joints_pos, 27.36, 55.72, -19.96, -74.45, 20.4, 53.94, 51.22, tool_torque, -0.335, 0.278, -0.126, tool_momentum, -0.342, 0.287, -0.126, robot_mode, normal, 
06/04/2022 14:47:48:259, robot_pos_w_timestamp, 1649252779091, 614.04, 174.59, 199.79, 2.3, 0.0, -3.13, tool_force, -1.57, -0.7, 0.37, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 38.83, joints_pos, 27.69, 56.06, -19.89, -73.84, 20.38, 53.98, 51.85, tool_torque, -0.21, 0.202, -0.099, tool_momentum, -0.211, 0.211, -0.099, robot_mode, normal, 
06/04/2022 14:47:48:425, robot_pos_w_timestamp, 1649252779241, 615.46, 180.2, 199.23, 2.3, 0.0, -3.14, tool_force, -1.52, -0.73, 0.55, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 37.55, joints_pos, 27.99, 56.38, -19.81, -73.24, 20.43, 54.04, 52.43, tool_torque, -0.24, 0.124, -0.083, tool_momentum, -0.243, 0.116, -0.082, robot_mode, normal, 
06/04/2022 14:47:48:622, robot_pos_w_timestamp, 1649252779402, 616.73, 186.39, 198.79, 2.3, 0.0, -3.14, tool_force, -1.66, -0.58, 0.58, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 36.43, joints_pos, 28.38, 56.72, -19.78, -72.61, 20.48, 54.15, 53.03, tool_torque, -0.22, 0.154, -0.083, tool_momentum, -0.215, 0.135, -0.079, robot_mode, normal, 
06/04/2022 14:47:48:761, robot_pos_w_timestamp, 1649252779553, 617.79, 192.17, 198.41, 2.3, 0.0, 3.14, tool_force, -1.75, -0.6, 0.37, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 34.95, joints_pos, 28.76, 57.02, -19.77, -72.05, 20.51, 54.22, 53.57, tool_torque, -0.136, 0.207, -0.089, tool_momentum, -0.084, 0.182, -0.086, robot_mode, normal, 
06/04/2022 14:47:48:879, robot_pos_w_timestamp, 1649252779704, 618.61, 197.95, 198.12, 2.3, 0.0, 3.14, tool_force, -1.1, -0.43, -0.1, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 36.14, joints_pos, 29.21, 57.3, -19.8, -71.55, 20.5, 54.05, 54.22, tool_torque, -0.079, 0.376, -0.118, tool_momentum, -0.069, 0.383, -0.119, robot_mode, normal, 
06/04/2022 14:47:49:063, robot_pos_w_timestamp, 1649252779853, 619.19, 203.75, 197.94, 2.3, 0.01, 3.13, tool_force, -2.0, -0.49, 0.48, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 44.0, joints_pos, 29.59, 57.49, -19.77, -71.17, 20.54, 54.02, 54.54, tool_torque, -0.075, 0.374, -0.103, tool_momentum, -0.064, 0.376, -0.103, robot_mode, normal, 
06/04/2022 14:47:49:170, robot_pos_w_timestamp, 1649252780009, 619.64, 209.6, 197.77, 2.31, 0.0, 3.13, tool_force, -1.62, -0.65, 0.2, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 32.84, joints_pos, 29.88, 57.7, -19.66, -70.72, 20.86, 54.06, 54.62, tool_torque, -0.111, 0.198, -0.054, tool_momentum, -0.108, 0.187, -0.054, robot_mode, normal, 
06/04/2022 14:47:49:369, robot_pos_w_timestamp, 1649252780159, 619.95, 215.45, 197.75, 2.31, 0.0, 3.12, tool_force, -1.58, -0.66, 0.42, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 37.05, joints_pos, 30.26, 57.9, -19.63, -70.29, 21.08, 54.09, 54.76, tool_torque, -0.087, 0.168, -0.06, tool_momentum, -0.09, 0.167, -0.06, robot_mode, normal, 
06/04/2022 14:47:49:659, robot_pos_w_timestamp, 1649252780466, 620.14, 227.23, 197.98, 2.32, 0.0, 3.11, tool_force, -0.89, -0.27, -0.11, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 39.73, joints_pos, 31.05, 58.25, -19.63, -69.54, 21.52, 54.06, 54.98, tool_torque, 0.027, 0.091, -0.014, tool_momentum, 0.032, 0.077, -0.014, robot_mode, normal, 
06/04/2022 14:47:49:865, robot_pos_w_timestamp, 1649252780629, 620.01, 233.49, 198.29, 2.32, 0.0, 3.11, tool_force, -2.04, -0.64, -0.12, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 39.38, joints_pos, 31.49, 58.4, -19.63, -69.17, 21.74, 54.02, 55.1, tool_torque, -0.015, 0.354, -0.049, tool_momentum, -0.017, 0.355, -0.05, robot_mode, normal, 
06/04/2022 14:47:49:956, robot_pos_w_timestamp, 1649252780780, 619.64, 239.24, 198.65, 2.33, 0.0, 3.1, tool_force, -1.74, -1.01, 0.41, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 38.82, joints_pos, 31.87, 58.54, -19.62, -68.81, 21.95, 54.15, 55.18, tool_torque, -0.163, 0.205, -0.036, tool_momentum, -0.149, 0.172, -0.036, robot_mode, normal, 
06/04/2022 14:47:50:173, robot_pos_w_timestamp, 1649252780934, 619.29, 245.18, 199.06, 2.34, -0.01, 3.1, tool_force, -1.8, -0.82, 0.29, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 38.96, joints_pos, 32.24, 58.72, -19.6, -68.35, 22.18, 54.45, 55.27, tool_torque, -0.171, 0.162, -0.044, tool_momentum, -0.158, 0.143, -0.043, robot_mode, normal, 
06/04/2022 14:47:50:285, robot_pos_w_timestamp, 1649252781108, 618.68, 251.87, 199.66, 2.34, -0.01, 3.1, tool_force, -1.22, -0.76, 0.2, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 38.77, joints_pos, 32.7, 58.85, -19.6, -67.94, 22.45, 54.52, 55.63, tool_torque, -0.159, 0.238, -0.077, tool_momentum, -0.152, 0.228, -0.077, robot_mode, normal, 
06/04/2022 14:47:50:484, robot_pos_w_timestamp, 1649252781259, 617.96, 257.65, 200.24, 2.34, -0.01, 3.09, tool_force, -1.96, -0.79, 0.38, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 42.47, joints_pos, 33.11, 58.93, -19.6, -67.7, 22.65, 54.54, 55.82, tool_torque, -0.186, 0.232, -0.058, tool_momentum, -0.187, 0.239, -0.056, robot_mode, normal, 
06/04/2022 14:47:50:591, robot_pos_w_timestamp, 1649252781411, 617.14, 263.48, 200.85, 2.34, -0.02, 3.09, tool_force, -1.93, -0.94, 0.24, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 38.75, joints_pos, 33.48, 59.0, -19.57, -67.44, 23.08, 54.56, 55.78, tool_torque, -0.132, 0.106, 0.095, tool_momentum, -0.123, 0.086, 0.095, robot_mode, normal, 
06/04/2022 14:47:50:905, robot_pos_w_timestamp, 1649252781722, 614.96, 275.46, 202.05, 2.36, -0.03, 3.07, tool_force, -1.38, -0.16, 0.27, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 40.95, joints_pos, 34.11, 59.09, -19.35, -67.0, 24.17, 54.58, 55.34, tool_torque, 0.064, 0.0, 0.307, tool_momentum, 0.061, 0.0050, 0.305, robot_mode, normal, 
06/04/2022 14:47:51:079, robot_pos_w_timestamp, 1649252781874, 614.61, 276.54, 202.27, 2.36, -0.03, 3.07, tool_force, -2.26, -0.52, 0.18, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 2.84, joints_pos, 34.29, 59.1, -19.54, -67.02, 24.45, 54.59, 55.18, tool_torque, -0.135, 0.333, 0.219, tool_momentum, -0.132, 0.334, 0.22, robot_mode, normal, 
06/04/2022 14:47:51:196, robot_pos_w_timestamp, 1649252782028, 614.55, 276.67, 202.24, 2.36, -0.03, 3.07, tool_force, -1.57, 0.24, 0.58, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 0.37, joints_pos, 34.32, 59.1, -19.58, -67.02, 24.55, 54.6, 55.1, tool_torque, -0.033, 0.23, 0.233, tool_momentum, -0.034, 0.229, 0.233, robot_mode, normal, 
06/04/2022 14:47:51:371, robot_pos_w_timestamp, 1649252782210, 614.55, 276.69, 202.25, 2.36, -0.03, 3.07, tool_force, -1.17, -0.11, 0.3, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 0.27, joints_pos, 34.32, 59.1, -19.58, -67.02, 24.55, 54.6, 55.1, tool_torque, -0.06, 0.121, 0.23, tool_momentum, -0.057, 0.118, 0.23, robot_mode, normal, 
06/04/2022 14:47:51:526, robot_pos_w_timestamp, 1649252782365, 614.55, 276.69, 202.25, 2.36, -0.03, 3.07, tool_force, -1.1, -0.04, 0.34, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 0.06, joints_pos, 34.32, 59.1, -19.58, -67.02, 24.55, 54.6, 55.1, tool_torque, -0.048, 0.112, 0.235, tool_momentum, -0.048, 0.112, 0.234, robot_mode, normal, 
06/04/2022 14:47:51:669, robot_pos_w_timestamp, 1649252782532, 614.55, 276.69, 202.25, 2.36, -0.03, 3.07, tool_force, -1.13, -0.07, 0.33, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 0.04, joints_pos, 34.32, 59.1, -19.58, -67.02, 24.55, 54.6, 55.1, tool_torque, -0.049, 0.114, 0.234, tool_momentum, -0.048, 0.115, 0.234, robot_mode, normal, 
06/04/2022 14:47:51:891, robot_pos_w_timestamp, 1649252782678, 614.55, 276.68, 202.25, 2.36, -0.03, 3.07, tool_force, -1.14, -0.04, 0.35, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 0.01, joints_pos, 34.32, 59.1, -19.58, -67.02, 24.55, 54.6, 55.1, tool_torque, -0.044, 0.115, 0.233, tool_momentum, -0.045, 0.115, 0.233, robot_mode, normal, 
06/04/2022 14:47:51:997, robot_pos_w_timestamp, 1649252782823, 614.55, 276.68, 202.25, 2.36, -0.03, 3.07, tool_force, -1.16, -0.04, 0.35, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 0.01, joints_pos, 34.32, 59.1, -19.58, -67.02, 24.55, 54.6, 55.1, tool_torque, -0.043, 0.117, 0.231, tool_momentum, -0.044, 0.116, 0.231, robot_mode, normal, 
06/04/2022 14:47:52:115, robot_pos_w_timestamp, 1649252782972, 614.55, 276.69, 202.25, 2.36, -0.03, 3.07, tool_force, -1.16, -0.04, 0.38, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 0.01, joints_pos, 34.32, 59.1, -19.58, -67.02, 24.55, 54.6, 55.1, tool_torque, -0.044, 0.119, 0.231, tool_momentum, -0.044, 0.118, 0.231, robot_mode, normal, 
06/04/2022 14:47:52:305, robot_pos_w_timestamp, 1649252783124, 614.55, 276.69, 202.25, 2.36, -0.03, 3.07, tool_force, -1.17, -0.02, 0.38, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 0.01, joints_pos, 34.32, 59.1, -19.58, -67.02, 24.55, 54.6, 55.1, tool_torque, -0.04, 0.117, 0.231, tool_momentum, -0.04, 0.117, 0.231, robot_mode, normal, 
06/04/2022 14:47:52:404, robot_pos_w_timestamp, 1649252783275, 614.55, 276.68, 202.24, 2.36, -0.03, 3.07, tool_force, -1.24, 0.09, 0.23, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 0.01, joints_pos, 34.32, 59.1, -19.58, -67.02, 24.55, 54.6, 55.1, tool_torque, -0.0040, 0.157, 0.213, tool_momentum, -0.0040, 0.156, 0.213, robot_mode, normal, 
06/04/2022 14:47:52:603, robot_pos_w_timestamp, 1649252783428, 614.55, 276.68, 202.24, 2.36, -0.03, 3.07, tool_force, -1.22, -0.02, 0.34, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 0.01, joints_pos, 34.32, 59.1, -19.58, -67.02, 24.55, 54.6, 55.1, tool_torque, -0.014, 0.149, 0.214, tool_momentum, -0.014, 0.151, 0.213, robot_mode, normal, 
06/04/2022 14:47:52:728, robot_pos_w_timestamp, 1649252783582, 614.55, 276.68, 202.24, 2.36, -0.03, 3.07, tool_force, -1.21, 0.01, 0.39, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 0.01, joints_pos, 34.32, 59.1, -19.58, -67.02, 24.55, 54.6, 55.1, tool_torque, -0.014, 0.144, 0.214, tool_momentum, -0.015, 0.144, 0.214, robot_mode, normal, 
06/04/2022 14:47:52:914, robot_pos_w_timestamp, 1649252783736, 614.55, 276.68, 202.24, 2.36, -0.03, 3.07, tool_force, -1.19, 0.0, 0.32, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 0.01, joints_pos, 34.32, 59.1, -19.58, -67.02, 24.55, 54.6, 55.1, tool_torque, -0.017, 0.139, 0.214, tool_momentum, -0.018, 0.139, 0.214, robot_mode, normal, 
06/04/2022 14:47:53:208, robot_pos_w_timestamp, 1649252784044, 614.55, 276.68, 202.24, 2.36, -0.03, 3.07, tool_force, -1.19, 0.0, 0.35, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 0.01, joints_pos, 34.32, 59.1, -19.58, -67.02, 24.55, 54.6, 55.1, tool_torque, -0.017, 0.136, 0.215, tool_momentum, -0.018, 0.139, 0.214, robot_mode, normal, 
06/04/2022 14:47:53:306, robot_pos_w_timestamp, 1649252784198, 614.55, 276.68, 202.24, 2.36, -0.03, 3.07, tool_force, -1.2, 0.01, 0.37, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 0.01, joints_pos, 34.32, 59.1, -19.58, -67.02, 24.55, 54.6, 55.1, tool_torque, -0.021, 0.138, 0.214, tool_momentum, -0.021, 0.138, 0.214, robot_mode, normal, 
06/04/2022 14:47:53:501, robot_pos_w_timestamp, 1649252784355, 614.55, 276.68, 202.24, 2.36, -0.03, 3.07, tool_force, -1.2, -0.02, 0.34, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 0.01, joints_pos, 34.32, 59.1, -19.58, -67.02, 24.55, 54.6, 55.1, tool_torque, -0.023, 0.137, 0.215, tool_momentum, -0.022, 0.138, 0.215, robot_mode, normal, 
06/04/2022 14:47:53:613, robot_pos_w_timestamp, 1649252784509, 614.55, 276.68, 202.24, 2.36, -0.03, 3.07, tool_force, -1.19, 0.0, 0.33, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 0.01, joints_pos, 34.32, 59.1, -19.58, -67.02, 24.55, 54.6, 55.1, tool_torque, -0.018, 0.136, 0.214, tool_momentum, -0.017, 0.136, 0.214, robot_mode, normal, 
06/04/2022 14:47:53:771, robot_pos_w_timestamp, 1649252784662, 614.55, 276.68, 202.24, 2.36, -0.03, 3.07, tool_force, -1.21, 0.0, 0.34, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 0.01, joints_pos, 34.32, 59.1, -19.58, -67.02, 24.55, 54.6, 55.1, tool_torque, -0.021, 0.136, 0.215, tool_momentum, -0.021, 0.136, 0.215, robot_mode, normal, 
06/04/2022 14:47:53:918, robot_pos_w_timestamp, 1649252784819, 614.55, 276.68, 202.24, 2.36, -0.03, 3.07, tool_force, -1.2, -0.02, 0.34, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 0.01, joints_pos, 34.32, 59.1, -19.58, -67.02, 24.55, 54.6, 55.1, tool_torque, -0.024, 0.136, 0.215, tool_momentum, -0.023, 0.135, 0.215, robot_mode, normal, 
06/04/2022 14:47:54:125, robot_pos_w_timestamp, 1649252784974, 614.55, 276.68, 202.24, 2.36, -0.03, 3.07, tool_force, -1.2, 0.01, 0.35, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 0.01, joints_pos, 34.32, 59.1, -19.58, -67.02, 24.55, 54.6, 55.1, tool_torque, -0.02, 0.136, 0.214, tool_momentum, -0.02, 0.135, 0.214, robot_mode, normal, 
06/04/2022 14:47:54:230, robot_pos_w_timestamp, 1649252785130, 614.55, 276.68, 202.24, 2.36, -0.03, 3.07, tool_force, -1.19, -0.01, 0.35, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 0.01, joints_pos, 34.32, 59.1, -19.58, -67.02, 24.55, 54.6, 55.1, tool_torque, -0.024, 0.134, 0.214, tool_momentum, -0.023, 0.134, 0.214, robot_mode, normal, 
06/04/2022 14:47:54:425, robot_pos_w_timestamp, 1649252785283, 614.55, 276.68, 202.24, 2.36, -0.03, 3.07, tool_force, -1.19, -0.01, 0.33, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 0.01, joints_pos, 34.32, 59.1, -19.58, -67.02, 24.55, 54.6, 55.1, tool_torque, -0.023, 0.133, 0.214, tool_momentum, -0.023, 0.133, 0.214, robot_mode, normal, 
06/04/2022 14:47:54:523, robot_pos_w_timestamp, 1649252785436, 614.55, 276.68, 202.24, 2.36, -0.03, 3.07, tool_force, -1.18, 0.0, 0.36, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 0.01, joints_pos, 34.32, 59.1, -19.58, -67.02, 24.55, 54.6, 55.1, tool_torque, -0.023, 0.132, 0.214, tool_momentum, -0.023, 0.132, 0.214, robot_mode, normal, 
06/04/2022 14:47:54:726, robot_pos_w_timestamp, 1649252785596, 614.55, 276.68, 202.24, 2.36, -0.03, 3.07, tool_force, -1.18, -0.02, 0.34, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 0.01, joints_pos, 34.32, 59.1, -19.58, -67.02, 24.55, 54.6, 55.1, tool_torque, -0.024, 0.131, 0.214, tool_momentum, -0.024, 0.131, 0.214, robot_mode, normal, 
06/04/2022 14:47:54:829, robot_pos_w_timestamp, 1649252785751, 614.55, 276.68, 202.24, 2.36, -0.03, 3.07, tool_force, -1.19, 0.0, 0.35, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 0.01, joints_pos, 34.32, 59.1, -19.58, -67.02, 24.55, 54.6, 55.1, tool_torque, -0.022, 0.132, 0.213, tool_momentum, -0.023, 0.133, 0.213, robot_mode, normal, 
06/04/2022 14:47:55:028, robot_pos_w_timestamp, 1649252785905, 614.55, 276.68, 202.24, 2.36, -0.03, 3.07, tool_force, -1.2, 0.01, 0.34, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 0.01, joints_pos, 34.32, 59.1, -19.58, -67.02, 24.55, 54.6, 55.1, tool_torque, -0.021, 0.132, 0.214, tool_momentum, -0.021, 0.132, 0.214, robot_mode, normal, 
06/04/2022 14:47:55:132, robot_pos_w_timestamp, 1649252786061, 614.55, 276.68, 202.24, 2.36, -0.03, 3.07, tool_force, -1.19, -0.03, 0.33, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 0.01, joints_pos, 34.32, 59.1, -19.58, -67.02, 24.55, 54.6, 55.1, tool_torque, -0.026, 0.133, 0.214, tool_momentum, -0.026, 0.133, 0.214, robot_mode, normal, 
06/04/2022 14:47:55:332, robot_pos_w_timestamp, 1649252786215, 614.55, 276.68, 202.24, 2.36, -0.03, 3.07, tool_force, -1.19, -0.01, 0.35, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 0.01, joints_pos, 34.32, 59.1, -19.58, -67.02, 24.55, 54.6, 55.1, tool_torque, -0.023, 0.133, 0.213, tool_momentum, -0.022, 0.133, 0.213, robot_mode, normal, 
06/04/2022 14:47:55:438, robot_pos_w_timestamp, 1649252786368, 614.55, 276.68, 202.24, 2.36, -0.03, 3.07, tool_force, -1.18, 0.0, 0.35, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 0.01, joints_pos, 34.32, 59.1, -19.58, -67.02, 24.55, 54.6, 55.1, tool_torque, -0.023, 0.131, 0.213, tool_momentum, -0.023, 0.132, 0.213, robot_mode, normal, 
06/04/2022 14:47:55:636, robot_pos_w_timestamp, 1649252786523, 614.55, 276.68, 202.24, 2.36, -0.03, 3.07, tool_force, -1.19, 0.0, 0.34, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 0.01, joints_pos, 34.32, 59.1, -19.58, -67.02, 24.55, 54.6, 55.1, tool_torque, -0.021, 0.13, 0.213, tool_momentum, -0.022, 0.13, 0.213, robot_mode, normal, 
06/04/2022 14:47:55:750, robot_pos_w_timestamp, 1649252786678, 614.55, 276.68, 202.24, 2.36, -0.03, 3.07, tool_force, -1.19, 0.0, 0.35, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 0.01, joints_pos, 34.32, 59.1, -19.58, -67.02, 24.55, 54.6, 55.1, tool_torque, -0.021, 0.127, 0.214, tool_momentum, -0.021, 0.127, 0.214, robot_mode, normal, 
06/04/2022 14:47:55:942, robot_pos_w_timestamp, 1649252786833, 614.55, 276.68, 202.24, 2.36, -0.03, 3.07, tool_force, -1.17, -0.01, 0.34, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 0.01, joints_pos, 34.32, 59.1, -19.58, -67.02, 24.55, 54.6, 55.1, tool_torque, -0.023, 0.127, 0.214, tool_momentum, -0.023, 0.127, 0.214, robot_mode, normal, 
06/04/2022 14:47:56:049, robot_pos_w_timestamp, 1649252786989, 614.55, 276.68, 202.24, 2.36, -0.03, 3.07, tool_force, -1.17, -0.03, 0.33, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 0.01, joints_pos, 34.32, 59.1, -19.58, -67.02, 24.55, 54.6, 55.1, tool_torque, -0.025, 0.128, 0.213, tool_momentum, -0.025, 0.128, 0.213, robot_mode, normal, 
06/04/2022 14:47:56:239, robot_pos_w_timestamp, 1649252787142, 614.55, 276.68, 202.24, 2.36, -0.03, 3.07, tool_force, -1.18, -0.01, 0.34, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 0.01, joints_pos, 34.32, 59.1, -19.58, -67.02, 24.55, 54.6, 55.1, tool_torque, -0.021, 0.128, 0.214, tool_momentum, -0.022, 0.128, 0.214, robot_mode, normal, 
06/04/2022 14:47:56:351, robot_pos_w_timestamp, 1649252787296, 614.55, 276.68, 202.24, 2.36, -0.03, 3.07, tool_force, -1.18, -0.01, 0.33, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 0.01, joints_pos, 34.32, 59.1, -19.58, -67.02, 24.55, 54.6, 55.1, tool_torque, -0.021, 0.128, 0.214, tool_momentum, -0.021, 0.127, 0.214, robot_mode, normal, 
06/04/2022 14:47:56:507, robot_pos_w_timestamp, 1649252787451, 614.55, 276.68, 202.24, 2.36, -0.03, 3.07, tool_force, -1.18, 0.0, 0.35, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 0.01, joints_pos, 34.32, 59.1, -19.58, -67.02, 24.55, 54.6, 55.1, tool_torque, -0.023, 0.129, 0.213, tool_momentum, -0.024, 0.129, 0.213, robot_mode, normal, 
06/04/2022 14:47:56:655, robot_pos_w_timestamp, 1649252787607, 614.55, 276.68, 202.24, 2.36, -0.03, 3.07, tool_force, -1.17, -0.02, 0.34, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 0.01, joints_pos, 34.32, 59.1, -19.58, -67.02, 24.55, 54.6, 55.1, tool_torque, -0.025, 0.131, 0.212, tool_momentum, -0.024, 0.131, 0.213, robot_mode, normal, 
06/04/2022 14:47:56:859, robot_pos_w_timestamp, 1649252787761, 614.55, 276.68, 202.24, 2.36, -0.03, 3.07, tool_force, -1.18, -0.01, 0.35, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 0.01, joints_pos, 34.32, 59.1, -19.58, -67.02, 24.55, 54.6, 55.1, tool_torque, -0.023, 0.131, 0.213, tool_momentum, -0.022, 0.13, 0.213, robot_mode, normal, 
06/04/2022 14:47:56:956, robot_pos_w_timestamp, 1649252787914, 614.55, 276.68, 202.24, 2.36, -0.03, 3.07, tool_force, -1.18, -0.01, 0.33, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 0.01, joints_pos, 34.32, 59.1, -19.58, -67.02, 24.55, 54.6, 55.1, tool_torque, -0.023, 0.131, 0.213, tool_momentum, -0.023, 0.131, 0.213, robot_mode, normal, 
06/04/2022 14:47:57:158, robot_pos_w_timestamp, 1649252788068, 614.55, 276.68, 202.24, 2.36, -0.03, 3.07, tool_force, -1.17, 0.0, 0.34, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 0.01, joints_pos, 34.32, 59.1, -19.58, -67.02, 24.55, 54.6, 55.1, tool_torque, -0.024, 0.128, 0.213, tool_momentum, -0.024, 0.128, 0.213, robot_mode, normal, 
