21/03/2022 15:38:00: File Created!
21/03/2022 15:38:00:541, robot_pos_with_timestamp, 1647873400644, 555.98, 302.25, 189.65, 2.29, 0.02, 3.05, tool_force, -0.05180890384181179, 1.187819906327705, 6.21707117152755, actual_rep, 1, curr_step, 1, track_size, 81, robot_vel, 0.0, joints_pos, 38.36, 54.38, -15.74, -78.04, 18.21, 44.6, 65.81, tool_torque, 0.011, -0.068, 0.235, tool_momentum, 0.012, -0.069, 0.235, , robot_mode, normal, 
21/03/2022 15:38:18:300, robot_pos_with_timestamp, 1647873418288, 592.75, 202.74, 200.85, 2.24, 0.14, 3.08, tool_force, 0.06684090340865355, 0.34328597245928955, 5.846005694436416, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 40.31, joints_pos, 30.08, 52.55, -15.46, -79.75, 7.93, 43.3, 67.01, tool_torque, -0.123, 0.066, -0.02, tool_momentum, -0.138, 0.086, -0.024, , robot_mode, normal, 
21/03/2022 15:38:18:454, robot_pos_with_timestamp, 1647873418436, 592.48, 208.42, 200.73, 2.24, 0.14, 3.08, tool_force, 0.35367570427980444, 0.34489812108253104, 6.029239390034619, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 37.42, joints_pos, 30.47, 52.69, -15.43, -79.45, 8.39, 43.32, 67.17, tool_torque, -0.169, -0.014, -0.013, tool_momentum, -0.184, -0.0090, -0.013, , robot_mode, normal, 
21/03/2022 15:38:18:600, robot_pos_with_timestamp, 1647873418588, 592.14, 214.28, 200.57, 2.24, 0.13, 3.07, tool_force, -0.35354540694247544, -0.01001777643858681, 5.836055807765905, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 39.37, joints_pos, 30.87, 52.84, -15.41, -79.16, 8.85, 43.34, 67.3, tool_torque, -0.214, 0.071, -0.036, tool_momentum, -0.215, 0.076, -0.037, , robot_mode, normal, 
21/03/2022 15:38:18:754, robot_pos_with_timestamp, 1647873418736, 591.55, 219.98, 200.44, 2.24, 0.13, 3.07, tool_force, -0.3163167836864545, 0.0734415552583816, 5.791671892238566, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 38.37, joints_pos, 31.27, 52.97, -15.39, -78.91, 9.33, 43.34, 67.44, tool_torque, -0.129, -0.012, -0.022, tool_momentum, -0.116, -0.032, -0.018, , robot_mode, normal, 
21/03/2022 15:38:18:911, robot_pos_with_timestamp, 1647873418889, 590.76, 225.89, 200.24, 2.24, 0.12, 3.06, tool_force, -0.09819183939841285, 0.04855753695757477, 5.949430503970778, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 38.44, joints_pos, 31.7, 53.11, -15.39, -78.67, 9.8, 43.36, 67.59, tool_torque, -0.18, 0.014, -0.022, tool_momentum, -0.197, 0.014, -0.02, , robot_mode, normal, 
21/03/2022 15:38:19:055, robot_pos_with_timestamp, 1647873419036, 589.66, 231.74, 200.05, 2.24, 0.12, 3.06, tool_force, 0.092394653233132, -0.059396922862283166, 6.0780308062538575, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 39.85, joints_pos, 32.15, 53.25, -15.39, -78.4, 10.17, 43.56, 67.84, tool_torque, -0.222, -0.027, -0.02, tool_momentum, -0.224, -0.024, -0.021, , robot_mode, normal, 
21/03/2022 15:38:19:208, robot_pos_with_timestamp, 1647873419185, 588.69, 237.5, 199.83, 2.24, 0.11, 3.06, tool_force, 0.31560586154481307, 0.2008616952596429, 6.095414754496544, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 42.44, joints_pos, 32.59, 53.4, -15.39, -78.13, 10.53, 43.68, 68.01, tool_torque, -0.168, -0.033, -0.0010, tool_momentum, -0.17, -0.01, -0.0010, , robot_mode, normal, 
21/03/2022 15:38:19:361, robot_pos_with_timestamp, 1647873419335, 587.26, 243.43, 199.62, 2.24, 0.11, 3.06, tool_force, 0.012749734934880259, 0.37165566890998347, 5.994782349359539, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 38.72, joints_pos, 33.04, 53.49, -15.37, -77.96, 10.99, 43.68, 68.0, tool_torque, -0.068, -0.083, 0.084, tool_momentum, -0.066, -0.088, 0.084, , robot_mode, normal, 
21/03/2022 15:38:19:511, robot_pos_with_timestamp, 1647873419484, 585.72, 249.2, 199.32, 2.25, 0.1, 3.05, tool_force, 0.1883003483726785, 0.5449269156420146, 5.837266788851611, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 40.32, joints_pos, 33.46, 53.56, -15.31, -77.85, 11.49, 43.61, 67.99, tool_torque, 0.067, -0.04, 0.094, tool_momentum, 0.058, 0.0, 0.089, , robot_mode, normal, 
21/03/2022 15:38:19:661, robot_pos_with_timestamp, 1647873419634, 583.94, 255.0, 199.02, 2.25, 0.1, 3.05, tool_force, -0.2765336485947388, 0.5937192255168886, 5.966817608296365, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 41.9, joints_pos, 33.92, 53.63, -15.31, -77.78, 12.01, 43.5, 68.04, tool_torque, 0.084, 0.075, 0.0060, tool_momentum, 0.082, 0.071, 0.0060, , robot_mode, normal, 
21/03/2022 15:38:19:811, robot_pos_with_timestamp, 1647873419782, 581.79, 260.82, 198.49, 2.25, 0.09, 3.04, tool_force, -0.09597143731309736, 0.4548052528090602, 5.836702582586471, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 44.06, joints_pos, 34.38, 53.7, -15.27, -77.72, 12.59, 43.46, 67.99, tool_torque, 0.055, -0.058, 0.127, tool_momentum, 0.061, -0.087, 0.132, , robot_mode, normal, 
21/03/2022 15:38:19:966, robot_pos_with_timestamp, 1647873419934, 579.45, 266.81, 197.9, 2.25, 0.08, 3.04, tool_force, 0.317638047575769, 0.3509337925013074, 5.972136928747501, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 35.72, joints_pos, 34.77, 53.78, -15.17, -77.6, 13.26, 43.6, 67.8, tool_torque, -0.024, -0.336, 0.349, tool_momentum, -0.022, -0.34, 0.349, , robot_mode, normal, 
21/03/2022 15:38:20:115, robot_pos_with_timestamp, 1647873420084, 576.82, 272.62, 197.04, 2.26, 0.07, 3.04, tool_force, 0.4929282574094349, 0.4430759485808009, 6.174107793106575, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 42.99, joints_pos, 35.19, 53.87, -15.07, -77.55, 13.74, 43.68, 67.66, tool_torque, -0.0070, -0.387, 0.399, tool_momentum, -0.0070, -0.386, 0.399, , robot_mode, normal, 
21/03/2022 15:38:20:266, robot_pos_with_timestamp, 1647873420231, 573.95, 278.41, 196.16, 2.27, 0.06, 3.04, tool_force, 0.45694084242925864, 0.4131520991789225, 6.081130496891415, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 42.67, joints_pos, 35.67, 53.97, -15.03, -77.51, 14.29, 43.79, 67.56, tool_torque, -0.06, -0.294, 0.319, tool_momentum, -0.063, -0.289, 0.319, , robot_mode, normal, 
21/03/2022 15:38:20:418, robot_pos_with_timestamp, 1647873420381, 570.81, 284.21, 195.01, 2.27, 0.06, 3.04, tool_force, 0.21793812463755144, 0.4980168549575751, 6.097617416152814, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 45.66, joints_pos, 36.18, 54.07, -15.04, -77.51, 14.87, 43.87, 67.56, tool_torque, -0.081, -0.168, 0.275, tool_momentum, -0.082, -0.18, 0.275, , robot_mode, normal, 
21/03/2022 15:38:20:569, robot_pos_with_timestamp, 1647873420529, 567.1, 290.15, 193.3, 2.27, 0.05, 3.04, tool_force, 0.6056848855865664, 1.1545467714997804, 6.181957572646355, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 49.73, joints_pos, 36.68, 54.18, -14.96, -77.57, 15.57, 43.9, 67.23, tool_torque, 0.097, -0.378, 0.379, tool_momentum, 0.099, -0.387, 0.381, , robot_mode, normal, 
21/03/2022 15:38:20:719, robot_pos_with_timestamp, 1647873420679, 562.41, 295.97, 190.89, 2.28, 0.03, 3.04, tool_force, 0.28735125333694417, 1.2460055847788156, 5.860938954479256, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 56.41, joints_pos, 37.17, 54.29, -14.88, -77.77, 16.43, 43.92, 66.89, tool_torque, 0.109, -0.335, 0.385, tool_momentum, 0.108, -0.341, 0.387, , robot_mode, normal, 
21/03/2022 15:38:20:891, robot_pos_with_timestamp, 1647873420827, 558.01, 300.65, 188.44, 2.29, 0.03, 3.05, tool_force, 2.6602274900459144, 1.4597793600429958, 6.720965982246773, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 32.06, joints_pos, 37.87, 54.5, -15.09, -77.87, 16.66, 44.18, 66.82, tool_torque, 0.045, -0.446, 0.236, tool_momentum, 0.039, -0.444, 0.235, , robot_mode, normal, 
21/03/2022 15:38:21:021, robot_pos_with_timestamp, 1647873420977, 558.22, 300.55, 188.63, 2.29, 0.03, 3.05, tool_force, 0.22400743188635436, 0.4456738938966952, 5.540957839056061, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 4.1, joints_pos, 38.01, 54.53, -15.39, -77.83, 17.08, 44.31, 66.53, tool_torque, -0.086, -0.087, 0.344, tool_momentum, -0.083, -0.085, 0.344, , robot_mode, normal, 
21/03/2022 15:38:21:169, robot_pos_with_timestamp, 1647873421126, 558.24, 300.46, 188.52, 2.29, 0.03, 3.05, tool_force, -0.02613528098553347, 1.1835868279593404, 6.378795885654419, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 0.74, joints_pos, 38.03, 54.54, -15.43, -77.83, 17.1, 44.31, 66.49, tool_torque, 0.026, -0.081, 0.319, tool_momentum, 0.025, -0.085, 0.32, , robot_mode, normal, 
21/03/2022 15:38:21:320, robot_pos_with_timestamp, 1647873421276, 558.24, 300.48, 188.53, 2.29, 0.03, 3.05, tool_force, 0.24370757778264523, 0.9768898556731944, 6.037305383293168, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 0.21, joints_pos, 38.03, 54.54, -15.43, -77.83, 17.11, 44.31, 66.48, tool_torque, 0.031, -0.169, 0.339, tool_momentum, 0.032, -0.17, 0.339, , robot_mode, normal, 
21/03/2022 15:38:21:469, robot_pos_with_timestamp, 1647873421423, 558.23, 300.47, 188.53, 2.29, 0.03, 3.05, tool_force, 0.3774282078672738, 1.0339335033424908, 6.05221906600372, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 0.13, joints_pos, 38.03, 54.54, -15.43, -77.83, 17.11, 44.31, 66.47, tool_torque, 0.048, -0.187, 0.339, tool_momentum, 0.048, -0.187, 0.339, , robot_mode, normal, 
21/03/2022 15:38:21:625, robot_pos_with_timestamp, 1647873421574, 558.23, 300.47, 188.53, 2.29, 0.03, 3.05, tool_force, 0.3263812703849962, 1.0750631948555445, 6.129872015508094, actual_rep, 1, curr_step, 81, track_size, 81, robot_vel, 0.06, joints_pos, 38.03, 54.54, -15.43, -77.83, 17.12, 44.31, 66.47, tool_torque, 0.054, -0.178, 0.335, tool_momentum, 0.054, -0.178, 0.335, , robot_mode, normal, 
