30/03/2022 16:26:47: File Created!
30/03/2022 16:26:47:433, robot_pos_w_timestamp, 1648650321251, 601.49, 304.98, 182.99, 2.35, 0.05, 3.06, tool_force, 0.09, -0.14, 0.39, actual_rep, 1, curr_step, 1, track_size, 82, robot_vel, 45.2, joints_pos, 39.59, 60.85, -22.59, -68.08, 23.83, 49.76, 59.06, tool_torque, 0.025, -0.209, 0.142, tool_momentum, 0.026, -0.211, 0.142, robot_mode, normal, 
30/03/2022 16:27:06:883, robot_pos_w_timestamp, 1648650340643, 616.58, 183.63, 199.5, 2.32, 0.07, 3.1, tool_force, -0.84, -0.64, 0.73, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 41.52, joints_pos, 31.76, 56.54, -24.56, -74.88, 23.27, 49.55, 50.17, tool_torque, -0.33, 0.188, -0.11, tool_momentum, -0.333, 0.194, -0.111, robot_mode, normal, 
30/03/2022 16:27:07:035, robot_pos_w_timestamp, 1648650340792, 618.55, 189.39, 198.6, 2.32, 0.08, 3.1, tool_force, -0.7, -0.7, 0.99, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 39.6, joints_pos, 32.14, 56.98, -24.61, -74.16, 23.27, 49.55, 51.0, tool_torque, -0.304, 0.179, -0.107, tool_momentum, -0.299, 0.171, -0.107, robot_mode, normal, 
30/03/2022 16:27:07:183, robot_pos_w_timestamp, 1648650340941, 620.08, 195.18, 197.62, 2.32, 0.08, 3.09, tool_force, -0.5, -0.8, 0.76, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 39.0, joints_pos, 32.52, 57.38, -24.65, -73.53, 23.28, 49.55, 51.74, tool_torque, -0.311, 0.185, -0.13, tool_momentum, -0.31, 0.165, -0.13, robot_mode, normal, 
30/03/2022 16:27:07:334, robot_pos_w_timestamp, 1648650341091, 621.36, 200.94, 196.61, 2.31, 0.08, 3.09, tool_force, -0.68, -0.69, 0.74, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 42.23, joints_pos, 32.92, 57.79, -24.71, -72.9, 23.3, 49.57, 52.49, tool_torque, -0.317, 0.184, -0.132, tool_momentum, -0.32, 0.175, -0.132, robot_mode, normal, 
30/03/2022 16:27:07:527, robot_pos_w_timestamp, 1648650341240, 622.42, 206.72, 195.65, 2.31, 0.08, 3.09, tool_force, -0.37, -0.92, 0.3, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 41.76, joints_pos, 33.29, 58.16, -24.74, -72.33, 23.3, 49.57, 53.18, tool_torque, -0.321, 0.142, -0.146, tool_momentum, -0.334, 0.128, -0.144, robot_mode, normal, 
30/03/2022 16:27:07:638, robot_pos_w_timestamp, 1648650341389, 623.15, 212.52, 194.68, 2.31, 0.09, 3.09, tool_force, -0.38, -0.68, 0.75, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 38.63, joints_pos, 33.68, 58.51, -24.75, -71.78, 23.3, 49.57, 53.85, tool_torque, -0.301, 0.141, -0.108, tool_momentum, -0.306, 0.138, -0.108, robot_mode, normal, 
30/03/2022 16:27:07:790, robot_pos_w_timestamp, 1648650341539, 623.69, 218.28, 193.71, 2.31, 0.09, 3.08, tool_force, -0.3, -0.56, 1.12, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 37.72, joints_pos, 34.06, 58.84, -24.75, -71.28, 23.31, 49.59, 54.42, tool_torque, -0.277, 0.115, -0.115, tool_momentum, -0.298, 0.133, -0.117, robot_mode, normal, 
30/03/2022 16:27:07:937, robot_pos_w_timestamp, 1648650341688, 623.97, 224.21, 192.73, 2.31, 0.09, 3.08, tool_force, 0.14, -0.83, 0.41, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 40.18, joints_pos, 34.46, 59.16, -24.75, -70.8, 23.33, 49.59, 54.98, tool_torque, -0.292, 0.086, -0.087, tool_momentum, -0.293, 0.094, -0.088, robot_mode, normal, 
30/03/2022 16:27:08:094, robot_pos_w_timestamp, 1648650341838, 623.94, 229.93, 191.74, 2.31, 0.09, 3.08, tool_force, -0.24, -0.8, 0.78, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 40.05, joints_pos, 34.84, 59.44, -24.74, -70.37, 23.38, 49.61, 55.41, tool_torque, -0.298, 0.135, -0.124, tool_momentum, -0.306, 0.154, -0.127, robot_mode, normal, 
30/03/2022 16:27:08:239, robot_pos_w_timestamp, 1648650341989, 623.71, 235.75, 190.79, 2.31, 0.09, 3.08, tool_force, -0.66, -1.06, 0.45, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 37.43, joints_pos, 35.23, 59.71, -24.71, -69.98, 23.42, 49.62, 55.83, tool_torque, -0.324, 0.144, -0.108, tool_momentum, -0.324, 0.146, -0.108, robot_mode, normal, 
30/03/2022 16:27:08:394, robot_pos_w_timestamp, 1648650342138, 623.08, 241.56, 189.83, 2.31, 0.09, 3.07, tool_force, -0.51, -1.01, 0.45, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 39.2, joints_pos, 35.62, 59.95, -24.67, -69.63, 23.49, 49.64, 56.21, tool_torque, -0.246, 0.021, -0.072, tool_momentum, -0.236, 0.011, -0.071, robot_mode, normal, 
30/03/2022 16:27:08:539, robot_pos_w_timestamp, 1648650342287, 622.3, 247.31, 188.92, 2.31, 0.09, 3.07, tool_force, -0.92, -0.96, 0.7, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 39.46, joints_pos, 36.0, 60.17, -24.6, -69.31, 23.56, 49.68, 56.55, tool_torque, -0.278, 0.079, -0.083, tool_momentum, -0.275, 0.065, -0.081, robot_mode, normal, 
30/03/2022 16:27:08:690, robot_pos_w_timestamp, 1648650342437, 621.28, 253.07, 188.09, 2.32, 0.09, 3.07, tool_force, -0.76, -0.94, 0.42, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 39.11, joints_pos, 36.37, 60.35, -24.5, -69.03, 23.63, 49.68, 56.89, tool_torque, -0.225, 0.034, -0.061, tool_momentum, -0.217, 0.014, -0.061, robot_mode, normal, 
30/03/2022 16:27:08:843, robot_pos_w_timestamp, 1648650342586, 620.05, 258.94, 187.36, 2.32, 0.08, 3.07, tool_force, -0.75, -1.06, 0.33, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 41.25, joints_pos, 36.73, 60.51, -24.37, -68.78, 23.68, 49.71, 57.18, tool_torque, -0.218, -0.024, -0.034, tool_momentum, -0.198, -0.054, -0.029, robot_mode, normal, 
