05/04/2022 15:23:43: File Created!
05/04/2022 15:23:43:354, robot_pos_w_timestamp, 1649168532612, 596.42, 326.91, 176.79, 2.27, 0.06, 3.03, tool_force, -0.35, 0.21, 0.41, actual_rep, 1, curr_step, 1, track_size, 84, robot_vel, 0.0, joints_pos, 29.38, 59.67, -0.5, -67.23, -2.2, 46.29, 80.29, tool_torque, -0.024, 0.163, 0.168, tool_momentum, -0.024, 0.162, 0.168, robot_mode, normal, 
05/04/2022 15:24:02:660, robot_pos_w_timestamp, 1649168551760, 614.4, 295.1, 182.08, 2.22, 0.09, 3.03, tool_force, -0.77, -0.81, -0.15, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 46.73, joints_pos, 27.5, 59.27, -2.12, -67.22, -2.42, 46.21, 80.4, tool_torque, -0.065, 0.343, -0.014, tool_momentum, -0.059, 0.318, -0.01, robot_mode, normal, 
05/04/2022 15:24:02:854, robot_pos_w_timestamp, 1649168551909, 611.38, 300.9, 180.43, 2.23, 0.08, 3.03, tool_force, -0.67, -0.75, -0.17, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 45.77, joints_pos, 27.89, 59.42, -1.91, -67.18, -2.39, 46.21, 80.4, tool_torque, -0.053, 0.257, 0.016, tool_momentum, -0.048, 0.242, 0.018, robot_mode, normal, 
05/04/2022 15:24:02:963, robot_pos_w_timestamp, 1649168552060, 608.22, 306.74, 178.94, 2.24, 0.08, 3.03, tool_force, -0.47, -0.61, 0.01, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 45.06, joints_pos, 28.28, 59.55, -1.67, -67.15, -2.36, 46.21, 80.39, tool_torque, -0.038, 0.195, 0.065, tool_momentum, -0.034, 0.19, 0.065, robot_mode, normal, 
05/04/2022 15:24:03:150, robot_pos_w_timestamp, 1649168552211, 605.09, 312.46, 177.69, 2.25, 0.07, 3.03, tool_force, -0.35, -0.59, 0.23, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 47.34, joints_pos, 28.62, 59.66, -1.39, -67.13, -2.32, 46.22, 80.38, tool_torque, -0.032, 0.065, 0.097, tool_momentum, -0.032, 0.07, 0.096, robot_mode, normal, 
05/04/2022 15:24:03:259, robot_pos_w_timestamp, 1649168552362, 601.82, 318.34, 176.78, 2.26, 0.07, 3.03, tool_force, -0.31, -0.57, 0.06, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 40.8, joints_pos, 28.93, 59.74, -1.05, -67.12, -2.26, 46.23, 80.37, tool_torque, -0.044, 0.166, 0.106, tool_momentum, -0.041, 0.165, 0.106, robot_mode, normal, 
05/04/2022 15:24:03:414, robot_pos_w_timestamp, 1649168552511, 598.64, 323.84, 175.96, 2.27, 0.06, 3.03, tool_force, -0.98, -0.7, 0.26, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 39.64, joints_pos, 29.19, 59.8, -0.65, -67.12, -2.25, 46.24, 80.35, tool_torque, -0.121, 0.356, 0.096, tool_momentum, -0.123, 0.358, 0.096, robot_mode, normal, 
05/04/2022 15:24:03:561, robot_pos_w_timestamp, 1649168552663, 598.48, 323.99, 175.79, 2.27, 0.06, 3.03, tool_force, -0.63, -0.21, 0.39, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 4.42, joints_pos, 29.19, 59.81, -0.65, -67.12, -2.22, 46.24, 80.33, tool_torque, -0.013, 0.191, 0.118, tool_momentum, -0.015, 0.194, 0.118, robot_mode, normal, 
05/04/2022 15:24:03:713, robot_pos_w_timestamp, 1649168552813, 598.38, 324.15, 175.78, 2.27, 0.06, 3.03, tool_force, -0.75, -0.25, 0.2, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 2.43, joints_pos, 29.19, 59.81, -0.63, -67.12, -2.21, 46.24, 80.31, tool_torque, -0.016, 0.22, 0.12, tool_momentum, -0.013, 0.214, 0.121, robot_mode, normal, 
05/04/2022 15:24:03:863, robot_pos_w_timestamp, 1649168552963, 598.34, 324.23, 175.77, 2.27, 0.06, 3.03, tool_force, -0.18, -0.15, 0.11, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 0.38, joints_pos, 29.19, 59.81, -0.62, -67.12, -2.22, 46.24, 80.32, tool_torque, 0.0010, 0.144, 0.105, tool_momentum, 0.0, 0.146, 0.105, robot_mode, normal, 
05/04/2022 15:24:04:029, robot_pos_w_timestamp, 1649168553117, 598.34, 324.22, 175.78, 2.27, 0.06, 3.03, tool_force, -0.25, -0.15, 0.08, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 0.06, joints_pos, 29.19, 59.81, -0.62, -67.12, -2.23, 46.24, 80.32, tool_torque, 0.0050, 0.16, 0.091, tool_momentum, 0.0050, 0.161, 0.091, robot_mode, normal, 
05/04/2022 15:24:04:167, robot_pos_w_timestamp, 1649168553267, 598.34, 324.22, 175.79, 2.27, 0.06, 3.03, tool_force, -0.24, -0.11, 0.12, actual_rep, 1, curr_step, 84, track_size, 84, robot_vel, 0.11, joints_pos, 29.19, 59.81, -0.62, -67.12, -2.23, 46.24, 80.32, tool_torque, 0.011, 0.154, 0.091, tool_momentum, 0.012, 0.155, 0.091, robot_mode, normal, 
05/04/2022 15:24:04:320, robot_pos_w_timestamp, 1649168553417, 598.33, 324.22, 175.79, 2.27, 0.06, 3.03, tool_force, -0.2, -0.09, 0.13, actual_rep, 2, curr_step, 1, track_size, 84, robot_vel, 0.04, joints_pos, 29.19, 59.81, -0.62, -67.12, -2.23, 46.24, 80.32, tool_torque, 0.013, 0.147, 0.091, tool_momentum, 0.013, 0.147, 0.091, robot_mode, normal, 
05/04/2022 15:24:04:467, robot_pos_w_timestamp, 1649168553567, 599.08, 322.9, 175.87, 2.26, 0.06, 3.03, tool_force, 1.43, 0.19, 0.12, actual_rep, 2, curr_step, 3, track_size, 84, robot_vel, 41.66, joints_pos, 29.14, 59.81, -0.75, -67.12, -2.27, 46.24, 80.36, tool_torque, 0.074, -0.186, 0.061, tool_momentum, 0.079, -0.199, 0.061, robot_mode, normal, 
05/04/2022 15:24:04:663, robot_pos_w_timestamp, 1649168553720, 602.22, 317.14, 176.58, 2.26, 0.07, 3.03, tool_force, 0.91, -0.04, -0.36, actual_rep, 2, curr_step, 4, track_size, 84, robot_vel, 33.53, joints_pos, 28.82, 59.73, -1.1, -67.15, -2.27, 46.23, 80.34, tool_torque, 0.019, 0.074, 0.089, tool_momentum, 0.017, 0.08, 0.089, robot_mode, normal, 
05/04/2022 15:24:04:773, robot_pos_w_timestamp, 1649168553868, 605.42, 311.38, 177.57, 2.25, 0.07, 3.03, tool_force, 0.56, 0.63, 0.47, actual_rep, 2, curr_step, 5, track_size, 84, robot_vel, 46.5, joints_pos, 28.54, 59.66, -1.46, -67.16, -2.28, 46.23, 80.34, tool_torque, 0.119, 0.092, 0.094, tool_momentum, 0.115, 0.102, 0.094, robot_mode, normal, 
05/04/2022 15:24:04:955, robot_pos_w_timestamp, 1649168554020, 608.68, 305.47, 178.85, 2.24, 0.08, 3.03, tool_force, 0.83, 0.91, 0.3, actual_rep, 2, curr_step, 5, track_size, 84, robot_vel, 43.04, joints_pos, 28.23, 59.54, -1.81, -67.18, -2.27, 46.21, 80.35, tool_torque, 0.182, 0.051, 0.077, tool_momentum, 0.171, 0.066, 0.075, robot_mode, normal, 
05/04/2022 15:24:05:072, robot_pos_w_timestamp, 1649168554169, 611.71, 299.8, 180.33, 2.23, 0.08, 3.03, tool_force, 0.57, 0.93, 0.54, actual_rep, 2, curr_step, 6, track_size, 84, robot_vel, 74.65, joints_pos, 27.89, 59.4, -2.1, -67.22, -2.24, 46.19, 80.34, tool_torque, 0.184, 0.093, 0.084, tool_momentum, 0.18, 0.102, 0.084, robot_mode, normal, 
05/04/2022 15:24:05:260, robot_pos_w_timestamp, 1649168554322, 614.67, 293.94, 182.07, 2.22, 0.09, 3.03, tool_force, 0.14, 0.78, 0.25, actual_rep, 2, curr_step, 7, track_size, 84, robot_vel, 45.64, joints_pos, 27.52, 59.24, -2.35, -67.28, -2.21, 46.19, 80.34, tool_torque, 0.182, 0.162, 0.095, tool_momentum, 0.186, 0.162, 0.095, robot_mode, normal, 
05/04/2022 15:24:05:371, robot_pos_w_timestamp, 1649168554470, 617.38, 288.13, 183.94, 2.21, 0.09, 3.03, tool_force, 0.15, 0.68, 0.07, actual_rep, 2, curr_step, 8, track_size, 84, robot_vel, 42.88, joints_pos, 27.11, 59.04, -2.54, -67.37, -2.2, 46.19, 80.33, tool_torque, 0.165, 0.105, 0.122, tool_momentum, 0.172, 0.091, 0.122, robot_mode, normal, 
05/04/2022 15:24:05:567, robot_pos_w_timestamp, 1649168554623, 619.89, 282.3, 185.78, 2.2, 0.09, 3.03, tool_force, 0.85, 0.88, 0.13, actual_rep, 2, curr_step, 9, track_size, 84, robot_vel, 44.93, joints_pos, 26.68, 58.83, -2.7, -67.5, -2.2, 46.19, 80.33, tool_torque, 0.177, 0.047, 0.142, tool_momentum, 0.176, 0.06, 0.142, robot_mode, normal, 
05/04/2022 15:24:05:674, robot_pos_w_timestamp, 1649168554773, 622.02, 276.59, 187.49, 2.19, 0.09, 3.02, tool_force, 0.54, 0.98, 0.34, actual_rep, 2, curr_step, 10, track_size, 84, robot_vel, 43.24, joints_pos, 26.27, 58.61, -2.83, -67.65, -2.2, 46.19, 80.33, tool_torque, 0.176, 0.094, 0.134, tool_momentum, 0.169, 0.092, 0.134, robot_mode, normal, 
05/04/2022 15:24:05:830, robot_pos_w_timestamp, 1649168554928, 624.01, 270.55, 189.18, 2.19, 0.1, 3.02, tool_force, 0.81, 0.88, 0.18, actual_rep, 2, curr_step, 10, track_size, 84, robot_vel, 42.4, joints_pos, 25.84, 58.38, -2.97, -67.85, -2.2, 46.19, 80.32, tool_torque, 0.211, -0.102, 0.17, tool_momentum, 0.225, -0.125, 0.173, robot_mode, normal, 
05/04/2022 15:24:06:012, robot_pos_w_timestamp, 1649168555072, 625.59, 265.03, 190.55, 2.18, 0.1, 3.02, tool_force, 0.74, 0.97, 0.62, actual_rep, 2, curr_step, 11, track_size, 84, robot_vel, 39.73, joints_pos, 25.47, 58.16, -3.11, -68.06, -2.2, 46.19, 80.32, tool_torque, 0.204, -0.011, 0.136, tool_momentum, 0.205, -0.031, 0.136, robot_mode, normal, 
05/04/2022 15:24:06:125, robot_pos_w_timestamp, 1649168555223, 627.11, 259.23, 192.01, 2.17, 0.1, 3.02, tool_force, 1.02, 0.96, 0.26, actual_rep, 2, curr_step, 12, track_size, 84, robot_vel, 40.39, joints_pos, 25.06, 57.93, -3.25, -68.29, -2.19, 46.19, 80.32, tool_torque, 0.178, 0.103, 0.11, tool_momentum, 0.169, 0.121, 0.11, robot_mode, normal, 
05/04/2022 15:24:06:279, robot_pos_w_timestamp, 1649168555374, 628.34, 253.47, 193.17, 2.16, 0.1, 3.03, tool_force, 0.5, 0.91, 0.46, actual_rep, 2, curr_step, 12, track_size, 84, robot_vel, 39.86, joints_pos, 24.68, 57.71, -3.38, -68.55, -2.19, 46.19, 80.32, tool_torque, 0.173, 0.111, 0.133, tool_momentum, 0.164, 0.133, 0.129, robot_mode, normal, 
05/04/2022 15:24:06:432, robot_pos_w_timestamp, 1649168555522, 629.4, 247.68, 194.26, 2.15, 0.1, 3.03, tool_force, 0.4, 0.69, 0.33, actual_rep, 2, curr_step, 13, track_size, 84, robot_vel, 41.8, joints_pos, 24.27, 57.48, -3.5, -68.82, -2.18, 46.22, 80.32, tool_torque, 0.068, 0.101, 0.123, tool_momentum, 0.067, 0.109, 0.123, robot_mode, normal, 
05/04/2022 15:24:06:580, robot_pos_w_timestamp, 1649168555673, 630.31, 241.91, 195.25, 2.14, 0.1, 3.03, tool_force, 0.07, 0.53, 0.26, actual_rep, 2, curr_step, 13, track_size, 84, robot_vel, 39.36, joints_pos, 23.88, 57.26, -3.6, -69.1, -2.18, 46.22, 80.32, tool_torque, 0.096, 0.14, 0.137, tool_momentum, 0.099, 0.139, 0.136, robot_mode, normal, 
05/04/2022 15:24:06:730, robot_pos_w_timestamp, 1649168555823, 630.97, 236.01, 196.07, 2.14, 0.11, 3.03, tool_force, 0.32, 0.77, 0.62, actual_rep, 2, curr_step, 14, track_size, 84, robot_vel, 38.52, joints_pos, 23.49, 57.03, -3.72, -69.43, -2.19, 46.21, 80.32, tool_torque, 0.134, 0.073, 0.141, tool_momentum, 0.143, 0.053, 0.143, robot_mode, normal, 
05/04/2022 15:24:06:880, robot_pos_w_timestamp, 1649168555970, 631.58, 230.26, 196.84, 2.13, 0.11, 3.03, tool_force, 0.59, 0.92, 0.52, actual_rep, 2, curr_step, 15, track_size, 84, robot_vel, 39.42, joints_pos, 23.11, 56.82, -3.85, -69.74, -2.19, 46.21, 80.32, tool_torque, 0.154, 0.032, 0.138, tool_momentum, 0.148, 0.024, 0.14, robot_mode, normal, 
05/04/2022 15:24:07:030, robot_pos_w_timestamp, 1649168556119, 631.95, 224.42, 197.5, 2.12, 0.11, 3.03, tool_force, 0.85, 1.07, 0.67, actual_rep, 2, curr_step, 15, track_size, 84, robot_vel, 38.4, joints_pos, 22.72, 56.59, -3.95, -70.09, -2.19, 46.21, 80.32, tool_torque, 0.18, -0.096, 0.165, tool_momentum, 0.175, -0.103, 0.166, robot_mode, normal, 
05/04/2022 15:24:07:181, robot_pos_w_timestamp, 1649168556268, 632.22, 218.7, 198.15, 2.11, 0.11, 3.04, tool_force, 0.65, 1.03, 0.85, actual_rep, 2, curr_step, 16, track_size, 84, robot_vel, 37.12, joints_pos, 22.35, 56.36, -4.07, -70.44, -2.19, 46.21, 80.32, tool_torque, 0.163, -0.038, 0.146, tool_momentum, 0.163, -0.055, 0.146, robot_mode, normal, 
05/04/2022 15:24:07:329, robot_pos_w_timestamp, 1649168556416, 632.2, 212.91, 198.84, 2.11, 0.11, 3.04, tool_force, 0.97, 1.1, 0.65, actual_rep, 2, curr_step, 16, track_size, 84, robot_vel, 42.33, joints_pos, 21.94, 56.11, -4.14, -70.84, -2.17, 46.21, 80.32, tool_torque, 0.168, -0.019, 0.138, tool_momentum, 0.156, 0.01, 0.138, robot_mode, normal, 
05/04/2022 15:24:07:480, robot_pos_w_timestamp, 1649168556564, 632.11, 207.17, 199.5, 2.1, 0.11, 3.04, tool_force, 0.74, 0.74, 0.44, actual_rep, 2, curr_step, 17, track_size, 84, robot_vel, 39.86, joints_pos, 21.53, 55.85, -4.2, -71.25, -2.17, 46.21, 80.31, tool_torque, 0.122, 0.064, 0.156, tool_momentum, 0.114, 0.118, 0.152, robot_mode, normal, 
05/04/2022 15:24:07:632, robot_pos_w_timestamp, 1649168556714, 631.76, 201.34, 200.34, 2.09, 0.11, 3.04, tool_force, 0.76, 0.8, 0.24, actual_rep, 2, curr_step, 17, track_size, 84, robot_vel, 41.89, joints_pos, 21.11, 55.56, -4.25, -71.68, -2.16, 46.21, 80.31, tool_torque, 0.136, -0.047, 0.185, tool_momentum, 0.152, -0.039, 0.184, robot_mode, normal, 
05/04/2022 15:24:07:781, robot_pos_w_timestamp, 1649168556863, 631.22, 195.63, 201.22, 2.08, 0.11, 3.05, tool_force, 0.86, 0.72, 0.45, actual_rep, 2, curr_step, 18, track_size, 84, robot_vel, 39.49, joints_pos, 20.67, 55.24, -4.27, -72.16, -2.16, 46.21, 80.21, tool_torque, 0.129, -0.068, 0.261, tool_momentum, 0.13, -0.089, 0.265, robot_mode, normal, 
05/04/2022 15:24:07:934, robot_pos_w_timestamp, 1649168557011, 630.49, 189.84, 202.37, 2.08, 0.11, 3.05, tool_force, 0.79, 0.88, 0.89, actual_rep, 2, curr_step, 19, track_size, 84, robot_vel, 41.94, joints_pos, 20.24, 54.89, -4.28, -72.66, -2.16, 46.21, 80.06, tool_torque, 0.159, -0.057, 0.3, tool_momentum, 0.162, -0.047, 0.298, robot_mode, normal, 
05/04/2022 15:24:08:085, robot_pos_w_timestamp, 1649168557161, 629.63, 184.01, 203.81, 2.07, 0.11, 3.05, tool_force, 1.07, 0.83, 0.11, actual_rep, 2, curr_step, 19, track_size, 84, robot_vel, 37.94, joints_pos, 19.8, 54.5, -4.3, -73.2, -2.18, 46.21, 79.84, tool_torque, 0.159, -0.104, 0.303, tool_momentum, 0.158, -0.088, 0.303, robot_mode, normal, 
05/04/2022 15:24:08:236, robot_pos_w_timestamp, 1649168557309, 628.83, 178.25, 205.49, 2.07, 0.11, 3.06, tool_force, 0.7, 1.0, 0.53, actual_rep, 2, curr_step, 20, track_size, 84, robot_vel, 41.66, joints_pos, 19.36, 54.09, -4.3, -73.71, -2.19, 46.21, 79.56, tool_torque, 0.132, -0.053, 0.319, tool_momentum, 0.118, -0.039, 0.316, robot_mode, normal, 
05/04/2022 15:24:08:388, robot_pos_w_timestamp, 1649168557460, 627.74, 172.37, 207.62, 2.07, 0.11, 3.06, tool_force, 1.16, 0.71, 0.44, actual_rep, 2, curr_step, 21, track_size, 84, robot_vel, 40.15, joints_pos, 18.91, 53.61, -4.3, -74.29, -2.19, 46.21, 79.21, tool_torque, 0.158, -0.142, 0.342, tool_momentum, 0.163, -0.148, 0.342, robot_mode, normal, 
05/04/2022 15:24:08:538, robot_pos_w_timestamp, 1649168557607, 626.4, 166.64, 210.35, 2.07, 0.11, 3.06, tool_force, 0.61, 0.88, 0.49, actual_rep, 2, curr_step, 22, track_size, 84, robot_vel, 49.45, joints_pos, 18.47, 53.05, -4.29, -74.92, -2.19, 46.21, 78.79, tool_torque, 0.179, -0.136, 0.351, tool_momentum, 0.189, -0.125, 0.349, robot_mode, normal, 
05/04/2022 15:24:08:722, robot_pos_w_timestamp, 1649168557756, 624.61, 160.82, 214.0, 2.07, 0.11, 3.06, tool_force, 1.1, 0.37, 0.22, actual_rep, 2, curr_step, 22, track_size, 84, robot_vel, 45.78, joints_pos, 18.0, 52.34, -4.26, -75.66, -2.19, 46.23, 78.22, tool_torque, 0.077, -0.235, 0.382, tool_momentum, 0.072, -0.243, 0.383, robot_mode, normal, 
05/04/2022 15:24:08:839, robot_pos_w_timestamp, 1649168557904, 622.01, 155.16, 218.82, 2.07, 0.11, 3.06, tool_force, 1.08, 0.97, 0.67, actual_rep, 2, curr_step, 23, track_size, 84, robot_vel, 58.31, joints_pos, 17.55, 51.45, -4.2, -76.57, -2.18, 46.26, 77.5, tool_torque, 0.115, -0.377, 0.402, tool_momentum, 0.12, -0.389, 0.402, robot_mode, normal, 
05/04/2022 15:24:08:987, robot_pos_w_timestamp, 1649168558053, 618.43, 149.95, 224.71, 2.08, 0.1, 3.06, tool_force, 1.03, 0.54, 0.28, actual_rep, 2, curr_step, 25, track_size, 84, robot_vel, 56.43, joints_pos, 17.12, 50.37, -4.1, -77.62, -2.12, 46.27, 76.72, tool_torque, 0.125, -0.462, 0.442, tool_momentum, 0.133, -0.493, 0.442, robot_mode, normal, 
05/04/2022 15:24:09:136, robot_pos_w_timestamp, 1649168558204, 614.76, 145.74, 230.45, 2.08, 0.1, 3.06, tool_force, 0.74, 1.01, 0.18, actual_rep, 2, curr_step, 26, track_size, 84, robot_vel, 53.33, joints_pos, 16.81, 49.3, -4.05, -78.66, -2.12, 46.24, 76.16, tool_torque, 0.215, -0.397, 0.434, tool_momentum, 0.226, -0.42, 0.436, robot_mode, normal, 
05/04/2022 15:24:09:290, robot_pos_w_timestamp, 1649168558351, 610.91, 142.1, 236.24, 2.09, 0.1, 3.06, tool_force, 1.01, 0.96, -0.07, actual_rep, 2, curr_step, 27, track_size, 84, robot_vel, 51.45, joints_pos, 16.56, 48.26, -4.0, -79.66, -2.1, 46.24, 75.68, tool_torque, 0.204, -0.412, 0.448, tool_momentum, 0.213, -0.421, 0.449, robot_mode, normal, 
05/04/2022 15:24:09:440, robot_pos_w_timestamp, 1649168558501, 606.84, 139.34, 241.99, 2.09, 0.1, 3.06, tool_force, 1.07, 0.96, 0.4, actual_rep, 2, curr_step, 28, track_size, 84, robot_vel, 55.21, joints_pos, 16.33, 47.17, -3.89, -80.67, -2.1, 46.24, 75.2, tool_torque, 0.197, -0.386, 0.446, tool_momentum, 0.18, -0.385, 0.446, robot_mode, normal, 
05/04/2022 15:24:09:589, robot_pos_w_timestamp, 1649168558649, 602.59, 137.63, 247.76, 2.1, 0.1, 3.06, tool_force, 0.53, 0.84, 0.88, actual_rep, 2, curr_step, 29, track_size, 84, robot_vel, 46.25, joints_pos, 16.19, 46.14, -3.76, -81.62, -2.1, 46.26, 74.79, tool_torque, 0.165, -0.278, 0.417, tool_momentum, 0.151, -0.25, 0.416, robot_mode, normal, 
05/04/2022 15:24:09:741, robot_pos_w_timestamp, 1649168558799, 598.04, 137.04, 253.62, 2.1, 0.1, 3.06, tool_force, 0.17, 0.9, 0.69, actual_rep, 2, curr_step, 30, track_size, 84, robot_vel, 45.34, joints_pos, 16.13, 45.06, -3.59, -82.6, -2.15, 46.27, 74.44, tool_torque, 0.128, -0.249, 0.456, tool_momentum, 0.113, -0.241, 0.455, robot_mode, normal, 
05/04/2022 15:24:09:891, robot_pos_w_timestamp, 1649168558947, 593.29, 137.3, 259.35, 2.11, 0.1, 3.06, tool_force, 0.25, 0.23, 0.62, actual_rep, 2, curr_step, 31, track_size, 84, robot_vel, 46.99, joints_pos, 16.1, 44.02, -3.39, -83.51, -2.16, 46.31, 74.07, tool_torque, -0.0010, -0.209, 0.414, tool_momentum, 0.038, -0.211, 0.415, robot_mode, normal, 
05/04/2022 15:24:10:042, robot_pos_w_timestamp, 1649168559099, 588.31, 138.28, 265.22, 2.12, 0.09, 3.06, tool_force, 0.15, 0.62, 1.3, actual_rep, 2, curr_step, 32, track_size, 84, robot_vel, 54.83, joints_pos, 16.11, 42.96, -3.12, -84.43, -2.16, 46.4, 73.78, tool_torque, 0.0080, -0.158, 0.388, tool_momentum, 0.0070, -0.151, 0.387, robot_mode, normal, 
05/04/2022 15:24:10:192, robot_pos_w_timestamp, 1649168559245, 583.46, 139.96, 270.96, 2.12, 0.09, 3.05, tool_force, -0.05, 0.57, 0.52, actual_rep, 2, curr_step, 33, track_size, 84, robot_vel, 54.61, joints_pos, 16.16, 41.94, -2.84, -85.27, -2.2, 46.52, 73.65, tool_torque, -0.049, -0.12, 0.368, tool_momentum, -0.057, -0.118, 0.368, robot_mode, normal, 
05/04/2022 15:24:10:343, robot_pos_w_timestamp, 1649168559395, 578.51, 142.31, 276.78, 2.13, 0.09, 3.05, tool_force, 0.11, 0.56, 0.81, actual_rep, 2, curr_step, 34, track_size, 84, robot_vel, 54.5, joints_pos, 16.26, 40.93, -2.53, -86.05, -2.24, 46.69, 73.61, tool_torque, -0.025, -0.094, 0.36, tool_momentum, -0.02, -0.092, 0.36, robot_mode, normal, 
05/04/2022 15:24:10:492, robot_pos_w_timestamp, 1649168559543, 573.58, 145.17, 282.5, 2.14, 0.09, 3.05, tool_force, 0.08, 0.31, 0.43, actual_rep, 2, curr_step, 35, track_size, 84, robot_vel, 52.1, joints_pos, 16.4, 39.93, -2.2, -86.79, -2.28, 46.89, 73.6, tool_torque, -0.064, 0.017, 0.314, tool_momentum, -0.059, 0.0070, 0.315, robot_mode, normal, 
05/04/2022 15:24:10:641, robot_pos_w_timestamp, 1649168559692, 568.38, 148.59, 288.28, 2.14, 0.08, 3.05, tool_force, 0.04, 0.66, 0.23, actual_rep, 2, curr_step, 36, track_size, 84, robot_vel, 56.68, joints_pos, 16.57, 38.96, -1.85, -87.5, -2.34, 47.14, 73.6, tool_torque, -0.071, -0.036, 0.257, tool_momentum, -0.079, -0.036, 0.257, robot_mode, normal, 
05/04/2022 15:24:10:836, robot_pos_w_timestamp, 1649168559840, 562.93, 152.83, 294.02, 2.15, 0.08, 3.05, tool_force, -0.55, 0.67, 0.77, actual_rep, 2, curr_step, 37, track_size, 84, robot_vel, 58.87, joints_pos, 16.85, 37.98, -1.51, -88.19, -2.37, 47.45, 73.62, tool_torque, -0.107, 0.091, 0.196, tool_momentum, -0.094, 0.061, 0.197, robot_mode, normal, 
05/04/2022 15:24:10:946, robot_pos_w_timestamp, 1649168559992, 557.43, 157.45, 299.84, 2.16, 0.08, 3.05, tool_force, -0.82, 0.21, 0.71, actual_rep, 2, curr_step, 38, track_size, 84, robot_vel, 65.1, joints_pos, 17.24, 37.05, -1.28, -88.8, -2.37, 47.87, 73.68, tool_torque, -0.164, 0.192, 0.084, tool_momentum, -0.16, 0.193, 0.084, robot_mode, normal, 
05/04/2022 15:24:11:097, robot_pos_w_timestamp, 1649168560140, 551.75, 162.53, 305.7, 2.17, 0.07, 3.05, tool_force, -1.04, 0.5, 0.95, actual_rep, 2, curr_step, 39, track_size, 84, robot_vel, 62.0, joints_pos, 17.71, 36.13, -1.05, -89.34, -2.37, 48.45, 73.82, tool_torque, -0.176, 0.261, 0.0050, tool_momentum, -0.175, 0.267, 0.0050, robot_mode, normal, 
05/04/2022 15:24:11:248, robot_pos_w_timestamp, 1649168560288, 545.88, 167.79, 311.11, 2.18, 0.07, 3.06, tool_force, -1.09, 0.46, 0.45, actual_rep, 2, curr_step, 40, track_size, 84, robot_vel, 74.86, joints_pos, 18.21, 35.3, -0.85, -89.81, -2.36, 49.2, 73.92, tool_torque, -0.188, 0.269, -0.018, tool_momentum, -0.195, 0.256, -0.015, robot_mode, normal, 
05/04/2022 15:24:11:395, robot_pos_w_timestamp, 1649168560436, 540.29, 173.61, 316.7, 2.19, 0.06, 3.06, tool_force, -0.58, 0.33, 0.33, actual_rep, 2, curr_step, 41, track_size, 84, robot_vel, 63.43, joints_pos, 18.77, 34.51, -0.64, -90.15, -2.34, 50.07, 74.05, tool_torque, -0.172, 0.188, -0.03, tool_momentum, -0.165, 0.181, -0.03, robot_mode, normal, 
05/04/2022 15:24:11:549, robot_pos_w_timestamp, 1649168560586, 534.92, 179.31, 322.03, 2.2, 0.06, 3.07, tool_force, -1.06, 0.57, 0.76, actual_rep, 2, curr_step, 42, track_size, 84, robot_vel, 61.91, joints_pos, 19.4, 33.79, -0.52, -90.42, -2.34, 50.89, 74.3, tool_torque, -0.15, 0.265, -0.065, tool_momentum, -0.162, 0.273, -0.067, robot_mode, normal, 
05/04/2022 15:24:11:696, robot_pos_w_timestamp, 1649168560735, 530.07, 185.17, 327.12, 2.2, 0.06, 3.07, tool_force, -0.89, 0.43, 0.43, actual_rep, 2, curr_step, 43, track_size, 84, robot_vel, 63.97, joints_pos, 20.05, 33.13, -0.44, -90.63, -2.34, 51.62, 74.75, tool_torque, -0.138, 0.291, -0.096, tool_momentum, -0.13, 0.283, -0.096, robot_mode, normal, 
05/04/2022 15:24:11:851, robot_pos_w_timestamp, 1649168560883, 526.05, 190.88, 331.16, 2.2, 0.06, 3.07, tool_force, -1.16, 0.04, -0.04, actual_rep, 2, curr_step, 44, track_size, 84, robot_vel, 54.05, joints_pos, 20.72, 32.61, -0.41, -90.81, -2.34, 52.03, 75.43, tool_torque, -0.199, 0.323, -0.109, tool_momentum, -0.196, 0.324, -0.109, robot_mode, normal, 
05/04/2022 15:24:11:998, robot_pos_w_timestamp, 1649168561032, 522.66, 196.68, 333.88, 2.2, 0.06, 3.07, tool_force, -1.3, 0.67, 0.55, actual_rep, 2, curr_step, 45, track_size, 84, robot_vel, 49.03, joints_pos, 21.39, 32.24, -0.4, -90.94, -2.34, 52.18, 76.18, tool_torque, -0.114, 0.341, -0.127, tool_momentum, -0.113, 0.332, -0.127, robot_mode, normal, 
