05/04/2022 15:37:14: File Created!
05/04/2022 15:37:14:174, robot_pos_w_timestamp, 1649169343288, 580.88, 303.88, 199.95, 2.3, 0.03, 3.02, tool_force, -0.44, -0.26, 0.01, actual_rep, 1, curr_step, 1, track_size, 84, robot_vel, 0.02, joints_pos, 26.76, 54.5, 1.44, -73.72, -1.75, 44.67, 76.71, tool_torque, 0.073, 0.265, 0.033, tool_momentum, 0.073, 0.265, 0.033, robot_mode, normal, 
05/04/2022 15:39:01:908, robot_pos_w_timestamp, 1649169449838, 594.01, 238.37, 211.19, 2.23, 0.07, 3.07, tool_force, 0.69, 0.39, 0.51, actual_rep, 5, curr_step, 13, track_size, 84, robot_vel, 40.4, joints_pos, 23.29, 52.16, -1.55, -76.27, -2.01, 46.88, 75.62, tool_torque, -0.019, -0.101, 0.33, tool_momentum, -0.011, -0.144, 0.336, robot_mode, normal, 
05/04/2022 15:39:02:046, robot_pos_w_timestamp, 1649169449998, 593.47, 232.14, 213.61, 2.23, 0.07, 3.08, tool_force, 1.31, 0.43, 0.45, actual_rep, 5, curr_step, 14, track_size, 84, robot_vel, 44.33, joints_pos, 22.95, 51.77, -1.68, -76.65, -2.0, 47.28, 75.4, tool_torque, -0.034, -0.178, 0.346, tool_momentum, -0.04, -0.135, 0.341, robot_mode, normal, 
05/04/2022 15:39:02:242, robot_pos_w_timestamp, 1649169450154, 592.8, 226.09, 216.25, 2.23, 0.07, 3.09, tool_force, 0.68, 0.41, 0.32, actual_rep, 5, curr_step, 15, track_size, 84, robot_vel, 40.87, joints_pos, 22.56, 51.28, -1.8, -77.13, -1.99, 47.6, 75.1, tool_torque, -0.071, -0.054, 0.334, tool_momentum, -0.018, -0.177, 0.336, robot_mode, normal, 
05/04/2022 15:39:02:428, robot_pos_w_timestamp, 1649169450304, 592.07, 220.22, 218.79, 2.23, 0.07, 3.09, tool_force, 0.87, 0.15, 0.41, actual_rep, 5, curr_step, 15, track_size, 84, robot_vel, 39.96, joints_pos, 22.15, 50.77, -1.88, -77.69, -1.96, 47.72, 74.63, tool_torque, -0.089, -0.1, 0.33, tool_momentum, -0.082, -0.107, 0.33, robot_mode, normal, 
05/04/2022 15:39:02:504, robot_pos_w_timestamp, 1649169450453, 591.19, 214.92, 221.35, 2.23, 0.07, 3.09, tool_force, 1.25, 0.81, 0.77, actual_rep, 5, curr_step, 16, track_size, 84, robot_vel, 40.53, joints_pos, 21.75, 50.27, -1.9, -78.2, -1.96, 47.85, 74.23, tool_torque, 0.024, -0.183, 0.379, tool_momentum, 0.028, -0.195, 0.379, robot_mode, rotation_overlay, 
05/04/2022 15:39:02:731, robot_pos_w_timestamp, 1649169450592, 590.69, 214.67, 221.08, 2.23, 0.07, 3.1, tool_force, 0.53, 0.92, 1.18, actual_rep, 5, curr_step, 16, track_size, 84, robot_vel, 11.03, joints_pos, 21.69, 50.26, -1.82, -78.29, -1.99, 47.83, 74.2, tool_torque, 0.155, -0.136, 0.326, tool_momentum, 0.146, -0.135, 0.327, robot_mode, rotation_overlay, 
05/04/2022 15:39:02:807, robot_pos_w_timestamp, 1649169450733, 590.73, 213.19, 221.64, 2.25, 0.07, 3.1, tool_force, 1.29, 0.34, -0.11, actual_rep, 5, curr_step, 16, track_size, 84, robot_vel, 11.86, joints_pos, 21.61, 50.17, -1.85, -78.35, -2.12, 47.95, 72.59, tool_torque, 0.072, -0.349, 0.438, tool_momentum, 0.073, -0.354, 0.438, robot_mode, rotation_overlay, 
05/04/2022 15:39:03:022, robot_pos_w_timestamp, 1649169450887, 590.3, 211.35, 222.62, 2.31, 0.07, 3.1, tool_force, 0.67, 1.22, 0.59, actual_rep, 5, curr_step, 16, track_size, 84, robot_vel, 12.92, joints_pos, 21.36, 49.96, -1.69, -78.59, -2.21, 47.91, 68.9, tool_torque, 0.282, -0.298, 0.493, tool_momentum, 0.281, -0.299, 0.494, robot_mode, rotation_overlay, 
05/04/2022 15:39:03:114, robot_pos_w_timestamp, 1649169451039, 589.98, 209.41, 223.55, 2.37, 0.07, 3.11, tool_force, 0.88, 0.92, -0.02, actual_rep, 5, curr_step, 17, track_size, 84, robot_vel, 14.87, joints_pos, 21.09, 49.75, -1.55, -78.81, -2.21, 47.85, 65.36, tool_torque, 0.297, -0.32, 0.492, tool_momentum, 0.287, -0.282, 0.491, robot_mode, rotation_overlay, 
05/04/2022 15:39:03:330, robot_pos_w_timestamp, 1649169451188, 589.6, 207.65, 224.43, 2.4, 0.07, 3.11, tool_force, 0.79, 0.92, 0.1, actual_rep, 5, curr_step, 17, track_size, 84, robot_vel, 12.8, joints_pos, 21.0, 49.57, -1.61, -79.02, -2.23, 47.87, 63.74, tool_torque, 0.208, -0.266, 0.469, tool_momentum, 0.214, -0.264, 0.469, robot_mode, rotation_overlay, 
05/04/2022 15:39:03:410, robot_pos_w_timestamp, 1649169451317, 589.3, 207.12, 224.84, 2.4, 0.07, 3.11, tool_force, 0.5, 1.36, 0.87, actual_rep, 5, curr_step, 17, track_size, 84, robot_vel, 3.14, joints_pos, 21.01, 49.5, -1.67, -79.08, -2.23, 47.92, 63.6, tool_torque, 0.233, -0.16, 0.369, tool_momentum, 0.233, -0.166, 0.368, robot_mode, rotation_overlay, 
05/04/2022 15:39:03:561, robot_pos_w_timestamp, 1649169451466, 589.48, 205.98, 224.4, 2.39, 0.07, 3.11, tool_force, -0.51, 0.29, 0.33, actual_rep, 5, curr_step, 17, track_size, 84, robot_vel, 9.06, joints_pos, 20.92, 49.51, -1.74, -79.15, -1.87, 47.82, 64.34, tool_torque, 0.056, 0.142, -0.023, tool_momentum, 0.053, 0.137, -0.023, robot_mode, rotation_overlay, 
05/04/2022 15:39:03:753, robot_pos_w_timestamp, 1649169451615, 589.01, 204.78, 225.16, 2.33, 0.07, 3.1, tool_force, -0.21, 0.44, -0.03, actual_rep, 5, curr_step, 17, track_size, 84, robot_vel, 10.06, joints_pos, 20.92, 49.35, -1.89, -79.32, -1.66, 47.81, 67.11, tool_torque, 0.023, 0.335, -0.101, tool_momentum, 0.014, 0.348, -0.102, robot_mode, rotation_overlay, 
05/04/2022 15:39:03:867, robot_pos_w_timestamp, 1649169451768, 588.63, 203.4, 225.79, 2.25, 0.06, 3.1, tool_force, -0.2, 0.36, 0.22, actual_rep, 5, curr_step, 17, track_size, 84, robot_vel, 11.61, joints_pos, 20.99, 49.23, -2.16, -79.46, -1.49, 47.91, 72.05, tool_torque, -0.094, 0.309, -0.113, tool_momentum, -0.091, 0.303, -0.113, robot_mode, rotation_overlay, 
05/04/2022 15:39:04:016, robot_pos_w_timestamp, 1649169451916, 588.26, 202.19, 226.46, 2.15, 0.06, 3.1, tool_force, -0.47, 0.19, 0.48, actual_rep, 5, curr_step, 18, track_size, 84, robot_vel, 10.01, joints_pos, 21.09, 49.12, -2.4, -79.55, -1.47, 48.05, 77.13, tool_torque, -0.14, 0.447, -0.198, tool_momentum, -0.136, 0.44, -0.199, robot_mode, rotation_overlay, 
05/04/2022 15:39:04:167, robot_pos_w_timestamp, 1649169452071, 587.87, 200.88, 227.19, 2.09, 0.06, 3.09, tool_force, -0.01, 0.54, 0.39, actual_rep, 5, curr_step, 18, track_size, 84, robot_vel, 10.38, joints_pos, 21.04, 48.98, -2.47, -79.71, -1.43, 48.09, 80.56, tool_torque, -0.038, 0.359, -0.225, tool_momentum, -0.039, 0.363, -0.225, robot_mode, rotation_overlay, 
05/04/2022 15:39:04:359, robot_pos_w_timestamp, 1649169452217, 587.58, 199.6, 227.93, 2.06, 0.06, 3.09, tool_force, 0.06, 0.73, 0.06, actual_rep, 5, curr_step, 18, track_size, 84, robot_vel, 9.97, joints_pos, 20.91, 48.82, -2.44, -79.88, -1.37, 48.03, 81.92, tool_torque, 0.111, 0.218, -0.215, tool_momentum, 0.108, 0.222, -0.214, robot_mode, rotation_overlay, 
05/04/2022 15:39:04:468, robot_pos_w_timestamp, 1649169452350, 587.2, 199.07, 228.22, 2.06, 0.06, 3.09, tool_force, 0.38, 0.32, -0.33, actual_rep, 5, curr_step, 18, track_size, 84, robot_vel, 1.94, joints_pos, 20.81, 48.72, -2.36, -80.03, -1.34, 47.91, 81.99, tool_torque, 0.132, 0.032, -0.098, tool_momentum, 0.141, 0.023, -0.093, robot_mode, rotation_overlay, 
05/04/2022 15:39:04:640, robot_pos_w_timestamp, 1649169452520, 587.0, 197.9, 227.79, 2.08, 0.06, 3.1, tool_force, 0.58, 0.68, 0.57, actual_rep, 5, curr_step, 18, track_size, 84, robot_vel, 7.4, joints_pos, 20.74, 48.73, -2.36, -80.08, -1.56, 48.01, 80.71, tool_torque, 0.08, -0.257, 0.389, tool_momentum, 0.075, -0.258, 0.389, robot_mode, rotation_overlay, 
05/04/2022 15:39:04:788, robot_pos_w_timestamp, 1649169452668, 586.56, 196.85, 228.47, 2.14, 0.06, 3.1, tool_force, 1.17, 0.26, 0.05, actual_rep, 5, curr_step, 18, track_size, 84, robot_vel, 11.41, joints_pos, 20.58, 48.59, -2.23, -80.21, -1.69, 48.07, 77.38, tool_torque, 0.061, -0.318, 0.417, tool_momentum, 0.06, -0.324, 0.418, robot_mode, rotation_overlay, 
05/04/2022 15:39:04:939, robot_pos_w_timestamp, 1649169452819, 586.19, 195.63, 229.19, 2.23, 0.06, 3.1, tool_force, 0.58, 1.16, 0.67, actual_rep, 5, curr_step, 18, track_size, 84, robot_vel, 12.22, joints_pos, 20.28, 48.42, -1.94, -80.41, -1.85, 47.96, 72.15, tool_torque, 0.299, -0.302, 0.473, tool_momentum, 0.303, -0.303, 0.473, robot_mode, rotation_overlay, 
05/04/2022 15:39:05:089, robot_pos_w_timestamp, 1649169452970, 585.75, 194.2, 229.91, 2.32, 0.07, 3.11, tool_force, 0.23, 0.93, 0.14, actual_rep, 5, curr_step, 19, track_size, 84, robot_vel, 11.62, joints_pos, 19.92, 48.23, -1.6, -80.63, -1.96, 47.86, 66.81, tool_torque, 0.298, -0.206, 0.485, tool_momentum, 0.3, -0.208, 0.485, robot_mode, rotation_overlay, 
05/04/2022 15:39:05:245, robot_pos_w_timestamp, 1649169453121, 585.29, 192.93, 230.59, 2.38, 0.07, 3.11, tool_force, 0.68, 0.9, 0.0, actual_rep, 5, curr_step, 19, track_size, 84, robot_vel, 12.21, joints_pos, 19.75, 48.07, -1.49, -80.82, -2.05, 47.84, 63.34, tool_torque, 0.277, -0.287, 0.505, tool_momentum, 0.273, -0.287, 0.505, robot_mode, rotation_overlay, 
05/04/2022 15:39:05:392, robot_pos_w_timestamp, 1649169453270, 584.76, 191.67, 231.24, 2.41, 0.07, 3.12, tool_force, 0.3, 1.03, 0.47, actual_rep, 5, curr_step, 19, track_size, 84, robot_vel, 9.85, joints_pos, 19.73, 47.93, -1.58, -80.98, -2.14, 47.88, 61.91, tool_torque, 0.171, -0.117, 0.463, tool_momentum, 0.17, -0.121, 0.462, robot_mode, rotation_overlay, 
05/04/2022 15:39:05:545, robot_pos_w_timestamp, 1649169453402, 584.49, 191.3, 231.42, 2.41, 0.07, 3.12, tool_force, 0.21, 0.9, 0.08, actual_rep, 5, curr_step, 19, track_size, 84, robot_vel, 2.36, joints_pos, 19.74, 47.89, -1.61, -81.03, -2.18, 47.92, 61.82, tool_torque, 0.113, -0.033, 0.308, tool_momentum, 0.103, -0.036, 0.306, robot_mode, rotation_overlay, 
05/04/2022 15:39:05:693, robot_pos_w_timestamp, 1649169453549, 584.52, 190.17, 231.12, 2.39, 0.07, 3.11, tool_force, -0.27, 0.36, 0.07, actual_rep, 5, curr_step, 19, track_size, 84, robot_vel, 8.92, joints_pos, 19.67, 47.87, -1.71, -81.12, -1.81, 47.83, 62.65, tool_torque, 0.063, 0.154, -0.02, tool_momentum, 0.086, 0.15, -0.02, robot_mode, rotation_overlay, 
05/04/2022 15:39:05:846, robot_pos_w_timestamp, 1649169453703, 583.85, 188.94, 231.88, 2.34, 0.06, 3.11, tool_force, -0.7, 0.52, 0.13, actual_rep, 5, curr_step, 19, track_size, 84, robot_vel, 12.14, joints_pos, 19.67, 47.69, -1.85, -81.32, -1.63, 47.81, 65.64, tool_torque, 0.042, 0.34, -0.074, tool_momentum, 0.042, 0.341, -0.073, robot_mode, rotation_overlay, 
05/04/2022 15:39:05:999, robot_pos_w_timestamp, 1649169453851, 583.3, 187.64, 232.49, 2.25, 0.06, 3.11, tool_force, -0.53, 0.34, 0.35, actual_rep, 5, curr_step, 19, track_size, 84, robot_vel, 11.39, joints_pos, 19.74, 47.56, -2.09, -81.47, -1.49, 47.93, 70.63, tool_torque, -0.093, 0.375, -0.106, tool_momentum, -0.093, 0.372, -0.106, robot_mode, rotation_overlay, 
05/04/2022 15:39:06:150, robot_pos_w_timestamp, 1649169454002, 582.79, 186.5, 233.16, 2.16, 0.06, 3.1, tool_force, -0.48, 0.45, 0.6, actual_rep, 5, curr_step, 20, track_size, 84, robot_vel, 8.61, joints_pos, 19.8, 47.45, -2.27, -81.58, -1.47, 48.05, 75.63, tool_torque, -0.112, 0.482, -0.199, tool_momentum, -0.119, 0.488, -0.2, robot_mode, rotation_overlay, 
05/04/2022 15:39:06:300, robot_pos_w_timestamp, 1649169454151, 582.23, 185.24, 233.88, 2.1, 0.06, 3.1, tool_force, -0.22, 0.71, 0.39, actual_rep, 5, curr_step, 20, track_size, 84, robot_vel, 9.85, joints_pos, 19.74, 47.28, -2.33, -81.76, -1.44, 48.08, 78.91, tool_torque, 0.0040, 0.367, -0.216, tool_momentum, 0.0040, 0.373, -0.216, robot_mode, rotation_overlay, 
05/04/2022 15:39:06:454, robot_pos_w_timestamp, 1649169454304, 581.72, 184.04, 234.61, 2.07, 0.06, 3.1, tool_force, 0.25, 0.8, 0.26, actual_rep, 5, curr_step, 20, track_size, 84, robot_vel, 9.09, joints_pos, 19.61, 47.11, -2.29, -81.96, -1.38, 47.99, 80.15, tool_torque, 0.144, 0.146, -0.154, tool_momentum, 0.141, 0.147, -0.154, robot_mode, rotation_overlay, 
05/04/2022 15:39:06:601, robot_pos_w_timestamp, 1649169454435, 581.32, 183.61, 234.82, 2.07, 0.05, 3.1, tool_force, 0.52, 0.58, -0.29, actual_rep, 5, curr_step, 20, track_size, 84, robot_vel, 2.63, joints_pos, 19.52, 47.02, -2.2, -82.1, -1.37, 47.89, 80.19, tool_torque, 0.198, -0.054, -0.025, tool_momentum, 0.208, -0.052, -0.025, robot_mode, rotation_overlay, 
05/04/2022 15:39:06:753, robot_pos_w_timestamp, 1649169454585, 581.01, 182.71, 234.41, 2.09, 0.06, 3.1, tool_force, 0.72, 1.0, 0.86, actual_rep, 5, curr_step, 20, track_size, 84, robot_vel, 6.29, joints_pos, 19.49, 47.03, -2.21, -82.15, -1.61, 47.98, 79.05, tool_torque, 0.127, -0.183, 0.379, tool_momentum, 0.124, -0.181, 0.379, robot_mode, rotation_overlay, 
05/04/2022 15:39:06:901, robot_pos_w_timestamp, 1649169454733, 580.64, 181.68, 235.08, 2.15, 0.06, 3.11, tool_force, 1.19, 0.5, 0.05, actual_rep, 5, curr_step, 20, track_size, 84, robot_vel, 10.13, joints_pos, 19.33, 46.91, -2.09, -82.27, -1.71, 48.05, 75.91, tool_torque, 0.093, -0.358, 0.444, tool_momentum, 0.093, -0.356, 0.444, robot_mode, rotation_overlay, 
05/04/2022 15:39:07:056, robot_pos_w_timestamp, 1649169454884, 580.05, 180.49, 235.79, 2.23, 0.06, 3.11, tool_force, 0.91, 1.21, 0.11, actual_rep, 5, curr_step, 20, track_size, 84, robot_vel, 10.2, joints_pos, 19.02, 46.72, -1.79, -82.49, -1.87, 47.96, 70.74, tool_torque, 0.303, -0.329, 0.486, tool_momentum, 0.295, -0.318, 0.484, robot_mode, rotation_overlay, 
05/04/2022 15:39:07:251, robot_pos_w_timestamp, 1649169455035, 579.49, 179.09, 236.53, 2.33, 0.06, 3.11, tool_force, 0.26, 0.83, -0.15, actual_rep, 5, curr_step, 21, track_size, 84, robot_vel, 12.25, joints_pos, 18.67, 46.53, -1.46, -82.72, -1.98, 47.85, 65.2, tool_torque, 0.297, -0.19, 0.503, tool_momentum, 0.306, -0.19, 0.504, robot_mode, rotation_overlay, 
05/04/2022 15:39:07:356, robot_pos_w_timestamp, 1649169455184, 578.96, 177.87, 237.23, 2.39, 0.06, 3.12, tool_force, 0.55, 1.0, -0.02, actual_rep, 5, curr_step, 21, track_size, 84, robot_vel, 9.46, joints_pos, 18.47, 46.36, -1.33, -82.91, -2.08, 47.81, 61.72, tool_torque, 0.331, -0.276, 0.553, tool_momentum, 0.33, -0.277, 0.553, robot_mode, rotation_overlay, 
05/04/2022 15:39:07:556, robot_pos_w_timestamp, 1649169455336, 578.34, 176.62, 237.9, 2.42, 0.07, 3.12, tool_force, 0.3, 1.11, 0.31, actual_rep, 5, curr_step, 21, track_size, 84, robot_vel, 9.68, joints_pos, 18.45, 46.2, -1.4, -83.1, -2.16, 47.83, 60.08, tool_torque, 0.221, -0.135, 0.492, tool_momentum, 0.217, -0.132, 0.492, robot_mode, rotation_overlay, 
05/04/2022 15:39:07:664, robot_pos_w_timestamp, 1649169455468, 577.95, 176.21, 238.24, 2.42, 0.07, 3.12, tool_force, 0.09, 0.96, 0.56, actual_rep, 5, curr_step, 21, track_size, 84, robot_vel, 2.27, joints_pos, 18.46, 46.13, -1.43, -83.17, -2.17, 47.86, 59.94, tool_torque, 0.181, -0.0090, 0.374, tool_momentum, 0.18, -0.0090, 0.367, robot_mode, rotation_overlay, 
05/04/2022 15:39:07:862, robot_pos_w_timestamp, 1649169455623, 577.87, 175.18, 237.83, 2.41, 0.06, 3.12, tool_force, -0.6, 0.61, 0.46, actual_rep, 5, curr_step, 21, track_size, 84, robot_vel, 12.76, joints_pos, 18.36, 46.12, -1.48, -83.26, -1.87, 47.78, 60.8, tool_torque, 0.066, 0.19, -0.043, tool_momentum, 0.07, 0.187, -0.043, robot_mode, rotation_overlay, 
05/04/2022 15:39:07:964, robot_pos_w_timestamp, 1649169455768, 577.14, 174.13, 238.64, 2.35, 0.06, 3.12, tool_force, -0.72, 0.35, 0.03, actual_rep, 5, curr_step, 21, track_size, 84, robot_vel, 10.18, joints_pos, 18.35, 45.94, -1.6, -83.46, -1.68, 47.78, 63.53, tool_torque, 0.0010, 0.349, -0.088, tool_momentum, 0.0090, 0.35, -0.091, robot_mode, rotation_overlay, 
05/04/2022 15:39:08:414, robot_pos_w_timestamp, 1649169456217, 575.24, 170.71, 240.81, 2.11, 0.05, 3.11, tool_force, -0.33, 0.45, 0.42, actual_rep, 5, curr_step, 22, track_size, 84, robot_vel, 9.61, joints_pos, 18.47, 45.5, -2.09, -83.92, -1.47, 48.02, 76.94, tool_torque, -0.048, 0.375, -0.167, tool_momentum, -0.054, 0.377, -0.168, robot_mode, rotation_overlay, 
05/04/2022 15:39:08:607, robot_pos_w_timestamp, 1649169456376, 574.56, 169.56, 241.64, 2.08, 0.05, 3.11, tool_force, -0.17, 0.91, 0.29, actual_rep, 5, curr_step, 22, track_size, 84, robot_vel, 9.97, joints_pos, 18.33, 45.29, -2.04, -84.16, -1.44, 47.92, 78.37, tool_torque, 0.147, 0.197, -0.114, tool_momentum, 0.148, 0.191, -0.114, robot_mode, rotation_overlay, 
05/04/2022 15:39:08:719, robot_pos_w_timestamp, 1649169456501, 574.11, 169.13, 241.85, 2.08, 0.05, 3.11, tool_force, 0.32, 0.95, 0.24, actual_rep, 5, curr_step, 22, track_size, 84, robot_vel, 3.74, joints_pos, 18.25, 45.21, -1.96, -84.28, -1.43, 47.84, 78.41, tool_torque, 0.22, -0.021, -0.0030, tool_momentum, 0.218, -0.024, -0.0030, robot_mode, normal, 
05/04/2022 15:39:08:895, robot_pos_w_timestamp, 1649169456674, 573.54, 167.89, 241.9, 2.11, 0.05, 3.11, tool_force, 0.87, 1.12, 0.55, actual_rep, 5, curr_step, 22, track_size, 84, robot_vel, 10.69, joints_pos, 18.21, 45.13, -2.0, -84.42, -1.56, 47.92, 77.08, tool_torque, 0.167, -0.235, 0.421, tool_momentum, 0.173, -0.239, 0.421, robot_mode, normal, 
05/04/2022 15:39:09:101, robot_pos_w_timestamp, 1649169456837, 572.45, 166.51, 243.09, 2.17, 0.06, 3.11, tool_force, 0.94, 0.85, 0.11, actual_rep, 5, curr_step, 22, track_size, 84, robot_vel, 13.35, joints_pos, 17.96, 44.85, -1.79, -84.73, -1.7, 47.86, 73.43, tool_torque, 0.261, -0.364, 0.514, tool_momentum, 0.262, -0.355, 0.514, robot_mode, normal, 
05/04/2022 15:39:09:214, robot_pos_w_timestamp, 1649169456989, 570.47, 163.47, 245.31, 2.23, 0.05, 3.12, tool_force, 0.62, 2.73, 1.62, actual_rep, 5, curr_step, 23, track_size, 84, robot_vel, 39.77, joints_pos, 17.55, 44.35, -1.57, -85.26, -1.76, 47.91, 69.76, tool_torque, 0.416, -0.348, 0.54, tool_momentum, 0.347, -0.341, 0.54, robot_mode, normal, 
05/04/2022 15:39:09:365, robot_pos_w_timestamp, 1649169457141, 566.34, 158.54, 249.38, 2.26, 0.05, 3.12, tool_force, 2.13, 0.6, -0.43, actual_rep, 5, curr_step, 24, track_size, 84, robot_vel, 43.6, joints_pos, 17.09, 43.38, -1.42, -86.33, -1.76, 47.83, 67.71, tool_torque, 0.319, -0.667, 0.609, tool_momentum, 0.341, -0.655, 0.607, robot_mode, normal, 
05/04/2022 15:39:09:517, robot_pos_w_timestamp, 1649169457291, 560.54, 153.25, 255.51, 2.26, 0.05, 3.12, tool_force, 0.5, 1.27, 0.7, actual_rep, 5, curr_step, 25, track_size, 84, robot_vel, 74.0, joints_pos, 16.67, 42.05, -1.33, -87.68, -1.63, 47.92, 67.07, tool_torque, 0.278, -0.335, 0.492, tool_momentum, 0.283, -0.335, 0.492, robot_mode, normal, 
05/04/2022 15:39:09:834, robot_pos_w_timestamp, 1649169457605, 549.68, 146.07, 267.56, 2.27, 0.05, 3.12, tool_force, 0.42, 0.76, 0.84, actual_rep, 5, curr_step, 27, track_size, 84, robot_vel, 56.87, joints_pos, 15.94, 39.58, -0.93, -90.0, -1.6, 48.05, 66.39, tool_torque, 0.194, -0.376, 0.509, tool_momentum, 0.191, -0.372, 0.507, robot_mode, normal, 
05/04/2022 15:39:09:973, robot_pos_w_timestamp, 1649169457745, 545.41, 144.15, 272.82, 2.27, 0.04, 3.12, tool_force, 0.6, 1.08, 0.49, actual_rep, 5, curr_step, 28, track_size, 84, robot_vel, 49.96, joints_pos, 15.71, 38.6, -0.74, -90.81, -1.61, 48.21, 66.19, tool_torque, 0.197, -0.392, 0.495, tool_momentum, 0.191, -0.384, 0.493, robot_mode, normal, 
05/04/2022 15:39:10:122, robot_pos_w_timestamp, 1649169457894, 541.04, 142.59, 278.54, 2.27, 0.04, 3.11, tool_force, 0.38, 0.78, 0.73, actual_rep, 5, curr_step, 29, track_size, 84, robot_vel, 53.97, joints_pos, 15.54, 37.57, -0.58, -91.59, -1.63, 48.43, 66.02, tool_torque, 0.15, -0.402, 0.499, tool_momentum, 0.148, -0.408, 0.499, robot_mode, normal, 
05/04/2022 15:39:10:275, robot_pos_w_timestamp, 1649169458045, 536.73, 141.57, 284.34, 2.27, 0.04, 3.11, tool_force, 0.83, 1.03, 0.18, actual_rep, 5, curr_step, 30, track_size, 84, robot_vel, 50.27, joints_pos, 15.42, 36.53, -0.42, -92.35, -1.65, 48.72, 65.92, tool_torque, 0.148, -0.425, 0.483, tool_momentum, 0.149, -0.42, 0.483, robot_mode, normal, 
05/04/2022 15:39:10:455, robot_pos_w_timestamp, 1649169458200, 532.28, 140.97, 290.36, 2.27, 0.04, 3.11, tool_force, 0.79, 1.12, 0.42, actual_rep, 5, curr_step, 31, track_size, 84, robot_vel, 49.7, joints_pos, 15.36, 35.51, -0.27, -93.03, -1.67, 49.1, 65.87, tool_torque, 0.188, -0.334, 0.46, tool_momentum, 0.142, -0.335, 0.46, robot_mode, sine_overlay, 
05/04/2022 15:39:10:593, robot_pos_w_timestamp, 1649169458333, 529.63, 140.43, 293.15, 2.28, 0.04, 3.11, tool_force, 1.22, -0.26, -0.17, actual_rep, 5, curr_step, 31, track_size, 84, robot_vel, 80.23, joints_pos, 15.31, 34.98, -0.19, -93.49, -1.67, 49.08, 65.83, tool_torque, 0.301, -0.238, 0.406, tool_momentum, 0.334, -0.224, 0.406, robot_mode, sine_overlay, 
05/04/2022 15:39:10:723, robot_pos_w_timestamp, 1649169458476, 529.78, 141.33, 292.26, 2.28, 0.04, 3.11, tool_force, -0.87, 1.54, 1.67, actual_rep, 5, curr_step, 31, track_size, 84, robot_vel, 10.53, joints_pos, 15.32, 35.09, -0.09, -93.43, -1.67, 49.06, 65.87, tool_torque, 0.245, 0.131, 0.238, tool_momentum, 0.248, 0.143, 0.235, robot_mode, sine_overlay, 
05/04/2022 15:39:10:880, robot_pos_w_timestamp, 1649169458628, 529.06, 143.8, 298.69, 2.28, 0.04, 3.11, tool_force, -0.84, 0.22, 0.9, actual_rep, 5, curr_step, 31, track_size, 84, robot_vel, 53.88, joints_pos, 15.39, 34.53, 0.13, -93.2, -1.67, 49.97, 65.96, tool_torque, -0.133, 0.041, 0.125, tool_momentum, -0.152, 0.034, 0.125, robot_mode, sine_overlay, 
05/04/2022 15:39:11:029, robot_pos_w_timestamp, 1649169458777, 526.83, 143.22, 299.41, 2.28, 0.04, 3.12, tool_force, -0.96, 0.88, 1.48, actual_rep, 5, curr_step, 32, track_size, 84, robot_vel, 19.58, joints_pos, 15.4, 34.26, 0.13, -93.56, -1.72, 50.11, 65.95, tool_torque, -0.014, 0.17, 0.136, tool_momentum, -0.0060, 0.163, 0.136, robot_mode, sine_overlay, 
05/04/2022 15:39:11:180, robot_pos_w_timestamp, 1649169458929, 520.76, 140.67, 304.52, 2.28, 0.04, 3.12, tool_force, 0.53, 0.59, -0.2, actual_rep, 5, curr_step, 33, track_size, 84, robot_vel, 63.89, joints_pos, 15.32, 33.1, 0.13, -94.61, -1.79, 50.36, 65.82, tool_torque, 0.088, -0.166, 0.36, tool_momentum, 0.097, -0.17, 0.36, robot_mode, sine_overlay, 
05/04/2022 15:39:11:399, robot_pos_w_timestamp, 1649169459087, 513.94, 139.03, 308.39, 2.28, 0.04, 3.11, tool_force, 0.47, 0.24, -0.27, actual_rep, 5, curr_step, 33, track_size, 84, robot_vel, 52.04, joints_pos, 15.25, 31.86, 0.25, -95.95, -1.79, 49.86, 65.71, tool_torque, 0.215, -0.238, 0.452, tool_momentum, 0.224, -0.239, 0.452, robot_mode, sine_overlay, 
05/04/2022 15:39:11:490, robot_pos_w_timestamp, 1649169459238, 512.28, 142.44, 313.38, 2.29, 0.03, 3.11, tool_force, -0.36, 0.84, 1.07, actual_rep, 5, curr_step, 34, track_size, 84, robot_vel, 34.91, joints_pos, 15.31, 31.35, 0.63, -95.94, -1.73, 50.26, 65.79, tool_torque, 0.069, -0.0060, 0.198, tool_momentum, 0.057, 0.02, 0.195, robot_mode, sine_overlay, 
05/04/2022 15:39:11:643, robot_pos_w_timestamp, 1649169459388, 513.72, 148.22, 319.23, 2.29, 0.03, 3.11, tool_force, -1.21, 0.1, 0.96, actual_rep, 5, curr_step, 35, track_size, 84, robot_vel, 58.82, joints_pos, 15.61, 31.26, 0.94, -95.01, -1.75, 51.63, 66.04, tool_torque, -0.167, 0.218, -0.012, tool_momentum, -0.162, 0.214, -0.012, robot_mode, sine_overlay, 
