30/03/2022 10:43:23: File Created!
30/03/2022 10:43:23:374, robot_pos_w_timestamp, 1648629717651, 571.31, 339.04, 192.96, 2.29, 0.02, 3.07, tool_force, -0.37, -0.02, 0.26, actual_rep, 1, curr_step, 1, track_size, 67, robot_vel, 44.03, joints_pos, 41.12, 58.29, -18.28, -69.99, 19.69, 50.38, 68.29, tool_torque, -0.0040, -0.077, 0.091, tool_momentum, -0.0040, -0.077, 0.091, robot_mode, normal, 
30/03/2022 10:43:42:650, robot_pos_w_timestamp, 1648629736717, 513.72, 203.68, 357.43, 2.14, -0.05, 3.05, tool_force, -1.27, 0.95, -0.29, actual_rep, 1, curr_step, 34, track_size, 67, robot_vel, 6.23, joints_pos, 38.08, 31.75, -23.92, -90.84, 19.87, 57.04, 65.02, tool_torque, 0.277, 0.073, 0.114, tool_momentum, 0.277, 0.072, 0.114, robot_mode, impedance, 
30/03/2022 10:43:42:774, robot_pos_w_timestamp, 1648629736870, 513.33, 203.68, 357.42, 2.14, -0.05, 3.05, tool_force, -1.16, 0.83, -0.3, actual_rep, 1, curr_step, 34, track_size, 67, robot_vel, 3.45, joints_pos, 38.09, 31.7, -23.9, -90.93, 19.87, 56.97, 65.02, tool_torque, 0.25, 0.047, 0.122, tool_momentum, 0.249, 0.046, 0.122, robot_mode, impedance, 
30/03/2022 10:43:42:922, robot_pos_w_timestamp, 1648629737025, 513.04, 203.61, 357.41, 2.14, -0.05, 3.05, tool_force, -1.07, 1.07, -0.27, actual_rep, 1, curr_step, 34, track_size, 67, robot_vel, 1.51, joints_pos, 38.09, 31.65, -23.89, -90.99, 19.87, 56.93, 65.02, tool_torque, 0.3, 0.03, 0.137, tool_momentum, 0.3, 0.03, 0.137, robot_mode, impedance, 
30/03/2022 10:43:43:075, robot_pos_w_timestamp, 1648629737173, 512.94, 203.58, 357.39, 2.14, -0.05, 3.05, tool_force, -1.24, 1.04, -0.14, actual_rep, 1, curr_step, 34, track_size, 67, robot_vel, 0.67, joints_pos, 38.09, 31.64, -23.88, -91.01, 19.86, 56.92, 65.02, tool_torque, 0.274, 0.062, 0.128, tool_momentum, 0.274, 0.062, 0.128, robot_mode, impedance, 
30/03/2022 10:43:43:192, robot_pos_w_timestamp, 1648629737325, 512.93, 203.55, 357.38, 2.14, -0.05, 3.05, tool_force, -1.23, 1.05, -0.17, actual_rep, 1, curr_step, 34, track_size, 67, robot_vel, 0.11, joints_pos, 38.09, 31.64, -23.88, -91.02, 19.84, 56.91, 65.03, tool_torque, 0.269, 0.067, 0.117, tool_momentum, 0.269, 0.067, 0.117, robot_mode, impedance, 
30/03/2022 10:43:43:380, robot_pos_w_timestamp, 1648629737474, 512.92, 203.56, 357.37, 2.14, -0.05, 3.05, tool_force, -1.18, 1.01, -0.2, actual_rep, 1, curr_step, 34, track_size, 67, robot_vel, 0.14, joints_pos, 38.09, 31.63, -23.88, -91.02, 19.84, 56.9, 65.03, tool_torque, 0.262, 0.062, 0.118, tool_momentum, 0.261, 0.063, 0.118, robot_mode, impedance, 
30/03/2022 10:43:43:582, robot_pos_w_timestamp, 1648629737629, 512.91, 203.57, 357.36, 2.14, -0.05, 3.05, tool_force, -1.14, 0.95, -0.17, actual_rep, 1, curr_step, 34, track_size, 67, robot_vel, 0.06, joints_pos, 38.09, 31.63, -23.87, -91.02, 19.84, 56.9, 65.03, tool_torque, 0.25, 0.056, 0.118, tool_momentum, 0.251, 0.056, 0.119, robot_mode, impedance, 
30/03/2022 10:43:43:680, robot_pos_w_timestamp, 1648629737777, 512.89, 203.57, 357.36, 2.14, -0.05, 3.05, tool_force, -1.15, 0.96, -0.22, actual_rep, 1, curr_step, 34, track_size, 67, robot_vel, 0.1, joints_pos, 38.09, 31.63, -23.87, -91.03, 19.84, 56.9, 65.03, tool_torque, 0.254, 0.054, 0.119, tool_momentum, 0.255, 0.055, 0.119, robot_mode, impedance, 
30/03/2022 10:43:43:792, robot_pos_w_timestamp, 1648629737927, 512.88, 203.57, 357.35, 2.14, -0.05, 3.05, tool_force, -1.15, 0.98, -0.16, actual_rep, 1, curr_step, 34, track_size, 67, robot_vel, 0.06, joints_pos, 38.09, 31.63, -23.87, -91.03, 19.84, 56.9, 65.03, tool_torque, 0.251, 0.054, 0.12, tool_momentum, 0.25, 0.054, 0.12, robot_mode, impedance, 
30/03/2022 10:43:43:982, robot_pos_w_timestamp, 1648629738077, 512.88, 203.58, 357.35, 2.14, -0.05, 3.05, tool_force, -1.16, 0.97, -0.16, actual_rep, 1, curr_step, 34, track_size, 67, robot_vel, 0.08, joints_pos, 38.09, 31.63, -23.87, -91.03, 19.84, 56.89, 65.03, tool_torque, 0.25, 0.053, 0.12, tool_momentum, 0.25, 0.053, 0.12, robot_mode, impedance, 
30/03/2022 10:43:44:096, robot_pos_w_timestamp, 1648629738228, 512.87, 203.57, 357.35, 2.14, -0.05, 3.05, tool_force, -1.15, 0.99, -0.19, actual_rep, 1, curr_step, 34, track_size, 67, robot_vel, 0.07, joints_pos, 38.09, 31.63, -23.87, -91.03, 19.84, 56.89, 65.03, tool_torque, 0.254, 0.054, 0.12, tool_momentum, 0.254, 0.054, 0.12, robot_mode, impedance, 
30/03/2022 10:43:44:278, robot_pos_w_timestamp, 1648629738378, 512.86, 203.57, 357.35, 2.14, -0.05, 3.05, tool_force, -1.15, 0.97, -0.13, actual_rep, 1, curr_step, 34, track_size, 67, robot_vel, 0.07, joints_pos, 38.09, 31.63, -23.87, -91.03, 19.84, 56.89, 65.03, tool_torque, 0.248, 0.055, 0.121, tool_momentum, 0.248, 0.054, 0.121, robot_mode, impedance, 
30/03/2022 10:43:44:396, robot_pos_w_timestamp, 1648629738529, 512.85, 203.57, 357.35, 2.14, -0.05, 3.05, tool_force, -1.14, 0.94, -0.19, actual_rep, 1, curr_step, 34, track_size, 67, robot_vel, 0.07, joints_pos, 38.09, 31.63, -23.87, -91.03, 19.84, 56.89, 65.03, tool_torque, 0.247, 0.052, 0.122, tool_momentum, 0.248, 0.052, 0.122, robot_mode, impedance, 
30/03/2022 10:43:44:548, robot_pos_w_timestamp, 1648629738679, 512.85, 203.57, 357.35, 2.14, -0.05, 3.05, tool_force, -1.15, 0.97, -0.17, actual_rep, 1, curr_step, 34, track_size, 67, robot_vel, 0.03, joints_pos, 38.09, 31.63, -23.87, -91.04, 19.84, 56.89, 65.03, tool_torque, 0.25, 0.053, 0.122, tool_momentum, 0.249, 0.054, 0.122, robot_mode, impedance, 
30/03/2022 10:43:44:695, robot_pos_w_timestamp, 1648629738830, 512.84, 203.57, 357.34, 2.14, -0.05, 3.05, tool_force, -1.15, 0.95, -0.15, actual_rep, 1, curr_step, 34, track_size, 67, robot_vel, 0.05, joints_pos, 38.09, 31.62, -23.87, -91.04, 19.84, 56.89, 65.04, tool_torque, 0.246, 0.054, 0.121, tool_momentum, 0.246, 0.054, 0.121, robot_mode, impedance, 
30/03/2022 10:43:44:896, robot_pos_w_timestamp, 1648629738979, 512.84, 203.57, 357.34, 2.14, -0.05, 3.05, tool_force, -1.14, 0.95, -0.16, actual_rep, 1, curr_step, 34, track_size, 67, robot_vel, 0.06, joints_pos, 38.09, 31.62, -23.87, -91.04, 19.84, 56.89, 65.04, tool_torque, 0.246, 0.053, 0.121, tool_momentum, 0.245, 0.054, 0.121, robot_mode, impedance, 
30/03/2022 10:43:45:002, robot_pos_w_timestamp, 1648629739135, 512.83, 203.57, 357.34, 2.14, -0.05, 3.05, tool_force, -1.15, 0.97, -0.15, actual_rep, 1, curr_step, 34, track_size, 67, robot_vel, 0.04, joints_pos, 38.09, 31.62, -23.87, -91.04, 19.84, 56.89, 65.04, tool_torque, 0.247, 0.055, 0.122, tool_momentum, 0.246, 0.055, 0.121, robot_mode, impedance, 
30/03/2022 10:43:45:198, robot_pos_w_timestamp, 1648629739285, 512.83, 203.57, 357.34, 2.14, -0.05, 3.05, tool_force, -1.15, 0.94, -0.16, actual_rep, 1, curr_step, 34, track_size, 67, robot_vel, 0.04, joints_pos, 38.09, 31.62, -23.87, -91.04, 19.84, 56.88, 65.04, tool_torque, 0.245, 0.055, 0.122, tool_momentum, 0.246, 0.055, 0.122, robot_mode, impedance, 
30/03/2022 10:43:45:303, robot_pos_w_timestamp, 1648629739436, 512.82, 203.56, 357.34, 2.14, -0.05, 3.05, tool_force, -1.14, 0.96, -0.16, actual_rep, 1, curr_step, 34, track_size, 67, robot_vel, 0.03, joints_pos, 38.09, 31.62, -23.87, -91.04, 19.84, 56.88, 65.04, tool_torque, 0.246, 0.057, 0.122, tool_momentum, 0.246, 0.056, 0.122, robot_mode, impedance, 
30/03/2022 10:43:45:499, robot_pos_w_timestamp, 1648629739586, 512.82, 203.56, 357.34, 2.14, -0.05, 3.05, tool_force, -1.15, 0.96, -0.15, actual_rep, 1, curr_step, 34, track_size, 67, robot_vel, 0.02, joints_pos, 38.09, 31.62, -23.87, -91.04, 19.84, 56.88, 65.04, tool_torque, 0.246, 0.056, 0.122, tool_momentum, 0.246, 0.056, 0.122, robot_mode, impedance, 
30/03/2022 10:43:45:603, robot_pos_w_timestamp, 1648629739736, 512.81, 203.56, 357.34, 2.14, -0.05, 3.05, tool_force, -1.14, 0.93, -0.14, actual_rep, 1, curr_step, 34, track_size, 67, robot_vel, 0.03, joints_pos, 38.09, 31.62, -23.87, -91.04, 19.84, 56.88, 65.04, tool_torque, 0.241, 0.056, 0.122, tool_momentum, 0.241, 0.055, 0.122, robot_mode, impedance, 
30/03/2022 10:43:45:806, robot_pos_w_timestamp, 1648629739883, 512.81, 203.56, 357.34, 2.14, -0.05, 3.05, tool_force, -1.14, 0.93, -0.18, actual_rep, 1, curr_step, 34, track_size, 67, robot_vel, 0.02, joints_pos, 38.09, 31.62, -23.87, -91.04, 19.84, 56.88, 65.04, tool_torque, 0.242, 0.056, 0.122, tool_momentum, 0.244, 0.056, 0.121, robot_mode, impedance, 
30/03/2022 10:43:45:911, robot_pos_w_timestamp, 1648629740034, 512.81, 203.56, 357.34, 2.14, -0.05, 3.05, tool_force, -1.15, 0.95, -0.17, actual_rep, 1, curr_step, 34, track_size, 67, robot_vel, 0.04, joints_pos, 38.09, 31.62, -23.87, -91.05, 19.84, 56.88, 65.04, tool_torque, 0.242, 0.058, 0.121, tool_momentum, 0.239, 0.058, 0.121, robot_mode, impedance, 
30/03/2022 10:43:46:057, robot_pos_w_timestamp, 1648629740182, 512.8, 203.56, 357.34, 2.14, -0.05, 3.05, tool_force, -1.14, 0.94, -0.16, actual_rep, 1, curr_step, 34, track_size, 67, robot_vel, 0.02, joints_pos, 38.09, 31.62, -23.87, -91.05, 19.84, 56.88, 65.04, tool_torque, 0.241, 0.056, 0.122, tool_momentum, 0.241, 0.056, 0.122, robot_mode, impedance, 
30/03/2022 10:43:46:211, robot_pos_w_timestamp, 1648629740336, 510.46, 206.16, 359.87, 2.14, -0.06, 3.05, tool_force, 6.86, -4.11, -8.26, actual_rep, 1, curr_step, 35, track_size, 67, robot_vel, 51.59, joints_pos, 38.32, 31.27, -23.7, -91.09, 19.78, 57.28, 65.49, tool_torque, 0.051, -0.688, 0.528, tool_momentum, 0.051, -0.695, 0.528, robot_mode, impedance, 
30/03/2022 10:43:46:398, robot_pos_w_timestamp, 1648629740482, 506.28, 212.43, 362.87, 2.15, -0.05, 3.05, tool_force, -0.73, 1.42, -5.68, actual_rep, 1, curr_step, 37, track_size, 67, robot_vel, 46.56, joints_pos, 39.11, 30.7, -23.52, -91.44, 19.07, 56.82, 66.12, tool_torque, 0.268, -0.125, -0.069, tool_momentum, 0.28, -0.115, -0.069, robot_mode, impedance, 
30/03/2022 10:43:46:511, robot_pos_w_timestamp, 1648629740634, 503.12, 215.89, 359.47, 2.15, -0.05, 3.05, tool_force, -1.76, 0.97, 0.07, actual_rep, 1, curr_step, 40, track_size, 67, robot_vel, 42.8, joints_pos, 39.59, 30.75, -23.49, -91.94, 19.31, 56.25, 66.32, tool_torque, 0.283, 0.171, 0.017, tool_momentum, 0.28, 0.176, 0.017, robot_mode, normal, 
30/03/2022 10:43:46:659, robot_pos_w_timestamp, 1648629740781, 501.23, 220.52, 357.49, 2.15, -0.06, 3.05, tool_force, -1.85, 0.08, -0.78, actual_rep, 1, curr_step, 42, track_size, 67, robot_vel, 38.77, joints_pos, 40.02, 30.9, -23.39, -92.03, 19.5, 55.99, 66.64, tool_torque, 0.16, 0.254, -0.04, tool_momentum, 0.171, 0.264, -0.04, robot_mode, normal, 
30/03/2022 10:43:46:813, robot_pos_w_timestamp, 1648629740929, 500.03, 225.82, 355.37, 2.15, -0.05, 3.05, tool_force, -1.55, 0.29, -0.17, actual_rep, 1, curr_step, 45, track_size, 67, robot_vel, 35.07, joints_pos, 40.56, 31.2, -23.37, -91.91, 19.4, 55.83, 67.27, tool_torque, 0.134, 0.222, -0.053, tool_momentum, 0.13, 0.214, -0.053, robot_mode, normal, 
30/03/2022 10:43:46:963, robot_pos_w_timestamp, 1648629741082, 499.78, 226.19, 356.24, 2.15, -0.05, 3.05, tool_force, -0.61, -0.13, 0.23, actual_rep, 1, curr_step, 48, track_size, 67, robot_vel, 13.41, joints_pos, 40.77, 31.15, -23.61, -91.9, 19.6, 55.95, 67.19, tool_torque, -0.089, -0.027, 0.123, tool_momentum, -0.09, -0.026, 0.123, robot_mode, normal, 
30/03/2022 10:43:47:117, robot_pos_w_timestamp, 1648629741230, 499.15, 226.0, 355.81, 2.15, -0.05, 3.05, tool_force, -1.07, 1.16, 0.14, actual_rep, 1, curr_step, 51, track_size, 67, robot_vel, 5.17, joints_pos, 40.79, 31.1, -23.61, -92.05, 19.61, 55.84, 67.19, tool_torque, 0.239, 0.082, 0.166, tool_momentum, 0.24, 0.077, 0.167, robot_mode, normal, 
30/03/2022 10:43:47:266, robot_pos_w_timestamp, 1648629741383, 499.13, 226.1, 355.86, 2.15, -0.05, 3.05, tool_force, -0.79, 0.67, 0.05, actual_rep, 1, curr_step, 53, track_size, 67, robot_vel, 0.33, joints_pos, 40.79, 31.1, -23.6, -92.05, 19.6, 55.83, 67.19, tool_torque, 0.157, 0.045, 0.163, tool_momentum, 0.154, 0.045, 0.163, robot_mode, normal, 
30/03/2022 10:43:47:420, robot_pos_w_timestamp, 1648629741529, 499.16, 226.12, 355.87, 2.15, -0.05, 3.05, tool_force, -0.72, 0.29, -0.13, actual_rep, 1, curr_step, 56, track_size, 67, robot_vel, 0.31, joints_pos, 40.79, 31.1, -23.6, -92.04, 19.6, 55.84, 67.19, tool_torque, 0.108, 0.014, 0.145, tool_momentum, 0.106, 0.013, 0.145, robot_mode, normal, 
30/03/2022 10:43:47:568, robot_pos_w_timestamp, 1648629741681, 499.24, 226.17, 355.84, 2.15, -0.05, 3.05, tool_force, -0.55, 0.23, -0.04, actual_rep, 1, curr_step, 59, track_size, 67, robot_vel, 0.6, joints_pos, 40.79, 31.11, -23.6, -92.02, 19.6, 55.84, 67.2, tool_torque, 0.082, -0.023, 0.142, tool_momentum, 0.082, -0.023, 0.142, robot_mode, normal, 
30/03/2022 10:43:47:720, robot_pos_w_timestamp, 1648629741828, 499.27, 226.19, 355.82, 2.15, -0.05, 3.05, tool_force, -0.55, 0.14, -0.03, actual_rep, 1, curr_step, 62, track_size, 67, robot_vel, 0.12, joints_pos, 40.79, 31.12, -23.6, -92.02, 19.6, 55.84, 67.2, tool_torque, 0.054, -0.026, 0.137, tool_momentum, 0.055, -0.027, 0.137, robot_mode, normal, 
30/03/2022 10:43:47:864, robot_pos_w_timestamp, 1648629741978, 499.27, 226.19, 355.82, 2.15, -0.05, 3.05, tool_force, -0.57, 0.16, 0.0, actual_rep, 1, curr_step, 64, track_size, 67, robot_vel, 0.0, joints_pos, 40.79, 31.12, -23.6, -92.02, 19.6, 55.84, 67.2, tool_torque, 0.061, -0.026, 0.139, tool_momentum, 0.06, -0.026, 0.138, robot_mode, normal, 
30/03/2022 10:43:48:018, robot_pos_w_timestamp, 1648629742128, 499.27, 226.19, 355.82, 2.15, -0.05, 3.05, tool_force, -0.55, 0.19, 0.0, actual_rep, 1, curr_step, 67, track_size, 67, robot_vel, 0.01, joints_pos, 40.79, 31.12, -23.6, -92.02, 19.6, 55.84, 67.2, tool_torque, 0.068, -0.028, 0.14, tool_momentum, 0.067, -0.028, 0.14, robot_mode, normal, 
30/03/2022 10:43:48:169, robot_pos_w_timestamp, 1648629742279, 499.27, 226.19, 355.82, 2.15, -0.05, 3.05, tool_force, -0.55, 0.2, 0.0, actual_rep, 1, curr_step, 67, track_size, 67, robot_vel, 0.02, joints_pos, 40.79, 31.12, -23.6, -92.02, 19.6, 55.84, 67.2, tool_torque, 0.07, -0.033, 0.143, tool_momentum, 0.069, -0.032, 0.143, robot_mode, normal, 
30/03/2022 10:43:48:321, robot_pos_w_timestamp, 1648629742427, 499.27, 226.19, 355.82, 2.15, -0.05, 3.05, tool_force, -0.55, 0.17, -0.01, actual_rep, 1, curr_step, 67, track_size, 67, robot_vel, 0.01, joints_pos, 40.79, 31.12, -23.6, -92.02, 19.6, 55.84, 67.2, tool_torque, 0.067, -0.037, 0.146, tool_momentum, 0.067, -0.036, 0.146, robot_mode, normal, 
30/03/2022 10:43:48:469, robot_pos_w_timestamp, 1648629742577, 499.27, 226.19, 355.82, 2.15, -0.05, 3.05, tool_force, -0.55, 0.19, -0.02, actual_rep, 1, curr_step, 67, track_size, 67, robot_vel, 0.01, joints_pos, 40.79, 31.12, -23.6, -92.02, 19.6, 55.84, 67.2, tool_torque, 0.068, -0.037, 0.147, tool_momentum, 0.068, -0.038, 0.147, robot_mode, normal, 
30/03/2022 10:43:48:620, robot_pos_w_timestamp, 1648629742727, 499.27, 226.19, 355.82, 2.15, -0.05, 3.05, tool_force, -0.53, 0.18, 0.0, actual_rep, 1, curr_step, 67, track_size, 67, robot_vel, 0.01, joints_pos, 40.79, 31.12, -23.6, -92.02, 19.6, 55.84, 67.2, tool_torque, 0.07, -0.04, 0.152, tool_momentum, 0.07, -0.04, 0.152, robot_mode, normal, 
30/03/2022 10:43:48:774, robot_pos_w_timestamp, 1648629742874, 499.27, 226.19, 355.82, 2.15, -0.05, 3.05, tool_force, -0.53, 0.21, -0.01, actual_rep, 1, curr_step, 67, track_size, 67, robot_vel, 0.07, joints_pos, 40.79, 31.12, -23.6, -92.02, 19.6, 55.84, 67.2, tool_torque, 0.072, -0.042, 0.156, tool_momentum, 0.072, -0.043, 0.156, robot_mode, normal, 
30/03/2022 10:43:48:923, robot_pos_w_timestamp, 1648629743024, 499.26, 226.19, 355.83, 2.15, -0.05, 3.05, tool_force, -0.54, 0.23, 0.0, actual_rep, 1, curr_step, 67, track_size, 67, robot_vel, 0.12, joints_pos, 40.79, 31.12, -23.6, -92.02, 19.6, 55.84, 67.2, tool_torque, 0.072, -0.038, 0.152, tool_momentum, 0.072, -0.037, 0.152, robot_mode, normal, 
30/03/2022 10:43:49:073, robot_pos_w_timestamp, 1648629743172, 499.26, 226.15, 355.93, 2.15, -0.05, 3.05, tool_force, -0.45, 0.23, 0.17, actual_rep, 1, curr_step, 67, track_size, 67, robot_vel, 1.89, joints_pos, 40.78, 31.11, -23.6, -92.02, 19.6, 55.86, 67.2, tool_torque, 0.062, -0.067, 0.144, tool_momentum, 0.065, -0.068, 0.145, robot_mode, normal, 
30/03/2022 10:43:49:224, robot_pos_w_timestamp, 1648629743321, 499.42, 225.97, 356.05, 2.15, -0.05, 3.05, tool_force, -0.21, -0.38, 0.02, actual_rep, 1, curr_step, 67, track_size, 67, robot_vel, 2.95, joints_pos, 40.78, 31.12, -23.61, -91.98, 19.53, 55.91, 67.2, tool_torque, -0.11, -0.146, 0.191, tool_momentum, -0.109, -0.149, 0.191, robot_mode, normal, 
30/03/2022 10:43:49:375, robot_pos_w_timestamp, 1648629743472, 499.85, 226.18, 355.15, 2.15, -0.05, 3.05, tool_force, -0.41, -0.31, -0.39, actual_rep, 1, curr_step, 67, track_size, 67, robot_vel, 6.99, joints_pos, 40.77, 31.24, -23.6, -91.94, 19.52, 55.8, 67.22, tool_torque, 0.094, -0.017, 0.147, tool_momentum, 0.096, -0.017, 0.147, robot_mode, normal, 
30/03/2022 10:43:49:527, robot_pos_w_timestamp, 1648629743623, 499.25, 225.98, 355.64, 2.15, -0.05, 3.05, tool_force, -0.86, 0.99, 0.79, actual_rep, 1, curr_step, 67, track_size, 67, robot_vel, 10.65, joints_pos, 40.78, 31.12, -23.62, -92.05, 19.6, 55.84, 67.22, tool_torque, 0.134, -0.012, 0.134, tool_momentum, 0.119, -0.012, 0.134, robot_mode, normal, 
30/03/2022 10:43:49:677, robot_pos_w_timestamp, 1648629743771, 499.67, 221.17, 357.85, 2.15, -0.05, 3.04, tool_force, 1.51, 0.75, -0.19, actual_rep, 1, curr_step, 67, track_size, 67, robot_vel, 38.25, joints_pos, 40.53, 30.75, -23.88, -92.31, 19.7, 55.83, 66.51, tool_torque, 0.256, -0.631, 0.551, tool_momentum, 0.249, -0.63, 0.551, robot_mode, normal, 
30/03/2022 10:43:49:827, robot_pos_w_timestamp, 1648629743920, 501.98, 215.45, 358.8, 2.15, -0.05, 3.04, tool_force, 1.13, -0.02, -0.01, actual_rep, 1, curr_step, 67, track_size, 67, robot_vel, 40.75, joints_pos, 39.95, 30.68, -23.98, -92.28, 19.74, 55.96, 65.85, tool_torque, 0.019, -0.548, 0.531, tool_momentum, 0.016, -0.541, 0.531, robot_mode, normal, 
30/03/2022 10:43:49:979, robot_pos_w_timestamp, 1648629744074, 504.89, 209.37, 359.46, 2.15, -0.05, 3.05, tool_force, 1.23, -0.04, 0.32, actual_rep, 1, curr_step, 67, track_size, 67, robot_vel, 45.08, joints_pos, 39.24, 30.72, -24.02, -92.11, 19.72, 56.27, 65.42, tool_torque, -0.05, -0.576, 0.544, tool_momentum, -0.059, -0.548, 0.543, robot_mode, normal, 
30/03/2022 10:43:50:135, robot_pos_w_timestamp, 1648629744223, 508.06, 203.51, 359.26, 2.14, -0.05, 3.05, tool_force, 1.54, -0.97, -0.2, actual_rep, 1, curr_step, 67, track_size, 67, robot_vel, 42.08, joints_pos, 38.58, 30.89, -24.08, -91.88, 19.6, 56.51, 65.33, tool_torque, -0.186, -0.576, 0.503, tool_momentum, -0.184, -0.575, 0.503, robot_mode, normal, 
30/03/2022 10:43:50:285, robot_pos_w_timestamp, 1648629744375, 511.52, 197.73, 358.53, 2.13, -0.05, 3.05, tool_force, 1.04, -0.62, 0.04, actual_rep, 1, curr_step, 67, track_size, 67, robot_vel, 40.41, joints_pos, 37.99, 31.17, -24.23, -91.62, 19.55, 56.74, 65.29, tool_torque, -0.145, -0.475, 0.476, tool_momentum, -0.145, -0.477, 0.476, robot_mode, normal, 
30/03/2022 10:43:50:436, robot_pos_w_timestamp, 1648629744525, 515.21, 191.94, 356.98, 2.11, -0.05, 3.06, tool_force, 0.87, -0.32, 0.44, actual_rep, 1, curr_step, 67, track_size, 67, robot_vel, 46.59, joints_pos, 37.42, 31.58, -24.44, -91.3, 19.5, 56.96, 65.28, tool_torque, -0.138, -0.427, 0.464, tool_momentum, -0.141, -0.421, 0.462, robot_mode, normal, 
30/03/2022 10:43:50:591, robot_pos_w_timestamp, 1648629744675, 519.45, 186.14, 354.57, 2.1, -0.04, 3.06, tool_force, 1.36, -0.69, 0.06, actual_rep, 1, curr_step, 67, track_size, 67, robot_vel, 48.85, joints_pos, 36.87, 32.12, -24.69, -90.94, 19.47, 57.06, 65.27, tool_torque, -0.175, -0.507, 0.472, tool_momentum, -0.175, -0.507, 0.472, robot_mode, normal, 
30/03/2022 10:43:50:740, robot_pos_w_timestamp, 1648629744825, 524.07, 180.3, 351.26, 2.09, -0.04, 3.07, tool_force, 0.8, -0.25, 0.43, actual_rep, 1, curr_step, 67, track_size, 67, robot_vel, 56.75, joints_pos, 36.32, 32.79, -24.96, -90.53, 19.44, 57.09, 65.26, tool_torque, -0.109, -0.39, 0.45, tool_momentum, -0.134, -0.382, 0.447, robot_mode, normal, 
30/03/2022 10:43:50:893, robot_pos_w_timestamp, 1648629744979, 529.58, 174.29, 346.83, 2.08, -0.03, 3.07, tool_force, 1.31, -0.53, -0.5, actual_rep, 1, curr_step, 67, track_size, 67, robot_vel, 62.78, joints_pos, 35.72, 33.67, -25.23, -89.98, 19.42, 57.07, 65.2, tool_torque, -0.01, -0.465, 0.502, tool_momentum, 0.02, -0.467, 0.505, robot_mode, normal, 
30/03/2022 10:43:51:043, robot_pos_w_timestamp, 1648629745128, 535.4, 169.18, 341.36, 2.07, -0.02, 3.08, tool_force, 1.06, 0.36, -0.02, actual_rep, 1, curr_step, 67, track_size, 67, robot_vel, 67.61, joints_pos, 35.18, 34.7, -25.48, -89.37, 19.42, 56.85, 65.11, tool_torque, 0.253, -0.349, 0.486, tool_momentum, 0.248, -0.342, 0.486, robot_mode, normal, 
30/03/2022 10:43:51:196, robot_pos_w_timestamp, 1648629745278, 540.99, 165.08, 335.54, 2.06, -0.01, 3.08, tool_force, 0.45, -0.04, -0.61, actual_rep, 1, curr_step, 67, track_size, 67, robot_vel, 57.31, joints_pos, 34.73, 35.7, -25.65, -88.82, 19.44, 56.48, 65.05, tool_torque, 0.224, -0.325, 0.478, tool_momentum, 0.232, -0.354, 0.481, robot_mode, normal, 
30/03/2022 10:43:51:497, robot_pos_w_timestamp, 1648629745577, 549.6, 159.47, 323.96, 2.05, 0.0, 3.08, tool_force, 1.23, 0.29, -0.16, actual_rep, 1, curr_step, 67, track_size, 67, robot_vel, 51.02, joints_pos, 34.09, 37.52, -25.91, -87.95, 19.49, 55.65, 65.0, tool_torque, 0.316, -0.376, 0.43, tool_momentum, 0.291, -0.368, 0.429, robot_mode, normal, 
30/03/2022 10:43:51:643, robot_pos_w_timestamp, 1648629745727, 553.39, 157.64, 318.12, 2.05, 0.01, 3.09, tool_force, 1.18, 0.1, -0.75, actual_rep, 1, curr_step, 67, track_size, 67, robot_vel, 46.98, joints_pos, 33.83, 38.41, -25.97, -87.53, 19.5, 55.2, 64.98, tool_torque, 0.265, -0.377, 0.38, tool_momentum, 0.271, -0.381, 0.382, robot_mode, normal, 
30/03/2022 10:43:51:793, robot_pos_w_timestamp, 1648629745877, 557.02, 155.92, 312.42, 2.05, 0.02, 3.09, tool_force, 1.14, 0.2, -0.51, actual_rep, 1, curr_step, 67, track_size, 67, robot_vel, 43.1, joints_pos, 33.58, 39.25, -26.01, -87.13, 19.5, 54.76, 64.97, tool_torque, 0.327, -0.448, 0.449, tool_momentum, 0.33, -0.447, 0.448, robot_mode, normal, 
30/03/2022 10:43:51:971, robot_pos_w_timestamp, 1648629746025, 560.72, 154.47, 306.48, 2.04, 0.03, 3.09, tool_force, 1.13, 0.03, -0.4, actual_rep, 1, curr_step, 67, track_size, 67, robot_vel, 50.92, joints_pos, 33.36, 40.13, -26.05, -86.72, 19.5, 54.23, 64.97, tool_torque, 0.288, -0.365, 0.4, tool_momentum, 0.282, -0.372, 0.402, robot_mode, normal, 
30/03/2022 10:43:52:154, robot_pos_w_timestamp, 1648629746176, 564.3, 153.65, 300.83, 2.04, 0.03, 3.09, tool_force, 1.05, 0.04, -0.49, actual_rep, 1, curr_step, 67, track_size, 67, robot_vel, 43.24, joints_pos, 33.21, 40.98, -26.09, -86.29, 19.49, 53.69, 64.97, tool_torque, 0.3, -0.342, 0.356, tool_momentum, 0.31, -0.331, 0.355, robot_mode, normal, 
