29/04/2022 15:57:55: File Created!
29/04/2022 15:57:55:663, robot_pos_w_timestamp, 1651244173169, 612.9, 280.92, 203.78, 2.36, -0.03, 3.07, tool_force, -1.09, 0.24, 7.34, actual_rep, 1, curr_step, 1, track_size, 99, robot_vel, 0.0, joints_pos, 21.53, 57.51, 4.57, -66.97, -0.97, 52.41, 69.3, tool_torque, -0.126, 0.407, 0.016, joint_torque, -0.44, 4.85, 0.03, -2.13, 0.1, -0.05, 0.1, robot_mode, normal, 
29/04/2022 15:58:14:084, robot_pos_w_timestamp, 1651244191464, 568.52, 107.88, 207.7, 2.35, -0.02, 3.12, tool_force, -0.71, -0.25, 7.51, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 43.4, joints_pos, 7.1, 47.0, 4.77, -87.47, -2.58, 45.16, 57.49, tool_torque, -0.335, 0.059, -0.0090, joint_torque, -0.24, 4.32, -0.18, -2.06, 0.09, -0.21, 0.0, robot_mode, normal, 
29/04/2022 15:58:14:298, robot_pos_w_timestamp, 1651244191613, 574.34, 111.84, 206.66, 2.35, -0.02, 3.12, tool_force, -0.71, -0.45, 8.1, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 45.87, joints_pos, 7.35, 47.75, 4.83, -86.16, -2.6, 45.76, 57.77, tool_torque, -0.322, 0.146, -0.01, joint_torque, -0.37, 4.3, -0.25, -1.81, 0.09, -0.25, 0.01, robot_mode, normal, 
29/04/2022 15:58:14:380, robot_pos_w_timestamp, 1651244191762, 580.0, 116.3, 205.91, 2.35, -0.02, 3.12, tool_force, -0.66, -0.16, 6.53, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 57.52, joints_pos, 7.79, 48.57, 4.82, -84.62, -2.9, 46.8, 58.32, tool_torque, -0.338, 0.126, -0.024, joint_torque, -0.22, 4.38, -0.12, -2.02, 0.13, -0.21, -0.01, robot_mode, normal, 
29/04/2022 15:58:14:530, robot_pos_w_timestamp, 1651244191910, 585.97, 121.1, 205.22, 2.35, -0.01, 3.13, tool_force, -0.93, -0.4, 7.63, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 51.69, joints_pos, 8.29, 49.33, 4.75, -83.21, -3.36, 47.39, 59.02, tool_torque, -0.427, 0.274, -0.073, joint_torque, -0.46, 4.38, -0.12, -2.07, 0.12, -0.21, -0.02, robot_mode, normal, 
29/04/2022 15:58:14:685, robot_pos_w_timestamp, 1651244192060, 591.61, 126.43, 204.91, 2.35, -0.01, 3.13, tool_force, -1.13, -0.42, 7.46, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 48.15, joints_pos, 8.76, 50.07, 4.77, -81.77, -3.61, 48.09, 59.63, tool_torque, -0.425, 0.388, -0.088, joint_torque, -0.73, 4.46, -0.22, -1.99, 0.12, -0.22, -0.02, robot_mode, normal, 
29/04/2022 15:58:14:829, robot_pos_w_timestamp, 1651244192206, 596.36, 132.18, 204.56, 2.34, -0.01, 3.14, tool_force, -1.11, -0.25, 7.1, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 53.4, joints_pos, 9.27, 50.83, 4.8, -80.3, -4.0, 49.25, 60.69, tool_torque, -0.333, 0.251, -0.051, joint_torque, -0.48, 4.81, -0.23, -2.11, 0.11, -0.2, -0.01, robot_mode, normal, 
29/04/2022 15:58:14:982, robot_pos_w_timestamp, 1651244192359, 599.88, 137.92, 203.93, 2.34, -0.02, -3.14, tool_force, -0.98, 0.45, 7.26, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 42.56, joints_pos, 9.64, 51.51, 4.93, -79.06, -3.85, 50.17, 61.23, tool_torque, -0.288, 0.159, -0.054, joint_torque, -0.44, 4.58, -0.26, -2.09, 0.07, -0.23, -0.03, robot_mode, normal, 
29/04/2022 15:58:15:132, robot_pos_w_timestamp, 1651244192507, 602.54, 143.83, 203.36, 2.33, -0.02, -3.13, tool_force, -0.56, 0.22, 7.56, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 45.89, joints_pos, 10.19, 52.09, 4.92, -77.99, -3.99, 51.0, 62.14, tool_torque, -0.296, 0.183, -0.044, joint_torque, -0.27, 4.45, -0.14, -1.97, 0.11, -0.22, -0.02, robot_mode, normal, 
29/04/2022 15:58:15:283, robot_pos_w_timestamp, 1651244192655, 604.92, 149.52, 202.55, 2.33, -0.02, -3.13, tool_force, -1.12, 0.12, 7.54, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 44.09, joints_pos, 10.69, 52.6, 4.9, -77.11, -3.99, 51.47, 62.98, tool_torque, -0.324, 0.295, -0.074, joint_torque, -0.5, 4.43, -0.14, -1.94, 0.11, -0.22, -0.03, robot_mode, normal, 
29/04/2022 15:58:15:431, robot_pos_w_timestamp, 1651244192803, 607.31, 155.34, 201.76, 2.32, -0.02, -3.13, tool_force, -1.05, -0.41, 7.24, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 41.58, joints_pos, 11.24, 53.08, 4.87, -76.29, -4.23, 51.74, 64.02, tool_torque, -0.411, 0.419, -0.105, joint_torque, -0.66, 4.44, -0.1, -2.01, 0.14, -0.22, -0.04, robot_mode, normal, 
29/04/2022 15:58:15:586, robot_pos_w_timestamp, 1651244192954, 609.56, 161.2, 201.02, 2.31, -0.01, -3.13, tool_force, -1.03, -0.09, 7.07, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 40.29, joints_pos, 11.78, 53.53, 4.86, -75.5, -4.53, 51.99, 65.06, tool_torque, -0.382, 0.39, -0.111, joint_torque, -0.49, 4.51, -0.03, -2.03, 0.15, -0.21, -0.05, robot_mode, normal, 
29/04/2022 15:58:15:777, robot_pos_w_timestamp, 1651244193102, 611.54, 166.94, 200.35, 2.31, -0.01, -3.13, tool_force, -0.8, 0.02, 7.2, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 41.71, joints_pos, 12.32, 53.96, 4.86, -74.75, -4.86, 52.2, 66.06, tool_torque, -0.36, 0.389, -0.115, joint_torque, -0.45, 4.45, -0.02, -2.01, 0.16, -0.21, -0.06, robot_mode, normal, 
29/04/2022 15:58:15:884, robot_pos_w_timestamp, 1651244193251, 613.36, 172.82, 199.72, 2.3, 0.0, -3.13, tool_force, -0.89, 0.03, 7.46, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 40.99, joints_pos, 12.79, 54.35, 4.9, -74.07, -5.02, 52.31, 66.79, tool_torque, -0.256, 0.383, -0.109, joint_torque, -0.54, 4.56, -0.13, -2.01, 0.13, -0.14, -0.06, robot_mode, normal, 
29/04/2022 15:58:16:062, robot_pos_w_timestamp, 1651244193399, 614.99, 178.52, 199.13, 2.3, 0.0, -3.14, tool_force, -1.04, 0.38, 7.35, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 42.48, joints_pos, 13.24, 54.71, 4.94, -73.45, -5.03, 52.31, 67.31, tool_torque, -0.24, 0.393, -0.101, joint_torque, -0.6, 4.67, -0.21, -2.09, 0.15, -0.15, -0.07, robot_mode, normal, 
29/04/2022 15:58:16:184, robot_pos_w_timestamp, 1651244193547, 616.17, 184.27, 198.7, 2.3, 0.0, -3.14, tool_force, -0.91, -0.21, 7.6, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 40.71, joints_pos, 13.71, 55.04, 4.94, -72.86, -5.04, 52.44, 67.79, tool_torque, -0.302, 0.381, -0.106, joint_torque, -0.71, 4.69, -0.26, -2.11, 0.13, -0.18, -0.07, robot_mode, normal, 
29/04/2022 15:58:16:367, robot_pos_w_timestamp, 1651244193699, 617.27, 190.14, 198.27, 2.3, 0.0, 3.14, tool_force, -1.16, -0.08, 7.63, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 40.0, joints_pos, 14.18, 55.37, 4.97, -72.27, -5.04, 52.55, 68.26, tool_torque, -0.269, 0.358, -0.104, joint_torque, -0.51, 4.59, -0.17, -2.05, 0.13, -0.16, -0.08, robot_mode, normal, 
29/04/2022 15:58:16:484, robot_pos_w_timestamp, 1651244193844, 618.12, 195.79, 197.99, 2.3, 0.0, 3.14, tool_force, -0.97, 0.28, 6.98, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 42.36, joints_pos, 14.69, 55.61, 4.95, -71.82, -5.17, 52.47, 68.81, tool_torque, -0.086, 0.479, -0.09, joint_torque, -0.54, 4.8, -0.11, -2.1, 0.15, 0.0, -0.04, robot_mode, normal, 
29/04/2022 15:58:16:643, robot_pos_w_timestamp, 1651244193998, 618.86, 201.72, 197.74, 2.3, 0.01, 3.13, tool_force, -1.31, 0.13, 6.81, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 38.42, joints_pos, 15.19, 55.86, 4.96, -71.35, -5.28, 52.4, 69.27, tool_torque, -0.062, 0.452, -0.068, joint_torque, -0.5, 4.67, -0.11, -2.13, 0.13, 0.05, -0.02, robot_mode, normal, 
29/04/2022 15:58:16:787, robot_pos_w_timestamp, 1651244194142, 619.29, 207.36, 197.6, 2.3, 0.0, 3.13, tool_force, -0.86, 0.2, 7.13, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 36.63, joints_pos, 15.52, 56.09, 5.11, -70.92, -5.09, 52.4, 69.38, tool_torque, -0.059, 0.33, -0.038, joint_torque, -0.51, 4.51, -0.21, -2.07, 0.09, 0.02, 0.0, robot_mode, normal, 
29/04/2022 15:58:16:944, robot_pos_w_timestamp, 1651244194296, 619.69, 213.33, 197.51, 2.31, 0.0, 3.12, tool_force, -1.01, 0.13, 7.28, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 41.7, joints_pos, 15.93, 56.32, 5.18, -70.47, -4.92, 52.4, 69.46, tool_torque, -0.079, 0.401, -0.069, joint_torque, -0.65, 4.58, -0.25, -2.09, 0.08, 0.02, -0.02, robot_mode, normal, 
29/04/2022 15:58:17:089, robot_pos_w_timestamp, 1651244194439, 619.8, 218.99, 197.57, 2.31, 0.0, 3.12, tool_force, -1.38, 0.06, 6.84, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 40.29, joints_pos, 16.38, 56.5, 5.19, -70.1, -4.75, 52.35, 69.54, tool_torque, -0.046, 0.491, -0.087, joint_torque, -0.75, 4.64, -0.24, -2.14, 0.08, 0.08, -0.02, robot_mode, normal, 
29/04/2022 15:58:17:240, robot_pos_w_timestamp, 1651244194591, 619.85, 224.76, 197.59, 2.32, 0.0, 3.11, tool_force, -0.87, -0.43, 7.65, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 41.18, joints_pos, 16.84, 56.68, 5.19, -69.73, -4.6, 52.33, 69.62, tool_torque, 0.145, 0.422, -0.076, joint_torque, -0.64, 5.25, -0.32, -2.68, 0.05, 0.32, -0.03, robot_mode, normal, 
29/04/2022 15:58:17:410, robot_pos_w_timestamp, 1651244194739, 619.77, 230.41, 197.88, 2.32, 0.0, 3.11, tool_force, -1.01, -1.0, 7.47, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 36.89, joints_pos, 17.31, 56.83, 5.18, -69.39, -4.47, 52.26, 69.7, tool_torque, 0.217, 0.49, -0.082, joint_torque, -0.76, 5.44, -0.37, -2.97, 0.0, 0.46, -0.02, robot_mode, normal, 
29/04/2022 15:58:17:537, robot_pos_w_timestamp, 1651244194887, 619.58, 236.15, 198.11, 2.33, 0.0, 3.1, tool_force, -1.24, -1.29, 7.33, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 35.64, joints_pos, 17.76, 56.96, 5.19, -69.07, -4.33, 52.21, 69.76, tool_torque, 0.092, 0.465, -0.079, joint_torque, -0.87, 5.23, -0.41, -2.78, 0.01, 0.34, -0.01, robot_mode, normal, 
29/04/2022 15:58:17:690, robot_pos_w_timestamp, 1651244195034, 619.22, 242.14, 198.61, 2.33, -0.01, 3.1, tool_force, -1.01, -0.27, 7.25, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 38.45, joints_pos, 18.22, 57.12, 5.2, -68.66, -4.04, 52.37, 69.76, tool_torque, -0.197, 0.303, 0.025, joint_torque, -0.8, 4.56, -0.29, -2.08, 0.07, -0.09, 0.1, robot_mode, normal, 
29/04/2022 15:58:17:840, robot_pos_w_timestamp, 1651244195185, 618.9, 247.89, 199.03, 2.34, -0.01, 3.1, tool_force, -1.11, -0.4, 7.41, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 40.83, joints_pos, 18.65, 57.31, 5.24, -68.21, -3.8, 52.59, 69.78, tool_torque, -0.203, 0.278, -0.014, joint_torque, -0.49, 4.65, -0.17, -2.12, 0.08, -0.1, 0.03, robot_mode, normal, 
29/04/2022 15:58:17:992, robot_pos_w_timestamp, 1651244195334, 618.25, 253.73, 199.66, 2.34, -0.01, 3.1, tool_force, -1.08, -0.35, 7.17, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 42.31, joints_pos, 19.12, 57.4, 5.23, -67.93, -3.62, 52.57, 70.04, tool_torque, -0.202, 0.429, -0.088, joint_torque, -0.75, 4.74, -0.22, -2.17, 0.07, -0.04, -0.02, robot_mode, normal, 
29/04/2022 15:58:18:142, robot_pos_w_timestamp, 1651244195482, 617.51, 259.52, 200.21, 2.34, -0.01, 3.09, tool_force, -0.94, -0.05, 7.19, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 39.92, joints_pos, 19.56, 57.49, 5.23, -67.65, -3.31, 52.54, 70.15, tool_torque, -0.093, 0.327, 0.031, joint_torque, -0.56, 4.68, -0.14, -2.18, 0.06, 0.01, 0.11, robot_mode, normal, 
29/04/2022 15:58:18:291, robot_pos_w_timestamp, 1651244195630, 616.65, 265.29, 200.85, 2.35, -0.02, 3.08, tool_force, -0.71, 0.03, 6.93, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 38.0, joints_pos, 19.94, 57.57, 5.32, -67.4, -2.95, 52.5, 70.06, tool_torque, -0.016, 0.258, 0.192, joint_torque, -0.77, 4.63, -0.33, -2.16, 0.06, 0.05, 0.29, robot_mode, normal, 
29/04/2022 15:58:18:445, robot_pos_w_timestamp, 1651244195779, 615.57, 271.1, 201.41, 2.35, -0.02, 3.08, tool_force, -0.5, 0.09, 6.85, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 38.13, joints_pos, 20.28, 57.63, 5.44, -67.19, -2.44, 52.4, 69.8, tool_torque, 0.075, 0.099, 0.312, joint_torque, -0.48, 4.57, -0.25, -2.15, 0.04, 0.08, 0.4, robot_mode, normal, 
29/04/2022 15:58:18:631, robot_pos_w_timestamp, 1651244195927, 614.49, 276.51, 201.97, 2.36, -0.03, 3.07, tool_force, -1.63, -0.24, 7.06, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 38.57, joints_pos, 20.6, 57.68, 5.51, -67.03, -1.91, 52.29, 69.47, tool_torque, -0.016, 0.307, 0.301, joint_torque, -0.95, 4.74, -0.24, -2.15, 0.06, 0.04, 0.42, robot_mode, normal, 
29/04/2022 15:58:18:743, robot_pos_w_timestamp, 1651244196077, 614.46, 276.61, 202.03, 2.36, -0.03, 3.07, tool_force, -1.12, 0.67, 7.34, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 4.61, joints_pos, 20.71, 57.66, 5.32, -67.03, -1.65, 52.29, 69.31, tool_torque, 0.046, 0.35, 0.27, joint_torque, -0.48, 4.95, 0.14, -2.14, 0.05, 0.05, 0.44, robot_mode, normal, 
29/04/2022 15:58:18:892, robot_pos_w_timestamp, 1651244196225, 614.44, 276.58, 202.05, 2.36, -0.03, 3.07, tool_force, -1.28, 0.42, 7.05, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 0.7, joints_pos, 20.72, 57.66, 5.3, -67.03, -1.64, 52.29, 69.29, tool_torque, 0.0080, 0.436, 0.221, joint_torque, -0.75, 4.72, 0.01, -2.06, 0.05, 0.06, 0.39, robot_mode, normal, 
29/04/2022 15:58:19:043, robot_pos_w_timestamp, 1651244196374, 614.43, 276.61, 202.06, 2.36, -0.03, 3.07, tool_force, -1.1, 0.57, 7.09, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 0.17, joints_pos, 20.72, 57.66, 5.3, -67.03, -1.64, 52.29, 69.29, tool_torque, 0.037, 0.397, 0.231, joint_torque, -0.62, 4.8, 0.03, -2.06, 0.06, 0.06, 0.39, robot_mode, normal, 
29/04/2022 15:58:19:208, robot_pos_w_timestamp, 1651244196522, 614.43, 276.61, 202.06, 2.36, -0.03, 3.07, tool_force, -1.03, 0.68, 7.12, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 0.04, joints_pos, 20.72, 57.66, 5.3, -67.03, -1.64, 52.29, 69.29, tool_torque, 0.049, 0.385, 0.228, joint_torque, -0.6, 4.81, 0.01, -2.06, 0.06, 0.06, 0.38, robot_mode, normal, 
29/04/2022 15:58:19:348, robot_pos_w_timestamp, 1651244196675, 614.43, 276.61, 202.06, 2.36, -0.03, 3.07, tool_force, -1.07, 0.62, 7.08, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 0.08, joints_pos, 20.72, 57.66, 5.3, -67.03, -1.64, 52.29, 69.29, tool_torque, 0.044, 0.382, 0.223, joint_torque, -0.6, 4.78, 0.0, -2.05, 0.07, 0.06, 0.37, robot_mode, normal, 
29/04/2022 15:58:19:535, robot_pos_w_timestamp, 1651244196823, 614.43, 276.61, 202.06, 2.36, -0.03, 3.07, tool_force, -1.08, 0.62, 7.1, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 0.03, joints_pos, 20.72, 57.66, 5.3, -67.03, -1.64, 52.29, 69.29, tool_torque, 0.044, 0.382, 0.22, joint_torque, -0.6, 4.78, 0.0, -2.06, 0.06, 0.06, 0.36, robot_mode, normal, 
