06/04/2022 14:41:55: File Created!
06/04/2022 14:41:55:252, robot_pos_w_timestamp, 1649252427225, 588.17, 324.56, 216.56, 2.31, -0.01, 3.08, tool_force, -0.84, -0.1, 0.27, actual_rep, 1, curr_step, 1, track_size, 77, robot_vel, 0.08, joints_pos, 38.27, 57.25, -17.42, -67.56, 19.28, 54.78, 65.62, tool_torque, -0.01, 0.074, 0.031, tool_momentum, -0.013, 0.074, 0.031, robot_mode, normal, 
06/04/2022 14:44:01:602, robot_pos_w_timestamp, 1649252551662, 515.4, 207.11, 276.85, 2.25, -0.02, 3.13, tool_force, 0.95, -0.06, -0.59, actual_rep, 5, curr_step, 77, track_size, 77, robot_vel, 44.24, joints_pos, 36.24, 39.59, -20.64, -91.35, 18.45, 52.3, 59.52, tool_torque, 0.313, -0.521, 0.426, tool_momentum, 0.308, -0.515, 0.426, robot_mode, normal, 
06/04/2022 14:44:01:828, robot_pos_w_timestamp, 1649252551854, 520.91, 207.14, 269.47, 2.24, -0.03, 3.14, tool_force, 0.87, -0.15, -0.62, actual_rep, 5, curr_step, 77, track_size, 77, robot_vel, 47.95, joints_pos, 35.86, 40.98, -20.63, -90.29, 18.96, 52.33, 59.49, tool_torque, 0.218, -0.514, 0.426, tool_momentum, 0.221, -0.52, 0.427, robot_mode, normal, 
06/04/2022 14:44:01:953, robot_pos_w_timestamp, 1649252552001, 526.6, 207.69, 264.3, 2.24, -0.03, 3.14, tool_force, 0.6, -0.13, 0.3, actual_rep, 5, curr_step, 77, track_size, 77, robot_vel, 52.02, joints_pos, 35.61, 42.05, -20.65, -89.27, 19.12, 52.53, 59.49, tool_torque, 0.201, -0.475, 0.41, tool_momentum, 0.206, -0.474, 0.41, robot_mode, normal, 
06/04/2022 14:44:02:114, robot_pos_w_timestamp, 1649252552162, 532.84, 208.49, 260.32, 2.24, -0.02, -3.14, tool_force, 0.76, -0.13, -0.23, actual_rep, 5, curr_step, 77, track_size, 77, robot_vel, 45.62, joints_pos, 35.39, 43.11, -20.71, -88.08, 19.18, 52.73, 59.49, tool_torque, 0.156, -0.446, 0.342, tool_momentum, 0.158, -0.455, 0.343, robot_mode, normal, 
06/04/2022 14:44:02:429, robot_pos_w_timestamp, 1649252552484, 545.19, 210.73, 253.49, 2.24, -0.01, -3.14, tool_force, 0.35, -0.24, -0.18, actual_rep, 5, curr_step, 77, track_size, 77, robot_vel, 45.52, joints_pos, 35.01, 45.12, -20.82, -85.66, 19.17, 53.05, 59.58, tool_torque, -0.016, -0.236, 0.146, tool_momentum, -0.0090, -0.24, 0.148, robot_mode, normal, 
06/04/2022 14:44:03:045, robot_pos_w_timestamp, 1649252553059, 567.32, 219.61, 239.55, 2.24, 0.01, 3.14, tool_force, -0.13, -0.76, 0.3, actual_rep, 5, curr_step, 77, track_size, 77, robot_vel, 49.15, joints_pos, 34.82, 49.03, -21.13, -80.92, 19.12, 53.38, 60.37, tool_torque, -0.123, 0.025, -0.016, tool_momentum, -0.117, 0.03, -0.016, robot_mode, normal, 
06/04/2022 14:44:03:482, robot_pos_w_timestamp, 1649252553503, 581.98, 235.78, 228.96, 2.24, 0.03, 3.13, tool_force, -0.89, -0.36, 0.34, actual_rep, 5, curr_step, 77, track_size, 77, robot_vel, 47.72, joints_pos, 35.25, 52.05, -21.1, -76.94, 19.07, 53.6, 62.07, tool_torque, -0.163, 0.183, -0.09, tool_momentum, -0.167, 0.173, -0.09, robot_mode, normal, 
06/04/2022 14:44:03:665, robot_pos_w_timestamp, 1649252553681, 585.7, 242.65, 226.43, 2.24, 0.03, 3.13, tool_force, -0.28, -0.22, -0.38, actual_rep, 5, curr_step, 77, track_size, 77, robot_vel, 44.04, joints_pos, 35.55, 52.91, -21.07, -75.68, 19.06, 53.67, 62.77, tool_torque, -0.105, 0.049, -0.061, tool_momentum, -0.163, 0.159, -0.061, robot_mode, normal, 
06/04/2022 14:44:03:992, robot_pos_w_timestamp, 1649252554021, 590.51, 256.02, 222.56, 2.24, 0.03, 3.12, tool_force, -0.78, -0.46, 0.36, actual_rep, 5, curr_step, 77, track_size, 77, robot_vel, 40.99, joints_pos, 36.11, 54.22, -20.91, -73.71, 19.07, 53.75, 63.85, tool_torque, -0.1, 0.133, -0.053, tool_momentum, -0.104, 0.147, -0.053, robot_mode, normal, 
06/04/2022 14:44:04:721, robot_pos_w_timestamp, 1649252554762, 592.37, 284.73, 215.95, 2.27, 0.02, 3.11, tool_force, -0.85, -0.43, 0.3, actual_rep, 5, curr_step, 77, track_size, 77, robot_vel, 42.74, joints_pos, 37.21, 56.15, -19.91, -70.67, 19.27, 54.21, 65.02, tool_torque, -0.115, 0.072, -0.047, tool_momentum, -0.116, 0.065, -0.047, robot_mode, normal, 
06/04/2022 14:44:05:290, robot_pos_w_timestamp, 1649252555323, 590.38, 306.61, 214.07, 2.29, 0.01, 3.1, tool_force, -1.08, -0.55, 0.5, actual_rep, 5, curr_step, 77, track_size, 77, robot_vel, 39.07, joints_pos, 37.86, 57.03, -18.66, -68.8, 19.33, 54.69, 65.43, tool_torque, -0.131, 0.105, -0.039, tool_momentum, -0.125, 0.097, -0.037, robot_mode, normal, 
06/04/2022 14:44:05:703, robot_pos_w_timestamp, 1649252555645, 589.0, 319.0, 215.44, 2.31, 0.0, 3.09, tool_force, -1.03, -0.79, 0.17, actual_rep, 5, curr_step, 77, track_size, 77, robot_vel, 39.91, joints_pos, 38.16, 57.22, -17.83, -67.91, 19.33, 54.74, 65.54, tool_torque, -0.168, 0.154, -0.037, tool_momentum, -0.172, 0.157, -0.037, robot_mode, normal, 
06/04/2022 14:44:05:848, robot_pos_w_timestamp, 1649252555820, 588.15, 324.6, 216.48, 2.31, -0.01, 3.08, tool_force, -0.55, -0.21, 0.33, actual_rep, 5, curr_step, 77, track_size, 77, robot_vel, 34.92, joints_pos, 38.29, 57.26, -17.45, -67.55, 19.33, 54.8, 65.6, tool_torque, -0.066, -0.044, -0.017, tool_momentum, -0.059, -0.063, -0.016, robot_mode, normal, 
06/04/2022 14:44:05:997, robot_pos_w_timestamp, 1649252556001, 588.16, 324.64, 216.54, 2.31, -0.01, 3.08, tool_force, -0.24, -0.34, 0.08, actual_rep, 5, curr_step, 77, track_size, 77, robot_vel, 2.96, joints_pos, 38.28, 57.25, -17.43, -67.55, 19.31, 54.78, 65.61, tool_torque, 0.031, -0.048, 0.066, tool_momentum, 0.032, -0.049, 0.066, robot_mode, normal, 
06/04/2022 14:44:06:389, robot_pos_w_timestamp, 1649252556364, 588.15, 324.55, 216.57, 2.31, -0.01, 3.08, tool_force, -0.74, -0.06, 0.14, actual_rep, 5, curr_step, 77, track_size, 77, robot_vel, 0.17, joints_pos, 38.27, 57.24, -17.42, -67.57, 19.28, 54.76, 65.62, tool_torque, 0.03, 0.049, 0.037, tool_momentum, 0.03, 0.05, 0.037, robot_mode, normal, 
06/04/2022 14:44:06:644, robot_pos_w_timestamp, 1649252556533, 588.15, 324.55, 216.57, 2.31, -0.01, 3.08, tool_force, -0.9, -0.01, 0.22, actual_rep, 5, curr_step, 77, track_size, 77, robot_vel, 0.01, joints_pos, 38.27, 57.24, -17.42, -67.57, 19.27, 54.76, 65.63, tool_torque, 0.029, 0.08, 0.035, tool_momentum, 0.029, 0.08, 0.035, robot_mode, normal, 
06/04/2022 14:44:06:721, robot_pos_w_timestamp, 1649252556708, 588.15, 324.55, 216.56, 2.31, -0.01, 3.08, tool_force, -1.14, -0.04, 0.27, actual_rep, 6, curr_step, 2, track_size, 77, robot_vel, 0.03, joints_pos, 38.27, 57.24, -17.42, -67.57, 19.27, 54.76, 65.63, tool_torque, 0.013, 0.157, 0.023, tool_momentum, 0.0090, 0.171, 0.023, robot_mode, normal, 
06/04/2022 14:44:06:897, robot_pos_w_timestamp, 1649252556920, 589.05, 317.71, 215.31, 2.3, 0.0, 3.09, tool_force, 0.4, -0.16, 0.03, actual_rep, 6, curr_step, 4, track_size, 77, robot_vel, 30.17, joints_pos, 38.04, 57.17, -17.8, -68.04, 19.18, 54.77, 65.64, tool_torque, 0.027, -0.127, 0.171, tool_momentum, 0.031, -0.128, 0.171, robot_mode, normal, 
06/04/2022 14:44:07:293, robot_pos_w_timestamp, 1649252557292, 590.56, 303.27, 213.98, 2.29, 0.01, 3.1, tool_force, 0.52, 0.68, 0.23, actual_rep, 6, curr_step, 6, track_size, 77, robot_vel, 36.94, joints_pos, 37.64, 56.88, -18.65, -69.12, 19.03, 54.6, 65.58, tool_torque, 0.246, -0.224, 0.274, tool_momentum, 0.256, -0.236, 0.274, robot_mode, normal, 
06/04/2022 14:44:07:613, robot_pos_w_timestamp, 1649252557627, 591.84, 290.37, 214.8, 2.27, 0.02, 3.11, tool_force, 0.85, 0.92, 0.41, actual_rep, 6, curr_step, 8, track_size, 77, robot_vel, 39.81, joints_pos, 37.28, 56.41, -19.43, -70.19, 19.04, 54.34, 65.36, tool_torque, 0.323, -0.256, 0.375, tool_momentum, 0.335, -0.266, 0.375, robot_mode, normal, 
06/04/2022 14:44:07:815, robot_pos_w_timestamp, 1649252557773, 592.49, 284.7, 215.85, 2.26, 0.02, 3.11, tool_force, 0.65, 0.61, -0.28, actual_rep, 6, curr_step, 8, track_size, 77, robot_vel, 39.09, joints_pos, 37.1, 56.13, -19.74, -70.67, 19.04, 54.17, 65.21, tool_torque, 0.275, -0.266, 0.365, tool_momentum, 0.271, -0.259, 0.365, robot_mode, normal, 
06/04/2022 14:44:07:909, robot_pos_w_timestamp, 1649252557923, 592.86, 278.84, 217.04, 2.26, 0.03, 3.11, tool_force, 0.57, 0.89, -0.26, actual_rep, 6, curr_step, 9, track_size, 77, robot_vel, 38.52, joints_pos, 36.92, 55.82, -20.06, -71.19, 19.04, 54.05, 65.03, tool_torque, 0.287, -0.216, 0.366, tool_momentum, 0.286, -0.225, 0.366, robot_mode, normal, 
06/04/2022 14:44:08:057, robot_pos_w_timestamp, 1649252558073, 592.91, 273.04, 218.22, 2.25, 0.03, 3.11, tool_force, 0.78, 0.92, 0.01, actual_rep, 6, curr_step, 10, track_size, 77, robot_vel, 42.16, joints_pos, 36.74, 55.48, -20.36, -71.76, 19.05, 53.95, 64.8, tool_torque, 0.26, -0.244, 0.368, tool_momentum, 0.26, -0.255, 0.368, robot_mode, normal, 
06/04/2022 14:44:08:220, robot_pos_w_timestamp, 1649252558225, 592.76, 267.13, 219.56, 2.25, 0.03, 3.11, tool_force, 0.95, 1.05, 0.49, actual_rep, 6, curr_step, 11, track_size, 77, robot_vel, 39.62, joints_pos, 36.55, 55.12, -20.65, -72.36, 19.07, 53.84, 64.53, tool_torque, 0.361, -0.299, 0.394, tool_momentum, 0.357, -0.289, 0.394, robot_mode, rotation_overlay, 
06/04/2022 14:44:08:377, robot_pos_w_timestamp, 1649252558363, 592.46, 264.4, 220.61, 2.25, 0.03, 3.11, tool_force, 0.39, 0.4, -0.64, actual_rep, 6, curr_step, 11, track_size, 77, robot_vel, 17.27, joints_pos, 36.46, 54.89, -20.73, -72.67, 19.09, 53.77, 64.41, tool_torque, 0.283, -0.451, 0.432, tool_momentum, 0.331, -0.618, 0.44, robot_mode, rotation_overlay, 
06/04/2022 14:44:08:542, robot_pos_w_timestamp, 1649252558516, 592.45, 263.85, 219.7, 2.26, 0.04, 3.12, tool_force, 0.37, 1.37, 0.99, actual_rep, 6, curr_step, 11, track_size, 77, robot_vel, 11.71, joints_pos, 36.47, 54.98, -20.8, -72.67, 19.01, 53.81, 63.75, tool_torque, 0.278, -0.254, 0.408, tool_momentum, 0.262, -0.246, 0.406, robot_mode, rotation_overlay, 
06/04/2022 14:44:08:693, robot_pos_w_timestamp, 1649252558666, 592.24, 262.08, 220.37, 2.3, 0.04, 3.12, tool_force, 0.98, 0.34, 0.01, actual_rep, 6, curr_step, 11, track_size, 77, robot_vel, 13.92, joints_pos, 36.4, 54.84, -20.86, -72.86, 18.98, 53.83, 61.03, tool_torque, 0.231, -0.433, 0.497, tool_momentum, 0.229, -0.433, 0.497, robot_mode, rotation_overlay, 
06/04/2022 14:44:08:895, robot_pos_w_timestamp, 1649252558813, 591.9, 260.17, 221.11, 2.37, 0.04, 3.12, tool_force, 0.57, 0.97, 0.07, actual_rep, 6, curr_step, 12, track_size, 77, robot_vel, 16.91, joints_pos, 36.25, 54.63, -20.79, -73.11, 18.96, 53.77, 57.13, tool_torque, 0.402, -0.362, 0.525, tool_momentum, 0.404, -0.359, 0.523, robot_mode, rotation_overlay, 
06/04/2022 14:44:08:994, robot_pos_w_timestamp, 1649252558966, 591.65, 258.21, 221.71, 2.41, 0.04, 3.13, tool_force, 0.62, 1.16, 0.06, actual_rep, 6, curr_step, 12, track_size, 77, robot_vel, 12.24, joints_pos, 36.14, 54.47, -20.81, -73.34, 18.93, 53.74, 54.71, tool_torque, 0.449, -0.372, 0.515, tool_momentum, 0.45, -0.373, 0.515, robot_mode, rotation_overlay, 
06/04/2022 14:44:09:207, robot_pos_w_timestamp, 1649252559113, 591.33, 256.76, 222.29, 2.42, 0.04, 3.13, tool_force, -0.17, 0.84, 0.12, actual_rep, 6, curr_step, 12, track_size, 77, robot_vel, 10.26, joints_pos, 36.12, 54.34, -20.88, -73.53, 18.92, 53.73, 54.13, tool_torque, 0.315, -0.228, 0.426, tool_momentum, 0.347, -0.242, 0.426, robot_mode, rotation_overlay, 
06/04/2022 14:44:09:305, robot_pos_w_timestamp, 1649252559252, 591.17, 256.27, 221.59, 2.41, 0.04, 3.13, tool_force, 0.27, 0.58, 0.21, actual_rep, 6, curr_step, 12, track_size, 77, robot_vel, 9.52, joints_pos, 36.1, 54.38, -20.92, -73.59, 19.07, 53.7, 54.52, tool_torque, 0.245, -0.098, 0.066, tool_momentum, 0.241, -0.086, 0.061, robot_mode, rotation_overlay, 
06/04/2022 14:44:09:513, robot_pos_w_timestamp, 1649252559429, 591.12, 254.9, 221.76, 2.36, 0.04, 3.12, tool_force, -0.78, 0.38, 0.44, actual_rep, 6, curr_step, 12, track_size, 77, robot_vel, 9.28, joints_pos, 36.14, 54.33, -21.18, -73.74, 19.37, 53.7, 57.19, tool_torque, 0.085, 0.137, -0.086, tool_momentum, 0.082, 0.132, -0.086, robot_mode, rotation_overlay, 
06/04/2022 14:44:09:616, robot_pos_w_timestamp, 1649252559550, 590.73, 253.93, 222.12, 2.3, 0.04, 3.12, tool_force, -0.67, 0.13, 0.35, actual_rep, 6, curr_step, 12, track_size, 77, robot_vel, 8.85, joints_pos, 36.23, 54.26, -21.39, -73.88, 19.53, 53.74, 60.62, tool_torque, 0.027, 0.13, -0.086, tool_momentum, 0.03, 0.127, -0.086, robot_mode, rotation_overlay, 
06/04/2022 14:44:09:828, robot_pos_w_timestamp, 1649252559731, 590.38, 252.65, 222.62, 2.18, 0.03, 3.12, tool_force, -0.72, 0.59, 0.77, actual_rep, 6, curr_step, 13, track_size, 77, robot_vel, 7.2, joints_pos, 36.32, 54.21, -21.65, -74.0, 19.63, 53.89, 67.13, tool_torque, -0.0050, 0.208, -0.138, tool_momentum, -0.0030, 0.207, -0.138, robot_mode, rotation_overlay, 
06/04/2022 14:44:09:939, robot_pos_w_timestamp, 1649252559881, 590.02, 251.54, 223.01, 2.11, 0.03, 3.12, tool_force, -0.2, 0.21, 0.31, actual_rep, 6, curr_step, 13, track_size, 77, robot_vel, 7.93, joints_pos, 36.31, 54.11, -21.72, -74.15, 19.65, 53.92, 71.03, tool_torque, -0.011, 0.075, -0.103, tool_momentum, -0.015, 0.075, -0.103, robot_mode, rotation_overlay, 
06/04/2022 14:44:10:116, robot_pos_w_timestamp, 1649252560038, 589.68, 250.32, 223.52, 2.07, 0.03, 3.12, tool_force, -0.07, 0.6, 0.67, actual_rep, 6, curr_step, 13, track_size, 77, robot_vel, 8.17, joints_pos, 36.24, 53.97, -21.71, -74.33, 19.64, 53.89, 72.91, tool_torque, 0.104, -0.029, -0.086, tool_momentum, 0.103, -0.033, -0.086, robot_mode, rotation_overlay, 
06/04/2022 14:44:10:255, robot_pos_w_timestamp, 1649252560170, 589.3, 249.74, 223.81, 2.07, 0.03, 3.12, tool_force, 0.21, 0.02, -0.15, actual_rep, 6, curr_step, 13, track_size, 77, robot_vel, 5.24, joints_pos, 36.19, 53.86, -21.65, -74.48, 19.64, 53.8, 73.08, tool_torque, 0.144, -0.157, 0.038, tool_momentum, 0.148, -0.167, 0.038, robot_mode, rotation_overlay, 
06/04/2022 14:44:10:395, robot_pos_w_timestamp, 1649252560319, 588.92, 249.03, 223.18, 2.08, 0.03, 3.12, tool_force, 0.76, 0.54, -0.19, actual_rep, 6, curr_step, 13, track_size, 77, robot_vel, 8.47, joints_pos, 36.17, 53.87, -21.66, -74.59, 19.54, 53.78, 72.3, tool_torque, 0.234, -0.338, 0.39, tool_momentum, 0.242, -0.341, 0.392, robot_mode, rotation_overlay, 
06/04/2022 14:44:10:536, robot_pos_w_timestamp, 1649252560468, 588.64, 247.96, 223.57, 2.12, 0.03, 3.12, tool_force, 0.64, 0.97, 0.42, actual_rep, 6, curr_step, 13, track_size, 77, robot_vel, 9.65, joints_pos, 36.11, 53.78, -21.65, -74.69, 19.47, 53.88, 69.88, tool_torque, 0.197, -0.371, 0.433, tool_momentum, 0.193, -0.372, 0.433, robot_mode, rotation_overlay, 
06/04/2022 14:44:10:702, robot_pos_w_timestamp, 1649252560634, 587.93, 246.56, 224.17, 2.21, 0.03, 3.13, tool_force, 0.61, 0.7, -0.07, actual_rep, 6, curr_step, 13, track_size, 77, robot_vel, 9.9, joints_pos, 35.95, 53.56, -21.49, -74.95, 19.35, 53.82, 64.63, tool_torque, 0.313, -0.44, 0.465, tool_momentum, 0.33, -0.463, 0.468, robot_mode, rotation_overlay, 
06/04/2022 14:44:10:840, robot_pos_w_timestamp, 1649252560775, 587.43, 245.3, 224.72, 2.3, 0.03, 3.13, tool_force, 0.54, 1.24, 0.25, actual_rep, 6, curr_step, 14, track_size, 77, robot_vel, 10.97, joints_pos, 35.79, 53.38, -21.32, -75.17, 19.26, 53.75, 59.33, tool_torque, 0.483, -0.509, 0.5, tool_momentum, 0.484, -0.513, 0.499, robot_mode, rotation_overlay, 
06/04/2022 14:44:10:997, robot_pos_w_timestamp, 1649252560924, 586.81, 244.02, 225.25, 2.37, 0.03, 3.13, tool_force, 0.59, 0.78, -0.16, actual_rep, 6, curr_step, 14, track_size, 77, robot_vel, 9.41, joints_pos, 35.7, 53.2, -21.27, -75.4, 19.21, 53.69, 55.31, tool_torque, 0.434, -0.442, 0.492, tool_momentum, 0.435, -0.443, 0.492, robot_mode, rotation_overlay, 
06/04/2022 14:44:11:177, robot_pos_w_timestamp, 1649252561075, 586.22, 242.72, 225.76, 2.41, 0.03, 3.14, tool_force, 0.25, 0.99, 0.23, actual_rep, 6, curr_step, 14, track_size, 77, robot_vel, 10.73, joints_pos, 35.68, 53.05, -21.33, -75.62, 19.2, 53.69, 53.13, tool_torque, 0.385, -0.32, 0.442, tool_momentum, 0.381, -0.318, 0.442, robot_mode, rotation_overlay, 
06/04/2022 14:44:11:377, robot_pos_w_timestamp, 1649252561211, 585.76, 241.9, 226.18, 2.41, 0.03, 3.14, tool_force, 0.22, 0.45, 0.2, actual_rep, 6, curr_step, 14, track_size, 77, robot_vel, 3.28, joints_pos, 35.69, 52.96, -21.38, -75.75, 19.19, 53.72, 52.77, tool_torque, 0.277, -0.277, 0.375, tool_momentum, 0.281, -0.295, 0.376, robot_mode, rotation_overlay, 
06/04/2022 14:44:11:480, robot_pos_w_timestamp, 1649252561357, 585.6, 241.4, 225.51, 2.4, 0.03, 3.14, tool_force, 0.01, 0.85, 0.39, actual_rep, 6, curr_step, 14, track_size, 77, robot_vel, 7.84, joints_pos, 35.68, 52.99, -21.43, -75.82, 19.28, 53.66, 53.32, tool_torque, 0.294, -0.145, 0.09, tool_momentum, 0.291, -0.138, 0.09, robot_mode, rotation_overlay, 
06/04/2022 14:44:11:680, robot_pos_w_timestamp, 1649252561513, 585.17, 240.33, 225.87, 2.36, 0.03, 3.13, tool_force, -0.55, 0.34, 0.14, actual_rep, 6, curr_step, 14, track_size, 77, robot_vel, 9.32, joints_pos, 35.75, 52.91, -21.65, -76.01, 19.58, 53.66, 55.71, tool_torque, 0.117, 0.038, -0.0070, tool_momentum, 0.129, 0.0050, -0.0070, robot_mode, rotation_overlay, 
06/04/2022 14:44:11:785, robot_pos_w_timestamp, 1649252561659, 584.53, 239.31, 226.36, 2.28, 0.03, 3.13, tool_force, -0.8, 0.31, 0.17, actual_rep, 6, curr_step, 14, track_size, 77, robot_vel, 8.89, joints_pos, 35.84, 52.8, -21.87, -76.21, 19.78, 53.72, 60.09, tool_torque, 0.055, 0.141, -0.066, tool_momentum, 0.06, 0.141, -0.066, robot_mode, rotation_overlay, 
06/04/2022 14:44:11:986, robot_pos_w_timestamp, 1649252561808, 584.04, 238.31, 226.91, 2.18, 0.03, 3.13, tool_force, -0.91, 0.6, 0.65, actual_rep, 6, curr_step, 15, track_size, 77, robot_vel, 8.38, joints_pos, 35.89, 52.72, -22.03, -76.33, 19.87, 53.85, 65.42, tool_torque, 0.0080, 0.209, -0.128, tool_momentum, 0.0060, 0.214, -0.128, robot_mode, rotation_overlay, 
06/04/2022 14:44:12:084, robot_pos_w_timestamp, 1649252561965, 583.45, 237.32, 227.51, 2.11, 0.03, 3.13, tool_force, -0.37, 0.21, 0.3, actual_rep, 6, curr_step, 15, track_size, 77, robot_vel, 8.45, joints_pos, 35.88, 52.58, -22.07, -76.51, 19.87, 53.87, 69.47, tool_torque, 0.011, 0.07, -0.113, tool_momentum, 0.04, 0.083, -0.113, robot_mode, rotation_overlay, 
06/04/2022 14:44:12:294, robot_pos_w_timestamp, 1649252562110, 582.86, 236.37, 228.07, 2.07, 0.03, 3.13, tool_force, -0.15, 0.66, 0.34, actual_rep, 6, curr_step, 15, track_size, 77, robot_vel, 8.65, joints_pos, 35.83, 52.42, -22.05, -76.72, 19.86, 53.82, 71.36, tool_torque, 0.132, -0.027, -0.073, tool_momentum, 0.133, -0.03, -0.073, robot_mode, rotation_overlay, 
06/04/2022 14:44:12:389, robot_pos_w_timestamp, 1649252562249, 582.38, 235.76, 228.52, 2.07, 0.03, 3.13, tool_force, 0.65, 0.19, 0.0, actual_rep, 6, curr_step, 15, track_size, 77, robot_vel, 7.77, joints_pos, 35.74, 52.27, -21.92, -76.9, 19.78, 53.71, 71.66, tool_torque, 0.137, -0.203, 0.029, tool_momentum, 0.149, -0.182, 0.031, robot_mode, rotation_overlay, 
06/04/2022 14:44:12:512, robot_pos_w_timestamp, 1649252562393, 582.03, 235.39, 227.91, 2.08, 0.03, 3.13, tool_force, 0.9, 0.67, 0.29, actual_rep, 6, curr_step, 15, track_size, 77, robot_vel, 8.0, joints_pos, 35.74, 52.28, -21.92, -76.97, 19.72, 53.67, 71.09, tool_torque, 0.255, -0.43, 0.429, tool_momentum, 0.251, -0.429, 0.43, robot_mode, rotation_overlay, 
06/04/2022 14:44:12:716, robot_pos_w_timestamp, 1649252562545, 581.7, 234.73, 228.39, 2.12, 0.03, 3.13, tool_force, 1.17, 0.91, 0.14, actual_rep, 6, curr_step, 15, track_size, 77, robot_vel, 7.36, joints_pos, 35.72, 52.2, -21.94, -77.05, 19.65, 53.76, 68.57, tool_torque, 0.214, -0.466, 0.456, tool_momentum, 0.205, -0.464, 0.454, robot_mode, rotation_overlay, 
06/04/2022 14:44:12:847, robot_pos_w_timestamp, 1649252562706, 580.9, 233.77, 228.99, 2.2, 0.03, 3.14, tool_force, 1.07, 0.94, 0.09, actual_rep, 6, curr_step, 15, track_size, 77, robot_vel, 9.62, joints_pos, 35.61, 51.99, -21.79, -77.3, 19.54, 53.68, 63.67, tool_torque, 0.385, -0.574, 0.49, tool_momentum, 0.394, -0.576, 0.492, robot_mode, rotation_overlay, 
06/04/2022 14:44:13:036, robot_pos_w_timestamp, 1649252562861, 580.26, 232.78, 229.64, 2.31, 0.03, 3.14, tool_force, 0.68, 1.17, -0.03, actual_rep, 6, curr_step, 16, track_size, 77, robot_vel, 9.38, joints_pos, 35.42, 51.77, -21.55, -77.54, 19.38, 53.57, 57.82, tool_torque, 0.499, -0.48, 0.512, tool_momentum, 0.501, -0.47, 0.512, robot_mode, rotation_overlay, 
06/04/2022 14:44:13:136, robot_pos_w_timestamp, 1649252563009, 579.69, 231.81, 230.3, 2.37, 0.03, 3.14, tool_force, 0.42, 1.04, -0.05, actual_rep, 6, curr_step, 16, track_size, 77, robot_vel, 9.1, joints_pos, 35.3, 51.59, -21.42, -77.73, 19.26, 53.54, 53.93, tool_torque, 0.479, -0.43, 0.516, tool_momentum, 0.48, -0.429, 0.516, robot_mode, rotation_overlay, 
06/04/2022 14:44:13:326, robot_pos_w_timestamp, 1649252563163, 579.03, 230.89, 230.89, 2.41, 0.02, 3.14, tool_force, 0.27, 1.14, 0.25, actual_rep, 6, curr_step, 16, track_size, 77, robot_vel, 8.71, joints_pos, 35.27, 51.43, -21.42, -77.92, 19.23, 53.54, 51.84, tool_torque, 0.453, -0.381, 0.487, tool_momentum, 0.455, -0.38, 0.486, robot_mode, rotation_overlay, 
06/04/2022 14:44:13:462, robot_pos_w_timestamp, 1649252563300, 578.56, 230.31, 231.3, 2.42, 0.02, 3.14, tool_force, 0.13, 0.61, -0.3, actual_rep, 6, curr_step, 16, track_size, 77, robot_vel, 4.82, joints_pos, 35.27, 51.34, -21.45, -78.04, 19.22, 53.55, 51.52, tool_torque, 0.324, -0.306, 0.391, tool_momentum, 0.321, -0.31, 0.391, robot_mode, rotation_overlay, 
06/04/2022 14:44:13:597, robot_pos_w_timestamp, 1649252563447, 578.4, 229.92, 230.68, 2.4, 0.02, -3.14, tool_force, -0.45, 1.09, 0.73, actual_rep, 6, curr_step, 16, track_size, 77, robot_vel, 8.29, joints_pos, 35.28, 51.38, -21.49, -78.08, 19.22, 53.54, 52.26, tool_torque, 0.239, -0.0030, 0.052, tool_momentum, 0.229, 0.0060, 0.05, robot_mode, rotation_overlay, 
06/04/2022 14:44:13:757, robot_pos_w_timestamp, 1649252563605, 577.7, 229.12, 231.38, 2.36, 0.02, 3.14, tool_force, -0.44, 0.26, 0.08, actual_rep, 6, curr_step, 16, track_size, 77, robot_vel, 9.6, joints_pos, 35.28, 51.22, -21.53, -78.28, 19.3, 53.55, 54.99, tool_torque, 0.136, -0.055, 0.031, tool_momentum, 0.149, -0.072, 0.034, robot_mode, rotation_overlay, 
06/04/2022 14:44:13:981, robot_pos_w_timestamp, 1649252563753, 577.04, 228.08, 231.9, 2.27, 0.02, 3.14, tool_force, -0.93, 0.62, 0.46, actual_rep, 6, curr_step, 16, track_size, 77, robot_vel, 8.84, joints_pos, 35.38, 51.11, -21.79, -78.51, 19.66, 53.55, 59.42, tool_torque, 0.125, 0.097, -0.022, tool_momentum, 0.126, 0.095, -0.022, robot_mode, rotation_overlay, 
06/04/2022 14:44:14:068, robot_pos_w_timestamp, 1649252563912, 576.28, 227.26, 232.69, 2.17, 0.02, 3.14, tool_force, -0.97, 0.43, 0.38, actual_rep, 6, curr_step, 17, track_size, 77, robot_vel, 10.2, joints_pos, 35.51, 51.0, -22.04, -78.67, 19.83, 53.68, 64.98, tool_torque, 0.0, 0.174, -0.094, tool_momentum, -0.0040, 0.168, -0.094, robot_mode, rotation_overlay, 
06/04/2022 14:44:14:272, robot_pos_w_timestamp, 1649252564052, 575.62, 226.43, 233.31, 2.11, 0.02, 3.14, tool_force, -0.58, 0.57, 0.41, actual_rep, 6, curr_step, 17, track_size, 77, robot_vel, 9.5, joints_pos, 35.5, 50.85, -22.08, -78.86, 19.87, 53.71, 68.46, tool_torque, 0.045, 0.108, -0.077, tool_momentum, 0.039, 0.11, -0.077, robot_mode, rotation_overlay, 
