30/03/2022 17:05:43: File Created!
30/03/2022 17:05:43:138, robot_pos_w_timestamp, 1648652658117, 612.88, 280.94, 203.69, 2.36, -0.03, 3.07, tool_force, 0.45, -0.54, -0.07, actual_rep, 1, curr_step, 1, track_size, 99, robot_vel, 23.57, joints_pos, 36.47, 59.59, -22.94, -66.97, 27.91, 55.42, 53.75, tool_torque, -0.068, -0.276, 0.121, tool_momentum, -0.068, -0.277, 0.121, robot_mode, normal, 
30/03/2022 17:06:02:842, robot_pos_w_timestamp, 1648652677670, 486.6, 150.51, 223.89, 2.37, -0.06, 3.1, tool_force, -4.21, -0.17, 15.1, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 0.2, joints_pos, 33.55, 40.6, -22.8, -101.14, 28.07, 43.52, 39.24, tool_torque, 1.779, 0.079, 0.414, tool_momentum, 1.78, 0.078, 0.414, robot_mode, normal, 
30/03/2022 17:06:02:944, robot_pos_w_timestamp, 1648652677820, 486.6, 150.51, 223.89, 2.37, -0.06, 3.1, tool_force, -4.25, -0.16, 15.11, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 0.08, joints_pos, 33.55, 40.6, -22.8, -101.14, 28.07, 43.52, 39.24, tool_torque, 1.791, 0.08, 0.419, tool_momentum, 1.791, 0.08, 0.419, robot_mode, normal, 
30/03/2022 17:06:03:145, robot_pos_w_timestamp, 1648652677974, 486.63, 150.49, 223.89, 2.37, -0.06, 3.1, tool_force, -4.26, -0.2, 15.0, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 0.41, joints_pos, 33.54, 40.61, -22.8, -101.14, 28.07, 43.52, 39.24, tool_torque, 1.786, 0.061, 0.432, tool_momentum, 1.785, 0.061, 0.432, robot_mode, normal, 
30/03/2022 17:06:03:250, robot_pos_w_timestamp, 1648652678124, 486.64, 150.49, 223.89, 2.37, -0.06, 3.1, tool_force, -4.27, -0.21, 15.08, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 0.04, joints_pos, 33.54, 40.61, -22.8, -101.14, 28.07, 43.52, 39.24, tool_torque, 1.759, 0.066, 0.427, tool_momentum, 1.759, 0.067, 0.427, robot_mode, normal, 
30/03/2022 17:06:03:418, robot_pos_w_timestamp, 1648652678274, 486.66, 150.49, 223.9, 2.37, -0.06, 3.1, tool_force, -4.41, -0.08, 15.06, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 0.32, joints_pos, 33.54, 40.61, -22.8, -101.13, 28.07, 43.52, 39.24, tool_torque, 1.777, 0.068, 0.44, tool_momentum, 1.777, 0.066, 0.44, robot_mode, normal, 
30/03/2022 17:06:03:550, robot_pos_w_timestamp, 1648652678425, 486.67, 150.48, 223.89, 2.37, -0.06, 3.1, tool_force, -4.37, -0.13, 15.02, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 0.2, joints_pos, 33.54, 40.61, -22.81, -101.13, 28.07, 43.52, 39.24, tool_torque, 1.756, 0.054, 0.445, tool_momentum, 1.756, 0.055, 0.445, robot_mode, normal, 
30/03/2022 17:06:03:689, robot_pos_w_timestamp, 1648652678577, 486.69, 150.48, 223.91, 2.37, -0.06, 3.1, tool_force, -4.44, -0.1, 14.92, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 0.22, joints_pos, 33.54, 40.61, -22.81, -101.13, 28.07, 43.52, 39.24, tool_torque, 1.74, 0.047, 0.449, tool_momentum, 1.74, 0.047, 0.45, robot_mode, normal, 
30/03/2022 17:06:03:852, robot_pos_w_timestamp, 1648652678727, 486.72, 150.47, 223.93, 2.37, -0.06, 3.1, tool_force, -4.4, -0.11, 14.83, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 0.31, joints_pos, 33.54, 40.61, -22.81, -101.13, 28.07, 43.52, 39.24, tool_torque, 1.717, 0.029, 0.454, tool_momentum, 1.714, 0.03, 0.454, robot_mode, normal, 
30/03/2022 17:06:04:054, robot_pos_w_timestamp, 1648652678877, 486.71, 150.5, 223.93, 2.37, -0.06, 3.1, tool_force, -4.29, -0.17, 14.81, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 0.25, joints_pos, 33.54, 40.61, -22.81, -101.13, 28.07, 43.52, 39.24, tool_torque, 1.702, 0.047, 0.434, tool_momentum, 1.702, 0.048, 0.434, robot_mode, normal, 
30/03/2022 17:06:04:163, robot_pos_w_timestamp, 1648652679028, 486.69, 150.5, 223.92, 2.37, -0.06, 3.1, tool_force, -4.33, -0.19, 14.9, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 0.27, joints_pos, 33.54, 40.61, -22.81, -101.13, 28.07, 43.52, 39.24, tool_torque, 1.717, 0.045, 0.43, tool_momentum, 1.717, 0.046, 0.43, robot_mode, normal, 
30/03/2022 17:06:04:369, robot_pos_w_timestamp, 1648652679178, 486.68, 150.49, 223.92, 2.37, -0.06, 3.1, tool_force, -4.43, -0.12, 15.01, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 0.1, joints_pos, 33.54, 40.61, -22.81, -101.13, 28.07, 43.52, 39.24, tool_torque, 1.75, 0.062, 0.44, tool_momentum, 1.751, 0.062, 0.44, robot_mode, normal, 
30/03/2022 17:06:04:467, robot_pos_w_timestamp, 1648652679328, 486.67, 150.48, 223.91, 2.37, -0.06, 3.1, tool_force, -4.41, -0.09, 15.11, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 0.05, joints_pos, 33.54, 40.61, -22.81, -101.13, 28.07, 43.52, 39.24, tool_torque, 1.756, 0.062, 0.438, tool_momentum, 1.756, 0.063, 0.438, robot_mode, normal, 
30/03/2022 17:06:04:695, robot_pos_w_timestamp, 1648652679488, 486.66, 150.51, 223.9, 2.37, -0.06, 3.1, tool_force, -4.24, -0.17, 15.07, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 0.37, joints_pos, 33.54, 40.61, -22.8, -101.13, 28.07, 43.52, 39.23, tool_torque, 1.739, 0.067, 0.416, tool_momentum, 1.739, 0.066, 0.416, robot_mode, normal, 
30/03/2022 17:06:04:899, robot_pos_w_timestamp, 1648652679788, 486.74, 150.48, 224.0, 2.37, -0.06, 3.1, tool_force, -4.69, -0.05, 14.36, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 1.05, joints_pos, 33.54, 40.6, -22.81, -101.13, 28.07, 43.52, 39.23, tool_torque, 1.715, 0.072, 0.44, tool_momentum, 1.713, 0.07, 0.441, robot_mode, normal, 
30/03/2022 17:06:05:053, robot_pos_w_timestamp, 1648652679939, 487.03, 150.31, 224.43, 2.37, -0.06, 3.1, tool_force, -5.12, -0.23, 12.39, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 3.5, joints_pos, 33.54, 40.57, -22.84, -101.1, 28.08, 43.55, 39.23, tool_torque, 1.431, -0.069, 0.502, tool_momentum, 1.417, -0.074, 0.5, robot_mode, normal, 
30/03/2022 17:06:05:217, robot_pos_w_timestamp, 1648652680093, 487.24, 150.58, 226.15, 2.37, -0.06, 3.09, tool_force, -4.22, 0.59, 6.52, actual_rep, 1, curr_step, 44, track_size, 99, robot_vel, 13.85, joints_pos, 33.54, 40.37, -22.84, -101.1, 28.09, 43.62, 39.21, tool_torque, 0.692, -0.094, 0.406, tool_momentum, 0.691, -0.093, 0.406, robot_mode, normal, 
30/03/2022 17:06:05:394, robot_pos_w_timestamp, 1648652680241, 485.83, 153.29, 227.3, 2.37, -0.06, 3.09, tool_force, -5.33, 0.25, 5.16, actual_rep, 1, curr_step, 45, track_size, 99, robot_vel, 44.78, joints_pos, 33.72, 40.14, -22.65, -101.21, 28.05, 43.65, 39.52, tool_torque, 0.335, 0.223, 0.174, tool_momentum, 0.338, 0.224, 0.174, robot_mode, normal, 
30/03/2022 17:06:05:499, robot_pos_w_timestamp, 1648652680391, 483.63, 159.0, 228.8, 2.37, -0.06, 3.09, tool_force, -4.77, 0.17, 2.82, actual_rep, 1, curr_step, 46, track_size, 99, robot_vel, 41.71, joints_pos, 34.33, 39.84, -22.51, -101.39, 27.95, 43.37, 40.24, tool_torque, 0.455, 0.342, 0.114, tool_momentum, 0.51, 0.323, 0.121, robot_mode, normal, 
30/03/2022 17:06:05:730, robot_pos_w_timestamp, 1648652680542, 481.31, 164.57, 229.58, 2.37, -0.06, 3.08, tool_force, -4.15, 0.32, 2.78, actual_rep, 1, curr_step, 48, track_size, 99, robot_vel, 37.61, joints_pos, 34.96, 39.64, -22.47, -101.6, 28.28, 43.1, 40.59, tool_torque, 0.387, 0.417, 0.06, tool_momentum, 0.386, 0.411, 0.06, robot_mode, normal, 
30/03/2022 17:06:05:819, robot_pos_w_timestamp, 1648652680692, 479.32, 170.61, 230.26, 2.37, -0.06, 3.08, tool_force, -3.54, 0.17, 2.3, actual_rep, 1, curr_step, 49, track_size, 99, robot_vel, 40.53, joints_pos, 35.74, 39.57, -22.55, -101.6, 28.25, 43.11, 41.33, tool_torque, 0.201, 0.372, 0.015, tool_momentum, 0.21, 0.367, 0.015, robot_mode, normal, 
30/03/2022 17:06:06:021, robot_pos_w_timestamp, 1648652680846, 477.29, 176.63, 230.95, 2.37, -0.06, 3.08, tool_force, -3.51, -0.04, 2.19, actual_rep, 1, curr_step, 50, track_size, 99, robot_vel, 39.85, joints_pos, 36.49, 39.5, -22.6, -101.59, 28.22, 43.11, 42.07, tool_torque, 0.082, 0.452, -0.035, tool_momentum, 0.095, 0.424, -0.029, robot_mode, normal, 
30/03/2022 17:06:06:327, robot_pos_w_timestamp, 1648652681146, 474.22, 188.21, 232.19, 2.36, -0.06, 3.08, tool_force, -2.43, -0.41, 1.29, actual_rep, 1, curr_step, 52, track_size, 99, robot_vel, 41.02, joints_pos, 37.83, 39.45, -22.6, -101.42, 28.1, 43.13, 43.96, tool_torque, -0.025, 0.349, -0.011, tool_momentum, -0.024, 0.341, -0.01, robot_mode, normal, 
30/03/2022 17:06:06:415, robot_pos_w_timestamp, 1648652681294, 473.32, 193.93, 232.88, 2.36, -0.06, 3.08, tool_force, -1.82, -0.53, 1.17, actual_rep, 1, curr_step, 53, track_size, 99, robot_vel, 37.0, joints_pos, 38.44, 39.48, -22.6, -101.21, 28.06, 43.18, 44.94, tool_torque, -0.13, 0.222, -0.018, tool_momentum, -0.152, 0.238, -0.018, robot_mode, normal, 
30/03/2022 17:06:06:659, robot_pos_w_timestamp, 1648652681444, 473.11, 199.72, 233.54, 2.35, -0.06, 3.08, tool_force, -2.25, -0.82, 1.11, actual_rep, 1, curr_step, 54, track_size, 99, robot_vel, 43.62, joints_pos, 39.03, 39.57, -22.6, -100.88, 27.98, 43.23, 45.95, tool_torque, -0.187, 0.24, -0.0060, tool_momentum, -0.173, 0.237, -0.0040, robot_mode, normal, 
30/03/2022 17:06:06:743, robot_pos_w_timestamp, 1648652681598, 473.57, 205.67, 234.44, 2.35, -0.05, 3.07, tool_force, -2.04, -0.66, 0.24, actual_rep, 1, curr_step, 55, track_size, 99, robot_vel, 38.85, joints_pos, 39.64, 39.63, -22.6, -100.58, 27.82, 42.88, 47.02, tool_torque, -0.0080, 0.391, 0.0, tool_momentum, -0.016, 0.396, 0.0, robot_mode, normal, 
30/03/2022 17:06:06:938, robot_pos_w_timestamp, 1648652681747, 474.53, 211.41, 235.34, 2.34, -0.05, 3.07, tool_force, -1.91, -0.81, 0.83, actual_rep, 1, curr_step, 56, track_size, 99, robot_vel, 39.92, joints_pos, 40.15, 39.81, -22.61, -100.04, 27.71, 43.0, 48.05, tool_torque, -0.216, 0.268, -0.021, tool_momentum, -0.213, 0.269, -0.021, robot_mode, normal, 
30/03/2022 17:06:07:043, robot_pos_w_timestamp, 1648652681896, 476.48, 217.2, 236.02, 2.34, -0.05, 3.07, tool_force, -1.72, -0.88, 0.71, actual_rep, 1, curr_step, 58, track_size, 99, robot_vel, 43.65, joints_pos, 40.59, 40.09, -22.61, -99.37, 27.61, 43.1, 49.08, tool_torque, -0.21, 0.286, -0.037, tool_momentum, -0.213, 0.295, -0.037, robot_mode, normal, 
30/03/2022 17:06:07:226, robot_pos_w_timestamp, 1648652682048, 478.84, 223.16, 236.66, 2.33, -0.04, 3.06, tool_force, -1.24, -0.97, 0.15, actual_rep, 1, curr_step, 58, track_size, 99, robot_vel, 42.77, joints_pos, 41.07, 40.38, -22.63, -98.69, 27.48, 42.93, 50.36, tool_torque, -0.056, 0.314, -0.032, tool_momentum, -0.046, 0.319, -0.033, robot_mode, normal, 
30/03/2022 17:06:07:354, robot_pos_w_timestamp, 1648652682197, 481.45, 229.0, 237.08, 2.32, -0.04, 3.06, tool_force, -1.16, -0.8, 0.63, actual_rep, 1, curr_step, 60, track_size, 99, robot_vel, 43.3, joints_pos, 41.46, 40.79, -22.65, -97.85, 27.37, 43.17, 51.37, tool_torque, -0.303, 0.346, -0.105, tool_momentum, -0.305, 0.353, -0.105, robot_mode, normal, 
30/03/2022 17:06:07:498, robot_pos_w_timestamp, 1648652682352, 485.55, 234.95, 237.21, 2.31, -0.03, 3.05, tool_force, -1.4, -0.81, 0.2, actual_rep, 1, curr_step, 61, track_size, 99, robot_vel, 54.26, joints_pos, 41.81, 41.29, -22.68, -96.9, 27.23, 42.99, 52.55, tool_torque, -0.077, 0.455, -0.108, tool_momentum, -0.068, 0.435, -0.104, robot_mode, normal, 
30/03/2022 17:06:07:660, robot_pos_w_timestamp, 1648652682497, 489.13, 240.7, 237.35, 2.31, -0.03, 3.05, tool_force, -0.58, -1.13, 0.57, actual_rep, 1, curr_step, 63, track_size, 99, robot_vel, 45.51, joints_pos, 42.12, 41.83, -22.69, -95.87, 27.12, 43.18, 53.54, tool_torque, -0.276, 0.271, -0.111, tool_momentum, -0.277, 0.276, -0.111, robot_mode, normal, 
30/03/2022 17:06:07:771, robot_pos_w_timestamp, 1648652682648, 494.11, 246.22, 236.43, 2.3, -0.03, 3.05, tool_force, -0.87, -1.21, 0.31, actual_rep, 1, curr_step, 66, track_size, 99, robot_vel, 49.48, joints_pos, 42.31, 42.63, -22.72, -94.53, 26.76, 43.69, 54.82, tool_torque, -0.389, 0.357, -0.131, tool_momentum, -0.381, 0.356, -0.129, robot_mode, normal, 
30/03/2022 17:06:07:969, robot_pos_w_timestamp, 1648652682798, 500.26, 252.25, 235.86, 2.29, -0.02, 3.06, tool_force, -0.63, -0.77, 0.86, actual_rep, 1, curr_step, 69, track_size, 99, robot_vel, 54.7, joints_pos, 42.48, 43.57, -22.76, -92.87, 26.26, 44.45, 56.14, tool_torque, -0.345, 0.284, -0.122, tool_momentum, -0.354, 0.289, -0.122, robot_mode, normal, 
30/03/2022 17:06:08:279, robot_pos_w_timestamp, 1648652683097, 510.76, 259.4, 235.78, 2.28, -0.02, 3.07, tool_force, -1.34, -0.64, 0.78, actual_rep, 1, curr_step, 74, track_size, 99, robot_vel, 29.59, joints_pos, 42.51, 45.01, -22.95, -90.17, 25.58, 46.06, 57.97, tool_torque, -0.323, 0.407, -0.127, tool_momentum, -0.328, 0.409, -0.127, robot_mode, normal, 
30/03/2022 17:06:08:376, robot_pos_w_timestamp, 1648652683248, 511.44, 259.99, 235.66, 2.28, -0.02, 3.07, tool_force, 0.4, -0.91, -0.16, actual_rep, 1, curr_step, 77, track_size, 99, robot_vel, 2.4, joints_pos, 42.47, 45.1, -22.94, -90.03, 25.73, 46.16, 57.97, tool_torque, -0.139, -0.198, 0.103, tool_momentum, -0.141, -0.193, 0.103, robot_mode, normal, 
30/03/2022 17:06:08:576, robot_pos_w_timestamp, 1648652683396, 512.27, 260.09, 235.87, 2.28, -0.02, 3.07, tool_force, -0.34, -0.54, 0.42, actual_rep, 1, curr_step, 80, track_size, 99, robot_vel, 5.2, joints_pos, 42.45, 45.18, -22.94, -89.82, 25.41, 46.29, 58.22, tool_torque, -0.077, -0.016, 0.015, tool_momentum, -0.075, -0.016, 0.015, robot_mode, normal, 
30/03/2022 17:06:08:694, robot_pos_w_timestamp, 1648652683546, 512.56, 260.31, 236.27, 2.28, -0.01, 3.07, tool_force, -0.83, -0.02, 0.06, actual_rep, 1, curr_step, 82, track_size, 99, robot_vel, 10.46, joints_pos, 42.55, 45.13, -22.9, -89.82, 24.76, 46.01, 58.77, tool_torque, 0.174, 0.227, 0.0030, tool_momentum, 0.178, 0.219, 0.0030, robot_mode, normal, 
30/03/2022 17:06:08:849, robot_pos_w_timestamp, 1648652683694, 512.28, 260.27, 236.36, 2.28, -0.01, 3.06, tool_force, 0.28, 0.59, 0.32, actual_rep, 1, curr_step, 85, track_size, 99, robot_vel, 6.72, joints_pos, 42.49, 45.07, -22.87, -89.93, 25.13, 45.92, 58.52, tool_torque, 0.375, -0.217, 0.304, tool_momentum, 0.373, -0.219, 0.304, robot_mode, normal, 
