29/04/2022 15:42:20: File Created!
29/04/2022 15:42:20:937, robot_pos_w_timestamp, 1651243237381, 612.87, 280.93, 203.71, 2.36, -0.03, 3.07, tool_force, -1.02, 0.08, 7.26, actual_rep, 2, curr_step, 1, track_size, 99, robot_vel, 29.47, joints_pos, 21.94, 57.49, 3.83, -66.97, -0.18, 52.4, 68.86, tool_torque, -0.174, 0.331, 0.085, robot_mode, normal, 
29/04/2022 15:42:42:435, robot_pos_w_timestamp, 1651243258708, 607.73, 156.39, 201.63, 2.32, -0.02, -3.13, tool_force, -0.7, -0.16, 7.27, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 39.67, joints_pos, 11.79, 53.12, 4.14, -76.15, -3.53, 51.75, 63.75, tool_torque, -0.385, 0.286, -0.073, robot_mode, normal, 
29/04/2022 15:42:42:591, robot_pos_w_timestamp, 1651243258856, 609.85, 162.22, 200.9, 2.31, -0.01, -3.13, tool_force, -0.9, 0.1, 7.74, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 42.3, joints_pos, 12.33, 53.58, 4.13, -75.37, -3.85, 51.99, 64.8, tool_torque, -0.349, 0.333, -0.084, robot_mode, normal, 
29/04/2022 15:42:42:739, robot_pos_w_timestamp, 1651243259005, 611.87, 167.9, 200.22, 2.31, -0.01, -3.13, tool_force, -0.68, -0.03, 7.06, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 38.69, joints_pos, 12.84, 54.0, 4.13, -74.63, -4.17, 52.2, 65.78, tool_torque, -0.378, 0.349, -0.095, robot_mode, normal, 
29/04/2022 15:42:42:892, robot_pos_w_timestamp, 1651243259156, 613.63, 173.87, 199.59, 2.3, 0.0, -3.13, tool_force, -0.66, -0.12, 7.43, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 40.0, joints_pos, 13.33, 54.38, 4.16, -73.96, -4.27, 52.26, 66.42, tool_torque, -0.282, 0.305, -0.082, robot_mode, normal, 
29/04/2022 15:42:43:046, robot_pos_w_timestamp, 1651243259304, 615.15, 179.61, 199.03, 2.3, 0.0, -3.14, tool_force, -1.46, 0.02, 7.36, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 41.46, joints_pos, 13.78, 54.74, 4.18, -73.34, -4.27, 52.32, 66.96, tool_torque, -0.35, 0.394, -0.098, robot_mode, normal, 
29/04/2022 15:42:43:191, robot_pos_w_timestamp, 1651243259453, 616.33, 185.42, 198.61, 2.3, 0.0, -3.14, tool_force, -1.12, -0.16, 7.45, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 40.45, joints_pos, 14.25, 55.07, 4.2, -72.76, -4.27, 52.42, 67.42, tool_torque, -0.334, 0.363, -0.101, robot_mode, normal, 
29/04/2022 15:42:43:346, robot_pos_w_timestamp, 1651243259602, 617.4, 191.18, 198.22, 2.3, 0.0, 3.14, tool_force, -0.72, -0.03, 7.2, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 41.44, joints_pos, 14.72, 55.38, 4.21, -72.19, -4.27, 52.5, 67.9, tool_torque, -0.256, 0.322, -0.09, robot_mode, normal, 
29/04/2022 15:42:43:646, robot_pos_w_timestamp, 1651243259901, 618.9, 202.85, 197.7, 2.3, 0.01, 3.13, tool_force, -1.01, 0.33, 7.16, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 39.03, joints_pos, 15.73, 55.87, 4.22, -71.27, -4.5, 52.36, 68.89, tool_torque, -0.061, 0.457, -0.059, robot_mode, normal, 
29/04/2022 15:42:43:799, robot_pos_w_timestamp, 1651243260049, 619.38, 208.56, 197.56, 2.31, 0.0, 3.13, tool_force, -1.28, -0.14, 6.95, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 35.78, joints_pos, 16.05, 56.11, 4.36, -70.83, -4.28, 52.36, 68.98, tool_torque, -0.079, 0.422, -0.025, robot_mode, normal, 
29/04/2022 15:42:43:957, robot_pos_w_timestamp, 1651243260199, 619.71, 214.67, 197.53, 2.31, 0.0, 3.12, tool_force, -1.13, -0.12, 6.95, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 37.72, joints_pos, 16.48, 56.33, 4.43, -70.38, -4.11, 52.36, 69.06, tool_torque, -0.113, 0.41, -0.054, robot_mode, normal, 
29/04/2022 15:42:44:099, robot_pos_w_timestamp, 1651243260345, 619.87, 220.2, 197.6, 2.31, 0.0, 3.12, tool_force, -0.96, -0.03, 6.77, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 37.86, joints_pos, 16.92, 56.51, 4.43, -70.02, -3.96, 52.32, 69.13, tool_torque, -0.038, 0.387, -0.056, robot_mode, normal, 
29/04/2022 15:42:44:257, robot_pos_w_timestamp, 1651243260495, 619.99, 225.96, 197.72, 2.32, 0.0, 3.11, tool_force, -1.55, 0.07, 7.15, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 37.61, joints_pos, 17.37, 56.68, 4.43, -69.64, -3.78, 52.26, 69.2, tool_torque, -0.035, 0.501, -0.08, robot_mode, normal, 
29/04/2022 15:42:44:401, robot_pos_w_timestamp, 1651243260644, 619.85, 231.78, 197.99, 2.32, 0.0, 3.11, tool_force, -0.94, 0.23, 6.86, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 37.37, joints_pos, 17.84, 56.83, 4.43, -69.31, -3.64, 52.19, 69.27, tool_torque, 0.0060, 0.398, -0.06, robot_mode, normal, 
29/04/2022 15:42:44:551, robot_pos_w_timestamp, 1651243260793, 619.61, 237.58, 198.26, 2.33, 0.0, 3.1, tool_force, -1.13, -0.16, 6.98, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 40.25, joints_pos, 18.29, 56.97, 4.43, -68.96, -3.44, 52.2, 69.32, tool_torque, -0.117, 0.364, -0.016, robot_mode, normal, 
29/04/2022 15:42:44:712, robot_pos_w_timestamp, 1651243260942, 619.18, 243.39, 198.69, 2.33, -0.01, 3.1, tool_force, -0.9, -0.4, 7.34, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 40.35, joints_pos, 18.74, 57.15, 4.46, -68.53, -3.21, 52.44, 69.31, tool_torque, -0.261, 0.271, 0.03, robot_mode, normal, 
29/04/2022 15:42:45:005, robot_pos_w_timestamp, 1651243261242, 618.09, 254.97, 199.78, 2.34, -0.01, 3.09, tool_force, -1.26, -0.55, 6.88, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 39.01, joints_pos, 19.64, 57.38, 4.46, -67.87, -2.76, 52.54, 69.64, tool_torque, -0.188, 0.381, -0.09, robot_mode, normal, 
29/04/2022 15:42:45:157, robot_pos_w_timestamp, 1651243261391, 617.29, 260.85, 200.38, 2.34, -0.01, 3.09, tool_force, -0.64, -0.18, 6.87, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 41.02, joints_pos, 20.08, 57.47, 4.49, -67.6, -2.42, 52.51, 69.69, tool_torque, -0.074, 0.246, 0.055, robot_mode, normal, 
29/04/2022 15:42:45:313, robot_pos_w_timestamp, 1651243261541, 616.37, 266.69, 201.0, 2.35, -0.02, 3.08, tool_force, -1.02, -0.34, 6.79, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 38.53, joints_pos, 20.47, 57.54, 4.55, -67.36, -2.02, 52.47, 69.56, tool_torque, -0.019, 0.243, 0.217, robot_mode, normal, 
29/04/2022 15:42:45:458, robot_pos_w_timestamp, 1651243261690, 615.27, 272.47, 201.55, 2.35, -0.03, 3.08, tool_force, -0.69, -0.23, 6.52, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 39.3, joints_pos, 20.78, 57.6, 4.7, -67.17, -1.49, 52.34, 69.27, tool_torque, 0.018, 0.177, 0.338, robot_mode, normal, 
29/04/2022 15:42:45:610, robot_pos_w_timestamp, 1651243261839, 614.34, 276.72, 201.99, 2.36, -0.03, 3.07, tool_force, 0.55, 0.98, 7.35, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 7.78, joints_pos, 21.06, 57.64, 4.73, -67.03, -1.08, 52.3, 69.03, tool_torque, 0.116, 0.0030, 0.363, robot_mode, normal, 
29/04/2022 15:42:45:762, robot_pos_w_timestamp, 1651243261993, 614.38, 276.71, 202.04, 2.36, -0.03, 3.07, tool_force, -0.66, 0.2, 6.72, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 4.51, joints_pos, 21.12, 57.63, 4.6, -67.04, -0.88, 52.28, 68.9, tool_torque, -0.0070, 0.307, 0.302, robot_mode, normal, 
29/04/2022 15:42:45:911, robot_pos_w_timestamp, 1651243262141, 614.41, 276.63, 202.07, 2.36, -0.03, 3.07, tool_force, -0.84, 0.55, 6.97, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 1.14, joints_pos, 21.13, 57.62, 4.57, -67.04, -0.88, 52.28, 68.89, tool_torque, 0.044, 0.338, 0.29, robot_mode, normal, 
29/04/2022 15:42:46:058, robot_pos_w_timestamp, 1651243262292, 614.4, 276.64, 202.06, 2.36, -0.03, 3.07, tool_force, -0.94, 0.75, 7.16, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 0.03, joints_pos, 21.13, 57.62, 4.57, -67.04, -0.88, 52.28, 68.89, tool_torque, 0.073, 0.33, 0.279, robot_mode, normal, 
29/04/2022 15:42:46:210, robot_pos_w_timestamp, 1651243262441, 614.4, 276.65, 202.06, 2.36, -0.03, 3.07, tool_force, -0.9, 0.72, 7.14, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 0.07, joints_pos, 21.13, 57.62, 4.57, -67.04, -0.88, 52.28, 68.89, tool_torque, 0.069, 0.32, 0.283, robot_mode, normal, 
29/04/2022 15:42:46:361, robot_pos_w_timestamp, 1651243262591, 614.4, 276.65, 202.06, 2.36, -0.03, 3.07, tool_force, -0.87, 0.66, 7.09, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 0.03, joints_pos, 21.13, 57.62, 4.57, -67.04, -0.88, 52.28, 68.89, tool_torque, 0.063, 0.31, 0.284, robot_mode, normal, 
