26/04/2022 13:47:19: File Created!
26/04/2022 13:47:19:945, robot_pos_w_timestamp, 1650977138266, 601.99, 292.08, 234.74, 2.44, -0.02, 3.06, tool_force, 0.04, -1.03, 0.39, actual_rep, 1, curr_step, 1, track_size, 77, robot_vel, 3.29, joints_pos, 49.75, 63.25, -47.23, -68.51, -129.74, -64.3, -140.12, tool_torque, 0.269, -0.29, 0.175, tool_momentum, 0.269, -0.289, 0.175, robot_mode, rotation_overlay, 
26/04/2022 13:47:39:072, robot_pos_w_timestamp, 1650977157261, 603.0, 290.03, 234.97, 2.44, -0.01, 3.06, tool_force, 0.7, -1.09, 0.56, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 11.1, joints_pos, 49.87, 63.31, -47.59, -68.67, -129.83, -63.91, -140.22, tool_torque, 0.175, -0.41, 0.032, tool_momentum, 0.189, -0.428, 0.032, robot_mode, rotation_overlay, 
26/04/2022 13:47:39:273, robot_pos_w_timestamp, 1650977157411, 603.02, 289.94, 234.95, 2.44, -0.01, 3.06, tool_force, 0.59, -0.97, 0.43, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 2.91, joints_pos, 49.91, 63.36, -47.73, -68.68, -129.62, -63.98, -140.32, tool_torque, 0.225, -0.32, 0.216, tool_momentum, 0.224, -0.314, 0.216, robot_mode, rotation_overlay, 
26/04/2022 13:47:39:368, robot_pos_w_timestamp, 1650977157562, 603.05, 289.95, 234.98, 2.44, -0.01, 3.06, tool_force, 0.07, -1.18, 0.48, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 0.98, joints_pos, 49.91, 63.37, -47.74, -68.66, -129.62, -64.0, -140.29, tool_torque, 0.169, -0.255, 0.175, tool_momentum, 0.172, -0.254, 0.175, robot_mode, rotation_overlay, 
26/04/2022 13:47:39:577, robot_pos_w_timestamp, 1650977157712, 603.05, 289.96, 234.97, 2.44, -0.01, 3.06, tool_force, -0.07, -1.01, 0.62, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 0.02, joints_pos, 49.91, 63.37, -47.74, -68.66, -129.63, -64.0, -140.29, tool_torque, 0.199, -0.229, 0.162, tool_momentum, 0.199, -0.229, 0.162, robot_mode, rotation_overlay, 
26/04/2022 13:47:39:640, robot_pos_w_timestamp, 1650977157862, 603.05, 289.95, 234.97, 2.44, -0.01, 3.06, tool_force, -0.12, -1.1, 0.59, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 0.05, joints_pos, 49.91, 63.37, -47.74, -68.66, -129.63, -64.0, -140.29, tool_torque, 0.188, -0.223, 0.165, tool_momentum, 0.189, -0.223, 0.165, robot_mode, rotation_overlay, 
26/04/2022 13:47:39:878, robot_pos_w_timestamp, 1650977158013, 603.05, 289.95, 234.97, 2.44, -0.01, 3.06, tool_force, -0.11, -1.15, 0.56, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 0.03, joints_pos, 49.91, 63.37, -47.74, -68.66, -129.63, -64.0, -140.29, tool_torque, 0.18, -0.225, 0.161, tool_momentum, 0.181, -0.225, 0.161, robot_mode, rotation_overlay, 
26/04/2022 13:47:39:978, robot_pos_w_timestamp, 1650977158162, 603.05, 289.95, 234.97, 2.44, -0.01, 3.06, tool_force, -0.25, -1.13, 0.59, actual_rep, 2, curr_step, 2, track_size, 77, robot_vel, 0.04, joints_pos, 49.91, 63.37, -47.73, -68.66, -129.63, -64.0, -140.29, tool_torque, 0.183, -0.183, 0.158, tool_momentum, 0.181, -0.178, 0.158, robot_mode, rotation_overlay, 
26/04/2022 13:47:40:182, robot_pos_w_timestamp, 1650977158313, 604.68, 285.16, 235.34, 2.44, 0.0, 3.06, tool_force, -0.03, -0.98, 0.01, actual_rep, 2, curr_step, 4, track_size, 77, robot_vel, 50.21, joints_pos, 49.66, 63.37, -47.99, -68.8, -129.67, -63.98, -140.92, tool_torque, 0.363, -0.28, 0.36, tool_momentum, 0.368, -0.276, 0.36, robot_mode, rotation_overlay, 
26/04/2022 13:47:40:284, robot_pos_w_timestamp, 1650977158462, 606.41, 279.67, 235.47, 2.45, 0.0, 3.07, tool_force, 0.9, -0.41, 0.55, actual_rep, 2, curr_step, 4, track_size, 77, robot_vel, 37.06, joints_pos, 49.33, 63.37, -48.15, -68.95, -129.78, -63.98, -141.56, tool_torque, 0.403, -0.373, 0.397, tool_momentum, 0.395, -0.369, 0.397, robot_mode, rotation_overlay, 
26/04/2022 13:47:40:393, robot_pos_w_timestamp, 1650977158610, 608.14, 274.03, 235.63, 2.45, 0.0, 3.07, tool_force, 1.1, -0.38, 0.31, actual_rep, 2, curr_step, 5, track_size, 77, robot_vel, 38.91, joints_pos, 48.97, 63.34, -48.27, -69.07, -130.01, -63.99, -142.06, tool_torque, 0.409, -0.385, 0.411, tool_momentum, 0.412, -0.383, 0.411, robot_mode, rotation_overlay, 
26/04/2022 13:47:40:585, robot_pos_w_timestamp, 1650977158762, 609.56, 268.23, 235.95, 2.45, 0.01, 3.07, tool_force, 0.19, 0.22, 0.77, actual_rep, 2, curr_step, 6, track_size, 77, robot_vel, 42.14, joints_pos, 48.63, 63.24, -48.35, -69.32, -130.22, -63.86, -142.5, tool_torque, 0.63, -0.188, 0.443, tool_momentum, 0.627, -0.205, 0.444, robot_mode, rotation_overlay, 
26/04/2022 13:47:40:696, robot_pos_w_timestamp, 1650977158910, 610.94, 262.47, 236.32, 2.44, 0.01, 3.08, tool_force, 0.59, -0.05, 0.68, actual_rep, 2, curr_step, 6, track_size, 77, robot_vel, 40.74, joints_pos, 48.24, 63.15, -48.39, -69.48, -130.52, -63.9, -142.67, tool_torque, 0.516, -0.353, 0.427, tool_momentum, 0.515, -0.359, 0.425, robot_mode, rotation_overlay, 
26/04/2022 13:47:40:885, robot_pos_w_timestamp, 1650977159061, 612.33, 256.68, 236.98, 2.44, 0.01, 3.08, tool_force, 1.2, -0.02, 0.44, actual_rep, 2, curr_step, 7, track_size, 77, robot_vel, 42.28, joints_pos, 47.86, 63.02, -48.43, -69.67, -130.81, -63.86, -142.77, tool_torque, 0.604, -0.403, 0.431, tool_momentum, 0.6, -0.4, 0.431, robot_mode, rotation_overlay, 
26/04/2022 13:47:41:045, robot_pos_w_timestamp, 1650977159218, 613.5, 250.67, 237.67, 2.43, 0.02, 3.08, tool_force, 0.65, 0.27, 0.5, actual_rep, 2, curr_step, 8, track_size, 77, robot_vel, 39.29, joints_pos, 47.53, 62.83, -48.47, -69.99, -131.1, -63.64, -142.91, tool_torque, 0.707, -0.257, 0.44, tool_momentum, 0.718, -0.274, 0.441, robot_mode, rotation_overlay, 
26/04/2022 13:47:41:185, robot_pos_w_timestamp, 1650977159365, 614.56, 244.97, 238.57, 2.43, 0.02, 3.08, tool_force, 1.2, 0.17, 0.0, actual_rep, 2, curr_step, 8, track_size, 77, robot_vel, 40.89, joints_pos, 47.22, 62.62, -48.52, -70.34, -131.37, -63.34, -143.04, tool_torque, 0.688, -0.27, 0.44, tool_momentum, 0.709, -0.282, 0.443, robot_mode, rotation_overlay, 
26/04/2022 13:47:41:386, robot_pos_w_timestamp, 1650977159517, 615.28, 239.08, 239.55, 2.42, 0.03, 3.08, tool_force, 0.98, 0.26, 0.16, actual_rep, 2, curr_step, 9, track_size, 77, robot_vel, 40.1, joints_pos, 46.93, 62.38, -48.56, -70.71, -131.67, -63.13, -143.13, tool_torque, 0.731, -0.296, 0.437, tool_momentum, 0.743, -0.303, 0.436, robot_mode, rotation_overlay, 
26/04/2022 13:47:41:488, robot_pos_w_timestamp, 1650977159666, 615.96, 233.4, 240.47, 2.41, 0.03, 3.09, tool_force, 1.69, 0.15, 0.46, actual_rep, 2, curr_step, 9, track_size, 77, robot_vel, 39.23, joints_pos, 46.57, 62.18, -48.57, -70.98, -132.02, -63.13, -143.19, tool_torque, 0.627, -0.386, 0.432, tool_momentum, 0.619, -0.377, 0.431, robot_mode, rotation_overlay, 
26/04/2022 13:47:41:693, robot_pos_w_timestamp, 1650977159821, 616.3, 227.27, 241.58, 2.41, 0.03, 3.09, tool_force, 1.42, 0.02, 0.14, actual_rep, 2, curr_step, 10, track_size, 77, robot_vel, 36.5, joints_pos, 46.21, 61.91, -48.57, -71.34, -132.28, -63.13, -143.33, tool_torque, 0.656, -0.383, 0.453, tool_momentum, 0.649, -0.372, 0.453, robot_mode, rotation_overlay, 
26/04/2022 13:47:41:793, robot_pos_w_timestamp, 1650977159966, 616.38, 221.04, 242.75, 2.4, 0.03, 3.09, tool_force, 1.19, 0.31, -0.52, actual_rep, 2, curr_step, 11, track_size, 77, robot_vel, 40.1, joints_pos, 45.86, 61.58, -48.57, -71.83, -132.51, -63.04, -143.47, tool_torque, 0.641, -0.341, 0.422, tool_momentum, 0.642, -0.343, 0.419, robot_mode, rotation_overlay, 
26/04/2022 13:47:41:993, robot_pos_w_timestamp, 1650977160119, 615.92, 215.94, 243.54, 2.39, 0.03, 3.1, tool_force, 1.55, 0.21, -0.63, actual_rep, 2, curr_step, 11, track_size, 77, robot_vel, 34.28, joints_pos, 45.63, 61.34, -48.58, -72.22, -132.77, -63.04, -143.35, tool_torque, 0.46, -0.297, 0.213, tool_momentum, 0.457, -0.303, 0.213, robot_mode, rotation_overlay, 
26/04/2022 13:47:42:075, robot_pos_w_timestamp, 1650977160268, 615.0, 211.41, 244.72, 2.38, 0.03, 3.1, tool_force, 6.72, 3.43, -2.87, actual_rep, 2, curr_step, 12, track_size, 77, robot_vel, 28.83, joints_pos, 45.42, 61.0, -48.56, -72.68, -132.94, -63.11, -143.4, tool_torque, 0.0060, -0.158, -0.202, tool_momentum, -0.0070, -0.164, -0.2, robot_mode, rotation_overlay, 
26/04/2022 13:47:42:206, robot_pos_w_timestamp, 1650977160416, 613.55, 208.15, 246.58, 2.38, 0.02, 3.1, tool_force, 19.36, 10.85, -10.15, actual_rep, 2, curr_step, 12, track_size, 77, robot_vel, 28.81, joints_pos, 45.26, 60.55, -48.46, -73.18, -132.94, -63.21, -143.8, tool_torque, -0.583, -0.197, -0.702, tool_momentum, -0.583, -0.198, -0.702, robot_mode, rotation_overlay, 
26/04/2022 13:47:42:377, robot_pos_w_timestamp, 1650977160568, 611.55, 204.93, 248.55, 2.38, 0.02, 3.1, tool_force, 23.26, 13.55, -16.24, actual_rep, 2, curr_step, 13, track_size, 77, robot_vel, 20.54, joints_pos, 45.16, 60.0, -48.32, -73.83, -133.15, -63.23, -144.13, tool_torque, -1.084, 0.318, -1.034, tool_momentum, -1.075, 0.309, -1.035, robot_mode, rotation_overlay, 
26/04/2022 13:47:42:508, robot_pos_w_timestamp, 1650977160717, 609.59, 200.82, 249.4, 2.38, 0.02, 3.1, tool_force, 27.58, 14.21, -18.75, actual_rep, 2, curr_step, 13, track_size, 77, robot_vel, 40.0, joints_pos, 45.08, 59.68, -48.34, -74.37, -133.5, -63.27, -144.49, tool_torque, -1.396, 0.488, -1.402, tool_momentum, -1.386, 0.472, -1.403, robot_mode, rotation_overlay, 
26/04/2022 13:47:42:700, robot_pos_w_timestamp, 1650977160869, 608.49, 199.39, 250.0, 2.39, 0.02, 3.1, tool_force, 28.69, 15.88, -20.09, actual_rep, 2, curr_step, 13, track_size, 77, robot_vel, 5.79, joints_pos, 45.04, 59.43, -48.2, -74.66, -133.75, -63.15, -144.54, tool_torque, -1.296, 0.437, -1.439, tool_momentum, -1.308, 0.434, -1.442, robot_mode, rotation_overlay, 
26/04/2022 13:47:42:805, robot_pos_w_timestamp, 1650977161017, 608.38, 198.75, 249.3, 2.38, 0.02, 3.11, tool_force, 26.73, 11.94, -16.24, actual_rep, 2, curr_step, 13, track_size, 77, robot_vel, 10.66, joints_pos, 44.99, 59.47, -48.16, -74.68, -133.9, -63.15, -144.49, tool_torque, -0.995, 0.282, -1.428, tool_momentum, -0.997, 0.29, -1.428, robot_mode, rotation_overlay, 
26/04/2022 13:47:43:003, robot_pos_w_timestamp, 1650977161168, 608.64, 192.51, 247.65, 2.38, 0.02, 3.11, tool_force, 4.96, 3.6, -4.85, actual_rep, 2, curr_step, 14, track_size, 77, robot_vel, 45.44, joints_pos, 44.66, 59.59, -48.41, -75.09, -133.82, -63.11, -144.91, tool_torque, 0.084, -0.101, 0.178, tool_momentum, 0.09, -0.088, 0.183, robot_mode, rotation_overlay, 
26/04/2022 13:47:43:110, robot_pos_w_timestamp, 1650977161319, 607.41, 185.77, 246.39, 2.38, 0.01, 3.11, tool_force, 0.5, 0.47, 0.48, actual_rep, 2, curr_step, 15, track_size, 77, robot_vel, 43.71, joints_pos, 44.3, 59.43, -48.42, -75.68, -133.48, -63.08, -145.74, tool_torque, 0.638, -0.373, 0.453, tool_momentum, 0.654, -0.382, 0.455, robot_mode, rotation_overlay, 
26/04/2022 13:47:43:307, robot_pos_w_timestamp, 1650977161469, 604.99, 179.99, 246.76, 2.38, 0.01, 3.11, tool_force, 0.9, 0.21, 0.0, actual_rep, 2, curr_step, 16, track_size, 77, robot_vel, 42.08, joints_pos, 44.19, 59.01, -48.47, -76.57, -133.53, -62.83, -146.49, tool_torque, 0.821, -0.331, 0.47, tool_momentum, 0.82, -0.341, 0.47, robot_mode, rotation_overlay, 
26/04/2022 13:47:43:411, robot_pos_w_timestamp, 1650977161619, 601.94, 174.19, 247.12, 2.38, 0.01, 3.12, tool_force, 0.33, 0.37, 0.57, actual_rep, 2, curr_step, 16, track_size, 77, robot_vel, 43.85, joints_pos, 44.02, 58.57, -48.47, -77.44, -133.63, -62.86, -147.44, tool_torque, 0.663, -0.277, 0.454, tool_momentum, 0.675, -0.295, 0.455, robot_mode, rotation_overlay, 
26/04/2022 13:47:43:616, robot_pos_w_timestamp, 1650977161784, 598.36, 167.81, 247.84, 2.39, 0.0, 3.12, tool_force, 1.01, -0.11, 0.11, actual_rep, 2, curr_step, 17, track_size, 77, robot_vel, 46.08, joints_pos, 43.81, 58.02, -48.46, -78.45, -133.7, -62.95, -148.65, tool_torque, 0.546, -0.468, 0.449, tool_momentum, 0.578, -0.481, 0.452, robot_mode, rotation_overlay, 
26/04/2022 13:47:43:714, robot_pos_w_timestamp, 1650977161922, 594.81, 162.45, 248.66, 2.4, -0.01, 3.12, tool_force, 0.86, 0.65, 1.09, actual_rep, 2, curr_step, 18, track_size, 77, robot_vel, 51.77, joints_pos, 43.66, 57.51, -48.44, -79.35, -133.69, -62.97, -149.63, tool_torque, 0.689, -0.536, 0.479, tool_momentum, 0.693, -0.539, 0.479, robot_mode, rotation_overlay, 
26/04/2022 13:47:43:915, robot_pos_w_timestamp, 1650977162074, 590.32, 156.7, 250.17, 2.4, -0.02, 3.12, tool_force, 1.07, 0.27, 0.18, actual_rep, 2, curr_step, 19, track_size, 77, robot_vel, 51.56, joints_pos, 43.55, 56.8, -48.46, -80.51, -133.66, -63.01, -150.62, tool_torque, 0.61, -0.547, 0.455, tool_momentum, 0.623, -0.552, 0.455, robot_mode, rotation_overlay, 
26/04/2022 13:47:44:017, robot_pos_w_timestamp, 1650977162222, 584.79, 150.83, 252.54, 2.4, -0.02, 3.12, tool_force, -0.26, 1.05, 0.59, actual_rep, 2, curr_step, 20, track_size, 77, robot_vel, 54.72, joints_pos, 43.62, 55.94, -48.56, -81.89, -133.82, -62.81, -151.44, tool_torque, 0.768, -0.047, 0.42, tool_momentum, 0.768, -0.046, 0.42, robot_mode, rotation_overlay, 
26/04/2022 13:47:44:217, robot_pos_w_timestamp, 1650977162372, 578.95, 147.71, 255.47, 2.4, -0.03, 3.12, tool_force, -1.51, 0.12, 1.19, actual_rep, 2, curr_step, 21, track_size, 77, robot_vel, 45.5, joints_pos, 43.74, 54.97, -48.46, -83.13, -133.98, -62.87, -151.85, tool_torque, 0.515, -0.0050, 0.314, tool_momentum, 0.521, -0.012, 0.314, robot_mode, rotation_overlay, 
26/04/2022 13:47:44:320, robot_pos_w_timestamp, 1650977162524, 573.17, 145.6, 258.84, 2.39, -0.04, 3.12, tool_force, -1.48, 0.32, 1.43, actual_rep, 2, curr_step, 22, track_size, 77, robot_vel, 47.53, joints_pos, 43.87, 54.02, -48.36, -84.21, -134.17, -63.09, -151.9, tool_torque, 0.494, -0.063, 0.35, tool_momentum, 0.507, -0.063, 0.35, robot_mode, rotation_overlay, 
26/04/2022 13:47:44:510, robot_pos_w_timestamp, 1650977162674, 567.51, 144.42, 262.83, 2.39, -0.05, 3.12, tool_force, -1.92, 0.42, 0.9, actual_rep, 2, curr_step, 23, track_size, 77, robot_vel, 45.27, joints_pos, 44.05, 52.99, -48.26, -85.26, -134.25, -63.3, -151.93, tool_torque, 0.512, -0.082, 0.27, tool_momentum, 0.522, -0.094, 0.27, robot_mode, rotation_overlay, 
26/04/2022 13:47:44:622, robot_pos_w_timestamp, 1650977162824, 561.78, 143.85, 267.28, 2.38, -0.06, 3.11, tool_force, -2.21, 0.33, 0.32, actual_rep, 2, curr_step, 25, track_size, 77, robot_vel, 51.11, joints_pos, 44.37, 51.88, -48.23, -86.45, -134.2, -63.22, -152.04, tool_torque, 0.639, 0.096, 0.3, tool_momentum, 0.644, 0.087, 0.298, robot_mode, rotation_overlay, 
26/04/2022 13:47:44:783, robot_pos_w_timestamp, 1650977162983, 556.16, 145.04, 272.41, 2.38, -0.07, 3.1, tool_force, -2.3, 0.16, 1.12, actual_rep, 2, curr_step, 26, track_size, 77, robot_vel, 47.31, joints_pos, 44.88, 50.72, -48.25, -87.51, -134.27, -63.21, -152.01, tool_torque, 0.563, 0.126, 0.248, tool_momentum, 0.574, 0.132, 0.254, robot_mode, rotation_overlay, 
26/04/2022 13:47:44:925, robot_pos_w_timestamp, 1650977163124, 550.91, 145.75, 277.73, 2.38, -0.07, 3.1, tool_force, -2.31, 0.43, 1.21, actual_rep, 2, curr_step, 27, track_size, 77, robot_vel, 58.24, joints_pos, 45.41, 49.71, -48.37, -88.39, -134.74, -63.18, -151.92, tool_torque, 0.503, 0.156, 0.156, tool_momentum, 0.473, 0.194, 0.153, robot_mode, rotation_overlay, 
26/04/2022 13:47:45:126, robot_pos_w_timestamp, 1650977163274, 545.62, 147.39, 283.56, 2.39, -0.07, 3.1, tool_force, -2.16, 0.17, 0.82, actual_rep, 2, curr_step, 28, track_size, 77, robot_vel, 54.99, joints_pos, 46.06, 48.61, -48.46, -89.18, -135.51, -63.19, -152.01, tool_torque, 0.507, 0.148, 0.269, tool_momentum, 0.521, 0.127, 0.269, robot_mode, rotation_overlay, 
26/04/2022 13:47:45:224, robot_pos_w_timestamp, 1650977163426, 540.44, 148.84, 289.31, 2.4, -0.07, 3.11, tool_force, -1.87, 0.16, 0.99, actual_rep, 2, curr_step, 29, track_size, 77, robot_vel, 53.68, joints_pos, 46.64, 47.53, -48.47, -89.87, -136.55, -63.33, -151.97, tool_torque, 0.351, 0.014, 0.198, tool_momentum, 0.361, -0.0090, 0.197, robot_mode, rotation_overlay, 
26/04/2022 13:47:45:425, robot_pos_w_timestamp, 1650977163576, 535.87, 150.78, 295.16, 2.41, -0.07, 3.11, tool_force, -2.41, 0.16, 1.04, actual_rep, 2, curr_step, 30, track_size, 77, robot_vel, 46.76, joints_pos, 47.25, 46.52, -48.48, -90.41, -137.74, -63.38, -151.72, tool_torque, 0.383, 0.209, 0.055, tool_momentum, 0.441, 0.216, 0.055, robot_mode, rotation_overlay, 
26/04/2022 13:47:45:530, robot_pos_w_timestamp, 1650977163735, 531.31, 153.14, 301.23, 2.42, -0.06, 3.12, tool_force, -1.68, -0.04, 0.82, actual_rep, 2, curr_step, 31, track_size, 77, robot_vel, 55.14, joints_pos, 47.95, 45.47, -48.5, -90.94, -138.99, -63.38, -150.99, tool_torque, 0.298, 0.121, 0.024, tool_momentum, 0.306, 0.108, 0.024, robot_mode, rotation_overlay, 
26/04/2022 13:47:45:731, robot_pos_w_timestamp, 1650977163886, 527.97, 156.16, 306.97, 2.42, -0.06, 3.12, tool_force, -1.59, 0.46, 1.04, actual_rep, 2, curr_step, 32, track_size, 77, robot_vel, 45.81, joints_pos, 48.56, 44.6, -48.5, -91.19, -140.09, -63.48, -150.04, tool_torque, 0.326, 0.059, 0.027, tool_momentum, 0.316, 0.076, 0.027, robot_mode, rotation_overlay, 
26/04/2022 13:47:45:832, robot_pos_w_timestamp, 1650977164035, 524.8, 159.7, 312.75, 2.42, -0.05, 3.12, tool_force, -1.52, 0.41, 0.88, actual_rep, 2, curr_step, 33, track_size, 77, robot_vel, 53.17, joints_pos, 49.2, 43.71, -48.47, -91.44, -141.06, -63.49, -149.05, tool_torque, 0.403, -0.0060, 0.073, tool_momentum, 0.403, -0.0050, 0.072, robot_mode, rotation_overlay, 
26/04/2022 13:47:46:031, robot_pos_w_timestamp, 1650977164189, 521.68, 163.77, 318.68, 2.42, -0.05, 3.12, tool_force, -2.18, 0.15, 1.15, actual_rep, 2, curr_step, 34, track_size, 77, robot_vel, 51.82, joints_pos, 49.78, 42.86, -48.41, -91.57, -141.8, -63.79, -148.13, tool_torque, 0.292, -0.011, 0.053, tool_momentum, 0.294, -0.018, 0.054, robot_mode, rotation_overlay, 
26/04/2022 13:47:46:133, robot_pos_w_timestamp, 1650977164337, 518.86, 168.18, 324.32, 2.42, -0.06, 3.12, tool_force, -1.72, -0.34, 0.95, actual_rep, 2, curr_step, 35, track_size, 77, robot_vel, 54.08, joints_pos, 50.28, 42.12, -48.32, -91.57, -142.35, -64.32, -147.24, tool_torque, 0.246, -0.077, 0.051, tool_momentum, 0.248, -0.066, 0.053, robot_mode, rotation_overlay, 
26/04/2022 13:47:46:333, robot_pos_w_timestamp, 1650977164487, 515.85, 173.51, 330.1, 2.41, -0.06, 3.12, tool_force, -1.79, 0.3, 1.15, actual_rep, 2, curr_step, 36, track_size, 77, robot_vel, 66.67, joints_pos, 50.95, 41.38, -48.28, -91.57, -143.0, -64.69, -145.87, tool_torque, 0.3, -0.107, 0.068, tool_momentum, 0.314, -0.088, 0.068, robot_mode, rotation_overlay, 
26/04/2022 13:47:46:434, robot_pos_w_timestamp, 1650977164638, 512.75, 179.34, 335.5, 2.4, -0.06, 3.12, tool_force, -1.05, 0.0, 0.82, actual_rep, 2, curr_step, 36, track_size, 77, robot_vel, 56.06, joints_pos, 51.7, 40.68, -48.25, -91.58, -143.6, -64.99, -144.32, tool_torque, 0.213, -0.13, 0.063, tool_momentum, 0.207, -0.106, 0.063, robot_mode, rotation_overlay, 
26/04/2022 13:47:46:636, robot_pos_w_timestamp, 1650977164786, 509.79, 185.19, 340.46, 2.4, -0.06, 3.12, tool_force, -0.94, 0.22, 0.84, actual_rep, 2, curr_step, 37, track_size, 77, robot_vel, 54.18, joints_pos, 52.37, 40.06, -48.21, -91.58, -143.86, -65.28, -143.29, tool_torque, 0.298, -0.171, 0.072, tool_momentum, 0.288, -0.167, 0.072, robot_mode, rotation_overlay, 
26/04/2022 13:47:46:736, robot_pos_w_timestamp, 1650977164938, 507.05, 190.93, 344.57, 2.4, -0.07, 3.11, tool_force, -1.97, -0.02, 0.83, actual_rep, 2, curr_step, 38, track_size, 77, robot_vel, 50.84, joints_pos, 52.92, 39.49, -48.07, -91.59, -143.87, -65.53, -142.41, tool_torque, 0.226, -0.054, 0.059, tool_momentum, 0.214, -0.043, 0.057, robot_mode, rotation_overlay, 
26/04/2022 13:47:46:939, robot_pos_w_timestamp, 1650977165086, 504.41, 196.83, 348.31, 2.39, -0.07, 3.11, tool_force, -1.0, -0.18, 0.83, actual_rep, 2, curr_step, 39, track_size, 77, robot_vel, 49.39, joints_pos, 53.63, 39.04, -48.06, -91.52, -144.25, -65.73, -141.14, tool_torque, 0.227, -0.235, 0.073, tool_momentum, 0.232, -0.237, 0.071, robot_mode, rotation_overlay, 
26/04/2022 13:47:47:041, robot_pos_w_timestamp, 1650977165235, 501.91, 202.52, 351.32, 2.39, -0.07, 3.11, tool_force, -2.16, -0.01, 0.83, actual_rep, 2, curr_step, 39, track_size, 77, robot_vel, 46.71, joints_pos, 54.28, 38.66, -48.04, -91.53, -144.32, -65.72, -140.39, tool_torque, 0.358, 0.069, 0.043, tool_momentum, 0.358, 0.069, 0.043, robot_mode, rotation_overlay, 
26/04/2022 13:47:47:216, robot_pos_w_timestamp, 1650977165383, 499.25, 208.32, 353.89, 2.39, -0.07, 3.1, tool_force, -1.58, 0.11, 1.01, actual_rep, 2, curr_step, 40, track_size, 77, robot_vel, 46.61, joints_pos, 54.94, 38.32, -48.0, -91.54, -144.34, -65.81, -139.43, tool_torque, 0.275, -0.061, 0.059, tool_momentum, 0.267, -0.068, 0.061, robot_mode, rotation_overlay, 
26/04/2022 13:47:47:342, robot_pos_w_timestamp, 1650977165533, 496.84, 214.07, 356.08, 2.38, -0.08, 3.1, tool_force, -1.32, -0.48, 0.65, actual_rep, 2, curr_step, 41, track_size, 77, robot_vel, 40.52, joints_pos, 55.49, 38.06, -47.9, -91.46, -144.32, -65.99, -138.5, tool_torque, 0.171, -0.118, 0.058, tool_momentum, 0.168, -0.103, 0.058, robot_mode, rotation_overlay, 
26/04/2022 13:47:47:489, robot_pos_w_timestamp, 1650977165680, 494.36, 219.9, 357.7, 2.38, -0.07, 3.1, tool_force, -1.47, 0.2, 0.82, actual_rep, 2, curr_step, 42, track_size, 77, robot_vel, 51.9, joints_pos, 56.23, 37.88, -47.89, -91.41, -144.69, -65.92, -137.47, tool_torque, 0.395, 0.078, 0.087, tool_momentum, 0.392, 0.08, 0.087, robot_mode, rotation_overlay, 
26/04/2022 13:47:47:645, robot_pos_w_timestamp, 1650977165830, 491.77, 225.58, 358.72, 2.38, -0.07, 3.1, tool_force, -1.4, -0.02, 0.37, actual_rep, 2, curr_step, 43, track_size, 77, robot_vel, 41.49, joints_pos, 56.91, 37.76, -47.89, -91.4, -144.81, -65.87, -136.68, tool_torque, 0.461, 0.049, 0.092, tool_momentum, 0.465, 0.056, 0.092, robot_mode, rotation_overlay, 
26/04/2022 13:47:47:845, robot_pos_w_timestamp, 1650977165978, 489.48, 231.57, 359.21, 2.38, -0.06, 3.1, tool_force, -1.67, 0.28, 0.62, actual_rep, 2, curr_step, 44, track_size, 77, robot_vel, 43.5, joints_pos, 57.68, 37.71, -47.89, -91.37, -145.17, -65.58, -135.76, tool_torque, 0.529, 0.129, 0.108, tool_momentum, 0.536, 0.119, 0.109, robot_mode, rotation_overlay, 
26/04/2022 13:47:47:946, robot_pos_w_timestamp, 1650977166130, 487.9, 236.41, 358.29, 2.38, -0.04, 3.1, tool_force, -1.47, 0.02, -0.31, actual_rep, 2, curr_step, 47, track_size, 77, robot_vel, 34.35, joints_pos, 58.52, 37.75, -47.92, -91.49, -146.14, -64.52, -134.64, tool_torque, 0.464, 0.179, 0.089, tool_momentum, 0.47, 0.165, 0.089, robot_mode, rotation_overlay, 
26/04/2022 13:47:48:147, robot_pos_w_timestamp, 1650977166279, 487.1, 240.59, 357.86, 2.38, -0.01, 3.11, tool_force, -0.13, 0.32, 0.25, actual_rep, 2, curr_step, 50, track_size, 77, robot_vel, 27.32, joints_pos, 59.43, 37.94, -48.07, -91.34, -147.77, -63.73, -133.12, tool_torque, 0.533, 0.122, 0.067, tool_momentum, 0.53, 0.138, 0.066, robot_mode, rotation_overlay, 
26/04/2022 13:47:48:252, robot_pos_w_timestamp, 1650977166430, 488.93, 241.71, 359.03, 2.38, 0.0, 3.11, tool_force, 0.54, -0.35, 0.29, actual_rep, 2, curr_step, 52, track_size, 77, robot_vel, 21.82, joints_pos, 59.61, 38.12, -48.27, -90.97, -148.18, -63.58, -132.75, tool_torque, 0.267, -0.225, 0.095, tool_momentum, 0.264, -0.23, 0.096, robot_mode, rotation_overlay, 
