26/04/2022 13:44:13: File Created!
26/04/2022 13:44:13:664, robot_pos_w_timestamp, 1650976952271, 601.79, 292.06, 235.88, 2.44, -0.02, 3.06, tool_force, -0.39, -0.55, 0.53, actual_rep, 1, curr_step, 1, track_size, 77, robot_vel, 5.28, joints_pos, 49.44, 62.79, -46.45, -68.59, -130.5, -63.98, -139.81, tool_torque, 0.316, -0.246, 0.312, tool_momentum, 0.317, -0.247, 0.312, robot_mode, rotation_overlay, 
26/04/2022 13:44:32:825, robot_pos_w_timestamp, 1650976971202, 606.99, 279.36, 235.7, 2.45, 0.0, 3.06, tool_force, -0.05, -1.35, 0.19, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 41.82, joints_pos, 48.7, 62.79, -46.75, -68.9, -131.06, -63.34, -141.08, tool_torque, 0.298, -0.145, 0.028, tool_momentum, 0.292, -0.15, 0.028, robot_mode, rotation_overlay, 
26/04/2022 13:44:32:893, robot_pos_w_timestamp, 1650976971349, 605.05, 285.04, 235.33, 2.44, -0.01, 3.06, tool_force, -0.38, -1.65, 0.74, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 42.23, joints_pos, 49.1, 62.9, -46.75, -68.74, -130.77, -63.51, -140.48, tool_torque, 0.063, -0.159, -0.014, tool_momentum, 0.069, -0.16, -0.014, robot_mode, rotation_overlay, 
26/04/2022 13:44:33:125, robot_pos_w_timestamp, 1650976971504, 603.05, 290.06, 234.99, 2.44, -0.01, 3.06, tool_force, -0.35, -1.43, 0.63, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 31.37, joints_pos, 49.52, 62.99, -46.79, -68.65, -130.6, -63.59, -139.9, tool_torque, 0.121, -0.244, 0.012, tool_momentum, 0.133, -0.271, 0.012, robot_mode, rotation_overlay, 
26/04/2022 13:44:33:225, robot_pos_w_timestamp, 1650976971651, 603.01, 289.96, 234.98, 2.44, -0.01, 3.06, tool_force, 0.4, -0.79, 0.29, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 5.0, joints_pos, 49.58, 63.04, -46.95, -68.68, -130.38, -63.65, -140.0, tool_torque, 0.249, -0.279, 0.223, tool_momentum, 0.247, -0.279, 0.223, robot_mode, rotation_overlay, 
26/04/2022 13:44:33:424, robot_pos_w_timestamp, 1650976971805, 603.06, 289.95, 234.96, 2.44, -0.01, 3.06, tool_force, 0.1, -1.19, 0.38, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 0.42, joints_pos, 49.58, 63.06, -46.97, -68.66, -130.38, -63.67, -139.99, tool_torque, 0.165, -0.261, 0.186, tool_momentum, 0.167, -0.266, 0.187, robot_mode, rotation_overlay, 
26/04/2022 13:44:33:525, robot_pos_w_timestamp, 1650976971950, 603.05, 289.96, 234.97, 2.44, -0.01, 3.06, tool_force, -0.03, -1.04, 0.56, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 0.19, joints_pos, 49.58, 63.06, -46.97, -68.66, -130.39, -63.67, -139.98, tool_torque, 0.184, -0.235, 0.178, tool_momentum, 0.185, -0.236, 0.178, robot_mode, rotation_overlay, 
26/04/2022 13:44:33:708, robot_pos_w_timestamp, 1650976972104, 603.05, 289.97, 234.96, 2.44, -0.01, 3.06, tool_force, -0.07, -1.07, 0.57, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 0.35, joints_pos, 49.58, 63.06, -46.96, -68.66, -130.4, -63.67, -139.98, tool_torque, 0.193, -0.235, 0.178, tool_momentum, 0.193, -0.234, 0.177, robot_mode, rotation_overlay, 
26/04/2022 13:44:33:825, robot_pos_w_timestamp, 1650976972252, 603.05, 289.97, 234.97, 2.44, -0.01, 3.06, tool_force, -0.03, -1.07, 0.58, actual_rep, 1, curr_step, 77, track_size, 77, robot_vel, 0.06, joints_pos, 49.58, 63.05, -46.96, -68.66, -130.4, -63.67, -139.98, tool_torque, 0.196, -0.253, 0.18, tool_momentum, 0.196, -0.254, 0.18, robot_mode, rotation_overlay, 
26/04/2022 13:44:33:976, robot_pos_w_timestamp, 1650976972405, 603.06, 289.93, 234.97, 2.44, -0.01, 3.06, tool_force, -0.55, -1.17, 0.53, actual_rep, 2, curr_step, 2, track_size, 77, robot_vel, 0.03, joints_pos, 49.58, 63.05, -46.96, -68.66, -130.4, -63.67, -139.98, tool_torque, 0.172, -0.143, 0.175, tool_momentum, 0.171, -0.139, 0.175, robot_mode, rotation_overlay, 
26/04/2022 13:44:34:129, robot_pos_w_timestamp, 1650976972552, 604.85, 284.86, 235.33, 2.44, -0.01, 3.06, tool_force, -0.33, -0.72, 0.6, actual_rep, 2, curr_step, 4, track_size, 77, robot_vel, 43.76, joints_pos, 49.28, 63.05, -47.18, -68.79, -130.44, -63.65, -140.67, tool_torque, 0.387, -0.273, 0.373, tool_momentum, 0.403, -0.287, 0.374, robot_mode, rotation_overlay, 
26/04/2022 13:44:34:249, robot_pos_w_timestamp, 1650976972706, 606.61, 279.14, 235.49, 2.45, 0.0, 3.07, tool_force, 0.59, -0.46, 0.6, actual_rep, 2, curr_step, 4, track_size, 77, robot_vel, 42.07, joints_pos, 48.95, 63.04, -47.36, -68.95, -130.61, -63.65, -141.25, tool_torque, 0.376, -0.345, 0.397, tool_momentum, 0.372, -0.349, 0.397, robot_mode, rotation_overlay, 
26/04/2022 13:44:34:435, robot_pos_w_timestamp, 1650976972854, 608.32, 273.46, 235.68, 2.45, 0.0, 3.07, tool_force, 0.94, -0.28, 0.33, actual_rep, 2, curr_step, 5, track_size, 77, robot_vel, 39.1, joints_pos, 48.59, 63.0, -47.47, -69.08, -130.81, -63.65, -141.77, tool_torque, 0.461, -0.376, 0.417, tool_momentum, 0.459, -0.367, 0.416, robot_mode, rotation_overlay, 
26/04/2022 13:44:34:545, robot_pos_w_timestamp, 1650976973002, 609.71, 267.83, 236.01, 2.45, 0.01, 3.07, tool_force, 0.45, 0.22, 0.58, actual_rep, 2, curr_step, 6, track_size, 77, robot_vel, 40.18, joints_pos, 48.26, 62.9, -47.54, -69.32, -131.04, -63.53, -142.16, tool_torque, 0.629, -0.212, 0.42, tool_momentum, 0.626, -0.218, 0.42, robot_mode, rotation_overlay, 
26/04/2022 13:44:34:735, robot_pos_w_timestamp, 1650976973154, 611.06, 262.04, 236.33, 2.44, 0.01, 3.08, tool_force, 0.53, -0.07, 0.72, actual_rep, 2, curr_step, 6, track_size, 77, robot_vel, 39.75, joints_pos, 47.88, 62.81, -47.6, -69.49, -131.33, -63.57, -142.34, tool_torque, 0.513, -0.319, 0.43, tool_momentum, 0.52, -0.334, 0.43, robot_mode, rotation_overlay, 
26/04/2022 13:44:34:844, robot_pos_w_timestamp, 1650976973302, 612.42, 256.25, 237.0, 2.44, 0.01, 3.08, tool_force, 0.83, 0.17, 0.58, actual_rep, 2, curr_step, 7, track_size, 77, robot_vel, 40.65, joints_pos, 47.49, 62.68, -47.63, -69.69, -131.64, -63.53, -142.45, tool_torque, 0.651, -0.344, 0.443, tool_momentum, 0.663, -0.356, 0.444, robot_mode, rotation_overlay, 
26/04/2022 13:44:35:041, robot_pos_w_timestamp, 1650976973453, 613.61, 250.49, 237.72, 2.43, 0.02, 3.08, tool_force, 0.61, 0.33, 0.6, actual_rep, 2, curr_step, 8, track_size, 77, robot_vel, 37.15, joints_pos, 47.17, 62.49, -47.67, -70.0, -131.9, -63.29, -142.58, tool_torque, 0.704, -0.218, 0.437, tool_momentum, 0.714, -0.228, 0.438, robot_mode, rotation_overlay, 
26/04/2022 13:44:35:151, robot_pos_w_timestamp, 1650976973604, 614.58, 244.67, 238.63, 2.43, 0.02, 3.08, tool_force, 1.37, 0.32, 0.25, actual_rep, 2, curr_step, 8, track_size, 77, robot_vel, 40.32, joints_pos, 46.86, 62.26, -47.71, -70.37, -132.19, -62.97, -142.7, tool_torque, 0.743, -0.289, 0.434, tool_momentum, 0.746, -0.291, 0.435, robot_mode, rotation_overlay, 
26/04/2022 13:44:35:334, robot_pos_w_timestamp, 1650976973752, 615.34, 238.95, 240.05, 2.42, 0.03, 3.08, tool_force, 2.55, -0.47, -3.39, actual_rep, 2, curr_step, 9, track_size, 77, robot_vel, 38.83, joints_pos, 46.58, 61.99, -47.76, -70.72, -132.49, -62.8, -142.81, tool_torque, 0.44, -0.363, 0.353, tool_momentum, 0.408, -0.35, 0.354, robot_mode, rotation_overlay, 
26/04/2022 13:44:35:451, robot_pos_w_timestamp, 1650976973902, 615.79, 232.74, 242.25, 2.41, 0.03, 3.09, tool_force, 0.33, -1.91, -9.07, actual_rep, 2, curr_step, 10, track_size, 77, robot_vel, 45.09, joints_pos, 46.24, 61.64, -47.83, -71.09, -132.89, -62.82, -142.86, tool_torque, 0.249, -0.508, 0.517, tool_momentum, 0.246, -0.524, 0.52, robot_mode, rotation_overlay, 
26/04/2022 13:44:35:605, robot_pos_w_timestamp, 1650976974053, 616.18, 226.83, 244.93, 2.41, 0.03, 3.09, tool_force, -0.42, -1.47, -17.63, actual_rep, 2, curr_step, 10, track_size, 77, robot_vel, 41.52, joints_pos, 45.91, 61.21, -47.84, -71.47, -133.19, -62.82, -143.0, tool_torque, -0.109, -0.699, 0.555, tool_momentum, -0.113, -0.708, 0.555, robot_mode, rotation_overlay, 
26/04/2022 13:44:35:754, robot_pos_w_timestamp, 1650976974205, 616.0, 220.93, 246.99, 2.4, 0.03, 3.09, tool_force, 0.44, -2.32, -23.33, actual_rep, 2, curr_step, 11, track_size, 77, robot_vel, 37.3, joints_pos, 45.6, 60.8, -47.84, -71.94, -133.48, -62.79, -143.1, tool_torque, -0.349, -0.728, 0.469, tool_momentum, -0.352, -0.717, 0.467, robot_mode, rotation_overlay, 
26/04/2022 13:44:35:947, robot_pos_w_timestamp, 1650976974352, 615.33, 215.3, 248.97, 2.39, 0.03, 3.09, tool_force, 2.04, -2.6, -28.71, actual_rep, 2, curr_step, 11, track_size, 77, robot_vel, 36.96, joints_pos, 45.38, 60.4, -47.88, -72.46, -133.8, -62.79, -142.97, tool_torque, -0.706, -0.846, 0.163, tool_momentum, -0.704, -0.856, 0.162, robot_mode, rotation_overlay, 
26/04/2022 13:44:36:052, robot_pos_w_timestamp, 1650976974503, 614.24, 209.63, 250.86, 2.38, 0.03, 3.1, tool_force, 2.26, -3.06, -33.08, actual_rep, 2, curr_step, 12, track_size, 77, robot_vel, 40.25, joints_pos, 45.18, 59.98, -47.94, -73.03, -134.17, -62.81, -142.86, tool_torque, -0.876, -0.97, 0.073, tool_momentum, -0.868, -0.968, 0.077, robot_mode, rotation_overlay, 
26/04/2022 13:44:36:246, robot_pos_w_timestamp, 1650976974652, 613.43, 203.48, 250.38, 2.38, 0.03, 3.1, tool_force, -1.65, -1.5, -25.29, actual_rep, 2, curr_step, 13, track_size, 77, robot_vel, 43.32, joints_pos, 44.74, 59.72, -47.79, -73.57, -134.15, -62.81, -143.47, tool_torque, -0.378, -0.922, 0.462, tool_momentum, -0.36, -0.934, 0.464, robot_mode, rotation_overlay, 
26/04/2022 13:44:36:355, robot_pos_w_timestamp, 1650976974804, 612.12, 197.77, 247.87, 2.38, 0.02, 3.1, tool_force, -0.55, -0.79, -10.22, actual_rep, 2, curr_step, 14, track_size, 77, robot_vel, 41.12, joints_pos, 44.41, 59.68, -47.66, -74.08, -134.29, -62.8, -143.95, tool_torque, 0.113, -0.667, 0.568, tool_momentum, 0.122, -0.65, 0.566, robot_mode, rotation_overlay, 
26/04/2022 13:44:36:557, robot_pos_w_timestamp, 1650976974953, 610.21, 192.4, 246.43, 2.38, 0.02, 3.11, tool_force, 0.32, -0.2, -1.88, actual_rep, 2, curr_step, 14, track_size, 77, robot_vel, 36.91, joints_pos, 44.19, 59.52, -47.66, -74.74, -134.26, -62.8, -144.59, tool_torque, 0.629, -0.521, 0.542, tool_momentum, 0.632, -0.516, 0.541, robot_mode, rotation_overlay, 
26/04/2022 13:44:36:655, robot_pos_w_timestamp, 1650976975104, 608.08, 186.75, 246.18, 2.38, 0.01, 3.11, tool_force, 1.11, 0.52, 0.13, actual_rep, 2, curr_step, 15, track_size, 77, robot_vel, 42.12, joints_pos, 43.98, 59.22, -47.68, -75.47, -134.18, -62.8, -145.3, tool_torque, 0.771, -0.492, 0.462, tool_momentum, 0.762, -0.481, 0.46, robot_mode, rotation_overlay, 
26/04/2022 13:44:36:856, robot_pos_w_timestamp, 1650976975253, 605.59, 181.03, 246.57, 2.38, 0.01, 3.11, tool_force, 0.77, 0.74, -0.11, actual_rep, 2, curr_step, 15, track_size, 77, robot_vel, 43.18, joints_pos, 43.85, 58.78, -47.72, -76.39, -134.18, -62.53, -146.04, tool_torque, 0.918, -0.372, 0.492, tool_momentum, 0.914, -0.383, 0.492, robot_mode, rotation_overlay, 
26/04/2022 13:44:36:978, robot_pos_w_timestamp, 1650976975403, 602.54, 175.26, 247.01, 2.38, 0.01, 3.12, tool_force, 1.45, 0.51, 0.09, actual_rep, 2, curr_step, 16, track_size, 77, robot_vel, 41.55, joints_pos, 43.73, 58.34, -47.78, -77.28, -134.26, -62.5, -146.89, tool_torque, 0.773, -0.504, 0.488, tool_momentum, 0.683, -0.453, 0.476, robot_mode, rotation_overlay, 
26/04/2022 13:44:37:155, robot_pos_w_timestamp, 1650976975553, 599.35, 169.35, 247.61, 2.39, 0.0, 3.12, tool_force, 1.12, 0.42, 0.62, actual_rep, 2, curr_step, 17, track_size, 77, robot_vel, 49.23, joints_pos, 43.54, 57.87, -47.78, -78.16, -134.37, -62.62, -147.95, tool_torque, 0.669, -0.567, 0.475, tool_momentum, 0.675, -0.571, 0.475, robot_mode, rotation_overlay, 
26/04/2022 13:44:37:257, robot_pos_w_timestamp, 1650976975704, 595.69, 163.66, 248.41, 2.39, 0.0, 3.12, tool_force, 1.21, -0.16, 0.24, actual_rep, 2, curr_step, 18, track_size, 77, robot_vel, 47.98, joints_pos, 43.35, 57.31, -47.74, -79.14, -134.37, -62.63, -149.11, tool_torque, 0.627, -0.591, 0.475, tool_momentum, 0.634, -0.58, 0.473, robot_mode, rotation_overlay, 
26/04/2022 13:44:37:462, robot_pos_w_timestamp, 1650976975856, 591.23, 157.82, 249.9, 2.4, -0.01, 3.12, tool_force, 0.9, 0.12, 0.58, actual_rep, 2, curr_step, 19, track_size, 77, robot_vel, 50.55, joints_pos, 43.22, 56.62, -47.73, -80.27, -134.35, -62.68, -150.08, tool_torque, 0.658, -0.553, 0.48, tool_momentum, 0.661, -0.552, 0.48, robot_mode, rotation_overlay, 
26/04/2022 13:44:37:564, robot_pos_w_timestamp, 1650976976004, 586.05, 151.96, 252.09, 2.4, -0.02, 3.12, tool_force, 0.68, 0.29, -0.42, actual_rep, 2, curr_step, 20, track_size, 77, robot_vel, 55.6, joints_pos, 43.24, 55.79, -47.83, -81.59, -134.46, -62.54, -150.93, tool_torque, 0.692, -0.166, 0.418, tool_momentum, 0.719, -0.147, 0.422, robot_mode, rotation_overlay, 
26/04/2022 13:44:37:762, robot_pos_w_timestamp, 1650976976154, 580.08, 148.28, 254.92, 2.4, -0.03, 3.12, tool_force, -0.77, 1.02, 0.78, actual_rep, 2, curr_step, 21, track_size, 77, robot_vel, 44.71, joints_pos, 43.36, 54.84, -47.77, -82.87, -134.64, -62.54, -151.46, tool_torque, 0.767, -0.028, 0.426, tool_momentum, 0.75, -0.015, 0.421, robot_mode, rotation_overlay, 
26/04/2022 13:44:37:866, robot_pos_w_timestamp, 1650976976304, 574.29, 145.86, 258.1, 2.39, -0.04, 3.12, tool_force, -1.71, 0.27, 1.02, actual_rep, 2, curr_step, 22, track_size, 77, robot_vel, 47.7, joints_pos, 43.47, 53.86, -47.66, -84.02, -134.84, -62.72, -151.48, tool_torque, 0.483, -0.065, 0.358, tool_momentum, 0.482, -0.069, 0.358, robot_mode, rotation_overlay, 
26/04/2022 13:44:38:040, robot_pos_w_timestamp, 1650976976455, 568.63, 144.53, 262.0, 2.39, -0.05, 3.12, tool_force, -1.54, 0.03, 1.11, actual_rep, 2, curr_step, 23, track_size, 77, robot_vel, 44.09, joints_pos, 43.64, 52.86, -47.55, -85.06, -134.98, -62.92, -151.56, tool_torque, 0.463, -0.126, 0.304, tool_momentum, 0.476, -0.124, 0.302, robot_mode, rotation_overlay, 
26/04/2022 13:44:38:185, robot_pos_w_timestamp, 1650976976607, 562.84, 143.93, 267.11, 2.38, -0.06, 3.11, tool_force, -1.57, 0.51, 0.54, actual_rep, 2, curr_step, 24, track_size, 77, robot_vel, 50.85, joints_pos, 43.97, 51.53, -47.47, -86.45, -134.88, -62.86, -151.67, tool_torque, 0.638, 0.021, 0.305, tool_momentum, 0.626, 0.03, 0.305, robot_mode, rotation_overlay, 
26/04/2022 13:44:38:319, robot_pos_w_timestamp, 1650976976765, 557.54, 144.66, 271.05, 2.38, -0.06, 3.11, tool_force, -0.86, 0.41, 0.58, actual_rep, 2, curr_step, 26, track_size, 77, robot_vel, 39.8, joints_pos, 44.37, 50.7, -47.48, -87.2, -135.18, -62.79, -151.46, tool_torque, 0.659, -0.064, 0.191, tool_momentum, 0.667, -0.071, 0.193, robot_mode, rotation_overlay, 
26/04/2022 13:44:38:473, robot_pos_w_timestamp, 1650976976914, 552.23, 145.35, 276.25, 2.38, -0.07, 3.1, tool_force, -1.73, -0.38, 0.85, actual_rep, 2, curr_step, 27, track_size, 77, robot_vel, 56.18, joints_pos, 44.81, 49.6, -47.55, -88.19, -135.17, -62.86, -151.61, tool_torque, 0.44, 0.068, 0.226, tool_momentum, 0.449, 0.072, 0.226, robot_mode, rotation_overlay, 
26/04/2022 13:44:38:676, robot_pos_w_timestamp, 1650976977065, 546.77, 147.11, 282.17, 2.39, -0.07, 3.1, tool_force, -2.07, 0.08, 1.1, actual_rep, 2, curr_step, 28, track_size, 77, robot_vel, 54.98, joints_pos, 45.5, 48.5, -47.66, -89.01, -136.02, -62.82, -151.55, tool_torque, 0.461, 0.195, 0.199, tool_momentum, 0.462, 0.186, 0.198, robot_mode, rotation_overlay, 
26/04/2022 13:44:38:777, robot_pos_w_timestamp, 1650976977214, 541.61, 148.54, 287.88, 2.4, -0.07, 3.1, tool_force, -1.49, 0.4, 0.8, actual_rep, 2, curr_step, 29, track_size, 77, robot_vel, 53.14, joints_pos, 46.06, 47.4, -47.68, -89.75, -136.9, -62.92, -151.65, tool_torque, 0.393, -0.025, 0.249, tool_momentum, 0.373, -0.0090, 0.247, robot_mode, rotation_overlay, 
26/04/2022 13:44:38:977, robot_pos_w_timestamp, 1650976977367, 536.9, 150.27, 293.77, 2.41, -0.07, 3.11, tool_force, -1.98, -0.08, 1.24, actual_rep, 2, curr_step, 30, track_size, 77, robot_vel, 51.35, joints_pos, 46.64, 46.4, -47.68, -90.27, -138.14, -63.11, -151.35, tool_torque, 0.37, 0.014, 0.1, tool_momentum, 0.395, 0.0060, 0.103, robot_mode, rotation_overlay, 
26/04/2022 13:44:39:079, robot_pos_w_timestamp, 1650976977516, 532.5, 152.36, 299.66, 2.42, -0.06, 3.11, tool_force, -1.52, 0.26, 0.32, actual_rep, 2, curr_step, 31, track_size, 77, robot_vel, 50.55, joints_pos, 47.33, 45.34, -47.71, -90.86, -139.3, -62.95, -150.83, tool_torque, 0.459, 0.176, 0.072, tool_momentum, 0.42, 0.185, 0.067, robot_mode, rotation_overlay, 
26/04/2022 13:44:39:284, robot_pos_w_timestamp, 1650976977665, 528.94, 155.17, 305.29, 2.42, -0.06, 3.12, tool_force, -1.82, 0.09, 1.08, actual_rep, 2, curr_step, 32, track_size, 77, robot_vel, 47.92, joints_pos, 47.91, 44.5, -47.7, -91.11, -140.44, -63.16, -149.91, tool_torque, 0.315, 0.012, 0.071, tool_momentum, 0.33, 0.014, 0.071, robot_mode, rotation_overlay, 
26/04/2022 13:44:39:391, robot_pos_w_timestamp, 1650976977822, 525.51, 158.8, 311.47, 2.42, -0.05, 3.12, tool_force, -2.17, 0.01, 0.39, actual_rep, 2, curr_step, 33, track_size, 77, robot_vel, 47.97, joints_pos, 48.63, 43.52, -47.69, -91.41, -141.56, -63.16, -148.81, tool_torque, 0.328, 0.159, 0.064, tool_momentum, 0.327, 0.151, 0.064, robot_mode, rotation_overlay, 
26/04/2022 13:44:39:584, robot_pos_w_timestamp, 1650976977963, 522.62, 162.28, 316.82, 2.42, -0.05, 3.12, tool_force, -1.73, 0.39, 1.3, actual_rep, 2, curr_step, 34, track_size, 77, robot_vel, 52.46, joints_pos, 49.16, 42.77, -47.66, -91.57, -142.27, -63.32, -148.0, tool_torque, 0.331, -0.03, 0.087, tool_momentum, 0.336, -0.026, 0.087, robot_mode, rotation_overlay, 
26/04/2022 13:44:39:683, robot_pos_w_timestamp, 1650976978112, 519.6, 166.81, 322.74, 2.42, -0.06, 3.12, tool_force, -2.14, 0.0, 1.2, actual_rep, 2, curr_step, 35, track_size, 77, robot_vel, 51.5, joints_pos, 49.67, 41.99, -47.56, -91.58, -142.84, -63.91, -147.14, tool_torque, 0.286, -0.033, 0.067, tool_momentum, 0.266, -0.015, 0.063, robot_mode, rotation_overlay, 
26/04/2022 13:44:39:883, robot_pos_w_timestamp, 1650976978262, 516.74, 172.02, 328.37, 2.41, -0.06, 3.12, tool_force, -0.77, -0.05, 0.89, actual_rep, 2, curr_step, 35, track_size, 77, robot_vel, 58.48, joints_pos, 50.29, 41.24, -47.47, -91.58, -143.47, -64.28, -145.8, tool_torque, 0.265, -0.236, 0.096, tool_momentum, 0.267, -0.234, 0.099, robot_mode, rotation_overlay, 
26/04/2022 13:44:39:984, robot_pos_w_timestamp, 1650976978410, 513.61, 177.58, 333.96, 2.41, -0.06, 3.12, tool_force, -2.11, 0.16, 1.29, actual_rep, 2, curr_step, 36, track_size, 77, robot_vel, 55.74, joints_pos, 51.0, 40.54, -47.46, -91.59, -144.04, -64.6, -144.39, tool_torque, 0.267, -0.071, 0.091, tool_momentum, 0.282, -0.108, 0.094, robot_mode, rotation_overlay, 
26/04/2022 13:44:40:184, robot_pos_w_timestamp, 1650976978559, 510.54, 183.54, 339.18, 2.4, -0.06, 3.12, tool_force, -1.51, -0.52, 0.73, actual_rep, 2, curr_step, 37, track_size, 77, robot_vel, 58.51, joints_pos, 51.75, 39.88, -47.44, -91.58, -144.46, -64.94, -143.13, tool_torque, 0.19, -0.098, 0.08, tool_momentum, 0.206, -0.11, 0.081, robot_mode, rotation_overlay, 
26/04/2022 13:44:40:286, robot_pos_w_timestamp, 1650976978707, 507.86, 189.2, 343.45, 2.4, -0.07, 3.11, tool_force, -1.45, -0.05, 0.61, actual_rep, 2, curr_step, 38, track_size, 77, robot_vel, 50.8, joints_pos, 52.26, 39.31, -47.31, -91.59, -144.43, -65.2, -142.36, tool_torque, 0.266, -0.176, 0.082, tool_momentum, 0.26, -0.175, 0.082, robot_mode, rotation_overlay, 
26/04/2022 13:44:40:476, robot_pos_w_timestamp, 1650976978858, 505.09, 195.08, 347.18, 2.39, -0.07, 3.11, tool_force, -1.48, -0.36, 0.93, actual_rep, 2, curr_step, 38, track_size, 77, robot_vel, 49.05, joints_pos, 52.96, 38.84, -47.26, -91.55, -144.78, -65.39, -141.12, tool_torque, 0.167, -0.114, 0.063, tool_momentum, 0.171, -0.118, 0.064, robot_mode, rotation_overlay, 
26/04/2022 13:44:40:589, robot_pos_w_timestamp, 1650976979005, 502.57, 200.83, 350.42, 2.39, -0.07, 3.11, tool_force, -1.45, 0.01, 0.88, actual_rep, 2, curr_step, 39, track_size, 77, robot_vel, 49.18, joints_pos, 53.61, 38.44, -47.23, -91.54, -144.92, -65.46, -140.19, tool_torque, 0.34, -0.082, 0.067, tool_momentum, 0.334, -0.072, 0.065, robot_mode, rotation_overlay, 
26/04/2022 13:44:40:750, robot_pos_w_timestamp, 1650976979163, 500.01, 206.84, 353.38, 2.39, -0.07, 3.1, tool_force, -1.36, 0.01, 0.55, actual_rep, 2, curr_step, 40, track_size, 77, robot_vel, 43.21, joints_pos, 54.31, 38.06, -47.22, -91.55, -144.94, -65.46, -139.27, tool_torque, 0.293, -0.061, 0.069, tool_momentum, 0.29, -0.071, 0.072, robot_mode, rotation_overlay, 
26/04/2022 13:44:40:894, robot_pos_w_timestamp, 1650976979304, 497.31, 212.39, 355.49, 2.38, -0.08, 3.1, tool_force, -1.68, -0.13, 1.25, actual_rep, 2, curr_step, 41, track_size, 77, robot_vel, 43.0, joints_pos, 54.86, 37.78, -47.12, -91.51, -144.91, -65.69, -138.31, tool_torque, 0.225, -0.129, 0.065, tool_momentum, 0.225, -0.138, 0.067, robot_mode, rotation_overlay, 
26/04/2022 13:44:41:095, robot_pos_w_timestamp, 1650976979453, 495.13, 218.02, 357.14, 2.38, -0.07, 3.1, tool_force, -2.14, -0.31, 0.94, actual_rep, 2, curr_step, 41, track_size, 77, robot_vel, 40.07, joints_pos, 55.52, 37.62, -47.1, -91.44, -145.18, -65.66, -137.38, tool_torque, 0.268, 0.07, 0.075, tool_momentum, 0.262, 0.055, 0.075, robot_mode, rotation_overlay, 
26/04/2022 13:44:41:196, robot_pos_w_timestamp, 1650976979602, 492.45, 224.05, 358.51, 2.38, -0.07, 3.1, tool_force, -1.91, 0.19, 0.53, actual_rep, 2, curr_step, 42, track_size, 77, robot_vel, 40.96, joints_pos, 56.28, 37.46, -47.1, -91.41, -145.39, -65.61, -136.48, tool_torque, 0.447, 0.157, 0.077, tool_momentum, 0.452, 0.161, 0.076, robot_mode, rotation_overlay, 
26/04/2022 13:44:41:396, robot_pos_w_timestamp, 1650976979750, 490.16, 229.72, 359.09, 2.38, -0.07, 3.1, tool_force, -1.07, 0.35, 0.35, actual_rep, 2, curr_step, 43, track_size, 77, robot_vel, 44.0, joints_pos, 56.96, 37.41, -47.1, -91.38, -145.63, -65.44, -135.66, tool_torque, 0.519, 0.1, 0.116, tool_momentum, 0.509, 0.134, 0.116, robot_mode, rotation_overlay, 
26/04/2022 13:44:41:494, robot_pos_w_timestamp, 1650976979899, 488.21, 235.21, 358.78, 2.38, -0.05, 3.1, tool_force, -1.59, 0.48, 0.23, actual_rep, 2, curr_step, 46, track_size, 77, robot_vel, 36.43, joints_pos, 57.78, 37.41, -47.11, -91.43, -146.27, -64.71, -134.65, tool_torque, 0.546, 0.193, 0.093, tool_momentum, 0.557, 0.185, 0.093, robot_mode, rotation_overlay, 
26/04/2022 13:44:41:696, robot_pos_w_timestamp, 1650976980050, 486.99, 239.42, 357.71, 2.38, -0.02, 3.11, tool_force, -0.95, 0.08, 0.03, actual_rep, 2, curr_step, 49, track_size, 77, robot_vel, 29.62, joints_pos, 58.74, 37.57, -47.21, -91.4, -148.1, -63.7, -133.0, tool_torque, 0.522, 0.193, 0.077, tool_momentum, 0.53, 0.187, 0.077, robot_mode, rotation_overlay, 
26/04/2022 13:44:41:799, robot_pos_w_timestamp, 1650976980199, 488.2, 241.2, 358.38, 2.38, 0.0, 3.11, tool_force, -1.65, -0.27, 0.21, actual_rep, 2, curr_step, 51, track_size, 77, robot_vel, 15.92, joints_pos, 59.19, 37.75, -47.49, -91.17, -148.77, -63.2, -132.39, tool_torque, 0.37, 0.315, 0.029, tool_momentum, 0.356, 0.312, 0.028, robot_mode, rotation_overlay, 
26/04/2022 13:44:41:997, robot_pos_w_timestamp, 1650976980348, 489.7, 241.76, 358.78, 2.37, 0.0, 3.11, tool_force, 0.27, -0.93, 0.13, actual_rep, 2, curr_step, 54, track_size, 77, robot_vel, 9.84, joints_pos, 59.05, 37.92, -47.46, -90.84, -148.71, -63.4, -131.98, tool_torque, 0.308, -0.229, 0.111, tool_momentum, 0.323, -0.229, 0.111, robot_mode, rotation_overlay, 
