21/03/2022 15:59:48: File Created!
21/03/2022 15:59:48:409, robot_pos_w_timestamp, 1647874708193, 524.52, 330.03, 202.33, 2.28, 0.0, 3.06, tool_force, -1.0, -0.18, 0.33, actual_rep, 1, curr_step, 1, track_size, 82, robot_vel, 0.0, joints_pos, 41.42, 51.69, -14.64, -80.79, 17.56, 44.9, 69.84, tool_torque, -0.022, -0.056, 0.162, tool_momentum, -0.022, -0.056, 0.162, robot_mode, normal, 
21/03/2022 16:00:07:385, robot_pos_w_timestamp, 1647874726860, 512.23, 142.43, 314.54, 2.18, 0.07, 3.08, tool_force, 0.88, 0.02, -0.49, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 48.32, joints_pos, 33.24, 32.61, -22.67, -96.73, 12.45, 48.82, 61.55, tool_torque, 0.2, -0.419, 0.447, tool_momentum, 0.211, -0.434, 0.447, robot_mode, normal, 
21/03/2022 16:00:07:501, robot_pos_w_timestamp, 1647874727010, 515.94, 136.67, 310.38, 2.18, 0.08, 3.09, tool_force, 0.33, 0.1, -0.09, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 57.93, joints_pos, 32.73, 33.33, -22.92, -96.41, 12.39, 48.63, 61.08, tool_torque, 0.272, -0.343, 0.473, tool_momentum, 0.293, -0.361, 0.475, robot_mode, normal, 
21/03/2022 16:00:07:654, robot_pos_w_timestamp, 1647874727160, 519.46, 130.87, 305.58, 2.17, 0.08, 3.1, tool_force, 1.01, 0.19, -0.5, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 52.18, joints_pos, 32.32, 34.1, -23.23, -96.14, 12.3, 48.39, 60.81, tool_torque, 0.32, -0.439, 0.483, tool_momentum, 0.322, -0.435, 0.482, robot_mode, normal, 
21/03/2022 16:00:07:802, robot_pos_w_timestamp, 1647874727312, 523.07, 125.0, 300.48, 2.17, 0.09, 3.1, tool_force, 1.16, 0.63, -0.38, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 62.95, joints_pos, 31.96, 34.94, -23.6, -95.83, 12.16, 48.1, 60.63, tool_torque, 0.361, -0.447, 0.465, tool_momentum, 0.361, -0.455, 0.465, robot_mode, normal, 
21/03/2022 16:00:07:996, robot_pos_w_timestamp, 1647874727464, 526.51, 119.17, 295.13, 2.16, 0.1, 3.11, tool_force, 0.46, 0.21, -0.36, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 51.54, joints_pos, 31.65, 35.83, -24.02, -95.52, 11.93, 47.81, 60.49, tool_torque, 0.324, -0.368, 0.446, tool_momentum, 0.324, -0.375, 0.446, robot_mode, normal, 
21/03/2022 16:00:08:107, robot_pos_w_timestamp, 1647874727614, 529.86, 113.39, 289.88, 2.16, 0.12, 3.12, tool_force, 0.42, 0.17, -0.65, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 57.05, joints_pos, 31.4, 36.7, -24.44, -95.21, 11.62, 47.5, 60.4, tool_torque, 0.313, -0.315, 0.433, tool_momentum, 0.325, -0.33, 0.433, robot_mode, normal, 
21/03/2022 16:00:08:259, robot_pos_w_timestamp, 1647874727769, 533.51, 107.48, 284.39, 2.16, 0.13, 3.13, tool_force, 0.75, 0.7, -0.01, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 54.99, joints_pos, 31.15, 37.64, -24.89, -94.85, 11.24, 47.13, 60.31, tool_torque, 0.371, -0.348, 0.421, tool_momentum, 0.362, -0.339, 0.419, robot_mode, normal, 
21/03/2022 16:00:08:410, robot_pos_w_timestamp, 1647874727917, 537.39, 101.82, 278.97, 2.16, 0.15, 3.14, tool_force, 1.01, 0.32, -0.64, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 60.08, joints_pos, 30.92, 38.58, -25.33, -94.46, 10.85, 46.66, 60.22, tool_torque, 0.342, -0.389, 0.422, tool_momentum, 0.349, -0.388, 0.422, robot_mode, normal, 
21/03/2022 16:00:08:560, robot_pos_w_timestamp, 1647874728067, 541.38, 96.29, 273.2, 2.16, 0.16, -3.14, tool_force, 0.89, 0.22, -0.86, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 35.49, joints_pos, 30.68, 39.59, -25.76, -94.05, 10.51, 46.11, 60.18, tool_torque, 0.282, -0.333, 0.4, tool_momentum, 0.294, -0.349, 0.4, robot_mode, normal, 
21/03/2022 16:00:08:734, robot_pos_w_timestamp, 1647874728216, 545.29, 91.82, 267.42, 2.15, 0.17, -3.14, tool_force, 1.51, 0.47, -0.69, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 56.95, joints_pos, 30.5, 40.59, -26.14, -93.62, 10.31, 45.42, 60.16, tool_torque, 0.355, -0.471, 0.402, tool_momentum, 0.356, -0.448, 0.393, robot_mode, normal, 
21/03/2022 16:00:08:861, robot_pos_w_timestamp, 1647874728367, 549.07, 88.23, 261.52, 2.15, 0.19, -3.14, tool_force, 1.44, 0.47, -0.53, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 44.47, joints_pos, 30.41, 41.58, -26.53, -93.23, 10.25, 44.77, 60.15, tool_torque, 0.365, -0.5, 0.397, tool_momentum, 0.383, -0.498, 0.397, robot_mode, normal, 
21/03/2022 16:00:09:012, robot_pos_w_timestamp, 1647874728516, 552.4, 85.95, 255.79, 2.15, 0.2, -3.14, tool_force, 0.99, 0.37, -0.23, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 47.69, joints_pos, 30.4, 42.53, -26.86, -92.87, 10.27, 44.03, 60.2, tool_torque, 0.303, -0.379, 0.28, tool_momentum, 0.296, -0.385, 0.279, robot_mode, normal, 
21/03/2022 16:00:09:207, robot_pos_w_timestamp, 1647874728666, 555.39, 84.8, 249.98, 2.15, 0.21, -3.14, tool_force, 0.48, 0.11, -0.21, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 27.22, joints_pos, 30.41, 43.43, -27.08, -92.52, 10.38, 43.36, 60.33, tool_torque, 0.233, -0.185, 0.118, tool_momentum, 0.238, -0.182, 0.115, robot_mode, normal, 
21/03/2022 16:00:09:345, robot_pos_w_timestamp, 1647874728834, 558.2, 84.99, 243.48, 2.14, 0.22, -3.14, tool_force, 0.2, 0.15, -0.07, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 42.97, joints_pos, 30.49, 44.42, -27.23, -92.11, 10.48, 42.7, 60.8, tool_torque, 0.176, -0.032, 0.02, tool_momentum, 0.164, -0.011, 0.019, robot_mode, normal, 
21/03/2022 16:00:09:479, robot_pos_w_timestamp, 1647874728967, 560.22, 86.45, 238.37, 2.14, 0.22, -3.14, tool_force, -0.33, 0.02, -0.05, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 46.06, joints_pos, 30.65, 45.2, -27.3, -91.75, 10.55, 42.29, 61.38, tool_torque, 0.13, 0.068, -0.011, tool_momentum, 0.138, 0.064, -0.011, robot_mode, normal, 
21/03/2022 16:00:09:616, robot_pos_w_timestamp, 1647874729118, 562.33, 90.39, 232.63, 2.13, 0.23, -3.14, tool_force, -1.11, -0.01, 0.55, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 53.08, joints_pos, 31.0, 46.11, -27.33, -91.23, 10.55, 41.97, 62.32, tool_torque, 0.119, 0.227, -0.029, tool_momentum, 0.128, 0.203, -0.029, robot_mode, normal, 
21/03/2022 16:00:09:798, robot_pos_w_timestamp, 1647874729264, 564.14, 96.34, 228.14, 2.13, 0.23, -3.14, tool_force, -0.23, 0.45, 0.42, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 52.41, joints_pos, 31.59, 46.93, -27.44, -90.67, 10.54, 41.89, 63.33, tool_torque, 0.111, 0.161, -0.042, tool_momentum, 0.092, 0.196, -0.044, robot_mode, normal, 
21/03/2022 16:00:09:936, robot_pos_w_timestamp, 1647874729431, 565.16, 102.88, 225.7, 2.13, 0.24, -3.14, tool_force, -0.18, 0.06, 0.45, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 45.14, joints_pos, 32.25, 47.45, -27.54, -90.22, 10.65, 41.9, 64.13, tool_torque, 0.029, 0.093, -0.042, tool_momentum, 0.027, 0.086, -0.042, robot_mode, normal, 
21/03/2022 16:00:10:114, robot_pos_w_timestamp, 1647874729564, 565.86, 107.99, 224.25, 2.12, 0.24, 3.14, tool_force, -0.41, -0.51, 0.47, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 40.61, joints_pos, 32.7, 47.78, -27.57, -89.89, 10.73, 41.96, 64.67, tool_torque, -0.184, 0.116, -0.064, tool_momentum, -0.183, 0.121, -0.064, robot_mode, normal, 
21/03/2022 16:00:10:219, robot_pos_w_timestamp, 1647874729713, 566.54, 113.77, 223.03, 2.12, 0.24, 3.14, tool_force, -0.16, -0.64, 0.34, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 40.35, joints_pos, 33.17, 48.1, -27.57, -89.5, 10.79, 42.13, 65.2, tool_torque, -0.203, 0.0070, -0.033, tool_momentum, -0.184, -0.025, -0.031, robot_mode, normal, 
21/03/2022 16:00:10:412, robot_pos_w_timestamp, 1647874729863, 567.0, 119.62, 221.97, 2.12, 0.24, 3.14, tool_force, -0.41, -0.48, 0.32, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 35.4, joints_pos, 33.65, 48.4, -27.54, -89.12, 10.86, 42.32, 65.72, tool_torque, -0.126, -0.024, -0.018, tool_momentum, -0.112, -0.049, -0.019, robot_mode, normal, 
21/03/2022 16:00:10:538, robot_pos_w_timestamp, 1647874730024, 567.41, 125.79, 221.24, 2.13, 0.23, 3.14, tool_force, -0.67, -0.63, 0.62, actual_rep, 1, curr_step, 82, track_size, 82, robot_vel, 37.8, joints_pos, 34.11, 48.66, -27.49, -88.72, 10.97, 42.57, 66.18, tool_torque, -0.153, -0.019, -0.01, tool_momentum, -0.146, -0.018, -0.01, robot_mode, normal, 
