29/04/2022 17:25:46: File Created!
29/04/2022 17:25:46:643, robot_pos_w_timestamp, 1651249444559, 612.9, 280.92, 203.78, 2.36, -0.03, 3.07, tool_force, -1.11, 0.41, 7.42, actual_rep, 1, curr_step, 1, track_size, 99, robot_vel, 0.0, joints_pos, 21.13, 57.54, 5.3, -66.97, -1.75, 52.42, 69.73, tool_torque, -0.086, 0.376, 0.018, joint_torque, -0.42, 4.89, -0.06, -2.11, 0.1, -0.05, 0.09, robot_mode, normal, 
29/04/2022 17:26:04:417, robot_pos_w_timestamp, 1651249462193, 543.53, 100.92, 214.59, 2.35, -0.02, 3.11, tool_force, -0.36, 0.49, 7.61, actual_rep, 1, curr_step, 25, track_size, 99, robot_vel, 43.89, joints_pos, 6.46, 43.61, 4.89, -92.88, -1.68, 42.85, 56.53, tool_torque, -0.147, 0.027, 0.012, joint_torque, 0.19, 3.89, 0.01, -1.72, 0.1, -0.17, 0.0, robot_mode, normal, 
29/04/2022 17:26:04:554, robot_pos_w_timestamp, 1651249462341, 549.21, 100.6, 212.82, 2.35, -0.02, 3.11, tool_force, 0.04, 0.34, 7.53, actual_rep, 1, curr_step, 24, track_size, 99, robot_vel, 38.31, joints_pos, 6.43, 44.32, 4.92, -91.84, -2.38, 42.96, 56.99, tool_torque, -0.151, -0.0050, 0.0040, joint_torque, 0.24, 4.41, -0.02, -2.04, 0.12, -0.15, -0.03, robot_mode, normal, 
29/04/2022 17:26:04:755, robot_pos_w_timestamp, 1651249462490, 554.92, 101.8, 211.25, 2.35, -0.01, 3.11, tool_force, -0.35, 0.06, 7.23, actual_rep, 1, curr_step, 23, track_size, 99, robot_vel, 41.5, joints_pos, 6.46, 45.05, 5.04, -90.7, -2.87, 43.42, 57.41, tool_torque, -0.187, 0.014, 0.0010, joint_torque, 0.05, 4.15, -0.18, -1.9, 0.12, -0.17, -0.04, robot_mode, normal, 
29/04/2022 17:26:04:856, robot_pos_w_timestamp, 1651249462638, 560.8, 103.94, 209.6, 2.35, -0.01, 3.12, tool_force, -1.04, -0.39, 7.49, actual_rep, 1, curr_step, 22, track_size, 99, robot_vel, 44.75, joints_pos, 6.56, 45.91, 5.17, -89.3, -3.25, 44.24, 57.8, tool_torque, -0.282, 0.113, -0.0060, joint_torque, -0.38, 4.13, -0.37, -1.87, 0.1, -0.18, -0.02, robot_mode, normal, 
29/04/2022 17:26:05:057, robot_pos_w_timestamp, 1651249462787, 566.68, 106.79, 208.16, 2.35, -0.02, 3.12, tool_force, -0.93, -0.44, 8.27, actual_rep, 1, curr_step, 21, track_size, 99, robot_vel, 48.24, joints_pos, 6.59, 46.74, 5.38, -87.95, -3.24, 44.96, 57.9, tool_torque, -0.236, 0.172, -0.018, joint_torque, -0.38, 4.13, -0.36, -1.88, 0.09, -0.18, -0.02, robot_mode, normal, 
29/04/2022 17:26:05:160, robot_pos_w_timestamp, 1651249462936, 572.42, 110.44, 207.03, 2.35, -0.02, 3.12, tool_force, -0.98, -0.22, 7.72, actual_rep, 1, curr_step, 20, track_size, 99, robot_vel, 47.13, joints_pos, 6.81, 47.54, 5.48, -86.58, -3.27, 45.6, 58.14, tool_torque, -0.307, 0.117, -0.031, joint_torque, -0.29, 4.04, -0.24, -1.91, 0.11, -0.19, -0.04, robot_mode, normal, 
29/04/2022 17:26:05:358, robot_pos_w_timestamp, 1651249463084, 578.14, 114.65, 206.16, 2.35, -0.02, 3.12, tool_force, -0.41, -0.29, 7.41, actual_rep, 1, curr_step, 19, track_size, 99, robot_vel, 49.69, joints_pos, 7.17, 48.32, 5.49, -85.15, -3.46, 46.45, 58.56, tool_torque, -0.273, 0.109, -0.041, joint_torque, -0.15, 4.32, -0.18, -1.91, 0.11, -0.21, -0.05, robot_mode, normal, 
29/04/2022 17:26:05:460, robot_pos_w_timestamp, 1651249463232, 584.15, 119.41, 205.36, 2.35, -0.02, 3.13, tool_force, -1.26, -0.08, 7.88, actual_rep, 1, curr_step, 18, track_size, 99, robot_vel, 51.19, joints_pos, 7.66, 49.15, 5.47, -83.63, -3.93, 47.27, 59.25, tool_torque, -0.317, 0.296, -0.072, joint_torque, -0.48, 4.22, -0.23, -1.74, 0.11, -0.2, -0.04, robot_mode, normal, 
29/04/2022 17:26:05:660, robot_pos_w_timestamp, 1651249463381, 589.74, 124.61, 205.11, 2.35, -0.01, 3.13, tool_force, -0.79, -0.53, 6.8, actual_rep, 1, curr_step, 16, track_size, 99, robot_vel, 52.75, joints_pos, 8.13, 49.84, 5.47, -82.27, -4.24, 47.85, 59.85, tool_torque, -0.393, 0.298, -0.075, joint_torque, -0.42, 4.57, -0.14, -2.08, 0.14, -0.18, -0.04, robot_mode, normal, 
29/04/2022 17:26:05:760, robot_pos_w_timestamp, 1651249463529, 595.13, 130.33, 204.69, 2.34, -0.01, 3.13, tool_force, -1.16, 0.19, 7.71, actual_rep, 1, curr_step, 15, track_size, 99, robot_vel, 52.72, joints_pos, 8.65, 50.64, 5.49, -80.72, -4.61, 48.9, 60.9, tool_torque, -0.319, 0.233, -0.065, joint_torque, -0.27, 4.4, -0.14, -1.99, 0.14, -0.22, -0.05, robot_mode, normal, 
29/04/2022 17:26:05:966, robot_pos_w_timestamp, 1651249463680, 598.91, 136.2, 204.09, 2.34, -0.02, 3.14, tool_force, -1.19, -0.08, 8.11, actual_rep, 1, curr_step, 14, track_size, 99, robot_vel, 47.93, joints_pos, 9.08, 51.35, 5.6, -79.28, -4.55, 50.02, 61.47, tool_torque, -0.3, 0.214, -0.048, joint_torque, -0.51, 4.48, -0.33, -1.95, 0.1, -0.22, -0.03, robot_mode, normal, 
29/04/2022 17:26:06:066, robot_pos_w_timestamp, 1651249463827, 601.7, 141.86, 203.56, 2.34, -0.02, -3.14, tool_force, -0.77, 0.05, 7.11, actual_rep, 1, curr_step, 13, track_size, 99, robot_vel, 42.2, joints_pos, 9.56, 51.93, 5.62, -78.34, -4.61, 50.77, 62.23, tool_torque, -0.373, 0.304, -0.075, joint_torque, -0.67, 4.42, -0.33, -1.99, 0.11, -0.22, -0.03, robot_mode, normal, 
29/04/2022 17:26:06:268, robot_pos_w_timestamp, 1651249463975, 604.17, 147.69, 202.72, 2.33, -0.02, -3.13, tool_force, -1.02, 0.23, 7.64, actual_rep, 1, curr_step, 13, track_size, 99, robot_vel, 42.96, joints_pos, 10.08, 52.47, 5.61, -77.39, -4.68, 51.35, 63.14, tool_torque, -0.246, 0.225, -0.048, joint_torque, -0.27, 4.6, -0.14, -2.11, 0.14, -0.18, -0.03, robot_mode, normal, 
29/04/2022 17:26:06:368, robot_pos_w_timestamp, 1651249464123, 606.61, 153.38, 202.04, 2.32, -0.02, -3.13, tool_force, -1.17, 0.0, 7.07, actual_rep, 1, curr_step, 12, track_size, 99, robot_vel, 42.7, joints_pos, 10.62, 52.95, 5.57, -76.55, -4.83, 51.7, 64.08, tool_torque, -0.332, 0.385, -0.087, joint_torque, -0.56, 4.49, -0.11, -1.97, 0.14, -0.2, -0.03, robot_mode, normal, 
29/04/2022 17:26:06:571, robot_pos_w_timestamp, 1651249464273, 608.88, 159.22, 201.29, 2.31, -0.01, -3.13, tool_force, -1.17, 0.21, 7.63, actual_rep, 1, curr_step, 11, track_size, 99, robot_vel, 42.41, joints_pos, 11.18, 53.42, 5.56, -75.73, -5.14, 51.97, 65.15, tool_torque, -0.321, 0.391, -0.095, joint_torque, -0.5, 4.46, -0.09, -1.91, 0.14, -0.21, -0.04, robot_mode, normal, 
29/04/2022 17:26:06:670, robot_pos_w_timestamp, 1651249464422, 610.96, 165.0, 200.56, 2.31, -0.01, -3.13, tool_force, -1.08, 0.19, 7.29, actual_rep, 1, curr_step, 11, track_size, 99, robot_vel, 38.59, joints_pos, 11.71, 53.85, 5.56, -74.99, -5.47, 52.16, 66.16, tool_torque, -0.314, 0.43, -0.105, joint_torque, -0.6, 4.66, -0.14, -2.03, 0.14, -0.2, -0.04, robot_mode, normal, 
29/04/2022 17:26:06:852, robot_pos_w_timestamp, 1651249464571, 612.85, 170.83, 199.91, 2.3, 0.0, -3.13, tool_force, -1.16, 0.31, 7.31, actual_rep, 1, curr_step, 10, track_size, 99, robot_vel, 40.18, joints_pos, 12.23, 54.27, 5.58, -74.25, -5.75, 52.35, 67.03, tool_torque, -0.246, 0.457, -0.105, joint_torque, -0.63, 4.38, -0.18, -1.95, 0.14, -0.12, -0.05, robot_mode, normal, 
29/04/2022 17:26:06:974, robot_pos_w_timestamp, 1651249464718, 614.51, 176.5, 199.33, 2.3, 0.0, -3.14, tool_force, -1.64, -0.18, 7.53, actual_rep, 1, curr_step, 10, track_size, 99, robot_vel, 38.04, joints_pos, 12.65, 54.62, 5.63, -73.65, -5.76, 52.35, 67.56, tool_torque, -0.257, 0.428, -0.085, joint_torque, -0.88, 4.47, -0.4, -1.98, 0.13, -0.13, -0.05, robot_mode, normal, 
29/04/2022 17:26:07:122, robot_pos_w_timestamp, 1651249464867, 615.83, 182.36, 198.82, 2.3, 0.0, -3.14, tool_force, -1.32, 0.11, 7.42, actual_rep, 1, curr_step, 9, track_size, 99, robot_vel, 41.55, joints_pos, 13.14, 54.97, 5.66, -73.03, -5.77, 52.45, 68.07, tool_torque, -0.261, 0.392, -0.092, joint_torque, -0.71, 4.44, -0.31, -1.95, 0.14, -0.16, -0.06, robot_mode, normal, 
29/04/2022 17:26:07:275, robot_pos_w_timestamp, 1651249465015, 616.94, 188.15, 198.42, 2.3, 0.0, -3.14, tool_force, -0.86, 0.08, 7.4, actual_rep, 1, curr_step, 8, track_size, 99, robot_vel, 40.82, joints_pos, 13.61, 55.29, 5.67, -72.46, -5.77, 52.56, 68.53, tool_torque, -0.256, 0.339, -0.068, joint_torque, -0.61, 4.49, -0.3, -2.03, 0.12, -0.16, -0.03, robot_mode, normal, 
29/04/2022 17:26:07:475, robot_pos_w_timestamp, 1651249465167, 617.94, 193.96, 198.11, 2.3, 0.0, 3.14, tool_force, -1.47, 0.22, 7.25, actual_rep, 1, curr_step, 8, track_size, 99, robot_vel, 39.44, joints_pos, 14.11, 55.57, 5.67, -71.93, -5.86, 52.55, 69.06, tool_torque, -0.113, 0.487, -0.061, joint_torque, -0.71, 4.94, -0.27, -2.08, 0.15, -0.03, -0.02, robot_mode, normal, 
29/04/2022 17:26:07:576, robot_pos_w_timestamp, 1651249465314, 618.67, 199.79, 197.79, 2.3, 0.0, 3.13, tool_force, -1.12, 0.69, 7.45, actual_rep, 1, curr_step, 7, track_size, 99, robot_vel, 40.39, joints_pos, 14.61, 55.82, 5.67, -71.49, -6.01, 52.45, 69.64, tool_torque, -0.018, 0.445, -0.063, joint_torque, -0.51, 4.74, -0.19, -2.12, 0.16, 0.03, -0.03, robot_mode, normal, 
29/04/2022 17:26:07:782, robot_pos_w_timestamp, 1651249465463, 619.14, 206.17, 197.63, 2.3, 0.0, 3.13, tool_force, -0.96, 0.57, 7.37, actual_rep, 1, curr_step, 7, track_size, 99, robot_vel, 42.65, joints_pos, 15.05, 56.07, 5.77, -71.01, -5.87, 52.44, 69.79, tool_torque, -0.0050, 0.345, -0.026, joint_torque, -0.54, 4.58, -0.26, -2.02, 0.09, 0.01, 0.02, robot_mode, normal, 
29/04/2022 17:26:07:879, robot_pos_w_timestamp, 1651249465611, 619.64, 211.31, 197.51, 2.31, 0.0, 3.12, tool_force, -1.19, 0.23, 7.35, actual_rep, 1, curr_step, 6, track_size, 99, robot_vel, 39.02, joints_pos, 15.38, 56.3, 5.88, -70.6, -5.69, 52.44, 69.87, tool_torque, -0.034, 0.341, -0.047, joint_torque, -0.42, 4.71, -0.21, -2.13, 0.09, 0.0, -0.01, robot_mode, normal, 
29/04/2022 17:26:08:079, robot_pos_w_timestamp, 1651249465761, 619.81, 217.12, 197.59, 2.31, 0.0, 3.12, tool_force, -1.06, 0.5, 7.4, actual_rep, 1, curr_step, 6, track_size, 99, robot_vel, 38.68, joints_pos, 15.83, 56.48, 5.9, -70.22, -5.58, 52.41, 69.96, tool_torque, 0.037, 0.335, -0.03, joint_torque, -0.37, 4.87, -0.2, -2.15, 0.09, 0.05, 0.0, robot_mode, normal, 
29/04/2022 17:26:08:181, robot_pos_w_timestamp, 1651249465909, 620.02, 222.83, 197.58, 2.32, 0.0, 3.11, tool_force, -1.24, 0.24, 6.95, actual_rep, 1, curr_step, 5, track_size, 99, robot_vel, 38.62, joints_pos, 16.29, 56.67, 5.91, -69.82, -5.41, 52.35, 70.04, tool_torque, -0.018, 0.414, -0.039, joint_torque, -0.64, 4.63, -0.28, -2.06, 0.08, 0.05, 0.02, robot_mode, normal, 
29/04/2022 17:26:08:381, robot_pos_w_timestamp, 1651249466058, 619.97, 228.72, 197.82, 2.32, 0.0, 3.11, tool_force, -1.28, 0.45, 7.13, actual_rep, 1, curr_step, 5, track_size, 99, robot_vel, 37.42, joints_pos, 16.75, 56.82, 5.91, -69.48, -5.28, 52.3, 70.12, tool_torque, 0.028, 0.415, -0.042, joint_torque, -0.62, 4.8, -0.26, -2.1, 0.08, 0.06, 0.01, robot_mode, normal, 
29/04/2022 17:26:08:478, robot_pos_w_timestamp, 1651249466206, 619.87, 234.45, 198.07, 2.33, 0.0, 3.1, tool_force, -1.28, 0.02, 6.87, actual_rep, 1, curr_step, 4, track_size, 99, robot_vel, 37.04, joints_pos, 17.22, 56.97, 5.9, -69.13, -5.13, 52.21, 70.19, tool_torque, -0.049, 0.512, -0.051, joint_torque, -0.96, 4.71, -0.38, -2.09, 0.07, 0.05, 0.02, robot_mode, normal, 
29/04/2022 17:26:08:686, robot_pos_w_timestamp, 1651249466355, 619.48, 240.28, 198.47, 2.33, 0.0, 3.1, tool_force, -0.94, 0.01, 7.19, actual_rep, 1, curr_step, 4, track_size, 99, robot_vel, 39.84, joints_pos, 17.67, 57.12, 5.91, -68.75, -4.88, 52.36, 70.19, tool_torque, -0.126, 0.243, 0.035, joint_torque, -0.44, 4.6, -0.21, -2.03, 0.08, -0.09, 0.09, robot_mode, normal, 
29/04/2022 17:26:08:784, robot_pos_w_timestamp, 1651249466503, 619.05, 246.14, 198.86, 2.34, -0.01, 3.1, tool_force, -1.19, -0.13, 7.67, actual_rep, 1, curr_step, 3, track_size, 99, robot_vel, 40.99, joints_pos, 18.12, 57.31, 5.93, -68.31, -4.64, 52.61, 70.19, tool_torque, -0.209, 0.309, 0.046, joint_torque, -0.84, 4.7, -0.38, -2.11, 0.08, -0.12, 0.11, robot_mode, normal, 
29/04/2022 17:26:08:988, robot_pos_w_timestamp, 1651249466652, 618.51, 251.76, 199.45, 2.34, -0.01, 3.1, tool_force, -1.12, -0.18, 7.27, actual_rep, 1, curr_step, 3, track_size, 99, robot_vel, 38.69, joints_pos, 18.57, 57.41, 5.93, -68.01, -4.41, 52.62, 70.38, tool_torque, -0.159, 0.351, -0.061, joint_torque, -0.64, 4.74, -0.29, -2.14, 0.07, -0.06, -0.02, robot_mode, normal, 
29/04/2022 17:26:09:089, robot_pos_w_timestamp, 1651249466801, 617.81, 257.62, 199.99, 2.34, -0.01, 3.09, tool_force, -1.31, -0.13, 7.03, actual_rep, 1, curr_step, 2, track_size, 99, robot_vel, 38.75, joints_pos, 19.04, 57.5, 5.93, -67.72, -4.22, 52.59, 70.59, tool_torque, -0.094, 0.377, -0.038, joint_torque, -0.62, 4.71, -0.25, -2.14, 0.07, 0.0, 0.03, robot_mode, normal, 
29/04/2022 17:26:09:286, robot_pos_w_timestamp, 1651249466949, 616.98, 263.42, 200.65, 2.34, -0.02, 3.09, tool_force, -1.21, 0.01, 7.12, actual_rep, 1, curr_step, 2, track_size, 99, robot_vel, 38.07, joints_pos, 19.44, 57.58, 5.96, -67.47, -3.79, 52.55, 70.5, tool_torque, -0.014, 0.309, 0.141, joint_torque, -0.88, 4.74, -0.41, -2.13, 0.06, 0.04, 0.23, robot_mode, normal, 
29/04/2022 17:26:09:395, robot_pos_w_timestamp, 1651249467099, 615.92, 269.37, 201.19, 2.35, -0.02, 3.08, tool_force, -0.57, 0.22, 6.98, actual_rep, 1, curr_step, 1, track_size, 99, robot_vel, 41.53, joints_pos, 19.79, 57.65, 6.1, -67.25, -3.34, 52.46, 70.28, tool_torque, 0.037, 0.189, 0.264, joint_torque, -0.75, 4.65, -0.35, -2.14, 0.06, 0.07, 0.36, robot_mode, normal, 
29/04/2022 17:26:09:559, robot_pos_w_timestamp, 1651249467268, 614.66, 275.81, 201.85, 2.36, -0.03, 3.07, tool_force, -0.87, 0.02, 6.94, actual_rep, 1, curr_step, 0, track_size, 99, robot_vel, 39.44, joints_pos, 20.16, 57.71, 6.23, -67.04, -2.75, 52.3, 69.94, tool_torque, 0.019, 0.239, 0.308, joint_torque, -0.93, 4.74, -0.43, -2.16, 0.05, 0.06, 0.42, robot_mode, normal, 
29/04/2022 17:26:09:696, robot_pos_w_timestamp, 1651249467396, 614.54, 276.45, 201.97, 2.36, -0.03, 3.07, tool_force, -1.97, -0.34, 7.05, actual_rep, 1, curr_step, 0, track_size, 99, robot_vel, 6.91, joints_pos, 20.32, 57.7, 6.02, -67.02, -2.52, 52.31, 69.8, tool_torque, -0.104, 0.523, 0.211, joint_torque, -1.38, 4.92, -0.34, -2.14, 0.01, 0.03, 0.4, robot_mode, normal, 
29/04/2022 17:26:09:827, robot_pos_w_timestamp, 1651249467545, 614.47, 276.61, 202.05, 2.36, -0.03, 3.07, tool_force, -1.42, 0.85, 7.3, actual_rep, 1, curr_step, 0, track_size, 99, robot_vel, 1.39, joints_pos, 20.35, 57.69, 5.98, -67.02, -2.38, 52.31, 69.7, tool_torque, 0.041, 0.466, 0.179, joint_torque, -0.72, 4.94, -0.02, -2.04, 0.05, 0.04, 0.34, robot_mode, normal, 
29/04/2022 17:26:09:999, robot_pos_w_timestamp, 1651249467693, 614.45, 276.64, 202.04, 2.36, -0.03, 3.07, tool_force, -1.21, 0.72, 7.2, actual_rep, 1, curr_step, 0, track_size, 99, robot_vel, 0.2, joints_pos, 20.35, 57.69, 5.98, -67.03, -2.38, 52.3, 69.7, tool_torque, 0.041, 0.403, 0.2, joint_torque, -0.67, 4.81, -0.06, -2.04, 0.05, 0.05, 0.35, robot_mode, normal, 
29/04/2022 17:26:10:200, robot_pos_w_timestamp, 1651249467849, 614.45, 276.63, 202.04, 2.36, -0.03, 3.07, tool_force, -1.05, 0.64, 7.1, actual_rep, 1, curr_step, 0, track_size, 99, robot_vel, 0.02, joints_pos, 20.35, 57.69, 5.98, -67.03, -2.38, 52.3, 69.7, tool_torque, 0.049, 0.35, 0.21, joint_torque, -0.55, 4.79, -0.03, -2.04, 0.05, 0.05, 0.35, robot_mode, normal, 
29/04/2022 17:26:10:302, robot_pos_w_timestamp, 1651249467991, 614.45, 276.64, 202.04, 2.36, -0.03, 3.07, tool_force, -1.04, 0.74, 7.17, actual_rep, 1, curr_step, 0, track_size, 99, robot_vel, 0.04, joints_pos, 20.35, 57.69, 5.98, -67.03, -2.38, 52.3, 69.7, tool_torque, 0.06, 0.352, 0.21, joint_torque, -0.51, 4.83, -0.02, -2.04, 0.06, 0.05, 0.35, robot_mode, normal, 
29/04/2022 17:26:10:502, robot_pos_w_timestamp, 1651249468141, 614.45, 276.64, 202.04, 2.36, -0.03, 3.07, tool_force, -1.04, 0.81, 7.24, actual_rep, 1, curr_step, 0, track_size, 99, robot_vel, 0.02, joints_pos, 20.35, 57.69, 5.98, -67.03, -2.38, 52.3, 69.7, tool_torque, 0.068, 0.352, 0.209, joint_torque, -0.51, 4.86, -0.02, -2.04, 0.05, 0.05, 0.35, robot_mode, normal, 
29/04/2022 17:26:10:912, robot_pos_w_timestamp, 1651249468293, 614.45, 276.64, 202.04, 2.36, -0.03, 3.07, tool_force, -1.06, 0.78, 7.23, actual_rep, 2, curr_step, 0, track_size, 99, robot_vel, 0.01, joints_pos, 20.35, 57.69, 5.98, -67.03, -2.38, 52.3, 69.7, tool_torque, 0.064, 0.348, 0.21, joint_torque, -0.53, 4.84, -0.04, -2.04, 0.05, 0.05, 0.34, robot_mode, normal, 
