26/04/2022 15:26:11: File Created!
26/04/2022 15:26:11:213, robot_pos_w_timestamp, 1650983071363, 612.87, 280.93, 203.71, 2.36, -0.03, 3.07, tool_force, 0.3, 2.06, 7.42, actual_rep, 1, curr_step, 1, track_size, 99, robot_vel, 0.0, joints_pos, 22.43, 57.46, 2.93, -66.98, 0.78, 52.39, 68.33, tool_torque, 0.394, -0.264, 0.396, robot_mode, normal, 
26/04/2022 15:26:32:610, robot_pos_w_timestamp, 1650983092632, 619.85, 218.43, 197.57, 2.31, 0.0, 3.12, tool_force, -1.1, 0.11, 6.84, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 37.2, joints_pos, 17.29, 56.42, 3.54, -70.13, -3.06, 52.3, 68.56, tool_torque, -0.048, 0.39, -0.06, robot_mode, normal, 
26/04/2022 15:26:32:766, robot_pos_w_timestamp, 1650983092782, 619.96, 224.26, 197.59, 2.32, 0.0, 3.11, tool_force, -1.26, 0.19, 7.34, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 37.98, joints_pos, 17.75, 56.62, 3.54, -69.74, -2.88, 52.26, 68.63, tool_torque, -0.057, 0.439, -0.063, robot_mode, normal, 
26/04/2022 15:26:32:910, robot_pos_w_timestamp, 1650983092932, 619.9, 230.07, 197.86, 2.32, 0.0, 3.11, tool_force, -1.11, 0.06, 7.09, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 37.66, joints_pos, 18.21, 56.76, 3.54, -69.41, -2.75, 52.18, 68.71, tool_torque, -0.049, 0.401, -0.056, robot_mode, normal, 
26/04/2022 15:26:33:062, robot_pos_w_timestamp, 1650983093082, 619.76, 235.86, 198.12, 2.33, 0.0, 3.1, tool_force, -1.18, 0.44, 7.61, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 42.15, joints_pos, 18.67, 56.91, 3.54, -69.06, -2.58, 52.13, 68.77, tool_torque, -0.015, 0.386, -0.042, robot_mode, normal, 
26/04/2022 15:26:33:216, robot_pos_w_timestamp, 1650983093235, 619.29, 241.68, 198.54, 2.33, 0.0, 3.1, tool_force, -1.02, -0.21, 7.66, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 40.27, joints_pos, 19.12, 57.07, 3.54, -68.66, -2.32, 52.36, 68.78, tool_torque, -0.24, 0.304, 0.031, robot_mode, normal, 
26/04/2022 15:26:33:367, robot_pos_w_timestamp, 1650983093385, 618.96, 247.54, 198.98, 2.34, -0.01, 3.1, tool_force, -0.77, -0.43, 7.37, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 39.59, joints_pos, 19.55, 57.25, 3.58, -68.23, -2.08, 52.54, 68.83, tool_torque, -0.263, 0.17, 0.0, robot_mode, normal, 
26/04/2022 15:26:33:518, robot_pos_w_timestamp, 1650983093536, 618.31, 253.3, 199.57, 2.34, -0.01, 3.1, tool_force, -1.29, -0.21, 7.46, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 36.4, joints_pos, 20.01, 57.33, 3.58, -67.95, -1.9, 52.52, 69.07, tool_torque, -0.188, 0.371, -0.061, robot_mode, normal, 
26/04/2022 15:26:33:670, robot_pos_w_timestamp, 1650983093686, 617.56, 259.16, 200.15, 2.34, -0.01, 3.09, tool_force, -0.88, -0.18, 7.16, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 40.45, joints_pos, 20.46, 57.42, 3.58, -67.67, -1.62, 52.51, 69.21, tool_torque, -0.13, 0.318, 0.0, robot_mode, normal, 
26/04/2022 15:26:33:818, robot_pos_w_timestamp, 1650983093837, 616.73, 264.93, 200.79, 2.35, -0.02, 3.08, tool_force, -1.08, -0.26, 6.84, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 40.03, joints_pos, 20.86, 57.5, 3.63, -67.41, -1.2, 52.47, 69.1, tool_torque, -0.044, 0.227, 0.202, robot_mode, normal, 
26/04/2022 15:26:33:971, robot_pos_w_timestamp, 1650983093987, 615.65, 270.76, 201.35, 2.35, -0.02, 3.08, tool_force, -0.72, -0.06, 6.95, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 38.81, joints_pos, 21.19, 57.56, 3.75, -67.21, -0.71, 52.36, 68.85, tool_torque, 0.053, 0.119, 0.356, robot_mode, normal, 
26/04/2022 15:26:34:120, robot_pos_w_timestamp, 1650983094140, 614.51, 276.4, 201.91, 2.36, -0.03, 3.07, tool_force, -1.15, -0.23, 6.94, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 31.4, joints_pos, 21.51, 57.61, 3.86, -67.03, -0.18, 52.26, 68.53, tool_torque, -0.017, 0.202, 0.345, robot_mode, normal, 
26/04/2022 15:26:34:271, robot_pos_w_timestamp, 1650983094290, 614.47, 276.59, 202.0, 2.36, -0.03, 3.07, tool_force, -1.57, 0.6, 7.46, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 3.28, joints_pos, 21.62, 57.6, 3.66, -67.03, 0.08, 52.27, 68.36, tool_torque, 0.017, 0.373, 0.277, robot_mode, normal, 
26/04/2022 15:26:34:422, robot_pos_w_timestamp, 1650983094442, 614.45, 276.61, 202.02, 2.36, -0.03, 3.07, tool_force, -1.39, 0.73, 7.44, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 0.98, joints_pos, 21.64, 57.6, 3.63, -67.03, 0.12, 52.27, 68.33, tool_torque, -0.0010, 0.413, 0.231, robot_mode, normal, 
26/04/2022 15:26:34:570, robot_pos_w_timestamp, 1650983094591, 614.43, 276.66, 202.02, 2.36, -0.03, 3.07, tool_force, -0.91, 0.66, 7.22, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 0.1, joints_pos, 21.65, 57.6, 3.63, -67.03, 0.12, 52.27, 68.33, tool_torque, 0.013, 0.307, 0.231, robot_mode, normal, 
26/04/2022 15:26:34:721, robot_pos_w_timestamp, 1650983094743, 614.43, 276.66, 202.02, 2.36, -0.03, 3.07, tool_force, -0.85, 0.69, 7.24, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 0.07, joints_pos, 21.65, 57.6, 3.63, -67.03, 0.12, 52.27, 68.33, tool_torque, 0.025, 0.296, 0.235, robot_mode, normal, 
26/04/2022 15:26:34:874, robot_pos_w_timestamp, 1650983094892, 614.43, 276.66, 202.02, 2.36, -0.03, 3.07, tool_force, -0.88, 0.83, 7.36, actual_rep, 1, curr_step, 99, track_size, 99, robot_vel, 0.03, joints_pos, 21.65, 57.6, 3.63, -67.03, 0.12, 52.27, 68.32, tool_torque, 0.041, 0.304, 0.233, robot_mode, normal, 
26/04/2022 15:26:35:066, robot_pos_w_timestamp, 1650983095043, 614.43, 276.66, 202.02, 2.36, -0.03, 3.07, tool_force, -0.92, 0.83, 7.38, actual_rep, 2, curr_step, 99, track_size, 99, robot_vel, 0.05, joints_pos, 21.65, 57.6, 3.63, -67.03, 0.12, 52.27, 68.32, tool_torque, 0.039, 0.307, 0.23, robot_mode, normal, 
