22/03/2022 14:59:27: File Created!
22/03/2022 14:59:27:083, robot_pos_w_timestamp, 1647957485777, 536.65, 303.05, 194.85, 2.29, 0.04, 3.08, tool_force, 0.35, 0.86, 6.04, actual_rep, 1, curr_step, 1, track_size, 95, robot_vel, 8.22, joints_pos, 42.3, 53.01, -19.5, -81.07, 19.7, 45.28, 65.88, tool_torque, 0.0090, -0.304, 0.287, tool_momentum, 0.012, -0.303, 0.286, robot_mode, rotation_overlay, 
22/03/2022 14:59:46:289, robot_pos_w_timestamp, 1647957504683, 454.97, 199.75, 315.73, 2.27, 0.01, 3.07, tool_force, 0.02, 0.9, 5.49, actual_rep, 1, curr_step, 88, track_size, 95, robot_vel, 0.03, joints_pos, 40.23, 28.24, -21.05, -102.93, 14.37, 47.26, 62.31, tool_torque, 0.215, -0.06, 0.155, tool_momentum, 0.215, -0.06, 0.155, robot_mode, normal, 
22/03/2022 14:59:46:432, robot_pos_w_timestamp, 1647957504835, 454.97, 199.76, 315.73, 2.27, 0.01, 3.07, tool_force, 0.07, 0.86, 5.43, actual_rep, 1, curr_step, 90, track_size, 95, robot_vel, 0.05, joints_pos, 40.23, 28.24, -21.05, -102.93, 14.37, 47.26, 62.31, tool_torque, 0.217, -0.068, 0.159, tool_momentum, 0.217, -0.068, 0.159, robot_mode, normal, 
22/03/2022 14:59:46:632, robot_pos_w_timestamp, 1647957504983, 454.98, 199.76, 315.72, 2.27, 0.01, 3.07, tool_force, 0.07, 0.87, 5.43, actual_rep, 1, curr_step, 93, track_size, 95, robot_vel, 0.02, joints_pos, 40.23, 28.24, -21.05, -102.93, 14.37, 47.26, 62.31, tool_torque, 0.22, -0.068, 0.16, tool_momentum, 0.22, -0.067, 0.16, robot_mode, normal, 
22/03/2022 14:59:46:733, robot_pos_w_timestamp, 1647957505134, 454.98, 199.76, 315.72, 2.27, 0.01, 3.07, tool_force, 0.05, 0.85, 5.44, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 0.02, joints_pos, 40.23, 28.24, -21.05, -102.93, 14.37, 47.25, 62.31, tool_torque, 0.217, -0.067, 0.161, tool_momentum, 0.217, -0.068, 0.161, robot_mode, normal, 
22/03/2022 14:59:46:933, robot_pos_w_timestamp, 1647957505285, 454.98, 199.76, 315.72, 2.27, 0.01, 3.07, tool_force, 0.05, 0.88, 5.45, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 0.01, joints_pos, 40.23, 28.24, -21.05, -102.93, 14.37, 47.25, 62.31, tool_torque, 0.22, -0.066, 0.161, tool_momentum, 0.221, -0.067, 0.162, robot_mode, normal, 
22/03/2022 14:59:47:034, robot_pos_w_timestamp, 1647957505438, 454.98, 199.76, 315.72, 2.27, 0.01, 3.07, tool_force, 0.04, 0.85, 5.45, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 0.02, joints_pos, 40.23, 28.24, -21.05, -102.93, 14.37, 47.26, 62.31, tool_torque, 0.215, -0.067, 0.161, tool_momentum, 0.215, -0.067, 0.161, robot_mode, normal, 
22/03/2022 14:59:47:239, robot_pos_w_timestamp, 1647957505588, 454.98, 199.76, 315.72, 2.27, 0.01, 3.07, tool_force, 0.04, 0.87, 5.45, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 0.01, joints_pos, 40.23, 28.24, -21.05, -102.93, 14.37, 47.26, 62.31, tool_torque, 0.216, -0.067, 0.161, tool_momentum, 0.215, -0.066, 0.161, robot_mode, normal, 
22/03/2022 14:59:47:336, robot_pos_w_timestamp, 1647957505737, 454.98, 199.76, 315.72, 2.27, 0.01, 3.07, tool_force, 0.03, 0.87, 5.45, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 0.01, joints_pos, 40.23, 28.24, -21.05, -102.93, 14.37, 47.26, 62.31, tool_torque, 0.215, -0.063, 0.161, tool_momentum, 0.215, -0.063, 0.161, robot_mode, normal, 
22/03/2022 14:59:47:540, robot_pos_w_timestamp, 1647957505885, 454.98, 199.76, 315.72, 2.27, 0.01, 3.07, tool_force, 0.04, 0.89, 5.45, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 0.01, joints_pos, 40.23, 28.24, -21.05, -102.93, 14.37, 47.26, 62.31, tool_torque, 0.217, -0.067, 0.161, tool_momentum, 0.217, -0.068, 0.161, robot_mode, normal, 
22/03/2022 14:59:47:640, robot_pos_w_timestamp, 1647957506034, 454.98, 199.76, 315.73, 2.27, 0.01, 3.07, tool_force, 0.02, 0.89, 5.45, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 0.03, joints_pos, 40.23, 28.24, -21.05, -102.93, 14.37, 47.26, 62.31, tool_torque, 0.212, -0.063, 0.16, tool_momentum, 0.213, -0.063, 0.16, robot_mode, normal, 
22/03/2022 14:59:47:842, robot_pos_w_timestamp, 1647957506184, 454.98, 199.75, 315.73, 2.27, 0.01, 3.07, tool_force, 0.07, 0.96, 5.53, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 0.12, joints_pos, 40.23, 28.24, -21.06, -102.93, 14.37, 47.26, 62.31, tool_torque, 0.202, -0.083, 0.164, tool_momentum, 0.202, -0.083, 0.164, robot_mode, normal, 
22/03/2022 14:59:47:943, robot_pos_w_timestamp, 1647957506332, 454.95, 199.73, 315.84, 2.27, 0.01, 3.07, tool_force, 0.09, 0.96, 5.58, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 0.9, joints_pos, 40.23, 28.22, -21.06, -102.94, 14.37, 47.26, 62.31, tool_torque, 0.162, -0.108, 0.171, tool_momentum, 0.164, -0.109, 0.171, robot_mode, normal, 
22/03/2022 14:59:48:144, robot_pos_w_timestamp, 1647957506481, 454.89, 199.36, 315.73, 2.27, 0.01, 3.07, tool_force, 0.24, 1.39, 5.4, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 3.9, joints_pos, 40.22, 28.22, -21.08, -102.97, 14.36, 47.25, 62.31, tool_torque, 0.315, -0.089, 0.215, tool_momentum, 0.312, -0.087, 0.215, robot_mode, normal, 
22/03/2022 14:59:48:244, robot_pos_w_timestamp, 1647957506630, 454.9, 199.3, 315.82, 2.27, 0.01, 3.07, tool_force, 0.19, 1.4, 5.61, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 4.4, joints_pos, 40.21, 28.2, -21.07, -102.97, 14.36, 47.25, 62.27, tool_torque, 0.267, -0.149, 0.247, tool_momentum, 0.269, -0.152, 0.247, robot_mode, normal, 
22/03/2022 14:59:48:446, robot_pos_w_timestamp, 1647957506778, 454.4, 200.29, 315.61, 2.27, 0.01, 3.07, tool_force, -0.37, 1.29, 5.32, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 6.26, joints_pos, 40.24, 28.21, -20.96, -102.98, 14.34, 47.24, 62.39, tool_torque, 0.274, 0.062, 0.064, tool_momentum, 0.275, 0.063, 0.064, robot_mode, normal, 
22/03/2022 14:59:48:547, robot_pos_w_timestamp, 1647957506929, 453.78, 200.08, 315.07, 2.28, 0.01, 3.07, tool_force, 0.25, 1.81, 5.08, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 8.1, joints_pos, 40.27, 28.19, -20.97, -103.11, 14.29, 47.17, 62.03, tool_torque, 0.456, -0.166, 0.398, tool_momentum, 0.463, -0.163, 0.4, robot_mode, normal, 
22/03/2022 14:59:48:729, robot_pos_w_timestamp, 1647957507076, 453.06, 196.63, 315.53, 2.28, 0.01, 3.07, tool_force, -0.65, 1.95, 5.62, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 26.89, joints_pos, 40.13, 27.93, -21.17, -103.46, 14.38, 47.1, 61.51, tool_torque, 0.36, -0.138, 0.398, tool_momentum, 0.362, -0.158, 0.398, robot_mode, normal, 
22/03/2022 14:59:48:851, robot_pos_w_timestamp, 1647957507226, 453.75, 191.23, 318.11, 2.28, 0.0, 3.07, tool_force, 0.46, 1.61, 5.84, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 58.77, joints_pos, 39.53, 27.54, -21.32, -103.59, 14.91, 47.52, 60.06, tool_torque, 0.13, -0.445, 0.433, tool_momentum, 0.138, -0.442, 0.433, robot_mode, normal, 
22/03/2022 14:59:49:000, robot_pos_w_timestamp, 1647957507374, 455.86, 185.59, 319.69, 2.29, 0.0, 3.07, tool_force, 1.2, 0.75, 6.04, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 37.12, joints_pos, 38.74, 27.42, -21.33, -103.49, 15.19, 47.98, 58.88, tool_torque, 0.067, -0.605, 0.471, tool_momentum, 0.079, -0.62, 0.474, robot_mode, normal, 
22/03/2022 14:59:49:153, robot_pos_w_timestamp, 1647957507525, 459.47, 179.74, 320.13, 2.29, -0.01, 3.08, tool_force, 1.06, 0.74, 5.88, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 52.27, joints_pos, 37.88, 27.59, -21.31, -103.14, 15.3, 48.49, 57.78, tool_torque, 0.018, -0.62, 0.472, tool_momentum, 0.034, -0.64, 0.473, robot_mode, normal, 
22/03/2022 14:59:49:356, robot_pos_w_timestamp, 1647957507672, 463.13, 173.8, 320.51, 2.3, -0.01, 3.08, tool_force, 1.63, 0.31, 5.47, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 43.97, joints_pos, 37.02, 27.76, -21.31, -102.8, 15.41, 48.88, 56.72, tool_torque, -0.0050, -0.67, 0.482, tool_momentum, -0.0080, -0.666, 0.482, robot_mode, normal, 
22/03/2022 14:59:49:455, robot_pos_w_timestamp, 1647957507822, 467.59, 168.2, 319.53, 2.3, -0.01, 3.08, tool_force, 1.26, 0.51, 5.62, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 60.03, joints_pos, 36.16, 28.15, -21.31, -102.39, 15.58, 49.07, 55.53, tool_torque, 0.014, -0.57, 0.47, tool_momentum, 0.023, -0.565, 0.47, robot_mode, normal, 
22/03/2022 14:59:49:663, robot_pos_w_timestamp, 1647957507971, 472.98, 162.17, 317.73, 2.31, -0.01, 3.08, tool_force, 1.32, 0.55, 6.04, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 51.47, joints_pos, 35.21, 28.75, -21.3, -101.8, 15.79, 49.35, 54.31, tool_torque, 0.057, -0.691, 0.484, tool_momentum, 0.05, -0.701, 0.483, robot_mode, normal, 
22/03/2022 14:59:49:762, robot_pos_w_timestamp, 1647957508119, 478.87, 156.68, 315.47, 2.31, -0.01, 3.09, tool_force, 1.44, 1.14, 6.08, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 53.91, joints_pos, 34.31, 29.49, -21.29, -101.06, 15.91, 49.67, 53.12, tool_torque, 0.143, -0.639, 0.469, tool_momentum, 0.127, -0.613, 0.469, robot_mode, normal, 
22/03/2022 14:59:49:964, robot_pos_w_timestamp, 1647957508269, 484.96, 150.65, 312.44, 2.32, 0.0, 3.09, tool_force, 0.89, 1.28, 5.47, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 61.63, joints_pos, 33.4, 30.25, -21.3, -100.45, 16.04, 49.58, 51.96, tool_torque, 0.303, -0.424, 0.46, tool_momentum, 0.312, -0.424, 0.46, robot_mode, normal, 
22/03/2022 14:59:50:068, robot_pos_w_timestamp, 1647957508420, 490.68, 145.08, 309.08, 2.32, 0.0, 3.09, tool_force, 0.59, 1.2, 5.51, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 58.69, joints_pos, 32.58, 31.03, -21.32, -99.85, 16.06, 49.44, 51.19, tool_torque, 0.38, -0.311, 0.417, tool_momentum, 0.378, -0.313, 0.417, robot_mode, normal, 
22/03/2022 14:59:50:268, robot_pos_w_timestamp, 1647957508568, 496.32, 139.35, 305.06, 2.32, 0.0, 3.1, tool_force, 0.54, 1.1, 5.88, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 58.2, joints_pos, 31.73, 31.92, -21.32, -99.18, 16.16, 49.52, 50.41, tool_torque, 0.178, -0.51, 0.43, tool_momentum, 0.198, -0.532, 0.43, robot_mode, normal, 
22/03/2022 14:59:50:353, robot_pos_w_timestamp, 1647957508718, 502.33, 133.65, 300.51, 2.31, 0.0, 3.1, tool_force, 0.95, 0.98, 5.7, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 65.02, joints_pos, 30.83, 32.89, -21.3, -98.46, 16.48, 49.52, 49.83, tool_torque, 0.228, -0.578, 0.459, tool_momentum, 0.228, -0.582, 0.459, robot_mode, normal, 
22/03/2022 14:59:50:569, robot_pos_w_timestamp, 1647957508865, 508.0, 128.21, 295.72, 2.31, 0.0, 3.11, tool_force, 1.21, 1.19, 6.03, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 60.95, joints_pos, 30.01, 33.91, -21.28, -97.68, 16.58, 49.68, 49.37, tool_torque, 0.18, -0.619, 0.421, tool_momentum, 0.187, -0.642, 0.421, robot_mode, normal, 
22/03/2022 14:59:50:669, robot_pos_w_timestamp, 1647957509016, 513.85, 122.8, 290.26, 2.3, 0.0, 3.11, tool_force, 1.2, 0.96, 5.7, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 65.03, joints_pos, 29.18, 34.99, -21.27, -96.91, 16.85, 49.67, 49.08, tool_torque, 0.168, -0.505, 0.397, tool_momentum, 0.18, -0.507, 0.398, robot_mode, normal, 
22/03/2022 14:59:50:871, robot_pos_w_timestamp, 1647957509163, 519.76, 118.27, 284.52, 2.29, 0.0, 3.12, tool_force, 0.51, 1.25, 5.79, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 62.73, joints_pos, 28.52, 36.15, -21.29, -96.05, 16.89, 49.64, 49.17, tool_torque, 0.235, -0.309, 0.209, tool_momentum, 0.212, -0.299, 0.203, robot_mode, normal, 
22/03/2022 14:59:50:970, robot_pos_w_timestamp, 1647957509312, 524.89, 114.72, 278.71, 2.28, 0.01, 3.12, tool_force, 1.11, 1.27, 5.5, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 54.63, joints_pos, 28.04, 37.23, -21.34, -95.3, 16.84, 49.54, 49.17, tool_torque, 0.24, -0.298, 0.244, tool_momentum, 0.245, -0.297, 0.244, robot_mode, normal, 
22/03/2022 14:59:51:163, robot_pos_w_timestamp, 1647957509460, 530.3, 112.16, 273.13, 2.27, 0.01, 3.13, tool_force, 0.68, 1.52, 5.45, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 54.33, joints_pos, 27.52, 38.35, -21.29, -94.42, 17.02, 49.5, 49.24, tool_torque, 0.344, -0.262, 0.197, tool_momentum, 0.367, -0.246, 0.198, robot_mode, normal, 
22/03/2022 14:59:51:275, robot_pos_w_timestamp, 1647957509612, 535.68, 110.12, 267.23, 2.27, 0.01, 3.13, tool_force, 0.73, 1.55, 5.15, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 53.34, joints_pos, 27.03, 39.44, -21.19, -93.59, 17.29, 49.31, 48.98, tool_torque, 0.518, -0.394, 0.419, tool_momentum, 0.496, -0.374, 0.415, robot_mode, normal, 
22/03/2022 14:59:51:432, robot_pos_w_timestamp, 1647957509759, 540.36, 109.09, 261.27, 2.27, 0.02, 3.13, tool_force, 0.79, 1.68, 5.3, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 50.28, joints_pos, 26.77, 40.49, -21.16, -92.85, 17.29, 48.98, 48.98, tool_torque, 0.494, -0.465, 0.399, tool_momentum, 0.484, -0.456, 0.397, robot_mode, normal, 
22/03/2022 14:59:51:575, robot_pos_w_timestamp, 1647957509908, 544.78, 108.51, 255.71, 2.27, 0.02, 3.14, tool_force, 0.75, 1.44, 5.38, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 47.73, joints_pos, 26.6, 41.55, -21.2, -92.03, 17.29, 48.96, 49.0, tool_torque, 0.395, -0.33, 0.291, tool_momentum, 0.378, -0.333, 0.291, robot_mode, normal, 
22/03/2022 14:59:51:707, robot_pos_w_timestamp, 1647957510055, 548.98, 108.73, 249.86, 2.27, 0.02, 3.14, tool_force, 0.63, 1.69, 5.26, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 49.09, joints_pos, 26.4, 42.59, -21.14, -91.22, 17.52, 48.87, 48.94, tool_torque, 0.572, -0.447, 0.432, tool_momentum, 0.569, -0.448, 0.432, robot_mode, normal, 
22/03/2022 14:59:51:879, robot_pos_w_timestamp, 1647957510205, 553.06, 109.53, 244.12, 2.27, 0.02, -3.14, tool_force, 0.88, 1.45, 5.13, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 48.76, joints_pos, 26.25, 43.61, -21.07, -90.42, 17.78, 48.79, 48.88, tool_torque, 0.551, -0.447, 0.437, tool_momentum, 0.546, -0.452, 0.437, robot_mode, normal, 
22/03/2022 14:59:52:078, robot_pos_w_timestamp, 1647957510354, 557.22, 110.87, 238.26, 2.27, 0.02, -3.14, tool_force, 0.45, 1.59, 5.34, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 49.85, joints_pos, 26.2, 44.65, -21.03, -89.62, 17.94, 48.54, 48.91, tool_torque, 0.495, -0.344, 0.313, tool_momentum, 0.479, -0.34, 0.31, robot_mode, normal, 
22/03/2022 14:59:52:180, robot_pos_w_timestamp, 1647957510521, 561.64, 113.36, 231.53, 2.27, 0.03, -3.14, tool_force, -0.21, 0.73, 5.25, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 48.52, joints_pos, 26.27, 45.85, -21.0, -88.61, 17.95, 48.42, 49.24, tool_torque, 0.114, -0.061, 0.034, tool_momentum, 0.093, -0.05, 0.032, robot_mode, normal, 
22/03/2022 14:59:52:381, robot_pos_w_timestamp, 1647957510650, 565.33, 115.8, 226.54, 2.27, 0.03, -3.13, tool_force, -0.87, 0.53, 6.23, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 55.47, joints_pos, 26.33, 46.8, -20.96, -87.76, 17.96, 48.48, 49.79, tool_torque, -0.082, -0.025, -0.026, tool_momentum, -0.073, -0.031, -0.026, robot_mode, normal, 
22/03/2022 14:59:52:481, robot_pos_w_timestamp, 1647957510801, 569.66, 119.51, 220.75, 2.26, 0.03, -3.13, tool_force, -1.29, 0.72, 6.06, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 54.66, joints_pos, 26.46, 47.91, -20.87, -86.73, 17.93, 48.36, 50.46, tool_torque, 0.049, 0.262, -0.047, tool_momentum, 0.051, 0.255, -0.047, robot_mode, normal, 
22/03/2022 14:59:52:683, robot_pos_w_timestamp, 1647957510949, 574.17, 124.68, 215.18, 2.26, 0.04, -3.13, tool_force, -1.36, 0.87, 5.81, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 59.59, joints_pos, 26.7, 48.98, -20.78, -85.66, 17.92, 48.2, 51.24, tool_torque, 0.123, 0.287, -0.055, tool_momentum, 0.118, 0.293, -0.055, robot_mode, normal, 
22/03/2022 14:59:52:783, robot_pos_w_timestamp, 1647957511098, 577.91, 130.67, 210.24, 2.25, 0.05, -3.14, tool_force, -0.62, 1.37, 6.04, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 53.86, joints_pos, 27.08, 49.87, -20.7, -84.86, 18.04, 47.6, 52.17, tool_torque, 0.247, 0.165, -0.06, tool_momentum, 0.233, 0.169, -0.06, robot_mode, normal, 
22/03/2022 14:59:52:985, robot_pos_w_timestamp, 1647957511252, 580.64, 136.47, 206.6, 2.25, 0.05, 3.14, tool_force, -1.04, 0.84, 5.52, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 51.24, joints_pos, 27.52, 50.59, -20.72, -84.14, 18.1, 47.34, 52.84, tool_torque, 0.141, 0.253, -0.07, tool_momentum, 0.146, 0.254, -0.071, robot_mode, normal, 
22/03/2022 14:59:53:065, robot_pos_w_timestamp, 1647957511400, 582.56, 142.45, 203.68, 2.25, 0.06, 3.14, tool_force, -0.9, 1.25, 5.77, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 47.68, joints_pos, 28.03, 51.17, -20.77, -83.55, 18.06, 47.06, 53.58, tool_torque, 0.156, 0.315, -0.076, tool_momentum, 0.149, 0.317, -0.076, robot_mode, normal, 
22/03/2022 14:59:53:286, robot_pos_w_timestamp, 1647957511547, 584.08, 148.08, 201.18, 2.25, 0.06, 3.13, tool_force, -0.86, 0.99, 5.6, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 43.65, joints_pos, 28.45, 51.6, -20.72, -83.17, 18.23, 46.54, 54.01, tool_torque, 0.222, 0.184, -0.037, tool_momentum, 0.222, 0.173, -0.035, robot_mode, normal, 
22/03/2022 14:59:53:388, robot_pos_w_timestamp, 1647957511696, 584.92, 154.03, 199.11, 2.25, 0.07, 3.12, tool_force, -0.49, 1.04, 5.73, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 45.87, joints_pos, 28.95, 51.94, -20.71, -82.9, 18.34, 45.97, 54.41, tool_torque, 0.253, 0.164, -0.02, tool_momentum, 0.248, 0.161, -0.018, robot_mode, normal, 
22/03/2022 14:59:53:590, robot_pos_w_timestamp, 1647957511844, 585.63, 159.7, 197.35, 2.26, 0.07, 3.12, tool_force, -0.76, 0.89, 5.7, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 41.93, joints_pos, 29.4, 52.25, -20.7, -82.62, 18.62, 45.57, 54.54, tool_torque, 0.236, 0.153, -0.01, tool_momentum, 0.239, 0.153, -0.01, robot_mode, normal, 
22/03/2022 14:59:53:689, robot_pos_w_timestamp, 1647957511994, 586.09, 165.43, 195.85, 2.26, 0.07, 3.11, tool_force, -0.4, 0.95, 5.85, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 42.9, joints_pos, 29.97, 52.56, -20.79, -82.32, 18.51, 45.25, 55.11, tool_torque, 0.093, 0.332, -0.059, tool_momentum, 0.084, 0.329, -0.059, robot_mode, normal, 
22/03/2022 14:59:53:874, robot_pos_w_timestamp, 1647957512144, 586.04, 171.5, 194.7, 2.26, 0.08, 3.11, tool_force, -0.53, 0.78, 5.83, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 40.69, joints_pos, 30.49, 52.77, -20.77, -82.12, 18.55, 44.92, 55.6, tool_torque, 0.144, 0.24, -0.045, tool_momentum, 0.136, 0.251, -0.047, robot_mode, normal, 
22/03/2022 14:59:53:995, robot_pos_w_timestamp, 1647957512292, 585.6, 177.15, 193.84, 2.26, 0.08, 3.1, tool_force, -0.51, 0.59, 5.39, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 36.17, joints_pos, 30.98, 52.93, -20.75, -81.95, 18.64, 44.74, 56.07, tool_torque, 0.136, 0.157, -0.032, tool_momentum, 0.137, 0.153, -0.032, robot_mode, normal, 
22/03/2022 14:59:54:142, robot_pos_w_timestamp, 1647957512440, 584.88, 182.91, 193.15, 2.26, 0.08, 3.1, tool_force, -0.44, 0.83, 5.92, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 38.32, joints_pos, 31.49, 53.09, -20.75, -81.76, 18.64, 44.72, 56.6, tool_torque, 0.084, 0.171, -0.054, tool_momentum, 0.079, 0.163, -0.054, robot_mode, normal, 
22/03/2022 14:59:54:294, robot_pos_w_timestamp, 1647957512589, 583.86, 188.73, 192.72, 2.26, 0.08, 3.1, tool_force, -0.06, 0.38, 5.5, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 36.91, joints_pos, 32.03, 53.21, -20.75, -81.6, 18.64, 44.72, 57.18, tool_torque, 0.032, 0.063, -0.032, tool_momentum, 0.037, 0.048, -0.029, robot_mode, normal, 
22/03/2022 14:59:54:417, robot_pos_w_timestamp, 1647957512736, 582.76, 194.58, 192.66, 2.26, 0.08, 3.1, tool_force, -0.31, 1.17, 5.89, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 43.94, joints_pos, 32.55, 53.25, -20.75, -81.53, 18.77, 44.57, 57.63, tool_torque, 0.206, 0.121, -0.036, tool_momentum, 0.204, 0.124, -0.036, robot_mode, normal, 
22/03/2022 14:59:54:597, robot_pos_w_timestamp, 1647957512885, 581.36, 200.25, 192.59, 2.26, 0.08, 3.09, tool_force, -0.51, 0.81, 5.71, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 38.18, joints_pos, 33.13, 53.27, -20.79, -81.53, 18.8, 44.33, 58.15, tool_torque, 0.149, 0.185, -0.05, tool_momentum, 0.153, 0.172, -0.05, robot_mode, normal, 
22/03/2022 14:59:54:799, robot_pos_w_timestamp, 1647957513035, 579.53, 206.22, 192.63, 2.26, 0.09, 3.09, tool_force, -0.21, 1.01, 6.16, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 45.63, joints_pos, 33.81, 53.29, -20.85, -81.52, 18.49, 44.19, 58.97, tool_torque, 0.098, 0.246, -0.056, tool_momentum, 0.097, 0.25, -0.056, robot_mode, normal, 
22/03/2022 14:59:54:901, robot_pos_w_timestamp, 1647957513186, 577.73, 211.99, 192.8, 2.27, 0.09, 3.09, tool_force, -0.43, 0.73, 5.94, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 37.28, joints_pos, 34.38, 53.29, -20.85, -81.49, 18.36, 44.15, 59.35, tool_torque, 0.062, 0.26, -0.051, tool_momentum, 0.066, 0.256, -0.05, robot_mode, normal, 
22/03/2022 14:59:55:104, robot_pos_w_timestamp, 1647957513335, 575.71, 217.8, 192.84, 2.27, 0.09, 3.09, tool_force, -0.24, 0.33, 5.82, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 44.03, joints_pos, 34.89, 53.29, -20.77, -81.44, 18.32, 44.21, 59.64, tool_torque, -0.066, 0.037, -0.033, tool_momentum, -0.069, 0.033, -0.033, robot_mode, normal, 
22/03/2022 14:59:55:206, robot_pos_w_timestamp, 1647957513482, 573.89, 223.41, 192.96, 2.28, 0.08, 3.09, tool_force, -0.04, 0.26, 6.19, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 38.53, joints_pos, 35.32, 53.29, -20.68, -81.37, 18.53, 44.29, 59.69, tool_torque, -0.12, -0.156, -0.013, tool_momentum, -0.118, -0.158, -0.012, robot_mode, normal, 
22/03/2022 14:59:55:409, robot_pos_w_timestamp, 1647957513631, 572.01, 229.32, 193.13, 2.28, 0.08, 3.09, tool_force, -0.02, 0.63, 5.95, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 44.63, joints_pos, 35.88, 53.29, -20.68, -81.35, 18.73, 44.19, 60.02, tool_torque, 0.072, -0.012, -0.031, tool_momentum, 0.074, -0.01, -0.028, robot_mode, normal, 
22/03/2022 14:59:55:497, robot_pos_w_timestamp, 1647957513779, 570.1, 235.02, 193.44, 2.28, 0.08, 3.08, tool_force, -0.36, 0.62, 5.93, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 36.44, joints_pos, 36.43, 53.28, -20.71, -81.32, 18.86, 44.15, 60.41, tool_torque, 0.063, 0.152, -0.063, tool_momentum, 0.068, 0.126, -0.063, robot_mode, normal, 
22/03/2022 14:59:55:708, robot_pos_w_timestamp, 1647957513930, 568.02, 240.92, 193.72, 2.28, 0.08, 3.08, tool_force, 0.04, 0.58, 5.95, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 43.18, joints_pos, 37.03, 53.28, -20.73, -81.26, 18.86, 44.16, 60.96, tool_torque, 0.01, 0.094, -0.065, tool_momentum, 0.014, 0.083, -0.065, robot_mode, normal, 
