26/04/2022 13:39:04: File Created!
26/04/2022 13:39:04:693, robot_pos_w_timestamp, 1650976643244, 536.68, 303.04, 194.88, 2.29, 0.04, 3.08, tool_force, 0.75, -0.19, 0.5, actual_rep, 1, curr_step, 1, track_size, 95, robot_vel, 10.39, joints_pos, 52.21, 57.29, -35.95, -81.06, -142.13, -49.71, -125.05, tool_torque, 0.5, -0.495, 0.454, tool_momentum, 0.499, -0.495, 0.454, robot_mode, rotation_overlay, 
26/04/2022 13:39:23:404, robot_pos_w_timestamp, 1650976661660, 454.95, 199.71, 316.54, 2.27, 0.01, 3.07, tool_force, 0.35, -0.15, -0.14, actual_rep, 1, curr_step, 86, track_size, 95, robot_vel, 0.04, joints_pos, 56.22, 33.26, -42.49, -102.87, -150.41, -51.03, -129.31, tool_torque, 0.683, -0.164, 0.296, tool_momentum, 0.684, -0.164, 0.296, robot_mode, normal, 
26/04/2022 13:39:23:546, robot_pos_w_timestamp, 1650976661810, 454.96, 199.7, 316.54, 2.27, 0.01, 3.07, tool_force, 0.35, -0.13, -0.16, actual_rep, 1, curr_step, 89, track_size, 95, robot_vel, 0.05, joints_pos, 56.22, 33.26, -42.49, -102.87, -150.41, -51.03, -129.31, tool_torque, 0.68, -0.157, 0.297, tool_momentum, 0.679, -0.157, 0.297, robot_mode, normal, 
26/04/2022 13:39:23:713, robot_pos_w_timestamp, 1650976661973, 454.96, 199.71, 316.53, 2.27, 0.01, 3.07, tool_force, 0.37, -0.14, -0.14, actual_rep, 1, curr_step, 92, track_size, 95, robot_vel, 0.07, joints_pos, 56.22, 33.27, -42.49, -102.87, -150.41, -51.03, -129.31, tool_torque, 0.68, -0.16, 0.298, tool_momentum, 0.68, -0.161, 0.298, robot_mode, normal, 
26/04/2022 13:39:23:855, robot_pos_w_timestamp, 1650976662124, 454.96, 199.71, 316.53, 2.27, 0.01, 3.07, tool_force, 0.38, -0.13, -0.13, actual_rep, 1, curr_step, 94, track_size, 95, robot_vel, 0.02, joints_pos, 56.22, 33.27, -42.49, -102.87, -150.41, -51.03, -129.31, tool_torque, 0.677, -0.162, 0.298, tool_momentum, 0.676, -0.162, 0.298, robot_mode, normal, 
26/04/2022 13:39:24:030, robot_pos_w_timestamp, 1650976662273, 454.96, 199.71, 316.53, 2.27, 0.01, 3.07, tool_force, 0.36, -0.14, -0.15, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 0.0, joints_pos, 56.22, 33.27, -42.49, -102.87, -150.41, -51.03, -129.31, tool_torque, 0.678, -0.161, 0.298, tool_momentum, 0.68, -0.16, 0.299, robot_mode, normal, 
26/04/2022 13:39:24:200, robot_pos_w_timestamp, 1650976662428, 454.97, 199.71, 316.53, 2.27, 0.01, 3.07, tool_force, 0.36, -0.11, -0.16, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 0.0, joints_pos, 56.22, 33.27, -42.49, -102.87, -150.41, -51.03, -129.31, tool_torque, 0.679, -0.158, 0.298, tool_momentum, 0.682, -0.159, 0.299, robot_mode, normal, 
26/04/2022 13:39:24:312, robot_pos_w_timestamp, 1650976662575, 454.97, 199.71, 316.53, 2.27, 0.01, 3.07, tool_force, 0.32, -0.1, -0.12, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 0.01, joints_pos, 56.22, 33.27, -42.49, -102.87, -150.41, -51.03, -129.31, tool_torque, 0.673, -0.157, 0.296, tool_momentum, 0.673, -0.157, 0.296, robot_mode, normal, 
26/04/2022 13:39:24:479, robot_pos_w_timestamp, 1650976662738, 454.97, 199.71, 316.53, 2.27, 0.01, 3.07, tool_force, 0.32, -0.09, -0.08, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 0.0, joints_pos, 56.22, 33.27, -42.49, -102.87, -150.41, -51.03, -129.31, tool_torque, 0.673, -0.159, 0.298, tool_momentum, 0.673, -0.161, 0.298, robot_mode, normal, 
26/04/2022 13:39:24:628, robot_pos_w_timestamp, 1650976662890, 454.97, 199.71, 316.53, 2.27, 0.01, 3.07, tool_force, 0.35, -0.13, -0.14, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 0.0, joints_pos, 56.22, 33.27, -42.49, -102.87, -150.41, -51.03, -129.31, tool_torque, 0.671, -0.162, 0.298, tool_momentum, 0.672, -0.163, 0.298, robot_mode, normal, 
26/04/2022 13:39:24:779, robot_pos_w_timestamp, 1650976663040, 454.96, 199.71, 316.53, 2.27, 0.01, 3.07, tool_force, 0.34, -0.1, -0.11, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 0.01, joints_pos, 56.22, 33.27, -42.49, -102.87, -150.41, -51.03, -129.31, tool_torque, 0.67, -0.159, 0.296, tool_momentum, 0.67, -0.158, 0.296, robot_mode, normal, 
26/04/2022 13:39:24:926, robot_pos_w_timestamp, 1650976663188, 454.96, 199.7, 316.54, 2.27, 0.01, 3.07, tool_force, 0.33, -0.12, -0.08, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 0.07, joints_pos, 56.22, 33.27, -42.49, -102.87, -150.41, -51.03, -129.31, tool_torque, 0.653, -0.165, 0.296, tool_momentum, 0.653, -0.165, 0.296, robot_mode, normal, 
26/04/2022 13:39:25:082, robot_pos_w_timestamp, 1650976663338, 454.94, 199.65, 316.61, 2.27, 0.01, 3.07, tool_force, 0.24, 0.05, 0.1, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 0.86, joints_pos, 56.22, 33.25, -42.5, -102.88, -150.41, -51.03, -129.31, tool_torque, 0.653, -0.153, 0.298, tool_momentum, 0.653, -0.153, 0.297, robot_mode, normal, 
26/04/2022 13:39:25:232, robot_pos_w_timestamp, 1650976663487, 454.82, 199.55, 316.59, 2.27, 0.01, 3.07, tool_force, 0.27, 0.16, -0.08, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 1.19, joints_pos, 56.22, 33.24, -42.5, -102.9, -150.42, -51.03, -129.31, tool_torque, 0.676, -0.148, 0.301, tool_momentum, 0.682, -0.15, 0.301, robot_mode, normal, 
26/04/2022 13:39:25:415, robot_pos_w_timestamp, 1650976663663, 454.88, 199.01, 316.65, 2.27, 0.01, 3.07, tool_force, 0.66, 0.38, 0.01, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 2.88, joints_pos, 56.2, 33.23, -42.54, -102.93, -150.44, -51.02, -129.35, tool_torque, 0.751, -0.239, 0.384, tool_momentum, 0.751, -0.241, 0.384, robot_mode, normal, 
26/04/2022 13:39:26:005, robot_pos_w_timestamp, 1650976664259, 453.23, 193.53, 318.1, 2.28, 0.0, 3.07, tool_force, 2.72, 0.22, -0.53, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 48.82, joints_pos, 55.9, 32.68, -42.78, -103.52, -150.14, -51.18, -130.85, tool_torque, 0.607, -0.736, 0.505, tool_momentum, 0.6, -0.717, 0.505, robot_mode, normal, 
26/04/2022 13:39:26:165, robot_pos_w_timestamp, 1650976664416, 454.95, 187.41, 320.16, 2.29, 0.0, 3.07, tool_force, 1.29, 0.53, 0.64, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 35.45, joints_pos, 55.19, 32.42, -42.86, -103.52, -150.13, -51.56, -132.05, tool_torque, 0.614, -0.563, 0.498, tool_momentum, 0.612, -0.564, 0.498, robot_mode, normal, 
26/04/2022 13:39:26:353, robot_pos_w_timestamp, 1650976664565, 458.23, 181.53, 320.84, 2.29, 0.0, 3.08, tool_force, 1.06, -0.86, 0.0, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 41.47, joints_pos, 54.23, 32.53, -42.78, -103.19, -150.1, -52.15, -133.11, tool_torque, 0.499, -0.702, 0.536, tool_momentum, 0.513, -0.724, 0.539, robot_mode, normal, 
26/04/2022 13:39:26:468, robot_pos_w_timestamp, 1650976664717, 461.85, 175.64, 321.44, 2.3, -0.01, 3.08, tool_force, 1.97, -0.37, 0.26, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 47.87, joints_pos, 53.3, 32.68, -42.75, -102.85, -150.06, -52.66, -134.11, tool_torque, 0.504, -0.647, 0.522, tool_momentum, 0.485, -0.629, 0.522, robot_mode, normal, 
26/04/2022 13:39:26:636, robot_pos_w_timestamp, 1650976664865, 466.18, 169.94, 320.81, 2.3, -0.01, 3.08, tool_force, 1.45, -1.08, -0.76, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 49.83, joints_pos, 52.34, 33.03, -42.71, -102.46, -149.84, -52.88, -135.19, tool_torque, 0.447, -0.737, 0.555, tool_momentum, 0.464, -0.767, 0.555, robot_mode, normal, 
26/04/2022 13:39:26:828, robot_pos_w_timestamp, 1650976665017, 471.34, 164.03, 319.31, 2.3, -0.01, 3.08, tool_force, 2.3, -0.82, -0.4, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 55.22, joints_pos, 51.29, 33.58, -42.65, -101.95, -149.46, -53.35, -136.92, tool_torque, 0.504, -0.683, 0.557, tool_momentum, 0.537, -0.673, 0.56, robot_mode, normal, 
26/04/2022 13:39:26:969, robot_pos_w_timestamp, 1650976665168, 477.15, 158.28, 317.19, 2.31, -0.01, 3.09, tool_force, 1.31, -0.98, -0.32, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 59.67, joints_pos, 50.22, 34.37, -42.62, -101.21, -149.28, -53.64, -137.68, tool_torque, 0.529, -0.778, 0.571, tool_momentum, 0.563, -0.783, 0.57, robot_mode, normal, 
26/04/2022 13:39:27:072, robot_pos_w_timestamp, 1650976665318, 482.85, 152.44, 314.4, 2.32, -0.01, 3.09, tool_force, 1.45, -0.51, -0.08, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 54.77, joints_pos, 49.19, 35.17, -42.61, -100.6, -148.81, -53.77, -139.07, tool_torque, 0.597, -0.591, 0.542, tool_momentum, 0.555, -0.573, 0.542, robot_mode, normal, 
26/04/2022 13:39:27:260, robot_pos_w_timestamp, 1650976665469, 488.7, 146.8, 311.16, 2.32, 0.0, 3.09, tool_force, 1.74, 0.1, -0.62, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 58.61, joints_pos, 48.28, 36.0, -42.62, -100.02, -148.49, -53.68, -140.05, tool_torque, 0.831, -0.453, 0.553, tool_momentum, 0.829, -0.458, 0.553, robot_mode, normal, 
26/04/2022 13:39:27:375, robot_pos_w_timestamp, 1650976665618, 494.26, 141.03, 307.31, 2.32, 0.0, 3.1, tool_force, 1.3, -0.71, -0.53, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 59.05, joints_pos, 47.3, 36.94, -42.62, -99.38, -148.05, -53.79, -141.07, tool_torque, 0.596, -0.472, 0.488, tool_momentum, 0.603, -0.462, 0.488, robot_mode, normal, 
26/04/2022 13:39:27:570, robot_pos_w_timestamp, 1650976665769, 500.32, 135.28, 302.91, 2.31, 0.0, 3.1, tool_force, 1.29, -0.3, -0.15, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 66.47, joints_pos, 46.29, 37.98, -42.61, -98.65, -147.47, -53.93, -141.8, tool_torque, 0.677, -0.555, 0.514, tool_momentum, 0.671, -0.549, 0.514, robot_mode, normal, 
26/04/2022 13:39:27:674, robot_pos_w_timestamp, 1650976665918, 505.87, 129.76, 298.23, 2.31, 0.0, 3.11, tool_force, 1.58, -0.58, -0.23, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 59.65, joints_pos, 45.31, 39.06, -42.59, -97.91, -147.07, -54.21, -142.49, tool_torque, 0.566, -0.669, 0.515, tool_momentum, 0.554, -0.625, 0.512, robot_mode, normal, 
26/04/2022 13:39:27:830, robot_pos_w_timestamp, 1650976666067, 511.73, 124.5, 293.1, 2.3, 0.0, 3.11, tool_force, 1.54, -0.41, 0.29, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 64.69, joints_pos, 44.35, 40.16, -42.56, -97.18, -146.38, -54.3, -142.98, tool_torque, 0.67, -0.762, 0.516, tool_momentum, 0.651, -0.74, 0.511, robot_mode, normal, 
26/04/2022 13:39:28:003, robot_pos_w_timestamp, 1650976666219, 517.54, 119.06, 286.67, 2.29, 0.0, 3.12, tool_force, 1.7, -0.34, -0.36, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 69.33, joints_pos, 43.32, 41.61, -42.52, -96.16, -145.95, -54.55, -143.05, tool_torque, 0.666, -0.623, 0.426, tool_momentum, 0.66, -0.601, 0.423, robot_mode, normal, 
26/04/2022 13:39:28:125, robot_pos_w_timestamp, 1650976666370, 522.94, 115.72, 281.65, 2.28, 0.01, 3.12, tool_force, 0.12, -0.44, -0.45, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 54.75, joints_pos, 42.77, 42.57, -42.54, -95.57, -145.65, -54.42, -143.1, tool_torque, 0.757, -0.264, 0.441, tool_momentum, 0.766, -0.274, 0.444, robot_mode, normal, 
26/04/2022 13:39:28:283, robot_pos_w_timestamp, 1650976666521, 528.32, 112.85, 275.9, 2.28, 0.01, 3.13, tool_force, 1.48, -0.38, -0.32, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 61.69, joints_pos, 42.13, 43.8, -42.52, -94.7, -145.19, -54.48, -143.25, tool_torque, 0.728, -0.603, 0.501, tool_momentum, 0.691, -0.604, 0.502, robot_mode, normal, 
26/04/2022 13:39:28:428, robot_pos_w_timestamp, 1650976666673, 533.66, 110.65, 270.1, 2.27, 0.01, 3.13, tool_force, 2.05, -0.33, -0.58, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 59.29, joints_pos, 41.5, 44.95, -42.46, -93.87, -144.48, -54.5, -143.56, tool_torque, 0.763, -0.733, 0.557, tool_momentum, 0.777, -0.739, 0.56, robot_mode, normal, 
26/04/2022 13:39:28:589, robot_pos_w_timestamp, 1650976666823, 538.76, 109.14, 264.08, 2.27, 0.02, 3.13, tool_force, 1.7, 0.2, -0.79, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 56.85, joints_pos, 41.0, 46.13, -42.41, -93.04, -143.94, -54.33, -143.86, tool_torque, 1.05, -0.498, 0.56, tool_momentum, 1.043, -0.493, 0.56, robot_mode, normal, 
26/04/2022 13:39:28:743, robot_pos_w_timestamp, 1650976666974, 543.26, 108.54, 258.47, 2.27, 0.02, 3.14, tool_force, 1.81, -0.25, -1.11, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 44.93, joints_pos, 40.68, 47.3, -42.41, -92.21, -143.61, -54.3, -143.93, tool_torque, 0.853, -0.45, 0.506, tool_momentum, 0.869, -0.459, 0.506, robot_mode, normal, 
26/04/2022 13:39:28:880, robot_pos_w_timestamp, 1650976667124, 547.48, 108.42, 252.65, 2.27, 0.02, 3.14, tool_force, 1.58, 0.04, -0.45, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 47.01, joints_pos, 40.39, 48.32, -42.4, -91.49, -143.04, -54.33, -144.17, tool_torque, 0.872, -0.608, 0.524, tool_momentum, 0.861, -0.598, 0.52, robot_mode, normal, 
26/04/2022 13:39:29:046, robot_pos_w_timestamp, 1650976667278, 551.6, 108.87, 246.79, 2.27, 0.02, -3.14, tool_force, 1.8, -0.43, -0.5, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 44.99, joints_pos, 40.14, 49.42, -42.38, -90.7, -142.5, -54.37, -144.3, tool_torque, 0.747, -0.682, 0.511, tool_momentum, 0.757, -0.691, 0.511, robot_mode, normal, 
26/04/2022 13:39:29:196, robot_pos_w_timestamp, 1650976667437, 555.92, 110.27, 240.64, 2.27, 0.02, -3.14, tool_force, 1.27, -0.59, -0.4, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 45.95, joints_pos, 39.92, 50.55, -42.33, -89.83, -141.85, -54.34, -144.41, tool_torque, 0.76, -0.587, 0.491, tool_momentum, 0.762, -0.585, 0.491, robot_mode, normal, 
26/04/2022 13:39:29:343, robot_pos_w_timestamp, 1650976667589, 559.95, 112.34, 234.82, 2.27, 0.03, -3.14, tool_force, 0.88, -0.48, -0.36, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 46.42, joints_pos, 39.89, 51.64, -42.34, -89.02, -141.46, -54.17, -144.29, tool_torque, 0.792, -0.326, 0.282, tool_momentum, 0.792, -0.326, 0.282, robot_mode, normal, 
26/04/2022 13:39:29:495, robot_pos_w_timestamp, 1650976667739, 564.02, 115.24, 229.02, 2.27, 0.03, -3.13, tool_force, 1.27, -0.73, 0.02, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 49.84, joints_pos, 39.88, 52.82, -42.37, -88.02, -141.12, -54.33, -143.79, tool_torque, 0.478, -0.573, 0.15, tool_momentum, 0.473, -0.574, 0.15, robot_mode, normal, 
26/04/2022 13:39:29:647, robot_pos_w_timestamp, 1650976667890, 568.39, 118.66, 223.22, 2.26, 0.03, -3.13, tool_force, 1.04, -0.8, -0.18, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 50.81, joints_pos, 39.9, 53.95, -42.38, -87.02, -140.73, -54.34, -143.21, tool_torque, 0.562, -0.394, 0.131, tool_momentum, 0.572, -0.393, 0.131, robot_mode, normal, 
26/04/2022 13:39:29:797, robot_pos_w_timestamp, 1650976668041, 572.74, 123.63, 217.36, 2.26, 0.04, -3.13, tool_force, 0.45, -0.53, -0.32, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 61.64, joints_pos, 39.99, 55.1, -42.3, -85.92, -140.38, -54.31, -142.58, tool_torque, 0.612, -0.237, 0.102, tool_momentum, 0.61, -0.235, 0.1, robot_mode, normal, 
26/04/2022 13:39:29:950, robot_pos_w_timestamp, 1650976668194, 576.97, 129.29, 212.09, 2.25, 0.05, -3.14, tool_force, -0.83, -0.02, 0.81, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 58.99, joints_pos, 40.2, 56.04, -42.23, -85.07, -139.85, -53.78, -141.7, tool_torque, 0.715, 0.072, 0.086, tool_momentum, 0.715, 0.074, 0.086, robot_mode, normal, 
26/04/2022 13:39:30:098, robot_pos_w_timestamp, 1650976668345, 579.64, 134.9, 208.49, 2.25, 0.05, -3.14, tool_force, -0.61, 0.07, 0.74, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 50.36, joints_pos, 40.51, 56.76, -42.24, -84.36, -139.46, -53.58, -141.13, tool_torque, 0.693, 0.053, 0.058, tool_momentum, 0.674, 0.065, 0.054, robot_mode, normal, 
26/04/2022 13:39:30:252, robot_pos_w_timestamp, 1650976668495, 581.87, 140.8, 205.25, 2.25, 0.06, -3.14, tool_force, -0.54, -0.5, 0.44, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 48.44, joints_pos, 40.91, 57.44, -42.27, -83.69, -139.36, -53.39, -140.39, tool_torque, 0.591, 0.083, 0.02, tool_momentum, 0.6, 0.077, 0.02, robot_mode, normal, 
26/04/2022 13:39:30:396, robot_pos_w_timestamp, 1650976668645, 583.48, 146.5, 202.67, 2.25, 0.06, 3.14, tool_force, -0.24, -0.1, 0.17, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 38.59, joints_pos, 41.28, 57.9, -42.27, -83.27, -138.85, -53.01, -140.06, tool_torque, 0.696, 0.051, 0.048, tool_momentum, 0.699, 0.055, 0.048, robot_mode, normal, 
26/04/2022 13:39:30:558, robot_pos_w_timestamp, 1650976668797, 584.5, 152.47, 200.46, 2.25, 0.07, 3.13, tool_force, -0.15, -0.24, 0.09, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 41.39, joints_pos, 41.76, 58.28, -42.27, -82.98, -138.49, -52.46, -139.65, tool_torque, 0.717, 0.036, 0.076, tool_momentum, 0.723, 0.036, 0.08, robot_mode, normal, 
26/04/2022 13:39:30:853, robot_pos_w_timestamp, 1650976669097, 585.82, 163.94, 197.12, 2.26, 0.07, 3.12, tool_force, -0.09, -0.37, 0.08, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 42.53, joints_pos, 42.64, 58.9, -42.28, -82.4, -137.88, -51.77, -139.21, tool_torque, 0.661, 0.043, 0.056, tool_momentum, 0.675, 0.038, 0.056, robot_mode, normal, 
26/04/2022 13:39:31:004, robot_pos_w_timestamp, 1650976669248, 585.95, 169.84, 195.89, 2.26, 0.08, 3.11, tool_force, -0.54, -0.51, -0.02, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 39.71, joints_pos, 43.14, 59.15, -42.31, -82.17, -137.7, -51.5, -138.75, tool_torque, 0.648, 0.09, 0.056, tool_momentum, 0.645, 0.084, 0.056, robot_mode, normal, 
26/04/2022 13:39:31:153, robot_pos_w_timestamp, 1650976669398, 585.57, 175.63, 194.85, 2.26, 0.08, 3.11, tool_force, -0.31, -0.3, 0.45, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 42.25, joints_pos, 43.63, 59.34, -42.31, -82.0, -137.47, -51.27, -138.35, tool_torque, 0.646, 0.069, 0.04, tool_momentum, 0.636, 0.071, 0.039, robot_mode, normal, 
26/04/2022 13:39:31:306, robot_pos_w_timestamp, 1650976669549, 585.02, 181.27, 194.14, 2.26, 0.08, 3.1, tool_force, -0.15, -0.7, 0.17, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 35.12, joints_pos, 44.1, 59.51, -42.32, -81.79, -137.38, -51.23, -137.81, tool_torque, 0.552, 0.063, 0.044, tool_momentum, 0.547, 0.069, 0.044, robot_mode, normal, 
26/04/2022 13:39:31:492, robot_pos_w_timestamp, 1650976669702, 584.03, 187.21, 193.71, 2.26, 0.08, 3.1, tool_force, 0.04, -0.58, 0.18, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 41.26, joints_pos, 44.62, 59.63, -42.32, -81.63, -137.37, -51.23, -137.23, tool_torque, 0.536, -0.012, 0.05, tool_momentum, 0.542, -0.026, 0.05, robot_mode, normal, 
26/04/2022 13:39:31:603, robot_pos_w_timestamp, 1650976669849, 582.92, 192.93, 193.53, 2.26, 0.08, 3.1, tool_force, -0.06, -0.57, -0.13, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 41.35, joints_pos, 45.12, 59.69, -42.32, -81.54, -137.21, -51.15, -136.78, tool_torque, 0.622, 0.063, 0.059, tool_momentum, 0.627, 0.054, 0.061, robot_mode, normal, 
26/04/2022 13:39:31:773, robot_pos_w_timestamp, 1650976670004, 581.57, 198.77, 193.44, 2.26, 0.08, 3.09, tool_force, 0.17, -0.34, -0.18, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 41.99, joints_pos, 45.68, 59.71, -42.32, -81.54, -137.07, -50.92, -136.31, tool_torque, 0.664, 0.021, 0.064, tool_momentum, 0.66, 0.015, 0.066, robot_mode, normal, 
26/04/2022 13:39:31:908, robot_pos_w_timestamp, 1650976670151, 579.96, 204.48, 193.51, 2.26, 0.09, 3.09, tool_force, -0.49, -0.61, 0.33, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 42.74, joints_pos, 46.36, 59.77, -42.45, -81.52, -137.2, -50.72, -135.61, tool_torque, 0.596, 0.122, 0.072, tool_momentum, 0.604, 0.112, 0.073, robot_mode, normal, 
26/04/2022 13:39:32:143, robot_pos_w_timestamp, 1650976670306, 578.09, 210.41, 193.63, 2.26, 0.09, 3.09, tool_force, -0.02, -0.4, 0.33, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 41.81, joints_pos, 46.98, 59.79, -42.5, -81.49, -137.26, -50.69, -135.22, tool_torque, 0.578, 0.1, 0.08, tool_momentum, 0.582, 0.101, 0.08, robot_mode, normal, 
26/04/2022 13:39:32:209, robot_pos_w_timestamp, 1650976670454, 576.28, 216.25, 193.68, 2.27, 0.09, 3.09, tool_force, 0.16, -0.69, 0.35, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 40.87, joints_pos, 47.52, 59.8, -42.47, -81.43, -137.33, -50.69, -134.89, tool_torque, 0.451, -0.037, 0.08, tool_momentum, 0.44, -0.031, 0.079, robot_mode, normal, 
26/04/2022 13:39:32:405, robot_pos_w_timestamp, 1650976670608, 574.38, 221.95, 193.76, 2.27, 0.08, 3.09, tool_force, 0.79, -0.93, 0.61, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 37.62, joints_pos, 47.96, 59.78, -42.37, -81.35, -137.23, -50.81, -134.74, tool_torque, 0.311, -0.296, 0.077, tool_momentum, 0.289, -0.269, 0.077, robot_mode, normal, 
26/04/2022 13:39:32:510, robot_pos_w_timestamp, 1650976670754, 572.51, 227.76, 194.02, 2.28, 0.08, 3.09, tool_force, 0.07, -0.55, 0.35, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 41.06, joints_pos, 48.47, 59.74, -42.32, -81.33, -137.1, -50.77, -134.39, tool_torque, 0.533, -0.218, 0.101, tool_momentum, 0.536, -0.21, 0.1, robot_mode, normal, 
26/04/2022 13:39:32:657, robot_pos_w_timestamp, 1650976670905, 570.55, 233.41, 194.22, 2.28, 0.08, 3.08, tool_force, -0.02, -0.41, 0.28, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 39.91, joints_pos, 49.0, 59.72, -42.32, -81.32, -136.93, -50.71, -134.04, tool_torque, 0.667, -0.173, 0.107, tool_momentum, 0.67, -0.172, 0.107, robot_mode, normal, 
26/04/2022 13:39:32:810, robot_pos_w_timestamp, 1650976671057, 568.52, 239.3, 194.5, 2.28, 0.08, 3.08, tool_force, 0.35, -0.64, 0.28, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 41.12, joints_pos, 49.58, 59.73, -42.36, -81.27, -136.93, -50.71, -133.49, tool_torque, 0.566, -0.161, 0.09, tool_momentum, 0.572, -0.174, 0.09, robot_mode, normal, 
26/04/2022 13:39:32:960, robot_pos_w_timestamp, 1650976671207, 566.62, 245.04, 194.72, 2.28, 0.08, 3.08, tool_force, -0.07, -0.83, 0.65, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 38.26, joints_pos, 50.12, 59.76, -42.37, -81.17, -136.93, -50.75, -133.1, tool_torque, 0.39, -0.141, 0.058, tool_momentum, 0.391, -0.154, 0.06, robot_mode, normal, 
26/04/2022 13:39:33:108, robot_pos_w_timestamp, 1650976671357, 564.64, 250.78, 194.99, 2.29, 0.08, 3.08, tool_force, 0.41, -1.02, 0.45, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 39.41, joints_pos, 50.66, 59.77, -42.38, -81.08, -136.93, -50.77, -132.76, tool_torque, 0.315, -0.233, 0.064, tool_momentum, 0.325, -0.236, 0.064, robot_mode, normal, 
26/04/2022 13:39:33:265, robot_pos_w_timestamp, 1650976671509, 562.74, 256.68, 195.32, 2.29, 0.08, 3.08, tool_force, -0.06, -0.49, 0.49, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 43.32, joints_pos, 51.2, 59.77, -42.36, -81.0, -136.87, -50.69, -132.29, tool_torque, 0.599, -0.088, 0.078, tool_momentum, 0.601, -0.087, 0.078, robot_mode, normal, 
26/04/2022 13:39:33:419, robot_pos_w_timestamp, 1650976671662, 560.56, 262.62, 195.61, 2.29, 0.08, 3.07, tool_force, 0.43, -0.51, 0.22, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 41.05, joints_pos, 51.73, 59.75, -42.35, -80.97, -136.65, -50.67, -132.05, tool_torque, 0.56, -0.162, 0.104, tool_momentum, 0.558, -0.169, 0.104, robot_mode, normal, 
26/04/2022 13:39:33:613, robot_pos_w_timestamp, 1650976671818, 558.36, 268.49, 195.82, 2.3, 0.07, 3.07, tool_force, 0.68, -0.87, 0.48, actual_rep, 1, curr_step, 95, track_size, 95, robot_vel, 39.84, joints_pos, 52.2, 59.75, -42.3, -80.87, -136.44, -50.79, -131.8, tool_torque, 0.321, -0.313, 0.098, tool_momentum, 0.318, -0.324, 0.1, robot_mode, normal, 
